UUID-122E8041060644C0A332B289B3CC115C,occupied,2020-11-11 07:48:59
UUID-122E8041060644C0A332B289B3CC115C,free,2020-11-11 07:54:12
UUID-122E8041060644C0A332B289B3CC115C,occupied,2020-11-11 08:38:03
UUID-122E8041060644C0A332B289B3CC115C,free,2020-11-11 08:43:06
UUID-122E8041060644C0A332B289B3CC115C,occupied,2020-11-11 08:44:29
UUID-122E8041060644C0A332B289B3CC115C,free,2020-11-11 08:52:10
UUID-122E8041060644C0A332B289B3CC115C,occupied,2020-11-11 09:00:53
UUID-122E8041060644C0A332B289B3CC115C,free,2020-11-11 10:03:45
UUID-122E8041060644C0A332B289B3CC115C,occupied,2020-11-11 10:07:18
UUID-122E8041060644C0A332B289B3CC115C,free,2020-11-11 10:22:54
UUID-122E8041060644C0A332B289B3CC115C,occupied,2020-11-11 10:30:05
UUID-122E8041060644C0A332B289B3CC115C,free,2020-11-11 12:52:24
UUID-122E8041060644C0A332B289B3CC115C,occupied,2020-11-11 12:58:56
UUID-122E8041060644C0A332B289B3CC115C,free,2020-11-11 14:53:20
UUID-122E8041060644C0A332B289B3CC115C,occupied,2020-11-11 14:57:57
UUID-122E8041060644C0A332B289B3CC115C,free,2020-11-11 15:13:29
UUID-122E8041060644C0A332B289B3CC115C,occupied,2020-11-11 15:19:15
UUID-122E8041060644C0A332B289B3CC115C,free,2020-11-11 15:38:41
UUID-122E8041060644C0A332B289B3CC115C,occupied,2020-11-11 15:42:20
UUID-122E8041060644C0A332B289B3CC115C,free,2020-11-11 16:31:58
UUID-122E8041060644C0A332B289B3CC115C,occupied,2020-11-11 16:39:50
UUID-122E8041060644C0A332B289B3CC115C,free,2020-11-11 16:54:56
UUID-122E8041060644C0A332B289B3CC115C,occupied,2020-11-11 17:01:43
UUID-122E8041060644C0A332B289B3CC115C,free,2020-11-11 17:31:32
UUID-122E8041060644C0A332B289B3CC115C,occupied,2020-11-11 17:32:08
UUID-122E8041060644C0A332B289B3CC115C,free,2020-11-11 17:37:18
UUID-122E8041060644C0A332B289B3CC115C,occupied,2020-11-11 17:39:52
UUID-122E8041060644C0A332B289B3CC115C,free,2020-11-11 17:49:19
UUID-122E8041060644C0A332B289B3CC115C,occupied,2020-11-11 17:49:31
UUID-122E8041060644C0A332B289B3CC115C,free,2020-11-11 17:56:26
UUID-122E8041060644C0A332B289B3CC115C,occupied,2020-11-11 18:10:02
UUID-122E8041060644C0A332B289B3CC115C,free,2020-11-11 18:17:34
UUID-122E8041060644C0A332B289B3CC115C,occupied,2020-11-11 19:34:32
UUID-122E8041060644C0A332B289B3CC115C,free,2020-11-11 19:41:23
UUID-AD773DD3A7DB447E92A2F569661BFBB6,occupied,2020-11-11 07:48:59
UUID-AD773DD3A7DB447E92A2F569661BFBB6,free,2020-11-11 07:54:02
UUID-AD773DD3A7DB447E92A2F569661BFBB6,occupied,2020-11-11 08:38:04
UUID-AD773DD3A7DB447E92A2F569661BFBB6,free,2020-11-11 08:43:30
UUID-AD773DD3A7DB447E92A2F569661BFBB6,occupied,2020-11-11 08:44:29
UUID-AD773DD3A7DB447E92A2F569661BFBB6,free,2020-11-11 08:52:30
UUID-AD773DD3A7DB447E92A2F569661BFBB6,occupied,2020-11-11 09:00:52
UUID-AD773DD3A7DB447E92A2F569661BFBB6,free,2020-11-11 10:03:36
UUID-AD773DD3A7DB447E92A2F569661BFBB6,occupied,2020-11-11 10:13:25
UUID-AD773DD3A7DB447E92A2F569661BFBB6,free,2020-11-11 10:22:09
UUID-AD773DD3A7DB447E92A2F569661BFBB6,occupied,2020-11-11 10:30:29
UUID-AD773DD3A7DB447E92A2F569661BFBB6,free,2020-11-11 10:44:57
UUID-AD773DD3A7DB447E92A2F569661BFBB6,occupied,2020-11-11 10:45:07
UUID-AD773DD3A7DB447E92A2F569661BFBB6,free,2020-11-11 12:53:03
UUID-AD773DD3A7DB447E92A2F569661BFBB6,occupied,2020-11-11 12:58:53
UUID-AD773DD3A7DB447E92A2F569661BFBB6,free,2020-11-11 13:44:27
UUID-AD773DD3A7DB447E92A2F569661BFBB6,occupied,2020-11-11 13:46:50
UUID-AD773DD3A7DB447E92A2F569661BFBB6,free,2020-11-11 14:08:30
UUID-AD773DD3A7DB447E92A2F569661BFBB6,occupied,2020-11-11 14:09:32
UUID-AD773DD3A7DB447E92A2F569661BFBB6,free,2020-11-11 14:22:39
UUID-AD773DD3A7DB447E92A2F569661BFBB6,occupied,2020-11-11 14:24:31
UUID-AD773DD3A7DB447E92A2F569661BFBB6,free,2020-11-11 14:49:17
UUID-AD773DD3A7DB447E92A2F569661BFBB6,occupied,2020-11-11 14:57:58
UUID-AD773DD3A7DB447E92A2F569661BFBB6,free,2020-11-11 15:13:31
UUID-AD773DD3A7DB447E92A2F569661BFBB6,occupied,2020-11-11 15:19:16
UUID-AD773DD3A7DB447E92A2F569661BFBB6,free,2020-11-11 15:27:42
UUID-AD773DD3A7DB447E92A2F569661BFBB6,occupied,2020-11-11 15:32:50
UUID-AD773DD3A7DB447E92A2F569661BFBB6,free,2020-11-11 15:41:16
UUID-AD773DD3A7DB447E92A2F569661BFBB6,occupied,2020-11-11 15:42:20
UUID-AD773DD3A7DB447E92A2F569661BFBB6,free,2020-11-11 15:54:54
UUID-AD773DD3A7DB447E92A2F569661BFBB6,occupied,2020-11-11 15:59:01
UUID-AD773DD3A7DB447E92A2F569661BFBB6,free,2020-11-11 16:26:47
UUID-AD773DD3A7DB447E92A2F569661BFBB6,occupied,2020-11-11 16:39:50
UUID-AD773DD3A7DB447E92A2F569661BFBB6,free,2020-11-11 16:44:56
UUID-AD773DD3A7DB447E92A2F569661BFBB6,occupied,2020-11-11 16:47:25
UUID-AD773DD3A7DB447E92A2F569661BFBB6,free,2020-11-11 16:54:59
UUID-AD773DD3A7DB447E92A2F569661BFBB6,occupied,2020-11-11 17:01:43
UUID-AD773DD3A7DB447E92A2F569661BFBB6,free,2020-11-11 17:31:20
UUID-AD773DD3A7DB447E92A2F569661BFBB6,occupied,2020-11-11 17:32:08
UUID-AD773DD3A7DB447E92A2F569661BFBB6,free,2020-11-11 17:37:27
UUID-AD773DD3A7DB447E92A2F569661BFBB6,occupied,2020-11-11 17:40:18
UUID-AD773DD3A7DB447E92A2F569661BFBB6,free,2020-11-11 17:49:31
UUID-AD773DD3A7DB447E92A2F569661BFBB6,occupied,2020-11-11 17:49:31
UUID-AD773DD3A7DB447E92A2F569661BFBB6,free,2020-11-11 17:55:58
UUID-AD773DD3A7DB447E92A2F569661BFBB6,occupied,2020-11-11 18:10:02
UUID-AD773DD3A7DB447E92A2F569661BFBB6,free,2020-11-11 18:17:00
UUID-AD773DD3A7DB447E92A2F569661BFBB6,occupied,2020-11-11 19:34:32
UUID-AD773DD3A7DB447E92A2F569661BFBB6,free,2020-11-11 19:41:05
UUID-511005F571B244979ACB56558C26D853,occupied,2020-11-11 07:48:59
UUID-511005F571B244979ACB56558C26D853,free,2020-11-11 07:54:08
UUID-511005F571B244979ACB56558C26D853,occupied,2020-11-11 08:38:03
UUID-511005F571B244979ACB56558C26D853,free,2020-11-11 08:44:02
UUID-511005F571B244979ACB56558C26D853,occupied,2020-11-11 08:44:29
UUID-511005F571B244979ACB56558C26D853,free,2020-11-11 08:52:03
UUID-511005F571B244979ACB56558C26D853,occupied,2020-11-11 09:00:52
