,000001.SH前收盘价,399106.SZ前收盘价,000001.SH开盘价,399106.SZ开盘价,000001.SH最高价,399106.SZ最高价,000001.SH最低价,399106.SZ最低价,000001.SH收盘价,399106.SZ收盘价,000001.SH涨跌,399106.SZ涨跌,000001.SH涨跌幅,399106.SZ涨跌幅,000001.SH成交量,399106.SZ成交量
2019/12/5,2878.1157,1608.517,2886.5164,1612.753,2902.002,1629.549,2885.0798,1611.56,2899.4685,1626.966,21.3528,18.449,0.741902072,1.146957104,14316309600,22952502016
2019/12/6,2899.4685,1626.966,2902.278,1628.058,2912.0136,1640.326,2894.7513,1625.671,2912.0136,1640.326,12.5451,13.36,0.432668953,0.821160368,13412887800,22838035712
2019/12/9,2912.0136,1640.326,2914.4576,1644.156,2919.5888,1645.758,2905.2503,1636.554,2914.4775,1640.51,2.4639,0.184,0.084611555,0.011217282,16079652700,25486272256
2019/12/10,2914.4775,1640.51,2908.9439,1636.659,2919.2011,1646.818,2902.7896,1632.248,2917.3157,1646.818,2.8382,6.308,0.097382807,0.384514572,17012399800,25902285824
2019/12/11,2917.3157,1646.818,2922.602,1645.663,2928.2564,1648.378,2915.0008,1635.207,2924.4173,1639.497,7.1016,-7.321,0.243429259,-0.444554286,16554108700,26947543808
2019/12/12,2924.4173,1639.497,2926.3416,1639.881,2926.3416,1644.549,2913.4755,1635.009,2915.6983,1636.333,-8.719,-3.164,-0.298144865,-0.192986019,15176080400,25565456128
2019/12/13,2915.6983,1636.333,2937.7763,1648.378,2969.9809,1661.936,2935.849,1645.947,2967.6764,1660.553,51.9781,24.22,1.782698162,1.480138823,21197858500,29400938496
2019/12/16,2967.6764,1660.553,2970.9694,1665.86,2984.6414,1686.413,2958.7064,1662.491,2984.3925,1686.413,16.7161,25.86,0.56327233,1.557312534,21186211900,35227190016
2019/12/17,2984.3925,1686.413,2985.2619,1687.093,3039.3834,1715.024,2982.4956,1685.792,3022.4219,1708.783,38.0294,22.37,1.274276088,1.326484082,29303225400,42480727040
2019/12/18,3022.4219,1708.783,3021.4657,1707.764,3033.2337,1718.634,3011.7207,1704.713,3017.0444,1709.441,-5.3775,0.658,-0.17792023,0.038506937,24408969100,37978310656
2019/12/19,3017.0444,1709.441,3017.153,1710.035,3021.4176,1716.436,3007.992,1705.056,3017.0658,1713.033,0.0214,3.592,0.000709303,0.21012717,20862426400,34758610176
2019/12/20,3017.0658,1713.033,3019.6395,1714.426,3027.4835,1719.705,3002.2601,1700.293,3004.9376,1700.293,-12.1282,-12.74,-0.401986592,-0.743710133,21507575500,34529000192
2019/12/23,3004.9376,1700.293,2999.0357,1695.008,3009.338,1699.465,2960.435,1666.858,2962.7513,1667.71,-42.1863,-32.583,-1.403899369,-1.916316776,20571661700,30843913728
2019/12/24,2962.7513,1667.71,2965.8258,1670.594,2983.8194,1690.735,2960.6839,1669.407,2982.6806,1690.735,19.9293,23.025,0.672661927,1.380635722,16303025000,26415434240
2019/12/25,2982.6806,1690.735,2980.4276,1689.127,2988.2924,1700.957,2970.6572,1687.676,2981.8805,1697.207,-0.8001,6.472,-0.026824864,0.382792099,17565402800,29073447424
2019/12/26,2981.8805,1697.207,2981.2485,1697.755,3007.3546,1709.45,2980.3966,1696.032,3007.3546,1709.45,25.4741,12.243,0.854296475,0.721361625,18244042600,29292905216
2019/12/27,3007.3546,1709.45,3006.8517,1712.2,3036.1127,1720.803,3003.6309,1696.864,3005.0355,1697.913,-2.3191,-11.537,-0.077114285,-0.674895434,24710277900,35167642112
2019/12/30,3005.0355,1697.913,2998.1689,1691.652,3041.3969,1713.507,2983.3436,1676.228,3040.0239,1713.507,34.9884,15.594,1.164325679,0.918421615,24806653000,32284492544
2019/12/31,3040.0239,1713.507,3036.3858,1712.522,3051.677,1722.945,3030.5122,1711.075,3050.124,1722.945,10.1001,9.438,0.33223752,0.550800201,21742902200,28242771712
2020/1/2,3050.124,1722.945,3066.3357,1734.631,3098.1001,1758.336,3066.3357,1730.158,3085.1976,1756.162,35.0736,33.217,1.149907348,1.927919928,29247020800,39279517440
2020/1/3,3085.1976,1756.162,3089.022,1759.772,3093.8192,1764.585,3074.5178,1750.18,3083.7858,1760.853,-1.4118,4.691,-0.04576044,0.267116587,26149666700,37360393728
2020/1/6,3083.7858,1760.853,3070.9088,1751.251,3107.2032,1782.324,3065.3088,1747.346,3083.4083,1768.683,-0.3775,7.83,-0.012241447,0.44467085,31257584200,43899825152
2020/1/7,3083.4083,1768.683,3085.4882,1771.949,3105.4507,1791.852,3084.329,1771.927,3104.8015,1791.852,21.3932,23.169,0.693816644,1.309957748,27658311100,41449962752
2020/1/8,3104.8015,1791.852,3094.2389,1783.597,3094.2389,1793.72,3059.1313,1765.153,3066.8925,1769.583,-37.909,-22.269,-1.220979828,-1.242792373,29787255300,46250691072
2020/1/9,3066.8925,1769.583,3082.6398,1784.472,3097.3291,1800.637,3080.1313,1784.472,3094.8819,1800.637,27.9894,31.054,0.912630619,1.754876714,24343564900,39659111424
2020/1/10,3094.8819,1800.637,3102.2938,1805.412,3105.2248,1806.366,3081.3961,1790.391,3092.2907,1797.883,-2.5912,-2.754,-0.083725327,-0.152945874,21044246200,35568971264
2020/1/13,3092.2907,1797.883,3091.493,1798.908,3115.5696,1822.351,3075.3837,1791.174,3115.5696,1822.351,23.2789,24.468,0.752804385,1.360933943,21062100400,34527366400
2020/1/14,3115.5696,1822.351,3120.6669,1828.069,3127.1692,1829.504,3105.6049,1817.241,3106.8204,1818.125,-8.7492,-4.226,-0.280821844,-0.231898246,22997376900,37729812224
2020/1/15,3106.8204,1818.125,3103.1749,1816.334,3107.9426,1819.092,3082.0425,1800.638,3090.0379,1814.213,-16.7825,-3.912,-0.540182497,-0.215166724,20231302300,33123327232
2020/1/16,3090.0379,1814.213,3095.7342,1815.496,3096.3717,1819.055,3070.884,1807.79,3074.0814,1811.568,-15.9565,-2.645,-0.516385252,-0.145793245,20337547500,31796837376
2020/1/17,3074.0814,1811.568,3081.4641,1815.662,3091.9516,1821.018,3067.2525,1803.157,3075.4955,1806.28,1.4141,-5.288,0.046000734,-0.291901822,19030429900,30482010368
2020/1/20,3075.4955,1806.28,3082.1134,1809.337,3096.3105,1829.952,3070.4801,1802.071,3095.7873,1829.952,20.2918,23.672,0.659789618,1.310538787,21049334100,33062551296
2020/1/21,3095.7873,1829.952,3085.7895,1825.3,3085.7895,1825.3,3051.2301,1806.078,3052.1419,1806.535,-43.6454,-23.417,-1.409832,-1.279651051,23483073900,33854080512
2020/1/22,3052.1419,1806.535,3038.4868,1797.969,3069.2527,1825.143,3006.2677,1773.735,3060.7545,1819.61,8.6126,13.075,0.282182162,0.723761234,22385286500,35209008128
2020/1/23,3060.7545,1819.61,3037.9524,1801.695,3045.0406,1813.702,2955.346,1740.139,2976.5281,1756.815,-84.2264,-62.795,-2.75181822,-3.451014228,27276323400,40289425920
2020/2/3,2976.5281,1756.815,2716.6978,1598.796,2766.5773,1626.498,2716.6978,1598.796,2746.6056,1609.002,-229.9225,-147.813,-7.724519718,-8.413691823,21591210300,19544992256
2020/2/4,2746.6056,1609.002,2685.2693,1552.957,2786.1642,1641.062,2685.2693,1552.957,2783.2875,1638.021,36.6819,29.019,1.335535761,1.803540331,36404620000,51156007936
2020/2/5,2783.2875,1638.021,2792.3713,1648.52,2842.7426,1697.499,2778.8641,1648.236,2818.0878,1678.639,34.8003,40.618,1.250330769,2.479699589,30976182300,45467182592
2020/2/6,2818.0878,1678.639,2826.8851,1680.226,2876.5878,1733.36,2807.609,1668.497,2866.5097,1727.237,48.4219,48.598,1.718253775,2.895083457,31639214200,48110943488
2020/2/7,2866.5097,1727.237,2858.9324,1726.038,2875.9636,1738.321,2838.7702,1706.073,2875.9636,1736.17,9.4539,8.933,0.329805268,0.517184382,30947964200,48961955840
2020/2/10,2875.9636,1736.17,2860.499,1733.333,2891.8479,1757.377,2851.0503,1729.731,2890.4878,1757.264,14.5242,21.094,0.5050203,1.214973188,29492978400,47089083648
2020/2/11,2890.4878,1757.264,2894.5414,1759.26,2913.8159,1769.213,2882.2428,1746.114,2901.6744,1758.015,11.1866,0.751,0.387014261,0.042736891,26916833500,41781519104
2020/2/12,2901.6744,1758.015,2895.5561,1751.78,2926.8991,1785.597,2892.424,1750.339,2926.8991,1785.33,25.2247,27.315,0.869315317,1.553741009,24873342900,42014176256
2020/2/13,2926.8991,1785.33,2927.1443,1785.009,2935.406,1791.855,2901.2425,1764.949,2906.0735,1771.61,-20.8256,-13.72,-0.711524357,-0.768485378,27480484400,45529039872
2020/2/14,2906.0735,1771.61,2899.8659,1769.417,2926.9427,1795.004,2899.5739,1764.78,2917.0077,1779.43,10.9342,7.82,0.376253388,0.441406404,25065062700,41709336832
2020/2/17,2917.0077,1779.43,2924.9913,1789.909,2983.6371,1835.96,2924.9913,1789.909,2983.6224,1835.96,66.6147,56.53,2.283665552,3.176860006,31319800700,48111496448
2020/2/18,2983.6224,1835.96,2981.4097,1837.326,2990.6003,1856.562,2960.7751,1826.097,2984.9716,1856.562,1.3492,20.602,0.045220199,1.122137737,31166591300,52809083648
2020/2/19,2984.9716,1856.562,2979.5223,1855.414,2998.2718,1870.816,2971.8219,1845.85,2975.4019,1846.404,-9.5697,-10.158,-0.320596015,-0.547140359,31514115100,53776285184
2020/2/20,2975.4019,1846.404,2981.8802,1851.34,3031.3706,1887.129,2968.4451,1844.003,3030.1542,1886.14,54.7523,39.736,1.840164853,2.15207506,34573288100,55171062016
2020/2/21,3030.1542,1886.14,3022.2455,1884.74,3058.898,1921.028,3020.141,1882.771,3039.6692,1907.35,9.515,21.21,0.314010422,1.124518859,36455727600,60039173376
2020/2/24,3039.6692,1907.35,3027.8925,1905.56,3042.1821,1939.335,3007.3557,1897.174,3031.2333,1933.358,-8.4359,26.008,-0.27752691,1.363567253,37043004400,62054634752
2020/2/25,3031.2333,1933.358,2982.0696,1893.012,3016.9458,1945.758,2943.7168,1860.295,3013.0501,1943.167,-18.1832,9.809,-0.599861449,0.507355596,44162276200,73050583040
2020/2/26,3013.0501,1943.167,2978.4195,1916.587,3028.7788,1934.105,2974.9423,1883.867,2987.9287,1890.604,-25.1214,-52.563,-0.833753146,-2.705017119,46904955200,68651309824
2020/2/27,2987.9287,1890.604,2992.4919,1899.601,3009.4575,1917.831,2980.4774,1871.696,2991.3288,1895.132,3.4001,4.528,0.113794549,0.239500181,35052365800,55169482496
2020/2/28,2991.3288,1895.132,2924.6407,1831.822,2948.1261,1860.713,2878.5443,1799.656,2880.3038,1801.747,-111.025,-93.385,-3.71156123,-4.927625094,40121691400,61089043712
2020/3/2,2880.3038,1801.747,2899.31,1821.941,2982.5068,1879.389,2899.31,1817.54,2970.9312,1869.648,90.6274,67.901,3.146452815,3.768620123,36733336900,53240554752
2020/3/3,2970.9312,1869.648,3006.8888,1902.812,3026.842,1926.464,2976.623,1872.207,2992.8968,1888.919,21.9656,19.271,0.739350679,1.030728779,41010804700,60166615296
2020/3/4,2992.8968,1888.919,2981.806,1877.115,3012.0035,1895.739,2974.3583,1860.262,3011.6657,1895.739,18.7689,6.82,0.627114841,0.361053068,35333827800,51334824704
2020/3/5,3011.6657,1895.739,3036.1545,1919.969,3074.2571,1932.986,3022.9262,1903.31,3071.6771,1929.436,60.0114,33.697,1.992631519,1.777512622,44542580600,59305420288
2020/3/6,3071.6771,1929.436,3039.9395,1904.9726,3052.4439,1927.7125,3029.4632,1902.6367,3034.5113,1915.1663,-37.1658,-14.2697,-1.209951398,-0.73957882,36206153300,53885674076
2020/3/9,3034.5113,1915.1663,2987.1805,1883.3533,2989.2051,1891.548,2940.7138,1842.2261,2943.2907,1842.6621,-91.2206,-72.5042,-3.006105135,-3.785791344,41456073600,58473479978
2020/3/10,2943.2907,1842.6621,2918.9347,1821.5809,3000.2963,1887.3886,2904.7989,1805.2934,2996.7618,1887.3397,53.4711,44.6776,1.816711479,2.424622507,39329664800,58135515476
2020/3/11,2996.7618,1887.3397,3001.7616,1892.877,3010.0286,1897.6518,2968.5174,1859.2517,2968.5174,1859.3958,-28.2444,-27.9439,-0.942497332,-1.480597266,35247097000,52958021967
2020/3/12,2968.5174,1859.3958,2936.0163,1831.7695,2944.4651,1839.7758,2906.2838,1802.1214,2923.4856,1818.5572,-45.0318,-40.8386,-1.516979486,-2.196337111,30777845700,46570794670
2020/3/13,2923.4856,1818.5572,2804.2322,1724.3585,2910.8812,1817.0216,2799.9841,1724.3585,2887.4265,1798.9847,-36.0591,-19.5725,-1.233428343,-1.076265294,36645043600,52900453782
2020/3/16,2887.4265,1798.9847,2897.3009,1809.1696,2898.0349,1809.904,2784.6616,1706.389,2789.2537,1712.0172,-98.1728,-86.9675,-3.400010355,-4.834254566,35187866500,52048261524
2020/3/17,2789.2537,1712.0172,2796.284,1724.5806,2826.9068,1742.0958,2715.2213,1648.9956,2779.6407,1704.7359,-9.613,-7.2813,-0.344644161,-0.425305307,30614967700,44916428758
2020/3/18,2779.6407,1704.7359,2792.3221,1720.5275,2815.8737,1750.6058,2728.7563,1678.2484,2728.7563,1678.2484,-50.8844,-26.4875,-1.830610697,-1.553759735,29115985200,45258080567
2020/3/19,2728.7563,1678.2484,2719.4063,1676.8507,2736.82,1692.1555,2646.8048,1634.1137,2702.1296,1682.9296,-26.6267,4.6812,-0.975781531,0.278933679,30230274700,43223774821
2020/3/20,2702.1296,1682.9296,2727.0186,1702.9495,2751.8964,1707.0659,2702.4933,1675.4423,2745.6182,1704.4623,43.4886,21.5327,1.609419474,1.279477169,25201950700,38004697447
2020/3/23,2745.6182,1704.4623,2677.591,1655.7689,2703.3295,1673.4943,2656.5008,1626.8325,2660.1674,1631.8767,-85.4508,-72.5856,-3.112260838,-4.25856295,24982025000,38811461512
2020/3/24,2660.1674,1631.8767,2703.0193,1664.051,2723.4066,1669.8713,2667.1333,1617.9883,2722.4381,1666.2217,62.2707,34.345,2.340856444,2.104632047,25702193000,39835928443
2020/3/25,2722.4381,1666.2217,2775.3032,1703.9092,2788.6354,1716.2367,2757.8016,1694.9338,2781.5913,1714.8564,59.1532,48.6347,2.172802386,2.918861278,27314446600,41683938177
2020/3/26,2781.5913,1714.8564,2761.8961,1702.3441,2788.5038,1720.2872,2753.4282,1694.3706,2764.9109,1701.1515,-16.6804,-13.7049,-0.599671131,-0.799186451,23408402200,37299227467
2020/3/27,2764.9109,1701.1515,2792.9843,1722.3946,2805.5479,1724.4775,2771.7563,1692.323,2772.2033,1693.347,7.2924,-7.8045,0.263748101,-0.458777481,24076406600,34500987545
2020/3/30,2772.2033,1693.347,2739.7191,1667.8737,2759.0989,1670.4065,2723.0543,1640.143,2747.2138,1657.5471,-24.9895,-35.7999,-0.901431003,-2.11415026,23970660400,35663136928
2020/3/31,2747.2138,1657.5471,2767.3072,1672.8972,2771.1683,1679.669,2743.1154,1660.7633,2750.2962,1665.9257,3.0824,8.3786,0.112200951,0.505481865,21859867400,31534832328
2020/4/1,2750.2962,1665.9257,2743.5409,1664.7157,2773.3641,1687.7167,2731.0794,1657.0732,2734.5215,1660.0778,-15.7747,-5.8479,-0.573563677,-0.351030061,21725342700,33307952567
2020/4/2,2734.5215,1660.0778,2720.2284,1652.7284,2780.6379,1697.5546,2719.9043,1650.3012,2780.6379,1697.5546,46.1164,37.4768,1.686452273,2.257532749,21786460000,32820076188
2020/4/3,2780.6379,1697.5546,2773.5764,1694.6214,2780.5868,1705.2053,2754.0731,1682.3052,2763.9874,1689.5721,-16.6505,-7.9825,-0.598801448,-0.470235243,20083740400,32003127097
2020/4/7,2763.9874,1689.5721,2806.9676,1720.1821,2823.2767,1744.6286,2801.8386,1718.3231,2820.7634,1743.3727,56.776,53.8006,2.054133821,3.184273699,27019818600,40185831806
2020/4/8,2820.7634,1743.3727,2805.9166,1735.4283,2823.2139,1746.6454,2800.2963,1732.1583,2815.3686,1740.6484,-5.3948,-2.7243,-0.191253191,-0.15626607,24351530500,39687723477
2020/4/9,2815.3686,1740.6484,2825.8393,1749.8005,2832.395,1759.1583,2820.4326,1744.0926,2825.9036,1755.371,10.535,14.7226,0.374196118,0.845811251,23818484300,37741883171
2020/4/10,2825.9036,1755.371,2827.1873,1753.5831,2833.0148,1756.3994,2789.9756,1715.7633,2796.6312,1721.2176,-29.2724,-34.1534,-1.035859822,-1.945651375,23345476800,39477343661
2020/4/13,2796.6312,1721.2176,2784.5979,1708.5048,2792.8906,1717.7086,2774.0808,1697.8427,2783.0476,1707.459,-13.5836,-13.7586,-0.485712953,-0.799352737,17712455400,29803433754
2020/4/14,2783.0476,1707.459,2794.801,1718.491,2827.2981,1745.4184,2789.4279,1715.1371,2827.283,1745.4184,44.2354,37.9594,1.58945898,2.223151478,20269656900,32983875791
2020/4/15,2827.283,1745.4184,2826.6618,1745.0508,2829.7503,1753.1158,2808.7039,1734.2935,2811.1741,1736.1337,-16.1089,-9.2847,-0.569766097,-0.531946953,20562114600,37919930676
2020/4/16,2811.1741,1736.1337,2798.4295,1726.1714,2823.3382,1747.3104,2796.8388,1723.4716,2819.935,1744.3907,8.7609,8.257,0.311645586,0.475597012,20300377300,34870380920
2020/4/17,2819.935,1744.3907,2835.5581,1757.1855,2854.9599,1765.8183,2830.0217,1747.1862,2838.4945,1750.2798,18.5595,5.8891,0.658153468,0.337602121,24573675000,40149237971
2020/4/20,2838.4945,1750.2798,2840.4085,1753.3025,2852.99,1767.863,2833.2615,1748.8308,2852.5528,1767.863,14.0583,17.5832,0.49527311,1.004593666,21184707800,34015623714
2020/4/21,2852.5528,1767.863,2842.2372,1760.9141,2842.2372,1760.9141,2808.0214,1734.7349,2827.0133,1753.4175,-25.5395,-14.4455,-0.895320851,-0.817116485,23323587000,35933329193
2020/4/22,2827.0133,1753.4175,2814.0661,1739.8357,2843.9804,1771.7985,2808.4819,1736.9008,2843.9804,1771.7985,16.9671,18.381,0.60017758,1.048295685,21732000000,34484857059
2020/4/23,2843.9804,1771.7985,2850.5104,1777.2429,2853.6357,1778.6374,2835.8961,1762.2071,2838.4994,1763.0253,-5.481,-8.7732,-0.192722847,-0.495157886,24877903700,38280972869
2020/4/24,2838.4994,1763.0253,2834.9387,1762.2702,2834.9387,1763.1182,2802.4989,1731.4051,2808.5293,1736.9286,-29.9701,-26.0967,-1.055843098,-1.48022266,23518507600,37291139586
2020/4/27,2808.5293,1736.9286,2812.2422,1740.2205,2832.6662,1751.9772,2802.9579,1726.8667,2815.4947,1738.0453,6.9654,1.1167,0.248008807,0.064291647,21013098100,32036978713
2020/4/28,2815.4947,1738.0453,2819.9914,1739.9429,2821.745,1741.7244,2758.2459,1681.4937,2810.0243,1732.5612,-5.4704,-5.4841,-0.194296228,-0.315532627,25387274500,38469152976
2020/4/29,2810.0243,1732.5612,2801.383,1726.1304,2831.7642,1745.3567,2800.7379,1723.2871,2822.4424,1730.7422,12.4181,-1.819,0.441921445,-0.104989076,20206180700,29023198868
2020/4/30,2822.4424,1730.7422,2832.3843,1739.8063,2865.59,1767.8989,2832.3843,1739.8063,2860.0822,1763.3623,37.6398,32.6201,1.33358966,1.884746324,24245527800,34810253127
2020/5/6,2860.0822,1763.3623,2831.6326,1747.1459,2879.2634,1790.2789,2830.6536,1745.9518,2878.1402,1790.2789,18.058,26.9166,0.631380455,1.526436173,24982661600,35016317908
2020/5/7,2878.1402,1790.2789,2876.4727,1792.7033,2882.0222,1798.3932,2864.5813,1783.7046,2871.5232,1788.2139,-6.617,-2.065,-0.229905409,-0.115345157,22673695700,34587889048
2020/5/8,2871.5232,1788.2139,2882.7078,1796.8246,2903.7967,1816.309,2879.2034,1794.4946,2895.3444,1809.1687,23.8212,20.9548,0.829566691,1.171828493,22682207500,35434789069
2020/5/11,2895.3444,1809.1687,2901.5739,1816.986,2914.2838,1822.4319,2884.3806,1794.139,2894.802,1804.7388,-0.5424,-4.4299,-0.018733523,-0.244858315,22512041000,34932753998
2020/5/12,2894.802,1804.7388,2894.6171,1804.9584,2897.9018,1810.8371,2871.23,1787.1281,2891.5564,1810.7346,-3.2456,5.9958,-0.112118204,0.332225361,19708298500,30928583190
2020/5/13,2891.5564,1810.7346,2882.9552,1805.2948,2900.2587,1825.2407,2875.5354,1801.3729,2898.0495,1822.8519,6.4931,12.1173,0.224553808,0.669192492,18506131000,29883684044
2020/5/14,2898.0495,1822.8519,2887.0577,1815.3764,2887.0577,1819.7866,2869.1832,1804.9647,2870.3422,1805.6962,-27.7073,-17.1557,-0.956067176,-0.941146124,19777620200,32504079061
2020/5/15,2870.3422,1805.6962,2880.7067,1814.407,2884.2199,1819.6714,2863.3698,1801.3425,2868.4587,1808.5635,-1.8835,2.8673,-0.065619354,0.158791939,18898359200,31714461969
2020/5/18,2868.4587,1808.5635,2872.5244,1810.2068,2889.9795,1816.3574,2862.2709,1792.4989,2875.4176,1800.8396,6.9589,-7.7239,0.242600669,-0.427073752,22602288200,36207888258
2020/5/19,2875.4176,1800.8396,2897.6867,1815.2992,2900.2187,1823.572,2887.5768,1810.4752,2898.576,1823.572,23.1584,22.7324,0.80539258,1.262322308,19722240500,31011385021
2020/5/20,2898.576,1823.572,2896.4657,1824.1837,2896.4657,1824.1837,2876.1766,1800.1786,2883.7378,1805.8574,-14.8382,-17.7146,-0.511913436,-0.971423119,21051998500,34539737800
2020/5/21,2883.7378,1805.8574,2890.7213,1812.472,2891.5177,1813.905,2864.2073,1784.8796,2867.9237,1788.6356,-15.8141,-17.2218,-0.548388969,-0.95366334,20353203800,32124994307
2020/5/22,2867.9237,1788.6356,2863.0462,1786.6576,2863.0462,1786.6576,2808.0177,1744.2025,2813.7654,1752.4165,-54.1583,-36.2191,-1.888414953,-2.0249569,20906371200,29971897348
2020/5/25,2813.7654,1752.4165,2816.241,1750.8265,2821.4978,1756.5777,2802.4653,1741.582,2817.9697,1750.8237,4.2043,-1.5928,0.149418996,-0.090891634,17288555700,24158753245
2020/5/26,2817.9697,1750.8237,2827.8967,1759.3667,2848.3371,1789.5232,2825.901,1758.4864,2846.5473,1789.5232,28.5776,38.6995,1.014120202,2.210359615,17456236900,27086420713
2020/5/27,2846.5473,1789.5232,2847.3198,1791.7288,2848.9965,1791.7288,2831.9281,1769.9088,2836.8036,1774.2177,-9.7437,-15.3055,-0.342298897,-0.855283687,19814934300,29342989795
2020/5/28,2836.8036,1774.2177,2838.2072,1774.6087,2861.9241,1780.659,2820.1455,1745.3429,2846.2217,1769.6998,9.4181,-4.5179,0.3319969,-0.254641806,20754601900,29705786836
2020/5/29,2846.2217,1769.6998,2835.584,1764.5197,2855.3756,1789.0305,2829.6271,1760.4852,2852.3512,1786.5055,6.1295,16.8057,0.215355677,0.949635639,20679280400,29492296256
2020/6/1,2852.3512,1786.5055,2871.9641,1799.7062,2917.1508,1844.8226,2871.9641,1799.7062,2915.4311,1842.9453,63.0799,56.4398,2.211505371,3.159229009,26019605000,39028221549
2020/6/2,2915.4311,1842.9453,2916.3168,1849.6491,2926.3588,1851.6617,2909.1277,1838.2607,2921.398,1846.6574,5.9669,3.7121,0.20466613,0.201422147,25610804900,41951030331
2020/6/3,2921.398,1846.6574,2930.3906,1852.1075,2942.7597,1861.355,2922.6612,1846.1713,2923.3711,1847.377,1.9731,0.7196,0.067539582,0.038967705,25566398000,41899491387
2020/6/4,2923.3711,1847.377,2931.8376,1852.2132,2932.9677,1855.3229,2910.7516,1842.4328,2919.2506,1852.536,-4.1205,5.159,-0.140950289,0.279260811,22660587300,35881210901
2020/6/5,2919.2506,1852.536,2923.1891,1854.7252,2930.7993,1858.1835,2909.1181,1843.3744,2930.7993,1856.6056,11.5487,4.0696,0.395604954,0.219677242,21736067300,34249496634
2020/6/8,2930.7993,1856.6056,2941.9816,1867.9596,2950.0656,1874.6143,2934.2103,1854.0649,2937.7712,1856.8851,6.9719,0.2795,0.237883911,0.015054355,23112436000,35720905420
2020/6/9,2937.7712,1856.8851,2939.5351,1860.0056,2957.1186,1870.4557,2932.9385,1852.5016,2956.1116,1869.3287,18.3404,12.4436,0.624296405,0.670133009,20904858500,32997984013
2020/6/10,2956.1116,1869.3287,2951.2784,1869.9723,2951.3298,1875.3582,2934.8428,1861.4993,2943.7525,1874.9442,-12.3591,5.6155,-0.418086381,0.300401957,20792596900,31935033954
2020/6/11,2943.7525,1874.9442,2939.7914,1875.8704,2952.651,1890.6314,2912.1932,1855.6801,2920.8968,1865.2999,-22.8557,-9.6443,-0.776413778,-0.514377975,23372294700,35685471327
2020/6/12,2920.8968,1865.2999,2876.8029,1828.2582,2930.255,1878.9547,2872.6165,1825.3809,2919.7408,1870.7007,-1.156,5.4008,-0.039576886,0.289540572,23600864200,35465928370
2020/6/15,2919.7408,1870.7007,2908.2767,1870.3415,2922.5364,1889.6419,2890.0306,1865.3427,2890.0306,1865.3427,-29.7102,-5.358,-1.017562929,-0.286416742,24320504600,38922693148
2020/6/16,2890.0306,1865.3427,2912.8251,1882.1642,2931.7791,1898.3464,2909.1341,1879.7602,2931.7493,1898.3464,41.7187,33.0037,1.443538349,1.769310272,22331306500,35896934264
2020/6/17,2931.7493,1898.3464,2932.6708,1901.9015,2936.6162,1903.7667,2919.0353,1888.7555,2935.873,1903.7667,4.1237,5.4203,0.140656638,0.285527446,23465439100,38276043231
2020/6/18,2935.873,1903.7667,2929.8799,1902.214,2942.8983,1910.6335,2920.1054,1895.7703,2939.3151,1908.3303,3.4421,4.5636,0.11724281,0.239714246,25869137700,37911198940
2020/6/19,2939.3151,1908.3303,2938.7887,1909.6061,2973.3164,1935.3633,2935.8239,1908.6922,2967.6341,1931.1029,28.319,22.7726,0.963455738,1.193325914,26431396100,35928501838
2020/6/22,2967.6341,1931.1029,2966.9008,1934.5348,2983.4382,1944.3007,2959.035,1930.0746,2965.2717,1936.6467,-2.3624,5.5438,-0.079605501,0.287079472,26788383400,37541858460
2020/6/23,2965.2717,1936.6467,2960.8875,1937.6452,2972.4025,1948.1461,2949.8469,1928.0128,2970.6203,1947.4476,5.3486,10.8009,0.180374702,0.55771143,22521220800,34738120228
2020/6/24,2970.6203,1947.4476,2972.9827,1950.2242,2982.9425,1956.1373,2971.2235,1940.5317,2979.5505,1947.7255,8.9302,0.2779,0.300617349,0.01426996,21320073200,31873282282
2020/6/29,2979.5505,1947.7255,2973.0757,1942.7562,2977.9122,1947.2139,2951.7702,1931.0209,2961.5164,1939.1238,-18.0341,-8.6017,-0.605262438,-0.44162794,22062272900,32520425385
2020/6/30,2961.5164,1939.1238,2965.1054,1950.1849,2990.8253,1978.5322,2965.1054,1950.1849,2984.6741,1975.5199,23.1577,36.3961,0.781954137,1.876935346,21495721400,32630919779
2020/7/1,2984.6741,1975.5199,2991.1813,1980.9537,3026.1862,1993.6603,2984.9841,1966.0656,3025.981,1991.1101,41.3069,15.5902,1.383966846,0.789169474,27331314000,39396763794
2020/7/2,3025.981,1991.1101,3023.7189,1989.424,3092.4432,2017.3615,3021.6736,1983.2248,3090.5693,2016.0492,64.5883,24.9391,2.134458214,1.252522399,39112799600,47696805257
2020/7/3,3090.5693,2016.0492,3103.9952,2020.0335,3152.8126,2041.8909,3103.9952,2011.182,3152.8126,2041.8909,62.2433,25.8417,2.013975225,1.281799075,45879385100,51287202197
2020/7/6,3152.8126,2041.8909,3187.8393,2054.8724,3337.2723,2121.8577,3187.8393,2054.8724,3332.8807,2121.5884,180.0681,79.6975,5.71134802,3.903122346,64387890600,69166255381
2020/7/7,3332.8807,2121.5884,3380.9536,2142.3265,3407.0811,2189.9382,3336.2416,2125.6744,3345.3369,2157.9417,12.4562,36.3533,0.37373675,1.713494474,65784015900,75451498924
2020/7/8,3345.3369,2157.9417,3337.5518,2157.9364,3421.5312,2200.7345,3327.7062,2141.5893,3403.4401,2198.6182,58.1032,40.6765,1.736841512,1.884967513,58708168500,66951860527
