,000001.SH前收盘价,399106.SZ前收盘价,000001.SH开盘价,399106.SZ开盘价,000001.SH最高价,399106.SZ最高价,000001.SH最低价,399106.SZ最低价,000001.SH收盘价,399106.SZ收盘价,000001.SH涨跌,399106.SZ涨跌,000001.SH涨跌幅,399106.SZ涨跌幅,000001.SH成交量,399106.SZ成交量
2019/4/25,3201.613,1747.876,3190.585,1740.262,3193.749,1745.332,3123.025,1687.653,3123.826,1688.249,-77.787,-59.627,-2.42961907,-3.411397605,32587912960,43010768640
2019/4/26,3123.826,1688.249,3108.163,1678.171,3129.213,1691.379,3085.804,1665.294,3086.398,1665.797,-37.428,-22.452,-1.19814612,-1.329898611,28087385344,33976293120
2019/4/29,3086.398,1665.797,3090.633,1665.498,3107.76,1668.699,3050.026,1622.647,3062.498,1625.618,-23.9,-40.179,-0.774365458,-2.411998581,29211488512,35661613312
2019/4/30,3062.498,1625.618,3052.622,1617.726,3088.407,1645.897,3052.622,1617.726,3078.338,1636.591,15.84,10.973,0.517224828,0.675004829,22230251776,26379292672
2019/5/6,3078.338,1636.591,2984.727,1576.77,2986.539,1579.638,2876.468,1506.318,2906.464,1515.796,-171.874,-120.795,-5.583337502,-7.380891133,32697227008,35521341184
2019/5/7,2906.464,1515.796,2914.291,1524.791,2937.283,1549.643,2889.073,1513.526,2926.39,1540.308,19.926,24.512,0.685575325,1.617104149,25328176896,29671360000
2019/5/8,2926.39,1540.308,2873.143,1508.958,2929.43,1555.821,2866.704,1502.482,2893.756,1530.307,-32.634,-10.001,-1.115162367,-0.649285727,23153051904,28959725568
2019/5/9,2893.756,1530.307,2871.196,1516.321,2888.859,1532.34,2845.037,1508.35,2850.953,1510.719,-42.803,-19.588,-1.479150281,-1.2800046,20004113408,24492794880
2019/5/10,2850.953,1510.719,2878.234,1528.067,2941.453,1568.62,2838.384,1499.559,2939.21,1568.62,88.257,57.901,3.095701683,3.832678347,28230680832,34673534720
2019/5/13,2939.21,1568.62,2905.067,1551.748,2921.41,1563.971,2892.174,1543.649,2903.713,1551.748,-35.497,-16.872,-1.207705472,-1.075595109,21202988288,26845426944
2019/5/14,2903.713,1551.748,2872.833,1533.305,2909.204,1557.299,2872.833,1532.527,2883.61,1542.068,-20.103,-9.68,-0.692320488,-0.623812629,20834535424,25863092224
2019/5/15,2883.61,1542.068,2902.642,1555.395,2945.394,1580.824,2902.642,1554.653,2938.678,1577.917,55.068,35.849,1.90968959,2.324735355,23051970048,28889591808
2019/5/16,2938.678,1577.917,2933.495,1576.687,2956.171,1587.238,2929.064,1571.869,2955.711,1584.814,17.033,6.897,0.579614371,0.437095234,24838569984,31023247616
2019/5/17,2955.711,1584.814,2955.766,1585.78,2956.783,1586.654,2873.799,1526.742,2882.296,1533.219,-73.415,-51.595,-2.483835531,-3.255587091,26630164224,34917116416
2019/5/20,2882.296,1533.219,2874.801,1529.929,2882.629,1532.274,2838.453,1496.859,2870.604,1521.724,-11.692,-11.495,-0.40564883,-0.749729817,20947244288,27499247360
2019/5/21,2870.604,1521.724,2867.706,1521.375,2919.237,1552.872,2862.495,1516.679,2905.968,1548.68,35.364,26.956,1.231935857,1.771411899,21138702336,28750269696
2019/5/22,2905.968,1548.68,2905.524,1546.585,2912.395,1555.79,2879.643,1530.955,2891.704,1540.849,-14.264,-7.831,-0.49085193,-0.50565643,20002690560,28196520704
2019/5/23,2891.704,1540.849,2880.842,1534.701,2885.138,1534.701,2846.956,1499.513,2852.515,1503.373,-39.189,-37.476,-1.355221696,-2.432165644,19734030848,27896183296
2019/5/24,2852.515,1503.373,2847.835,1497.797,2871.855,1513.18,2846.021,1491.657,2852.994,1496.028,0.479,-7.345,0.016792199,-0.48856804,16720549120,22871409664
2019/5/27,2852.994,1496.028,2851.28,1498.295,2898.129,1536.628,2833.036,1490.711,2892.378,1533.518,39.384,37.49,1.380444544,2.50596914,19672090112,27087553792
2019/5/28,2892.378,1533.518,2890.265,1534.417,2924.039,1552.045,2887.083,1529.525,2909.91,1541.649,17.532,8.131,0.60614484,0.530218752,22331055616,27664336384
2019/5/29,2909.91,1541.649,2894.829,1533.919,2934.976,1552.654,2890.664,1531.244,2914.696,1541.659,4.786,0.01,0.164472441,0.000648656,19895881984,24802646272
2019/5/30,2914.696,1541.659,2903.424,1537.05,2907.846,1537.054,2881.38,1514.444,2905.805,1532.026,-8.891,-9.633,-0.305040388,-0.624846351,20575878912,26423201792
2019/5/31,2905.805,1532.026,2904.497,1532.244,2922.907,1546.457,2895.577,1525.859,2898.696,1531.857,-7.109,-0.169,-0.244648213,-0.011031144,19523057920,24879473920
2019/6/3,2898.696,1531.857,2901.742,1535.889,2920.829,1543.351,2875.901,1510.287,2890.08,1515.885,-8.616,-15.972,-0.297237102,-1.04265607,21594355456,27345116672
2019/6/4,2890.08,1515.885,2887.64,1514.369,2888.386,1515.351,2851.972,1485.328,2862.28,1494.154,-27.8,-21.731,-0.961911089,-1.433552017,18846354176,23885209856
2019/6/5,2862.28,1494.154,2882.936,1507.037,2888.767,1511.278,2858.571,1491.709,2861.418,1494.773,-0.862,0.619,-0.030115852,0.041428126,18156104704,22444249600
2019/6/6,2861.418,1494.773,2862.332,1493.388,2862.332,1493.388,2822.185,1458.47,2827.797,1463.703,-33.621,-31.07,-1.174976882,-2.07857648,17706441216,23061456640
2019/6/10,2827.797,1463.703,2833.014,1468.396,2861.131,1489.297,2824.355,1462.228,2852.13,1483.233,24.333,19.53,0.860493168,1.334287079,16658591744,20531521024
2019/6/11,2852.13,1483.233,2854.07,1485.111,2927.43,1538.813,2854.07,1485.08,2925.716,1538.23,73.586,54.997,2.580036674,3.707913726,26052579584,31653106944
2019/6/12,2925.716,1538.23,2917.223,1534.89,2924.701,1542.381,2903.883,1525.245,2909.379,1528.396,-16.337,-9.834,-0.558393228,-0.639306216,24025577472,29573867264
2019/6/13,2909.379,1528.396,2905.287,1527.153,2918.422,1536.485,2885.923,1517.403,2910.74,1532.787,1.361,4.391,0.046779742,0.287294654,21295779072,26863147264
2019/6/14,2910.74,1532.787,2912.998,1534.243,2924.319,1539.06,2879.657,1503.798,2881.974,1505.057,-28.766,-27.73,-0.988271024,-1.809122859,21543579648,27365805312
2019/6/17,2881.974,1505.057,2880.422,1504.241,2902.48,1513.623,2877.394,1496.824,2887.622,1502.122,5.648,-2.935,0.195976785,-0.195009226,15396496128,20521291264
2019/6/18,2887.622,1502.122,2891.091,1502.907,2898.33,1510.965,2874.312,1492.585,2890.158,1504.566,2.536,2.444,0.087823129,0.162703163,14770532096,19369611776
2019/6/19,2890.158,1504.566,2944.115,1542.46,2953.335,1548.719,2916.214,1526.071,2917.802,1526.766,27.644,22.2,0.9564875,1.475508552,23075697408,27530778368
2019/6/20,2917.802,1526.766,2917.331,1525.503,2997.388,1563.322,2915.089,1520.045,2987.118,1556.596,69.316,29.83,2.375623843,1.953803006,29101153792,31721077504
2019/6/21,2987.118,1556.596,2990.368,1567.071,3010.349,1582.275,2989.245,1566.933,3001.98,1577.438,14.862,20.842,0.497536421,1.338947293,28697383424,35167372544
2019/6/24,3001.98,1577.438,3004.289,1578.896,3012.826,1581.791,2994.421,1568.63,3008.147,1576.086,6.167,-1.352,0.205431082,-0.085708598,21049389312,28608441600
2019/6/25,3008.147,1576.086,3004.909,1574.168,3004.909,1574.168,2948.99,1541.907,2982.073,1560.456,-26.074,-15.63,-0.866779449,-0.991697154,24369924352,27997000960
2019/6/26,2982.073,1560.456,2964.615,1551.642,2986.913,1568.463,2958.463,1546.859,2976.283,1560.509,-5.79,0.053,-0.194160237,0.003396443,17444953344,22382783488
2019/6/27,2976.283,1560.509,2982.612,1565.168,3011.538,1583.583,2981.045,1565.168,2996.792,1577.556,20.509,17.047,0.689080978,1.09239998,19539704832,25867986432
2019/6/28,2996.792,1577.556,2992.242,1576.578,2992.242,1576.578,2961.222,1553.747,2978.878,1562.424,-17.914,-15.132,-0.597772551,-0.959205252,18143152384,24300250112
2019/7/1,2978.878,1562.424,3024.623,1594.853,3045.366,1616.553,3014.687,1587.914,3044.902,1616.553,66.024,54.129,2.216404969,3.46442451,25084043264,33774713856
2019/7/2,3044.902,1616.553,3042.58,1615.382,3048.483,1621.781,3033.78,1610.276,3043.942,1619.124,-0.96,2.571,-0.031528108,0.15904211,21452062464,30653137152
2019/7/3,3043.942,1619.124,3031.832,1614.546,3031.832,1614.578,3006.324,1593.371,3015.263,1600.015,-28.679,-19.109,-0.942166441,-1.180206087,21229617408,26047259136
2019/7/4,3015.263,1600.015,3015.678,1602.182,3024.502,1606.418,2991.907,1583.666,3005.248,1591.239,-10.015,-8.776,-0.332143498,-0.548494858,19441513216,23280218368
2019/7/5,3005.248,1591.239,3004.738,1592.426,3014.847,1604.851,2990.924,1587.013,3011.058,1601.199,5.81,9.96,0.193328471,0.625927343,15675542784,19870307840
2019/7/8,3011.058,1601.199,2997.806,1597.705,2997.806,1597.734,2918.715,1546.176,2933.363,1554.798,-77.695,-46.401,-2.580322265,-2.897890893,21154126848,26027995904
2019/7/9,2933.363,1554.798,2928.818,1553.599,2937.762,1561.474,2912.806,1543.925,2928.229,1558.111,-5.134,3.313,-0.175020957,0.213082343,14511060480,18809082624
2019/7/10,2928.229,1558.111,2935.185,1562.452,2936.751,1563.788,2908.162,1545.077,2915.302,1550.868,-12.927,-7.243,-0.441461375,-0.464857767,13548353792,18729433344
2019/7/11,2915.302,1550.868,2928.055,1558.843,2945.802,1569.701,2907.885,1542.639,2917.76,1548.932,2.458,-1.936,0.084313735,-0.124833319,14369252096,19034567424
2019/7/12,2917.76,1548.932,2915.34,1550.206,2938.531,1560.297,2905.809,1542.354,2930.546,1556.77,12.786,7.838,0.438212876,0.506026088,13779475968,18618626304
2019/7/15,2930.546,1556.77,2921.546,1551.307,2955,1578.697,2886.699,1531.982,2942.185,1572.344,11.639,15.574,0.397161485,1.000404684,16764339712,24164921600
2019/7/16,2942.185,1572.344,2938.641,1570.079,2944.821,1575.556,2931.292,1566.87,2937.616,1571.811,-4.569,-0.533,-0.15529275,-0.033898434,13181175040,21131214336
2019/7/17,2937.616,1571.811,2933.022,1570.149,2942.066,1581.966,2924.459,1565.147,2931.692,1574.353,-5.924,2.542,-0.201660122,0.161724279,14963161600,23506770688
2019/7/18,2931.692,1574.353,2921.738,1567.144,2921.738,1567.144,2901.176,1548.614,2901.176,1548.643,-30.516,-25.71,-1.040900613,-1.6330518,14988882688,22242690560
2019/7/19,2901.176,1548.643,2909.679,1554.413,2939.597,1572.689,2909.679,1554.413,2924.2,1560.273,23.024,11.63,0.793609212,0.750980052,14946955264,20047433984
2019/7/22,2924.2,1560.273,2925.788,1562.531,2927.16,1563.408,2879.69,1527.521,2886.974,1532.429,-37.226,-27.844,-1.27303194,-1.784559497,18067495936,21854539520
2019/7/23,2886.974,1532.429,2886.904,1532.672,2901.359,1545.874,2883.045,1532.672,2899.944,1545.874,12.97,13.445,0.449259328,0.877365281,12931050752,16811877632
2019/7/24,2899.944,1545.874,2907.927,1550.16,2936.452,1570.355,2907.786,1550.16,2923.277,1562.971,23.333,17.097,0.804601744,1.105976296,15524576256,21397804032
2019/7/25,2923.277,1562.971,2923.188,1562.831,2937.36,1573.382,2916.149,1560.049,2937.36,1572.798,14.083,9.827,0.481753867,0.628738473,14568438528,21285369088
2019/7/26,2937.36,1572.798,2928.061,1568.079,2948.326,1575.533,2924.451,1565.04,2944.541,1573.453,7.181,0.655,0.244471226,0.041645526,13934338816,18565447424
2019/7/29,2944.541,1573.453,2943.918,1573.913,2948.4665,1578.343,2932.9773,1567.915,2941.007,1574.945,-3.534,1.492,-0.120018706,0.094823296,12799184600,18659681536
2019/7/30,2941.007,1574.945,2946.2566,1575.877,2965.632,1592.953,2946.2566,1575.875,2952.3383,1582.065,11.3313,7.12,0.3852864,0.452079279,14831646200,20690014208
2019/7/31,2952.3383,1582.065,2944.3977,1578.545,2944.3977,1578.545,2926.4853,1569.545,2932.5058,1571.298,-19.8325,-10.767,-0.671755672,-0.680566222,14105234800,18530124032
2019/8/1,2932.5058,1571.298,2920.8506,1563.529,2927.3421,1572.159,2901.7503,1555.601,2908.766,1563.063,-23.7398,-8.235,-0.809539746,-0.524089002,14238981300,18913252608
2019/8/2,2908.766,1563.063,2861.3323,1528.965,2872.473,1541.818,2851.4402,1523.366,2867.8376,1539.862,-40.9284,-23.201,-1.407070902,-1.484329167,18488844300,22855442432
2019/8/5,2867.8376,1539.862,2854.578,1534.272,2863.6891,1546.23,2821.4957,1517.266,2821.4957,1517.266,-46.3419,-22.596,-1.615917861,-1.467404222,16741942300,20385203200
2019/8/6,2821.4957,1517.266,2776.9889,1488.908,2787.4185,1496.452,2733.9242,1458.056,2777.5559,1490.302,-43.9398,-26.964,-1.557322948,-1.777143889,23112372700,27430559232
2019/8/7,2777.5559,1490.302,2789.0187,1499.45,2792.6934,1502.376,2768.6795,1483.945,2768.6795,1483.945,-8.8764,-6.357,-0.319575926,-0.426557839,15771675200,18908393216
2019/8/8,2768.6795,1483.945,2784.1835,1491.424,2799.6859,1501.773,2782.2447,1490.339,2794.5523,1498.951,25.8728,15.006,0.934481582,1.011223462,14953956400,17679434496
2019/8/9,2794.5523,1498.951,2805.5856,1505.812,2808.3289,1507.676,2770.4777,1477.362,2774.7532,1479.856,-19.7991,-19.095,-0.708489156,-1.273890874,14824029300,19512148736
2019/8/12,2774.7532,1479.856,2781.9816,1482.891,2814.9944,1508.994,2776.6197,1479.707,2814.9944,1508.994,40.2412,29.138,1.450262315,1.96897536,13156343300,18386735616
2019/8/13,2814.9944,1508.994,2798.0512,1497.831,2802.0415,1503.853,2790.608,1492.969,2797.2596,1498.633,-17.7348,-10.361,-0.630011911,-0.686616382,13091650500,17058730752
2019/8/14,2797.2596,1498.633,2824.4864,1518.087,2829.8906,1523.226,2807.719,1507.35,2808.9146,1509.001,11.655,10.368,0.416657789,0.691830488,14401464100,20750172416
2019/8/15,2808.9146,1509.001,2762.339,1477.546,2815.8964,1517.067,2756.8341,1473.089,2815.7976,1517.067,6.883,8.066,0.24504127,0.534525822,15277215200,21280748544
2019/8/16,2815.7976,1517.067,2817.5708,1516.655,2840.3164,1536.979,2811.8016,1515.077,2823.8238,1525.479,8.0262,8.412,0.285041794,0.554491001,14858234400,22069741568
2019/8/19,2823.8238,1525.479,2835.5181,1542.321,2883.096,1571.969,2829.8542,1539.769,2883.096,1571.969,59.2722,46.49,2.099004903,3.047567354,21454666800,30361783808
2019/8/20,2883.096,1571.969,2879.0816,1574.982,2892.0796,1584.026,2874.9988,1569.837,2880.0012,1574.115,-3.0948,2.146,-0.10734294,0.136516687,18967720600,29373636096
2019/8/21,2880.0012,1574.115,2875.4708,1570.717,2885.5861,1578.512,2872.5573,1567.394,2880.3307,1572.62,0.3295,-1.495,0.011440967,-0.094974001,15901966500,24920692224
2019/8/22,2880.3307,1572.62,2887.6649,1576.598,2888.4969,1579.149,2867.5522,1567.054,2883.4358,1578.912,3.1051,6.292,0.107803594,0.400096654,14920621500,25724616960
2019/8/23,2883.4358,1578.912,2885.151,1579.693,2902.4563,1585.635,2878.7443,1571.412,2897.4253,1578.697,13.9895,-0.215,0.485167729,-0.013616972,15915682600,26206284288
2019/8/26,2897.4253,1578.697,2851.0158,1547.834,2870.4939,1570.939,2849.2381,1545.903,2863.5673,1566.571,-33.858,-12.126,-1.168554716,-0.768101795,16989536300,25743306752
2019/8/27,2863.5673,1566.571,2879.5154,1576.442,2919.6444,1604.832,2879.406,1576.442,2902.1932,1595.818,38.6259,29.247,1.348873484,1.86694379,20814179400,31195762176
2019/8/28,2902.1932,1595.818,2901.6267,1596.532,2905.4354,1598.922,2887.0115,1587.024,2893.7564,1593.822,-8.4368,-1.996,-0.290704285,-0.12507692,18309790300,28582744320
2019/8/29,2893.7564,1593.822,2895.9991,1596.06,2898.6046,1598.965,2878.5878,1587.062,2890.9192,1591.084,-2.8372,-2.738,-0.098045571,-0.171788318,17861308200,27253726720
2019/8/30,2890.9192,1591.084,2907.3825,1599.264,2914.5767,1603.136,2874.1028,1570.715,2886.2365,1579.251,-4.6827,-11.833,-0.161979622,-0.743706806,19395995100,31254262016
2019/9/2,2886.2365,1579.251,2886.9418,1581.498,2928.4793,1616.686,2883.6823,1581.008,2924.1063,1614.922,37.8698,35.671,1.312082361,2.25872898,20278680700,30136249344
2019/9/3,2924.1063,1614.922,2925.9422,1617.787,2930.1538,1625.556,2915.1974,1611.835,2930.1538,1625.556,6.0475,10.634,0.206815327,0.658483815,18900121600,31011599360
2019/9/4,2930.1538,1625.556,2927.747,1622.385,2957.4116,1636.403,2925.8825,1619.325,2957.4116,1636.403,27.2578,10.847,0.930251511,0.66727938,22549590700,33054324224
2019/9/5,2957.4116,1636.403,2972.6619,1644.74,3015.8443,1670.143,2972.6619,1644.688,2985.8648,1651.629,28.4532,15.226,0.962098073,0.930455395,30543870600,43074565376
2019/9/6,2985.8648,1651.629,2996.6216,1657.905,2999.9434,1660.007,2981.5983,1644.331,2999.6013,1657.499,13.7365,5.87,0.460050971,0.355406692,21682603500,33145738496
2019/9/9,2999.6013,1657.499,3023.778,1671.441,3026.2398,1689.208,3005.6949,1663.768,3024.7388,1689.208,25.1375,31.709,0.838028041,1.913062994,24337775200,38716517632
2019/9/10,3024.7388,1689.208,3027.4103,1690.335,3027.4103,1690.511,3005.3825,1676.283,3021.2024,1687.313,-3.5364,-1.895,-0.11691588,-0.112182751,24001294700,38188552704
2019/9/11,3021.2024,1687.313,3029.9334,1690.747,3030.557,1692.985,3004.2152,1669.542,3008.8118,1671.537,-12.3906,-15.776,-0.41012148,-0.934977683,22983736200,34903565056
2019/9/12,3008.8118,1671.537,3016.6267,1675.822,3033.473,1684.052,3005.1948,1667.319,3031.2351,1681.229,22.4233,9.692,0.745254323,0.579825634,19696870100,28858311936
2019/9/16,3031.2351,1681.229,3041.922,1687.124,3042.9284,1691.393,3020.0495,1678.236,3030.7544,1685.092,-0.4807,3.863,-0.015858222,0.229772387,22187895900,31711917312
2019/9/17,3030.7544,1685.092,3023.7109,1681.06,3023.7109,1681.06,2970.5704,1645.206,2978.1178,1651.354,-52.6366,-33.738,-1.736749108,-2.002145877,22333806100,32738846464
2019/9/18,2978.1178,1651.354,2984.0837,1654.555,2996.4022,1660.906,2982.4003,1647.318,2985.6586,1655.607,7.5408,4.253,0.253206908,0.257546232,16804669900,25590322688
2019/9/19,2985.6586,1655.607,2992.9222,1659.919,2999.2789,1672.628,2975.3978,1650.963,2999.2789,1672.628,13.6203,17.021,0.456190805,1.028082148,16269061500,26511713280
2019/9/20,2999.2789,1672.628,3004.8142,1675.627,3011.34,1680.246,2996.1929,1668.923,3006.4467,1675.345,7.1678,2.717,0.23898411,0.162438988,18214530200,28106035456
2019/9/23,3006.4467,1675.345,2998.3995,1670.1,2998.3995,1670.1,2960.827,1647.71,2977.0767,1660.061,-29.37,-15.284,-0.976900738,-0.912289707,16813945000,27117100288
2019/9/24,2977.0767,1660.061,2979.4752,1660.456,3002.8967,1678.948,2973.7601,1657.68,2985.3406,1665.559,8.2639,5.498,0.277584383,0.331192649,16390276100,28406067968
2019/9/25,2985.3406,1665.559,2977.6676,1658.004,2977.6676,1658.004,2955.4325,1638.525,2955.4325,1638.77,-29.9081,-26.789,-1.001832086,-1.608408949,16854313500,28385293824
2019/9/26,2955.4325,1638.77,2964.4776,1642.457,2970.0354,1644.23,2928.2589,1597.718,2929.0875,1597.718,-26.345,-41.052,-0.891409295,-2.505049519,18893254100,28735364352
2019/9/27,2929.0875,1597.718,2929.486,1597.498,2939.0789,1616.808,2920.93,1597.498,2932.167,1612.257,3.0795,14.539,0.105135132,0.909985367,13290577700,21487850496
2019/9/30,2932.167,1612.257,2927.9165,1611.993,2936.482,1618.146,2905.1892,1595.205,2905.1892,1595.205,-26.9778,-17.052,-0.920063557,-1.057647757,11664681100,18404291840
2019/10/8,2905.1892,1595.205,2905.7559,1598.667,2933.0163,1612.174,2905.7559,1596.483,2913.5704,1598.641,8.3812,3.436,0.288490677,0.215395513,12553581200,18861055744
2019/10/9,2913.5704,1598.641,2902.0751,1594.071,2924.8566,1609.104,2891.5394,1584.208,2924.8566,1609.104,11.2862,10.463,0.387366648,0.65449341,13042414400,18862586880
2019/10/10,2924.8566,1609.104,2923.7069,1608.824,2949.2404,1632.31,2918.2284,1605.335,2947.7106,1631.839,22.854,22.735,0.781371641,1.41289811,13423975200,22206997248
2019/10/11,2947.7106,1631.839,2954.8189,1634.858,2980.7875,1643.51,2943.0137,1622.832,2973.6558,1636.964,25.9452,5.125,0.880181386,0.314062846,16120374600,24353343744
2019/10/14,2973.6558,1636.964,2993.9617,1650.87,3026.3834,1666.316,2989.8125,1647.974,3007.8834,1660.333,34.2276,23.369,1.151027634,1.427581792,20861480200,28536008448
2019/10/15,3007.8834,1660.333,3005.6646,1654.872,3005.6646,1654.872,2986.3033,1639.338,2991.0459,1641.948,-16.8375,-18.385,-0.559779013,-1.107307992,15537690400,26634945280
2019/10/16,2991.0459,1641.948,2992.6103,1641.924,3010.4241,1648.686,2975.9233,1634.693,2978.7124,1635.649,-12.3335,-6.299,-0.4123474,-0.383629689,14988549600,23314815744
2019/10/17,2978.7124,1635.649,2979.9929,1637.131,2986.7191,1640.488,2969.568,1631.049,2977.3342,1635.92,-1.3782,0.271,-0.046268314,0.016568347,12252761400,20659623168
2019/10/18,2977.3342,1635.92,2982.3417,1638.154,2987.2035,1645.078,2933.2424,1613.483,2938.1413,1616.719,-39.1929,-19.201,-1.316375568,-1.173712651,14999067800,23804271104
2019/10/21,2938.1413,1616.719,2933.8969,1616.089,2940.3246,1616.123,2917.6884,1602.854,2939.6179,1614.872,1.4766,-1.847,0.050256262,-0.114243724,13247510700,20991394304
2019/10/22,2939.6179,1614.872,2945.6001,1617.649,2954.6415,1631.215,2934.3873,1616.03,2954.3799,1631.215,14.762,16.343,0.502174109,1.012030675,11748204800,20755239168
2019/10/23,2954.3799,1631.215,2952.9693,1631.035,2957.2995,1631.939,2934.6274,1614.85,2941.6188,1618.4,-12.7611,-12.815,-0.431938357,-0.785610726,12381288100,21597582080
2019/10/24,2941.6188,1618.4,2944.0067,1617.376,2953.0441,1622.12,2927.0612,1605.49,2940.9215,1616.333,-0.6973,-2.067,-0.023704635,-0.127718735,12654029000,20722232320
2019/10/25,2940.9215,1616.333,2940.4741,1616.82,2958.2409,1633.791,2920.5195,1608.943,2954.9327,1632.402,14.0112,16.069,0.476422101,0.99416395,13686070600,22496182016
2019/10/28,2954.9327,1632.402,2958.686,1640.592,2980.128,1658.241,2956.9607,1640.116,2980.0498,1658.241,25.1171,25.839,0.850005822,1.582882158,17373148100,29901316864
2019/10/29,2980.0498,1658.241,2979.0365,1659.466,2979.0365,1659.466,2954.176,1642.682,2954.176,1642.682,-25.8738,-15.559,-0.868233813,-0.938283398,16611005800,32160866304
2019/10/30,2954.176,1642.682,2949.4631,1635.807,2953.2986,1637.885,2934.8279,1624.567,2939.3209,1628.616,-14.8551,-14.066,-0.50285088,-0.856282592,15879811000,27156471552
2019/10/31,2939.3209,1628.616,2944.8427,1630.585,2946.7523,1633.65,2923.5167,1615.004,2929.0561,1616.189,-10.2648,-12.427,-0.349223523,-0.76304052,16157148300,24266337792
2019/11/1,2929.0561,1616.189,2924.3402,1612.308,2959.833,1638.252,2917.1455,1609.338,2958.1992,1637.002,29.1431,20.813,0.99496558,1.287782555,15990737300,22589737472
2019/11/4,2958.1992,1637.002,2964.576,1640.628,2983.0581,1652.668,2964.576,1640.628,2975.4919,1646.7,17.2927,9.698,0.584568477,0.592424444,16724836400,23904148480
2019/11/5,2975.4919,1646.7,2977.7048,1648.7,3008.3144,1661.091,2968.0324,1640.939,2991.5622,1655.604,16.0703,8.904,0.540088851,0.540717799,17989159300,23862943232
2019/11/6,2991.5622,1655.604,2992.0399,1656.223,2995.5629,1656.261,2969.7242,1635.599,2978.5955,1641.227,-12.9667,-14.377,-0.433442434,-0.868383986,16526354700,23253071360
2019/11/7,2978.5955,1641.227,2978.1531,1639.707,2988.955,1654.296,2969.1201,1637.693,2978.7144,1651.772,0.1189,10.545,0.003991814,0.6425071,13695267800,21664172544
2019/11/8,2978.7144,1651.772,2993.9773,1661.103,2998.7594,1666.14,2962.8447,1647.911,2964.1849,1648.678,-14.5295,-3.094,-0.487777546,-0.187313988,14974210700,23412425472
2019/11/11,2964.1849,1648.678,2949.9619,1638.097,2949.9619,1638.097,2906.769,1608.969,2909.9746,1611.444,-54.2103,-37.234,-1.828843403,-2.258415531,15791610500,23154711296
2019/11/12,2909.9746,1611.444,2912.9956,1611.105,2918.303,1615.73,2891.5105,1594.761,2914.8232,1614.187,4.8486,2.743,0.166620011,0.170220001,12972915400,20597518592
2019/11/13,2914.8232,1614.187,2913.0197,1613.683,2913.8612,1617.635,2893.9712,1605.962,2905.2409,1614.295,-9.5823,0.108,-0.328743781,0.006690675,12976584100,18398823424
2019/11/14,2905.2409,1614.295,2907.7358,1614.072,2917.374,1627.787,2899.6186,1612.513,2909.8697,1624.126,4.6288,9.831,0.159325858,0.608996497,12914544800,20546147328
2019/11/15,2909.8697,1624.126,2911.35,1622.817,2917.8293,1626.838,2891.2043,1605.702,2891.3431,1605.702,-18.5266,-18.424,-0.636681429,-1.134394745,13551946300,21350582784
2019/11/18,2891.3431,1605.702,2889.5495,1603.324,2911.3784,1618.54,2884.0883,1601.676,2909.2002,1617.189,17.8571,11.487,0.617605707,0.715388036,12443317700,19194868224
2019/11/19,2909.2002,1617.189,2904.2783,1618.096,2933.9908,1646.8,2902.855,1616.928,2933.9908,1646.8,24.7906,29.611,0.852144861,1.831016659,13541760400,22600132096
2019/11/20,2933.9908,1646.8,2928.1068,1646.058,2930.4929,1650.075,2907.4229,1632.964,2911.0534,1635.158,-22.9374,-11.642,-0.781781592,-0.706946806,13735753000,23111273216
2019/11/21,2911.0534,1635.158,2902.5529,1628.715,2910.3608,1637.788,2891.5314,1624.545,2903.6379,1631.237,-7.4155,-3.921,-0.254735966,-0.239793341,12345860700,20226537472
2019/11/22,2903.6379,1631.237,2906.2433,1634.086,2925.0178,1646.489,2873.99,1598.993,2885.2884,1607.514,-18.3495,-23.723,-0.631948632,-1.454295115,15862336500,25040762368
2019/11/25,2885.2884,1607.514,2885.6133,1606.742,2906.6091,1609.097,2880.6542,1586.882,2906.1688,1600.452,20.8804,-7.062,0.723685022,-0.439311882,17858742900,22597315584
2019/11/26,2906.1688,1600.452,2912.5209,1604.342,2915.0411,1609.617,2897.9276,1596.385,2907.0602,1605.641,0.8914,5.189,0.030672685,0.324220908,17000466300,21730770176
2019/11/27,2907.0602,1605.641,2905.3959,1601.402,2914.4865,1609.266,2893.4175,1593.792,2903.1947,1602.003,-3.8655,-3.638,-0.132969383,-0.226576177,13386220500,20254427136
2019/11/28,2903.1947,1602.003,2902.3644,1601.698,2909.8398,1607.578,2883.4339,1593.969,2889.6934,1597.847,-13.5013,-4.156,-0.465049761,-0.259425232,11952246800,18276670464
2019/11/29,2889.6934,1597.847,2885.9744,1597.109,2892.3882,1599.392,2858.5808,1578.746,2871.9813,1593.104,-17.7121,-4.743,-0.612940459,-0.296836931,12261296800,18456686080
2019/12/2,2871.9813,1593.104,2874.4484,1595.874,2888.8897,1603.047,2870.2424,1592.629,2875.8072,1596.598,3.8259,3.494,0.133214656,0.21932027,12875580600,18545145344
2019/12/3,2875.8072,1596.598,2869.8822,1591.659,2884.8559,1605.329,2857.3204,1584.227,2884.6988,1605.329,8.8916,8.731,0.309186235,0.54685024,12377874200,19311439104
2019/12/4,2884.6988,1605.329,2876.9079,1599.233,2882.4981,1611.216,2869.4219,1597.496,2878.1157,1608.517,-6.5831,3.188,-0.228207534,0.198588576,12554365300,20208639232
