比赛,场,出手,出手_2,出手_4,得分,罚球,犯规,盖帽,果,后场,篮板,列1,命中,命中_1,命中_3,前场,抢断,球队,三分,失误,时间,投篮,助攻,TeamAB
灰熊114-106森林狼,主,82,16,21,106,0.905,24,2,负,24,33,10,41,5,19,9,10,明尼苏达森林狼,0.313,12,2015/11/15,0.5,20,MIN
灰熊121-114鹈鹕,客,96,24,34,114,0.676,27,6,负,43,58,64,42,7,23,15,6,新奥尔良鹈鹕,0.292,17,2016/3/11,0.438,23,NOH
灰熊121-117国王,客,92,24,38,117,0.842,27,3,负,33,51,47,38,9,32,18,10,萨克拉门托国王,0.375,19,2016/1/30,0.413,16,SAC
灰熊122-114雷霆,客,81,24,31,114,0.71,28,6,负,32,44,11,41,10,22,12,7,俄克拉荷马雷霆,0.417,19,2015/11/16,0.506,22,OKC
灰熊128-119湖人,客,88,39,33,119,0.727,21,3,负,30,45,59,39,17,24,15,5,洛杉矶湖人,0.436,7,2016/2/24,0.443,16,LAL
灰熊69-119勇士,主,84,25,30,119,0.733,15,13,胜,55,65,4,43,11,22,10,8,金州勇士,0.44,14,2015/11/2,0.512,32,GSW
灰熊76-106骑士,客,84,29,17,106,0.647,25,2,胜,42,54,2,41,13,11,12,7,克里夫兰骑士,0.448,19,2015/10/28,0.488,29,CLE
灰熊79-89爵士,主,74,27,18,89,0.833,20,10,胜,40,49,6,31,12,15,9,7,犹他爵士,0.444,21,2015/11/7,0.419,18,UTA
灰熊81-130火箭,主,85,33,34,130,0.647,22,14,胜,45,53,67,46,16,22,8,13,休斯顿火箭,0.485,13,2016/3/14,0.541,29,HOU
灰熊82-92马刺,主,72,21,22,92,0.773,20,6,胜,33,40,13,34,7,17,7,7,圣安东尼奥马刺,0.333,17,2015/11/21,0.472,20,SAS
灰熊83-103马刺,客,80,18,18,103,0.722,21,8,胜,38,48,20,40,10,13,10,8,圣安东尼奥马刺,0.556,15,2015/12/3,0.5,27,SAS
灰熊83-95老鹰,主,84,34,17,95,0.706,14,12,胜,39,47,66,36,11,12,8,9,亚特兰大老鹰,0.324,11,2016/3/12,0.429,27,ATL
灰熊84-100勇士,客,75,27,23,100,0.739,30,8,胜,29,36,9,36,11,17,7,12,金州勇士,0.407,23,2015/11/11,0.48,22,GSW
灰熊84-110快船,主,75,25,21,110,0.762,19,7,胜,33,41,81,41,12,16,8,11,洛杉矶快船,0.48,9,2016/4/12,0.547,29,LAC
灰熊85-98公牛,主,86,24,19,98,0.684,17,6,胜,36,45,23,38,9,13,9,5,芝加哥公牛,0.375,14,2015/12/16,0.442,22,CHI
灰熊85-98猛龙,主,81,28,31,98,0.806,22,2,胜,38,47,54,33,7,25,9,4,多伦多猛龙,0.25,12,2016/2/21,0.407,12,TOR
灰熊86-96雄鹿,主,75,18,25,96,0.68,15,17,胜,35,44,69,37,5,17,9,7,密尔沃基雄鹿,0.278,12,2016/3/17,0.493,21,MIL
灰熊87-101马刺,客,72,15,30,101,0.733,21,7,胜,33,43,74,37,5,22,10,9,圣安东尼奥马刺,0.333,14,2016/3/28,0.514,23,SAS
灰熊87-92爵士,主,75,27,28,92,0.75,24,7,胜,39,48,32,31,9,21,9,4,犹他爵士,0.333,16,2016/1/2,0.413,17,UTA
灰熊88-125雷霆,客,84,26,23,125,0.783,17,3,胜,36,46,21,47,13,18,10,11,俄克拉荷马雷霆,0.5,12,2015/12/8,0.56,31,OKC
灰熊88-97小牛,主,78,29,21,97,0.905,17,4,胜,39,50,27,34,10,19,11,7,达拉斯小牛,0.345,19,2015/12/18,0.436,27,DAL
灰熊91-100奇才,主,82,25,19,100,0.789,23,2,胜,32,44,27,37,11,15,12,3,华盛顿奇才,0.44,14,2015/12/23,0.451,26,WAS
灰熊91-107火箭,客,77,35,27,107,0.852,19,4,胜,24,42,39,33,18,23,18,10,休斯顿火箭,0.514,14,2016/1/12,0.429,21,HOU
灰熊91-78开拓者,主,72,28,24,78,0.625,19,4,负,35,42,37,28,7,15,7,7,波特兰开拓者,0.25,21,2016/1/4,0.389,14,POR
灰熊91-84掘金,客,87,19,19,84,0.842,24,4,负,40,59,37,32,4,16,19,2,丹佛掘金,0.211,17,2016/1/8,0.368,19,DEN
灰熊91-85尼克斯,主,80,29,17,85,0.882,23,6,负,33,47,53,30,10,15,14,2,纽约尼克斯,0.345,14,2016/2/5,0.375,15,NYK
灰熊92-8476人,客,77,36,16,84,0.75,29,9,负,33,41,18,30,12,12,8,18,费城76人,0.333,25,2015/11/29,0.39,23,PHI
灰熊92-94快船,主,68,19,37,94,0.892,20,8,胜,32,40,7,28,5,33,8,5,洛杉矶快船,0.263,18,2015/11/9,0.412,14,LAC
灰熊92-98黄蜂,主,69,32,32,98,0.875,24,13,胜,36,43,29,28,14,28,7,11,夏洛特黄蜂,0.438,17,2015/12/26,0.406,21,CHA
灰熊93-103小牛,主,60,31,39,103,0.795,17,6,胜,32,38,79,30,12,31,6,7,达拉斯小牛,0.387,17,2016/4/8,0.5,18,DAL
灰熊93-92活塞,主,87,29,15,92,0.667,16,6,负,30,43,23,37,8,10,13,9,底特律活塞,0.276,12,2015/12/9,0.425,17,DET
灰熊94-112雷霆,主,83,17,33,112,0.848,23,6,胜,39,52,36,38,8,28,13,3,俄克拉荷马雷霆,0.471,15,2016/1/6,0.458,20,OKC
灰熊94-88爵士,客,75,19,29,88,0.655,18,5,负,33,45,61,32,5,19,12,6,犹他爵士,0.263,17,2016/3/4,0.427,21,UTA
灰熊95-93太阳,客,82,31,17,93,0.706,24,5,负,36,47,21,36,9,12,11,8,菲尼克斯太阳,0.29,18,2015/12/6,0.439,20,PHO
灰熊95-99猛龙,客,71,28,29,99,0.931,19,12,胜,30,41,75,30,12,27,11,8,多伦多猛龙,0.429,18,2016/4/1,0.423,16,TOR
灰熊96-115开拓者,主,87,30,20,115,0.6,19,3,胜,33,47,6,44,15,12,14,3,波特兰开拓者,0.5,8,2015/11/5,0.506,29,POR
灰熊96-116凯尔特,主,87,32,24,116,0.792,27,7,胜,31,38,65,41,15,19,7,9,波士顿凯尔特人,0.469,13,2016/3/9,0.471,26,BOS
灰熊96-84步行者,客,77,28,25,84,0.76,20,2,负,32,45,26,30,5,19,13,8,印第安纳步行者,0.179,17,2015/12/19,0.39,12,IND
灰熊96-84火箭,客,74,29,37,84,0.595,23,9,负,40,49,13,28,6,22,9,11,休斯顿火箭,0.207,23,2015/11/20,0.378,15,HOU
灰熊97-100热火,主,77,22,23,100,0.826,15,1,胜,28,35,22,37,7,19,7,9,迈阿密热火,0.318,10,2015/12/13,0.481,18,MIA
灰熊99-100勇士,客,87,36,13,100,0.923,14,7,胜,41,48,80,39,10,12,7,3,金州勇士,0.278,11,2016/4/9,0.448,20,GSW
灰熊99-123黄蜂,客,78,37,30,123,0.9,24,5,胜,34,41,22,39,18,27,7,5,夏洛特黄蜂,0.486,13,2015/12/11,0.5,23,CHA
灰熊99-90热火,客,79,29,18,90,0.5,22,6,负,30,38,31,35,11,9,8,5,迈阿密热火,0.379,14,2015/12/29,0.443,23,MIA
活塞100-107老鹰,主,89,20,20,107,0.75,25,4,胜,32,42,31,43,6,15,10,8,亚特兰大老鹰,0.3,13,2015/12/23,0.483,25,ATL
活塞100-92太阳,主,92,30,13,92,0.615,29,3,负,35,46,6,37,10,8,11,8,菲尼克斯太阳,0.333,16,2015/11/6,0.402,14,PHO
活塞101-103灰熊,主,76,16,25,103,0.8,19,3,胜,24,29,41,37,9,20,5,13,孟菲斯灰熊,0.563,15,2016/1/14,0.487,21,MEM
活塞101-104掘金,主,78,22,29,104,0.828,19,4,胜,29,32,44,36,8,24,3,15,丹佛掘金,0.364,8,2016/1/23,0.462,18,DEN
活塞101-111公牛,客,84,21,20,111,0.7,16,6,胜,32,38,40,44,9,14,6,6,芝加哥公牛,0.429,10,2016/1/18,0.524,28,CHI
活塞102-91雄鹿,主,78,12,10,91,0.8,23,7,负,32,44,59,38,7,8,12,3,密尔沃基雄鹿,0.583,21,2016/2/27,0.487,21,MIL
活塞102-95雄鹿,客,87,18,14,95,0.929,33,6,负,42,51,20,39,4,13,9,6,密尔沃基雄鹿,0.222,14,2015/12/4,0.448,21,MIL
活塞102-96小牛,主,86,30,11,96,0.818,19,2,负,33,40,65,39,9,9,7,6,达拉斯小牛,0.3,8,2016/3/9,0.453,25,DAL
活塞103-105快船,客,97,19,15,105,0.733,22,4,胜,29,39,25,44,6,11,10,9,洛杉矶快船,0.316,10,2015/12/14,0.454,29,LAC
活塞103-118黄蜂,主,83,25,29,118,0.828,19,5,胜,28,37,64,42,10,24,9,9,夏洛特黄蜂,0.4,10,2016/3/11,0.506,28,CHA
活塞103-89篮网,客,82,9,10,89,0.8,17,3,负,33,38,37,38,5,8,5,5,布鲁克林篮网,0.556,14,2016/1/9,0.463,24,BKN
活塞104-112步行者,主,76,11,29,112,0.828,25,2,胜,34,42,51,41,6,24,8,6,印第安纳步行者,0.545,16,2016/2/6,0.539,21,IND
活塞104-81热火,客,79,20,16,81,0.688,14,7,负,33,43,14,32,6,11,10,2,迈阿密热火,0.3,13,2015/11/25,0.405,21,MIA
活塞104-99骑士,客,80,33,20,99,0.6,25,2,负,37,40,11,38,11,12,3,8,克里夫兰骑士,0.333,14,2015/11/17,0.475,21,CLE
活塞105-100篮网,主,82,16,15,100,0.867,15,4,负,32,39,49,40,7,13,7,5,布鲁克林篮网,0.438,11,2016/2/1,0.488,28,BKN
活塞106-111鹈鹕,客,86,20,29,111,0.862,20,2,胜,40,51,55,41,4,25,11,5,新奥尔良鹈鹕,0.2,15,2016/2/21,0.477,23,NOH
活塞106-114骑士,客,83,23,29,114,0.931,25,1,胜,37,47,45,39,9,27,10,4,克里夫兰骑士,0.391,7,2016/1/29,0.47,20,CLE
活塞106-94老鹰,主,82,27,15,94,0.8,25,4,负,33,40,1,37,8,12,7,9,亚特兰大老鹰,0.296,15,2015/10/27,0.451,22,ATL
活塞107-111猛龙,主,78,14,47,111,0.745,20,3,胜,32,45,47,36,4,35,13,9,多伦多猛龙,0.286,13,2016/1/30,0.462,12,TOR
活塞107-9576人,主,80,18,24,95,0.708,16,5,负,31,44,24,36,6,17,13,5,费城76人,0.333,21,2015/12/11,0.45,22,PHI
活塞108-104魔术,主,90,15,19,104,0.737,23,8,负,36,48,78,43,4,14,12,7,奥兰多魔术,0.267,14,2016/4/6,0.478,25,ORL
活塞110-9776人,客,82,19,17,97,0.706,27,7,负,29,38,47,39,7,12,9,6,费城76人,0.368,16,2016/1/27,0.476,24,PHI
活塞111-105尼克斯,客,84,22,34,105,0.794,25,0,负,35,43,52,36,6,27,8,7,纽约尼克斯,0.273,9,2016/2/4,0.429,20,NYK
活塞111-9176人,客,83,23,26,91,0.692,24,4,负,30,40,57,33,7,18,10,8,费城76人,0.304,14,2016/2/24,0.398,18,PHI
活塞111-91湖人,客,80,18,29,91,0.759,21,4,负,31,39,20,32,5,22,8,6,洛杉矶湖人,0.278,15,2015/12/6,0.4,12,LAL
活塞112-105黄蜂,客,93,30,22,105,0.773,21,2,负,35,42,72,37,14,17,7,8,夏洛特黄蜂,0.467,7,2016/3/25,0.398,24,CHA
活塞112-110骑士,主,97,18,15,110,0.733,23,7,负,35,43,82,46,7,11,8,4,克里夫兰骑士,0.389,10,2016/4/13,0.474,21,CLE
活塞112-99奇才,客,86,19,23,99,0.739,23,1,负,25,36,79,38,6,17,11,5,华盛顿奇才,0.316,12,2016/4/8,0.442,19,WAS
活塞113-95勇士,客,94,26,23,95,0.739,16,9,负,33,47,41,34,10,17,14,6,金州勇士,0.385,12,2016/1/16,0.362,18,GSW
活塞114-101猛龙,客,80,21,18,101,0.722,24,1,负,24,32,58,39,10,13,8,5,多伦多猛龙,0.476,5,2016/2/28,0.488,21,TOR
活塞114-118老鹰,客,89,34,34,118,0.824,26,3,胜,38,46,68,39,12,28,8,10,亚特兰大老鹰,0.353,12,2016/3/16,0.438,25,ATL
活塞115-103篮网,客,80,14,21,103,0.667,22,5,负,34,40,69,42,5,14,6,3,布鲁克林篮网,0.357,9,2016/3/19,0.525,24,BKN
活塞115-108国王,客,79,15,29,108,0.828,20,4,负,28,35,68,40,4,24,7,8,萨克拉门托国王,0.267,11,2016/3/18,0.506,21,SAC
活塞115-89魔术,客,81,20,11,89,1,16,7,负,25,30,35,36,6,11,5,6,奥兰多魔术,0.3,8,2016/1/4,0.444,17,ORL
活塞115-90森林狼,客,86,14,19,90,0.789,24,3,负,30,36,33,35,5,15,6,9,明尼苏达森林狼,0.357,15,2015/12/31,0.407,22,MIN
活塞116-105火箭,客,88,27,28,105,0.857,27,7,负,29,45,18,35,11,24,16,11,休斯顿火箭,0.407,16,2015/11/30,0.398,19,HOU
活塞118-102魔术,客,98,25,19,102,0.842,19,3,负,27,44,71,39,8,16,17,9,奥兰多魔术,0.32,6,2016/3/23,0.398,24,ORL
活塞118-96步行者,客,82,16,18,96,0.611,16,2,负,28,33,22,41,3,11,5,7,印第安纳步行者,0.188,16,2015/12/12,0.5,17,IND
活塞119-116凯尔特,客,89,25,24,116,0.833,35,2,负,34,44,26,43,10,20,10,4,波士顿凯尔特人,0.4,18,2015/12/16,0.483,17,BOS
活塞120-103开拓者,主,76,25,18,103,0.667,22,2,负,33,40,7,41,9,12,7,5,波特兰开拓者,0.36,22,2015/11/8,0.539,24,POR
活塞123-103开拓者,客,78,31,23,103,0.957,23,0,负,28,31,64,35,11,22,3,8,波特兰开拓者,0.355,13,2016/3/6,0.449,18,POR
活塞123-114火箭,主,95,24,18,114,0.889,41,3,负,37,48,44,43,12,16,11,7,休斯顿火箭,0.5,13,2016/1/20,0.453,21,HOU
活塞125-11176人,主,84,25,27,111,0.852,16,2,负,30,36,66,39,10,23,6,11,费城76人,0.4,12,2016/3/12,0.464,24,PHI
活塞127-122太阳,客,97,33,15,122,0.933,33,3,负,26,36,19,47,14,14,10,7,菲尼克斯太阳,0.424,15,2015/12/2,0.485,28,PHO
活塞147-144公牛,主,120,22,44,144,0.886,35,9,负,42,62,24,50,5,39,20,5,芝加哥公牛,0.227,16,2015/12/18,0.417,21,CHI
活塞81-124奇才,主,90,18,18,124,0.778,22,3,胜,35,40,66,51,8,14,5,11,华盛顿奇才,0.444,10,2016/3/14,0.567,34,WAS
活塞81-97马刺,主,84,14,9,97,0.889,20,6,胜,36,41,60,43,3,8,5,8,圣安东尼奥马刺,0.214,8,2016/3/2,0.512,25,SAS
活塞82-94步行者,客,88,23,12,94,0.917,19,5,胜,30,42,4,38,7,11,12,15,印第安纳步行者,0.304,15,2015/11/3,0.432,21,IND
活塞82-94步行者,主,73,18,29,94,0.724,22,9,胜,41,47,33,33,7,21,6,7,印第安纳步行者,0.389,13,2016/1/2,0.452,11,IND
活塞83-87篮网,主,81,12,16,87,0.813,16,11,胜,44,51,17,35,4,13,7,8,布鲁克林篮网,0.333,19,2015/11/29,0.432,15,BKN
活塞84-104黄蜂,主,84,26,35,104,0.686,20,5,胜,43,57,20,36,8,24,14,5,夏洛特黄蜂,0.308,14,2015/12/7,0.429,21,CHA
活塞85-97湖人,主,75,19,39,97,0.744,19,5,胜,39,46,10,31,6,29,7,5,洛杉矶湖人,0.316,16,2015/11/15,0.413,24,LAL
活塞86-98奇才,主,78,22,26,98,0.731,20,5,胜,39,47,53,36,7,19,8,5,华盛顿奇才,0.318,9,2016/2/19,0.462,26,WAS
活塞87-103雷霆,主,79,24,26,103,0.846,19,9,胜,46,58,17,37,7,22,12,2,俄克拉荷马雷霆,0.292,18,2015/11/27,0.468,19,OKC
活塞88-109雄鹿,主,83,13,17,109,0.824,23,4,胜,33,45,14,43,9,14,12,12,密尔沃基雄鹿,0.692,12,2015/11/23,0.518,30,MIL
活塞88-82雷霆,客,82,21,22,82,0.636,21,7,负,31,45,75,31,6,14,14,10,俄克拉荷马雷霆,0.286,19,2016/3/29,0.378,16,OKC
活塞89-102尼克斯,主,79,16,18,102,0.778,14,5,胜,39,47,64,42,4,14,8,4,纽约尼克斯,0.25,10,2016/3/5,0.532,19,NYK
活塞89-103猛龙,客,70,20,17,103,0.824,22,2,胜,34,36,51,39,11,14,2,11,多伦多猛龙,0.55,15,2016/2/8,0.557,22,TOR
活塞89-107热火,主,84,14,14,107,0.714,17,4,胜,34,41,77,44,9,10,7,6,迈阿密热火,0.643,9,2016/4/5,0.524,22,MIA
活塞89-98小牛,客,85,24,14,98,0.857,18,5,胜,40,48,76,39,8,12,8,4,达拉斯小牛,0.333,10,2016/4/1,0.459,18,DAL
活塞92-101国王,主,74,16,24,101,0.75,20,2,胜,39,46,9,37,9,18,7,7,萨克拉门托国王,0.563,18,2015/11/11,0.5,20,SAC
活塞92-103掘金,客,83,19,24,103,0.792,13,3,胜,39,47,54,39,6,19,8,10,丹佛掘金,0.316,12,2016/2/10,0.47,25,DEN
活塞92-87爵士,客,75,12,21,87,0.714,25,5,负,34,38,1,35,2,15,4,4,犹他爵士,0.167,12,2015/10/28,0.467,15,UTA
活塞92-91雄鹿,客,76,10,7,91,0.571,20,7,负,35,40,71,41,5,4,5,5,密尔沃基雄鹿,0.5,13,2016/3/21,0.539,23,MIL
活塞92-93灰熊,客,88,15,13,93,0.538,15,4,胜,37,53,23,41,4,7,16,4,孟菲斯灰熊,0.267,17,2015/12/9,0.466,23,MEM
活塞93-92热火,主,88,18,12,92,0.833,12,7,负,29,40,27,39,4,10,11,9,迈阿密热火,0.222,5,2015/12/22,0.443,13,MIA
活塞93-99凯尔特,客,84,23,23,99,0.739,24,1,胜,36,47,30,39,4,17,11,6,波士顿凯尔特人,0.174,14,2015/12/26,0.464,20,BOS
活塞93-99热火,客,78,20,22,99,0.727,21,5,胜,31,39,81,38,7,16,8,7,迈阿密热火,0.35,14,2016/4/12,0.487,15,MIA
活塞94-90公牛,主,88,25,15,90,0.867,25,10,负,36,47,76,34,9,13,11,6,芝加哥公牛,0.36,11,2016/4/2,0.386,21,CHI
活塞95-102凯尔特,主,96,21,13,102,0.846,24,7,胜,43,49,51,42,7,11,6,8,波士顿凯尔特人,0.333,10,2016/2/3,0.438,28,BOS
活塞95-109勇士,主,91,21,13,109,0.846,18,4,胜,28,41,8,43,12,11,13,13,金州勇士,0.571,16,2015/11/9,0.473,29,GSW
活塞95-112老鹰,客,95,34,14,112,0.929,21,7,胜,34,39,74,43,13,13,5,6,亚特兰大老鹰,0.382,4,2016/3/26,0.453,34,ATL
活塞95-92爵士,主,85,29,18,92,0.833,26,4,负,37,49,44,34,9,15,12,5,犹他爵士,0.31,13,2016/1/25,0.4,18,UTA
活塞95-97奇才,客,78,19,20,97,0.7,19,0,胜,33,42,10,38,7,14,9,10,华盛顿奇才,0.368,11,2015/11/21,0.487,22,WAS
活塞96-101快船,主,79,19,26,101,0.769,23,4,胜,31,42,10,37,7,20,11,6,洛杉矶快船,0.368,13,2015/11/14,0.468,23,LAC
活塞96-108尼克斯,主,79,16,17,108,0.824,18,8,胜,30,36,33,43,8,14,6,5,纽约尼克斯,0.5,10,2015/12/29,0.544,23,NYK
活塞96-86森林狼,主,77,13,25,86,0.68,19,4,负,34,40,13,33,3,17,6,7,明尼苏达森林狼,0.231,17,2015/11/20,0.429,17,MIN
活塞96-88骑士,主,79,26,13,88,0.923,21,2,负,35,40,55,34,8,12,5,8,克里夫兰骑士,0.308,17,2016/2/22,0.43,19,CLE
活塞98-94公牛,客,84,22,26,94,0.731,24,8,负,42,50,3,34,7,19,8,8,芝加哥公牛,0.318,19,2015/10/30,0.405,18,CHI
活塞99-109马刺,客,85,14,27,109,0.815,20,5,胜,38,49,40,41,5,22,11,9,圣安东尼奥马刺,0.357,17,2016/1/12,0.482,20,SAS
活塞99-115鹈鹕,主,86,12,18,115,1,17,5,胜,33,44,42,46,5,18,11,8,新奥尔良鹈鹕,0.417,9,2016/1/21,0.535,26,NOH
活塞99-94凯尔特,主,91,28,27,94,0.741,28,5,负,26,39,35,34,6,20,13,5,波士顿凯尔特人,0.214,10,2016/1/6,0.374,23,BOS
火箭100-103公牛,客,77,24,22,103,0.818,20,4,胜,37,42,75,37,11,18,5,5,芝加哥公牛,0.458,15,2016/3/31,0.481,28,CHI
火箭100-108公牛,主,79,21,34,108,0.794,21,4,胜,41,53,61,36,9,27,12,8,芝加哥公牛,0.429,25,2016/3/5,0.456,28,CHI
火箭100-95鹈鹕,客,90,36,13,95,0.692,28,3,负,37,43,59,36,14,9,6,10,新奥尔良鹈鹕,0.389,22,2016/3/2,0.4,24,NOH
火箭100-96小牛,主,81,29,20,96,0.7,17,5,负,31,42,20,37,8,14,11,8,达拉斯小牛,0.276,17,2015/12/4,0.457,23,DAL
火箭101-104步行者,主,87,26,20,104,0.65,23,6,胜,35,50,73,41,9,13,15,9,印第安纳步行者,0.346,13,2016/3/27,0.471,25,IND
火箭101-104魔术,主,84,16,13,104,0.692,15,3,胜,31,42,29,44,7,9,11,5,奥兰多魔术,0.438,12,2015/12/23,0.524,26,ORL
火箭102-107尼克斯,客,80,25,34,107,0.794,22,8,胜,26,45,14,34,12,27,19,4,纽约尼克斯,0.48,11,2015/11/21,0.425,20,NYK
火箭102-95黄蜂,客,83,41,31,95,0.806,27,3,负,26,35,27,29,12,25,9,8,夏洛特黄蜂,0.293,11,2015/12/21,0.349,20,CHA
火箭102-98凯尔特,主,91,31,28,98,0.786,17,3,负,31,45,66,34,8,22,14,14,波士顿凯尔特人,0.258,14,2016/3/11,0.374,24,BOS
火箭102-98雄鹿,客,85,14,22,98,0.773,17,10,负,34,48,45,39,3,17,14,7,密尔沃基雄鹿,0.214,15,2016/1/22,0.459,30,MIL
火箭103-116开拓者,主,89,28,34,116,0.765,27,2,胜,33,49,54,41,8,26,16,11,波特兰开拓者,0.286,13,2016/2/10,0.461,21,POR
火箭103-121马刺,主,86,24,19,121,0.947,22,2,胜,31,39,35,45,13,18,8,9,圣安东尼奥马刺,0.542,11,2016/1/2,0.523,31,SAS
火箭103-94爵士,客,78,28,17,94,0.647,17,5,负,25,35,35,38,7,11,10,9,犹他爵士,0.25,19,2016/1/7,0.487,25,UTA
火箭105-110篮网,主,81,18,16,110,0.813,17,7,胜,30,42,21,45,7,13,12,14,布鲁克林篮网,0.389,24,2015/12/8,0.556,27,BKN
火箭105-116活塞,主,85,23,37,116,0.486,19,8,胜,32,46,18,45,8,18,14,8,底特律活塞,0.348,11,2015/11/30,0.529,22,DET
火箭106-100骑士,主,86,40,28,100,0.857,31,5,负,28,38,74,31,14,24,10,5,克里夫兰骑士,0.35,11,2016/3/29,0.36,21,CLE
火箭106-122快船,客,76,30,32,122,0.75,20,7,胜,26,33,67,43,12,24,7,9,洛杉矶快船,0.4,10,2016/3/16,0.566,31,LAC
火箭107-103步行者,客,90,31,10,103,0.8,21,5,负,34,39,37,43,9,8,5,12,印第安纳步行者,0.29,18,2016/1/10,0.478,33,IND
火箭107-104森林狼,客,78,17,30,104,0.8,27,1,负,29,43,40,36,8,24,14,11,明尼苏达森林狼,0.471,20,2016/1/13,0.462,25,MIN
火箭107-111雷霆,主,91,35,29,111,0.724,17,7,胜,33,46,71,41,8,21,13,10,俄克拉荷马雷霆,0.229,13,2016/3/22,0.451,22,OKC
火箭107-87湖人,主,84,24,18,87,0.556,27,5,负,33,46,26,36,5,10,13,5,洛杉矶湖人,0.208,14,2015/12/17,0.429,22,LAL
火箭107-91灰熊,主,72,18,24,91,0.75,24,3,负,18,31,40,33,7,18,13,9,孟菲斯灰熊,0.389,17,2016/1/12,0.458,22,MEM
火箭107-97快船,客,86,38,29,97,0.621,36,6,负,31,38,28,34,11,18,7,10,洛杉矶快船,0.289,12,2015/12/19,0.395,21,LAC
火箭108-101鹈鹕,客,88,25,25,101,0.88,32,6,负,40,56,19,36,7,22,16,5,新奥尔良鹈鹕,0.28,23,2015/12/2,0.409,20,NOH
火箭108-103开拓者,客,88,30,29,103,0.828,27,7,负,38,48,13,35,9,24,10,11,波特兰开拓者,0.3,19,2015/11/18,0.398,18,POR
火箭108-110鹈鹕,主,75,24,26,110,0.808,17,8,胜,32,40,30,38,13,21,8,5,新奥尔良鹈鹕,0.542,15,2015/12/26,0.507,25,NOH
火箭108-114掘金,主,82,25,25,114,0.88,15,5,胜,37,52,24,42,8,22,15,8,丹佛掘金,0.32,18,2015/12/14,0.512,26,DEN
火箭108-116雷霆,主,86,19,30,116,0.867,29,7,胜,46,57,49,41,8,26,11,6,俄克拉荷马雷霆,0.421,18,2016/1/29,0.477,23,OKC
火箭109-103奇才,主,89,25,24,103,0.833,25,3,负,36,47,20,39,5,20,11,8,华盛顿奇才,0.2,18,2015/12/9,0.438,20,WAS
火箭109-105快船,主,88,22,25,105,0.68,23,5,负,30,41,6,42,4,17,11,8,洛杉矶快船,0.182,12,2015/11/7,0.477,29,LAC
火箭109-125黄蜂,主,88,31,16,125,0.875,25,5,胜,34,44,65,48,15,14,10,6,夏洛特黄蜂,0.484,11,2016/3/12,0.545,28,CHA
火箭110-105雷霆,客,84,23,22,105,0.682,24,9,负,41,55,4,40,10,15,14,7,俄克拉荷马雷霆,0.435,24,2015/11/2,0.476,17,OKC
火箭110-114勇士,客,84,23,27,114,0.63,20,5,胜,31,43,32,43,11,17,12,8,金州勇士,0.478,18,2015/12/31,0.512,35,GSW
火箭110-123勇士,主,94,34,26,123,0.885,26,6,胜,35,49,51,44,12,23,14,5,金州勇士,0.353,12,2016/2/9,0.468,28,GSW
火箭111-105太阳,主,83,29,32,105,0.938,26,1,负,36,54,51,32,11,30,18,9,菲尼克斯太阳,0.379,24,2016/2/4,0.386,22,PHO
火箭112-109猛龙,客,94,31,26,109,0.692,24,5,负,30,45,71,39,13,18,15,9,多伦多猛龙,0.419,10,2016/3/25,0.415,23,TOR
火箭112-111鹈鹕,主,91,29,25,111,0.56,16,4,负,34,50,44,42,13,14,16,8,新奥尔良鹈鹕,0.448,12,2016/1/25,0.462,23,NOH
火箭112-95湖人,主,82,16,19,95,0.789,16,7,负,33,36,43,37,6,15,3,8,洛杉矶湖人,0.375,14,2016/1/17,0.451,25,LAL
火箭113-107猛龙,主,77,33,27,107,0.778,24,6,负,35,42,61,37,12,21,7,8,多伦多猛龙,0.364,15,2016/3/6,0.481,27,TOR
火箭114-117爵士,主,74,24,38,117,0.816,29,4,胜,33,41,56,38,10,31,8,11,犹他爵士,0.417,21,2016/2/23,0.514,22,UTA
火箭114-123活塞,客,80,30,59,123,0.593,17,7,胜,38,52,42,38,12,35,14,8,底特律活塞,0.4,10,2016/1/20,0.475,23,DET
火箭115-102热火,客,85,17,27,102,0.741,18,3,负,38,51,49,38,6,20,13,5,迈阿密热火,0.353,17,2016/2/2,0.447,26,MIA
火箭115-104小牛,客,79,30,22,104,0.773,20,4,负,28,36,46,36,15,17,8,4,达拉斯小牛,0.5,14,2016/1/24,0.456,17,DAL
火箭115-121老鹰,客,99,41,25,121,0.84,24,7,胜,28,45,34,43,14,21,17,10,亚特兰大老鹰,0.341,12,2015/12/29,0.434,27,ATL
火箭115-124太阳,客,94,31,29,124,0.828,24,2,胜,27,47,79,44,12,24,20,11,菲尼克斯太阳,0.387,19,2016/4/7,0.468,31,PHO
火箭116-100太阳,主,82,35,35,100,0.829,33,6,负,31,40,55,30,11,29,9,7,菲尼克斯太阳,0.314,20,2016/2/19,0.366,23,PHO
火箭116-110国王,主,93,28,29,110,0.724,19,3,负,29,43,6,40,9,21,14,14,萨克拉门托国王,0.321,15,2015/11/6,0.43,26,SAC
火箭116-111尼克斯,主,78,18,17,111,0.882,24,7,负,38,43,18,45,6,15,5,5,纽约尼克斯,0.333,21,2015/11/29,0.577,22,NYK
火箭116-111森林狼,客,85,16,24,111,0.792,14,4,负,24,35,69,43,6,19,11,14,明尼苏达森林狼,0.375,12,2016/3/18,0.506,30,MIN
