比赛,场,出手,出手_2,出手_4,得分,罚球,犯规,盖帽,果,后场,篮板,列1,命中,命中_1,命中_3,前场,抢断,球队,三分,失误,时间,投篮,助攻,TeamAB
黄蜂112-111奇才,客,86,27,26,111,0.846,19,6,负,32,45,65,40,9,22,13,8,华盛顿奇才,0.333,14,2019/3/8,0.465,28,WAS
黄蜂112-113雄鹿,客,85,34,20,113,0.75,25,4,胜,46,57,1,42,14,15,11,5,密尔沃基雄鹿,0.412,21,2018/10/17,0.494,26,MIL
黄蜂113-102老鹰,客,85,30,18,102,0.778,18,9,负,30,37,10,41,6,14,7,13,亚特兰大老鹰,0.2,22,2018/11/6,0.482,22,ATL
黄蜂113-103活塞,主,104,45,19,103,0.789,18,4,负,29,51,12,38,12,15,22,5,底特律活塞,0.267,10,2018/11/11,0.365,21,DET
黄蜂113-106森林狼,客,88,28,29,106,0.621,21,7,负,40,49,72,39,10,18,9,6,明尼苏达森林狼,0.357,13,2019/3/21,0.443,23,MIN
黄蜂113-107掘金,客,101,35,26,107,0.808,28,12,负,35,55,25,39,8,21,20,6,丹佛掘金,0.229,9,2018/12/7,0.386,24,DEN
黄蜂113-111猛龙,客,80,26,20,111,0.8,17,5,负,38,43,80,43,9,16,5,2,多伦多猛龙,0.346,14,2019/4/5,0.538,27,TOR
黄蜂113-112热火,主,89,34,27,112,0.704,27,11,负,37,49,3,41,11,19,12,4,迈阿密热火,0.324,15,2018/10/20,0.461,21,MIA
黄蜂113-118火箭,客,91,39,24,118,0.875,22,3,胜,30,37,61,42,13,21,7,11,休斯顿火箭,0.333,10,2019/2/27,0.462,23,HOU
黄蜂114-118 76人,客,86,32,28,118,0.75,27,4,胜,38,44,71,43,11,21,6,5,费城76人,0.344,7,2019/3/19,0.5,29,PHI
黄蜂114-122魔术,客,88,30,20,122,0.75,19,2,胜,30,39,82,48,11,15,9,5,奥兰多魔术,0.367,6,2019/4/10,0.545,24,ORL
黄蜂114-131雄鹿,主,90,44,30,131,0.867,17,2,胜,41,55,66,44,17,26,14,9,密尔沃基雄鹿,0.386,12,2019/3/9,0.489,27,MIL
黄蜂114-95国王,客,88,33,13,95,0.462,22,3,负,31,42,45,39,11,6,11,7,萨克拉门托国王,0.333,17,2019/1/17,0.443,28,SAC
黄蜂115-109鹈鹕,主,85,41,17,109,0.824,27,4,负,41,48,79,40,15,14,7,7,新奥尔良鹈鹕,0.366,19,2019/4/3,0.471,25,NOH
黄蜂115-114猛龙,主,77,26,13,114,1,17,11,负,32,35,74,45,11,13,3,6,多伦多猛龙,0.423,13,2019/3/24,0.584,29,TOR
黄蜂115-117快船,客,87,24,17,117,0.882,24,6,胜,40,48,55,42,18,15,8,1,洛杉矶快船,0.75,11,2019/2/5,0.483,25,LAC
黄蜂115-117篮网,客,87,43,26,117,0.769,26,6,胜,31,42,61,40,17,20,11,5,布鲁克林篮网,0.395,12,2019/2/23,0.46,23,BKN
黄蜂115-129湖人,主,91,38,12,129,0.75,17,2,胜,33,44,76,51,18,9,11,7,洛杉矶湖人,0.474,13,2019/3/29,0.56,34,LAL
黄蜂116-110奇才,主,84,34,19,110,0.789,14,5,负,37,45,69,41,13,15,8,8,华盛顿奇才,0.382,17,2019/3/15,0.488,25,WAS
黄蜂117-112凯尔特,客,89,32,18,112,0.722,22,6,负,33,41,17,45,9,13,8,9,波士顿凯尔特人,0.281,12,2018/11/19,0.506,31,BOS
黄蜂118-107灰熊,主,81,31,24,107,0.917,25,3,负,32,38,48,38,9,22,6,8,孟菲斯灰熊,0.29,10,2019/1/23,0.469,25,MEM
黄蜂119-107尼克斯,主,93,26,7,107,0.857,25,2,负,33,41,28,44,13,6,8,5,纽约尼克斯,0.5,17,2018/12/9,0.473,28,NYK
黄蜂119-113太阳,主,83,25,19,113,0.895,25,4,负,33,36,41,43,10,17,3,8,菲尼克斯太阳,0.4,14,2019/1/6,0.518,23,PHO
黄蜂119-122 76人,客,93,35,38,122,0.868,24,6,胜,44,53,18,39,11,33,9,9,费城76人,0.314,19,2018/11/17,0.419,23,PHI
黄蜂120-88魔术,主,94,31,14,88,0.714,16,7,负,32,44,2,36,6,10,12,8,奥兰多魔术,0.194,15,2018/10/19,0.383,18,ORL
黄蜂123-110奇才,客,97,39,18,110,0.889,20,6,负,32,43,59,42,10,16,11,6,华盛顿奇才,0.256,13,2019/2/22,0.433,24,WAS
黄蜂123-112篮网,主,86,32,18,112,0.778,19,5,负,29,36,64,44,10,14,7,2,布鲁克林篮网,0.313,15,2019/3/1,0.512,27,BKN
黄蜂123-124老鹰,主,94,39,11,124,0.727,23,9,胜,32,41,20,50,16,8,9,5,亚特兰大老鹰,0.41,15,2018/11/25,0.532,34,ATL
黄蜂124-117凯尔特,客,93,43,15,117,0.667,23,8,负,35,42,73,44,19,10,7,6,波士顿凯尔特人,0.442,10,2019/3/23,0.473,31,BOS
黄蜂124-126尼克斯,客,98,34,31,126,0.645,16,8,胜,37,46,30,47,12,20,9,11,纽约尼克斯,0.353,10,2018/12/14,0.48,27,NYK
黄蜂124-97骑士,主,89,30,8,97,0.75,18,2,负,27,41,82,40,11,6,14,3,克里夫兰骑士,0.367,14,2019/4/9,0.449,24,CLE
黄蜂125-100魔术,客,92,35,19,100,0.737,21,5,负,35,48,36,38,10,14,13,6,奥兰多魔术,0.286,11,2018/12/31,0.413,22,ORL
黄蜂125-113热火,客,87,28,24,113,0.833,26,5,负,24,34,7,41,11,20,10,9,迈阿密热火,0.393,15,2018/10/30,0.471,25,MIA
黄蜂125-116马刺,客,109,39,21,116,0.714,21,5,负,43,60,75,44,13,15,17,4,圣安东尼奥马刺,0.333,11,2019/3/26,0.404,24,SAS
黄蜂125-118公牛,客,81,24,25,118,1,20,2,负,31,39,53,42,9,25,8,4,芝加哥公牛,0.375,10,2019/2/2,0.519,20,CHI
黄蜂126-130奇才,主,93,37,24,130,0.875,18,6,胜,33,42,37,48,13,21,9,8,华盛顿奇才,0.351,12,2018/12/29,0.516,35,WAS
黄蜂126-94骑士,客,81,26,15,94,0.933,20,2,负,24,27,9,35,10,14,3,9,克里夫兰骑士,0.385,13,2018/11/3,0.432,22,CLE
黄蜂127-109步行者,客,84,33,17,109,0.941,19,7,负,27,37,18,41,11,16,10,5,印第安纳步行者,0.333,14,2018/11/21,0.488,26,IND
黄蜂129-120老鹰,主,86,33,19,120,0.737,18,3,负,26,36,55,46,14,14,10,10,亚特兰大老鹰,0.424,18,2019/2/9,0.535,26,ATL
黄蜂132-133 76人,主,93,37,41,133,0.756,33,15,胜,46,58,13,45,12,31,12,3,费城76人,0.324,16,2018/11/9,0.484,33,PHI
黄蜂132-134篮网,主,104,47,18,134,0.722,26,7,胜,47,58,36,51,19,13,11,7,布鲁克林篮网,0.404,17,2018/12/26,0.49,31,BKN
黄蜂135-106公牛,客,85,36,22,106,0.727,16,7,负,26,34,5,37,16,16,8,5,芝加哥公牛,0.444,13,2018/10/26,0.435,21,CHI
黄蜂135-115太阳,客,87,33,33,115,0.788,26,7,负,19,26,47,39,11,26,7,7,菲尼克斯太阳,0.333,7,2019/1/19,0.448,21,PHO
黄蜂75-93热火,主,86,33,19,93,0.632,21,7,胜,40,55,69,34,13,12,15,6,迈阿密热火,0.394,11,2019/3/17,0.395,25,MIA
黄蜂84-122独行侠,客,95,45,18,122,0.889,14,4,胜,45,57,37,44,18,16,12,9,达拉斯独行侠,0.4,10,2019/1/2,0.463,31,DAL
黄蜂84-91热火,客,91,26,11,91,0.545,16,7,胜,34,52,64,38,9,6,18,10,迈阿密热火,0.346,18,2019/3/6,0.418,19,MIA
黄蜂89-113骑士,主,85,24,12,113,0.833,20,3,胜,46,60,13,45,13,10,14,5,克里夫兰骑士,0.542,19,2018/11/13,0.529,23,CLE
黄蜂89-127魔术,主,92,39,18,127,0.778,15,6,胜,42,50,59,48,17,14,8,6,奥兰多魔术,0.436,7,2019/2/14,0.522,32,ORL
黄蜂90-137勇士,主,88,33,12,137,0.833,19,10,胜,40,50,76,53,21,10,10,7,金州勇士,0.636,15,2019/3/31,0.602,41,GSW
黄蜂90-99步行者,主,74,25,17,99,0.882,22,3,胜,34,39,57,38,8,15,5,3,印第安纳步行者,0.32,12,2019/2/11,0.514,25,IND
黄蜂93-99独行侠,主,94,36,17,99,0.706,12,5,胜,42,57,53,38,11,12,15,8,达拉斯独行侠,0.306,13,2019/2/6,0.404,25,DAL
黄蜂94-126凯尔特,主,90,29,16,126,0.875,14,7,胜,41,53,51,50,12,14,12,10,波士顿凯尔特人,0.414,10,2019/1/30,0.556,34,BOS
黄蜂95-120步行者,主,100,27,12,120,1,18,7,胜,38,50,46,47,14,12,12,10,印第安纳步行者,0.519,7,2019/1/20,0.47,34,IND
黄蜂96-127开拓者,主,93,40,9,127,0.889,20,16,胜,40,47,43,52,15,8,7,10,波特兰开拓者,0.375,9,2019/1/11,0.559,31,POR
黄蜂97-104国王,主,99,37,12,104,0.667,21,5,胜,37,49,43,41,14,8,12,8,萨克拉门托国王,0.378,11,2019/1/12,0.414,27,SAC
黄蜂98-86活塞,客,82,34,22,86,0.636,22,5,负,29,41,30,32,8,14,12,8,底特律活塞,0.235,14,2018/12/21,0.39,21,DET
黄蜂99-108雄鹿,主,89,31,23,108,0.87,18,6,胜,40,46,47,41,6,20,6,9,密尔沃基雄鹿,0.194,11,2019/1/25,0.461,17,MIL
灰熊100-102太阳,主,64,32,26,102,0.846,27,3,胜,32,37,9,33,14,22,5,7,菲尼克斯太阳,0.438,24,2018/11/4,0.516,25,PHO
灰熊100-109篮网,客,79,34,26,109,0.923,19,2,胜,37,45,40,36,13,24,8,6,布鲁克林篮网,0.382,20,2019/1/4,0.456,25,BKN
灰熊100-87森林狼,主,79,29,16,87,0.813,20,3,负,39,48,17,31,12,13,9,8,明尼苏达森林狼,0.414,20,2018/11/18,0.392,20,MIN
灰熊101-111雄鹿,客,84,34,22,111,0.864,25,8,胜,45,50,44,40,12,19,5,9,密尔沃基雄鹿,0.353,15,2019/1/16,0.476,27,MIL
灰熊101-113火箭,主,70,41,45,113,0.733,25,4,胜,39,46,36,31,18,33,7,5,休斯顿火箭,0.439,13,2018/12/31,0.443,19,HOU
灰熊101-117勇士,主,81,24,23,117,0.957,25,4,胜,38,46,11,41,13,22,8,4,金州勇士,0.542,13,2018/11/5,0.506,29,GSW
灰熊103-112凯尔特,客,80,36,18,112,0.889,24,4,胜,29,36,35,40,16,16,7,10,波士顿凯尔特人,0.444,17,2018/12/29,0.5,29,BOS
灰熊103-118勇士,客,84,31,15,118,0.867,19,8,胜,40,46,74,45,15,13,6,9,金州勇士,0.484,14,2019/3/27,0.536,30,GSW
灰熊104-103马刺,主,81,22,30,103,0.867,20,5,负,33,42,17,35,7,26,9,4,圣安东尼奥马刺,0.318,8,2018/11/21,0.432,21,SAS
灰熊105-97魔术,客,87,38,27,97,0.852,23,4,负,38,52,68,31,12,23,14,7,奥兰多魔术,0.316,13,2019/3/10,0.356,23,ORL
灰熊106-103步行者,客,74,27,36,103,0.833,26,5,负,33,40,48,32,9,30,7,7,印第安纳步行者,0.333,17,2019/1/26,0.432,20,IND
灰熊106-112快船,客,75,25,42,112,0.857,30,4,胜,42,49,60,35,6,36,7,8,洛杉矶快船,0.24,23,2019/2/22,0.467,21,LAC
灰熊107-103鹈鹕,主,84,29,24,103,0.833,25,5,负,32,42,27,38,7,20,10,5,新奥尔良鹈鹕,0.241,18,2018/12/7,0.452,25,NOH
灰熊107-108马刺,客,86,21,29,108,0.793,14,6,胜,33,43,59,36,13,23,10,6,圣安东尼奥马刺,0.619,7,2019/2/12,0.419,23,SAS
灰熊107-109公牛,客,82,24,25,109,0.92,20,9,胜,35,42,62,39,8,23,7,12,芝加哥公牛,0.333,15,2019/2/27,0.476,20,CHI
灰熊107-112快船,主,94,23,27,112,0.889,23,5,胜,40,47,18,40,8,24,7,6,洛杉矶快船,0.348,10,2018/11/23,0.426,26,LAC
灰熊107-112骑士,主,88,42,23,112,0.783,26,3,胜,38,52,60,39,16,18,14,6,克里夫兰骑士,0.381,18,2019/2/23,0.443,25,CLE
灰熊107-118黄蜂,客,77,30,31,118,0.774,19,2,胜,32,37,47,41,12,24,5,8,夏洛特黄蜂,0.4,9,2019/1/23,0.532,23,CHA
灰熊107-95奇才,客,74,35,20,95,0.85,22,7,负,32,37,7,32,14,17,5,9,华盛顿奇才,0.4,20,2018/10/30,0.432,24,WAS
灰熊107-99湖人,主,75,30,22,99,0.682,16,8,负,35,41,33,37,10,15,6,6,洛杉矶湖人,0.333,16,2018/12/23,0.493,27,LAL
灰熊108-106森林狼,客,87,29,20,106,0.95,23,4,负,39,55,53,39,9,19,16,4,明尼苏达森林狼,0.31,15,2019/2/5,0.448,26,MIN
灰熊108-112热火,主,80,31,24,112,0.708,23,4,胜,28,38,41,40,15,17,10,7,迈阿密热火,0.484,14,2019/1/12,0.5,25,MIA
灰熊110-100爵士,主,77,36,25,100,0.56,25,5,负,29,39,8,36,14,14,10,3,犹他爵士,0.389,14,2018/11/2,0.468,21,UTA
灰熊110-105湖人,客,89,27,20,105,0.75,28,5,负,36,46,60,40,10,15,10,8,洛杉矶湖人,0.37,17,2019/2/25,0.449,25,LAL
灰熊110-122公牛,主,80,20,29,122,0.828,19,3,胜,38,47,58,45,8,24,9,2,芝加哥公牛,0.4,15,2019/2/13,0.563,28,CHI
灰熊111-132老鹰,主,103,45,14,132,0.786,26,9,胜,36,51,69,52,17,11,15,9,亚特兰大老鹰,0.378,11,2019/3/13,0.505,35,ATL
灰熊111-81独行侠,主,85,40,33,81,0.667,23,5,负,30,43,62,26,7,22,13,9,达拉斯独行侠,0.175,10,2019/3/2,0.306,17,DAL
灰熊112-104国王,客,80,33,24,104,0.75,24,2,负,33,42,15,37,12,18,9,9,萨克拉门托国王,0.364,21,2018/11/16,0.463,23,SAC
灰熊112-106 76人,客,85,31,16,106,0.625,20,6,负,40,48,14,44,8,10,8,10,费城76人,0.258,23,2018/11/10,0.518,27,PHI
灰熊114-104爵士,客,82,48,24,104,0.667,20,10,负,31,41,65,35,18,16,10,8,犹他爵士,0.375,12,2019/3/8,0.427,21,UTA
灰熊114-122猛龙,客,69,33,28,122,0.714,18,5,胜,27,31,22,42,18,20,4,5,多伦多猛龙,0.545,15,2018/11/27,0.609,25,TOR
灰熊115-103雷霆,客,95,36,20,103,0.75,25,4,负,29,41,74,38,12,15,12,8,俄克拉荷马雷霆,0.333,10,2019/3/25,0.4,17,OKC
灰熊116-113雄鹿,主,81,35,27,113,0.815,22,8,负,35,44,14,41,9,22,9,5,密尔沃基雄鹿,0.257,16,2018/11/14,0.506,22,MIL
灰熊116-122凯尔特,主,86,38,22,122,0.773,20,9,胜,42,52,45,44,17,17,10,5,波士顿凯尔特人,0.447,17,2019/1/18,0.512,29,BOS
灰熊117-96太阳,客,78,33,19,96,0.789,25,1,负,30,35,5,36,9,15,5,5,菲尼克斯太阳,0.273,19,2018/10/27,0.462,28,PHO
灰熊119-123魔术,主,93,39,27,123,0.778,16,5,胜,40,44,73,44,14,21,4,6,奥兰多魔术,0.359,8,2019/3/22,0.473,30,ORL
灰熊120-111开拓者,客,79,29,21,111,0.857,29,4,负,31,36,64,42,9,18,5,7,波特兰开拓者,0.31,20,2019/3/5,0.532,25,POR
灰熊120-115太阳,主,81,28,23,115,0.739,26,7,负,33,40,77,43,12,17,7,8,菲尼克斯太阳,0.429,19,2019/3/30,0.531,27,PHO
灰熊122-112独行侠,主,96,47,21,112,0.619,13,4,负,31,42,79,41,17,13,11,4,达拉斯独行侠,0.362,9,2019/4/5,0.427,28,DAL
灰熊126-125火箭,客,94,48,20,125,1,27,4,负,28,39,72,42,21,20,11,10,休斯顿火箭,0.438,12,2019/3/20,0.447,19,HOU
灰熊127-129独行侠,客,98,41,34,129,0.794,23,5,胜,40,51,80,45,12,27,11,4,达拉斯独行侠,0.293,6,2019/4/7,0.459,31,DAL
灰熊128-135奇才,主,81,35,43,135,0.837,21,7,胜,36,45,70,41,17,36,9,6,华盛顿奇才,0.486,11,2019/3/16,0.506,26,WAS
灰熊131-117老鹰,客,83,30,36,117,0.583,31,5,负,29,40,2,41,14,21,11,9,亚特兰大老鹰,0.467,19,2018/10/19,0.494,27,ATL
灰熊131-125篮网,主,94,44,30,125,0.833,28,4,负,40,51,23,42,16,25,11,7,布鲁克林篮网,0.364,16,2018/11/30,0.447,26,BKN
灰熊132-117勇士,客,92,30,14,117,0.857,17,5,负,30,39,82,46,13,12,9,3,金州勇士,0.433,14,2019/4/10,0.5,32,GSW
灰熊83-111步行者,主,83,26,13,111,0.538,24,7,胜,44,57,1,47,10,7,13,2,印第安纳步行者,0.385,20,2018/10/17,0.566,29,IND
灰熊85-105鹈鹕,客,74,26,26,105,0.692,17,7,胜,43,50,47,39,9,18,7,8,新奥尔良鹈鹕,0.346,19,2019/1/21,0.527,19,NOH
灰熊88-108马刺,主,73,22,35,108,0.829,19,3,胜,40,43,40,36,7,29,3,10,圣安东尼奥马刺,0.318,15,2019/1/5,0.493,26,SAS
灰熊88-111湖人,客,98,41,12,111,0.75,22,6,胜,38,57,26,43,16,9,19,11,洛杉矶湖人,0.39,18,2018/12/8,0.439,27,LAL
灰熊88-96爵士,客,82,32,30,96,0.767,25,6,胜,36,49,13,32,9,23,13,7,犹他爵士,0.281,15,2018/11/12,0.39,19,UTA
灰熊89-116开拓者,主,94,31,16,116,0.625,14,3,胜,40,54,78,48,10,10,14,9,波特兰开拓者,0.323,13,2019/4/3,0.511,28,POR
灰熊89-87掘金,客,82,32,19,87,0.789,22,4,负,28,41,11,32,8,15,13,9,丹佛掘金,0.25,16,2018/11/7,0.39,19,DEN
灰熊90-119猛龙,主,91,36,16,119,0.875,17,9,胜,29,38,48,44,17,14,9,19,多伦多猛龙,0.472,10,2019/1/19,0.484,31,TOR
灰熊92-100黄蜂,主,73,29,28,100,0.857,17,7,胜,34,40,51,32,12,24,6,6,夏洛特黄蜂,0.414,12,2019/2/1,0.438,15,CHA
灰熊92-83开拓者,客,87,22,16,83,0.813,19,9,负,40,44,28,32,6,13,4,11,波特兰开拓者,0.273,14,2018/12/12,0.368,15,POR
灰熊92-84爵士,主,82,32,23,84,0.783,22,6,负,40,50,3,29,8,18,10,6,犹他爵士,0.25,15,2018/10/22,0.354,18,UTA
灰熊92-95掘金,客,85,36,14,95,0.929,18,2,胜,28,37,49,37,8,13,9,10,丹佛掘金,0.222,15,2019/1/28,0.435,17,DEN
灰熊92-97国王,主,83,18,33,97,0.636,15,6,胜,42,57,5,35,6,21,15,7,萨克拉门托国王,0.333,14,2018/10/24,0.422,19,SAC
灰熊92-99开拓者,主,75,26,20,99,0.9,23,4,胜,31,44,31,35,11,18,13,8,波特兰开拓者,0.423,21,2018/12/19,0.467,16,POR
灰熊93-100活塞,主,88,34,28,100,0.714,21,4,胜,26,40,81,35,10,20,14,13,底特律活塞,0.294,9,2019/4/9,0.398,16,DET
灰熊93-110勇士,主,85,31,27,110,0.889,19,5,胜,36,42,31,37,12,24,6,10,金州勇士,0.387,10,2018/12/17,0.435,23,GSW
灰熊94-101活塞,客,83,40,22,101,0.591,17,3,胜,35,42,36,36,16,13,7,7,底特律活塞,0.4,7,2019/1/2,0.434,23,DET
灰熊94-112火箭,主,84,48,22,112,0.909,20,3,胜,29,36,43,37,18,20,7,12,休斯顿火箭,0.375,13,2019/1/14,0.44,17,HOU
灰熊95-103 76人,主,74,22,30,103,0.767,20,2,胜,41,44,25,36,8,23,3,5,费城76人,0.364,16,2018/12/2,0.486,22,PHI
灰熊95-114鹈鹕,主,79,17,29,114,0.69,18,4,胜,35,40,41,44,6,20,5,13,新奥尔良鹈鹕,0.353,14,2019/1/7,0.557,27,NOH
灰熊95-117雷霆,主,90,44,22,117,0.636,25,2,胜,33,44,54,43,17,14,11,17,俄克拉荷马雷霆,0.386,11,2019/2/7,0.478,29,OKC
灰熊95-87骑士,客,93,29,15,87,0.8,21,1,负,34,53,35,33,9,12,19,9,克里夫兰骑士,0.31,16,2018/12/26,0.355,19,CLE
灰熊95-99雷霆,主,93,30,33,99,0.727,19,5,胜,36,53,63,33,9,24,17,10,俄克拉荷马雷霆,0.3,14,2019/3/3,0.355,19,OKC
灰熊96-113快船,主,75,27,38,113,0.895,23,5,胜,42,47,78,36,7,34,5,9,洛杉矶快船,0.259,18,2019/3/31,0.48,23,LAC
灰熊96-84尼克斯,主,73,40,22,84,0.727,16,6,负,39,45,52,28,12,16,6,4,纽约尼克斯,0.3,16,2019/2/3,0.384,20,NYK
灰熊96-86快船,客,74,23,35,86,0.8,21,4,负,36,47,24,25,8,28,11,9,洛杉矶快船,0.348,18,2018/12/5,0.338,16,LAC
灰熊96-86马刺,客,83,27,23,86,0.652,19,2,负,45,53,42,30,11,15,8,4,圣安东尼奥马刺,0.407,13,2019/1/9,0.361,14,SAS
灰熊96-99国王,客,91,33,17,99,0.765,25,5,胜,37,49,49,37,12,13,12,11,萨克拉门托国王,0.364,17,2019/1/25,0.407,23,SAC
灰熊97-100热火,客,82,39,18,100,0.722,20,8,胜,36,50,28,36,15,13,14,3,迈阿密热火,0.385,16,2018/12/14,0.439,30,MIA
灰熊97-105火箭,客,73,37,25,105,0.88,22,2,胜,30,36,28,35,13,22,6,5,休斯顿火箭,0.351,12,2018/12/15,0.479,23,HOU
灰熊97-99森林狼,主,95,35,22,99,0.773,24,3,胜,30,41,51,37,8,17,11,12,明尼苏达森林狼,0.229,10,2019/1/30,0.389,25,MIN
灰熊98-103尼克斯,客,91,22,32,103,0.844,21,5,胜,42,56,21,34,8,27,14,4,纽约尼克斯,0.364,7,2018/11/25,0.374,17,NYK
灰熊98-88独行侠,客,88,32,21,88,0.857,19,4,负,36,43,16,30,10,18,7,8,达拉斯独行侠,0.313,9,2018/11/19,0.341,17,DAL
灰熊99-102国王,主,88,41,29,102,0.724,15,5,胜,30,42,32,33,15,21,12,10,萨克拉门托国王,0.366,9,2018/12/21,0.375,25,SAC
灰熊99-105掘金,主,77,28,23,105,0.783,17,6,胜,29,40,27,39,9,18,11,11,丹佛掘金,0.321,13,2018/12/10,0.506,22,DEN
灰熊99-112森林狼,客,83,26,21,112,0.952,20,10,胜,36,49,73,40,12,20,13,7,明尼苏达森林狼,0.462,19,2019/3/23,0.482,25,MIN
灰熊99-90鹈鹕,客,86,33,27,90,0.593,22,5,负,35,52,57,34,6,16,17,6,新奥尔良鹈鹕,0.182,15,2019/2/9,0.395,25,NOH
活塞100-113湖人,主,82,23,18,113,0.722,17,6,胜,38,47,42,46,8,13,9,5,洛杉矶湖人,0.348,14,2019/1/9,0.561,30,LAL
活塞100-93灰熊,客,69,24,21,93,0.81,24,6,负,36,43,81,33,10,17,7,4,孟菲斯灰熊,0.417,21,2019/4/9,0.478,19,MEM
活塞101-103国王,客,89,25,18,103,0.722,20,5,胜,28,39,46,40,10,13,11,5,萨克拉门托国王,0.4,11,2019/1/19,0.449,30,SAC
活塞101-106独行侠,主,81,36,30,106,0.6,25,6,胜,34,43,48,37,14,18,9,8,达拉斯独行侠,0.389,9,2019/1/25,0.457,24,DAL
活塞101-111快船,客,82,20,34,111,0.618,24,4,胜,36,47,53,40,10,21,11,5,洛杉矶快船,0.5,12,2019/2/2,0.488,22,LAC
活塞101-94灰熊,主,78,18,21,94,0.857,22,5,负,36,44,37,36,4,18,8,2,孟菲斯灰熊,0.222,11,2019/1/2,0.462,21,MEM
活塞102-111步行者,主,77,22,22,111,0.773,20,8,胜,35,42,78,42,10,17,7,9,印第安纳步行者,0.455,17,2019/4/1,0.545,27,IND
活塞102-112国王,主,86,22,20,112,0.75,22,8,胜,36,47,42,44,9,15,11,7,萨克拉门托国王,0.409,19,2019/1/10,0.512,29,SAC
活塞102-116 76人,主,88,37,35,116,0.657,19,5,胜,32,48,28,39,15,23,16,9,费城76人,0.405,13,2018/12/10,0.443,27,PHI
活塞103-100篮网,客,82,27,22,100,0.682,23,5,负,34,39,1,40,5,15,5,9,布鲁克林篮网,0.185,17,2018/10/17,0.488,28,BKN
活塞103-113黄蜂,客,85,28,18,113,0.889,26,8,胜,40,46,13,43,11,16,6,6,夏洛特黄蜂,0.393,12,2018/11/11,0.506,24,CHA
活塞103-96魔术,主,87,27,9,96,0.778,19,8,负,34,40,11,40,9,7,6,10,奥兰多魔术,0.333,20,2018/11/7,0.46,28,ORL
活塞104-107雄鹿,客,88,25,15,107,0.667,19,10,胜,32,37,29,44,9,10,5,8,密尔沃基雄鹿,0.36,10,2018/12/17,0.5,33,MIL
活塞105-108凯尔特,主,84,31,32,108,0.781,20,4,胜,38,46,7,37,9,25,8,8,波士顿凯尔特人,0.29,14,2018/10/30,0.44,25,BOS
活塞105-110爵士,客,82,21,32,110,0.781,23,6,胜,35,42,40,39,7,25,7,12,犹他爵士,0.333,12,2019/1/5,0.476,24,UTA
活塞105-115雄鹿,客,87,32,10,115,0.8,15,6,胜,33,39,49,47,13,8,6,9,密尔沃基雄鹿,0.406,10,2019/1/29,0.54,32,MIL
活塞105-92尼克斯,主,90,33,15,92,0.733,23,4,负,31,44,53,36,9,11,13,5,纽约尼克斯,0.273,11,2019/2/5,0.4,17,NYK
活塞106-104猛龙,主,92,20,17,104,0.588,19,3,负,37,49,15,45,4,10,12,9,多伦多猛龙,0.2,20,2018/11/14,0.489,23,TOR
活塞106-95奇才,客,83,33,13,95,0.769,21,4,负,25,31,35,38,9,10,6,14,华盛顿奇才,0.273,16,2018/12/26,0.458,17,WAS
活塞107-108黄蜂,主,85,28,37,108,0.784,17,5,胜,36,42,27,35,9,29,6,7,夏洛特黄蜂,0.321,7,2018/12/12,0.412,21,CHA
活塞107-109魔术,主,85,24,24,109,0.917,20,4,胜,36,45,35,40,7,22,9,7,奥兰多魔术,0.292,13,2018/12/30,0.471,21,ORL
活塞107-119马刺,客,79,20,32,119,0.813,15,5,胜,29,38,41,43,7,26,9,5,圣安东尼奥马刺,0.35,9,2019/1/7,0.544,24,SAS
活塞107-88公牛,客,86,21,14,88,0.786,20,7,负,33,40,23,37,3,11,7,5,芝加哥公牛,0.143,15,2018/11/30,0.43,25,CHI
活塞108-116鹈鹕,客,79,30,23,116,0.87,19,8,胜,39,47,28,42,12,20,8,5,新奥尔良鹈鹕,0.4,18,2018/12/9,0.532,27,NOH
活塞109-104快船,主,74,18,29,104,0.793,19,5,负,32,38,42,36,9,23,6,7,洛杉矶快船,0.5,17,2019/1/12,0.486,25,LAC
活塞110-103骑士,客,89,24,15,103,0.867,25,1,负,23,30,5,41,8,13,7,11,克里夫兰骑士,0.333,9,2018/10/25,0.461,18,CLE
活塞110-107猛龙,客,82,36,14,107,0.786,22,2,负,31,38,70,39,18,11,7,2,多伦多猛龙,0.5,12,2019/3/17,0.476,25,TOR
活塞110-118凯尔特,主,88,39,15,118,0.8,22,2,胜,37,47,58,45,16,12,10,8,波士顿凯尔特人,0.41,16,2019/2/13,0.511,32,BOS
活塞110-123雷霆,主,101,29,22,123,0.682,24,4,胜,38,59,79,48,12,15,21,10,俄克拉荷马雷霆,0.414,17,2019/4/5,0.475,30,OKC
活塞111-102勇士,客,85,26,21,102,0.857,22,5,负,36,44,24,39,6,18,8,6,金州勇士,0.231,14,2018/12/1,0.459,23,GSW
活塞111-117 76人,客,90,32,21,117,0.952,28,12,胜,28,40,27,44,9,20,12,11,费城76人,0.281,16,2018/12/7,0.489,26,PHI
活塞111-97湖人,客,86,25,26,97,0.731,26,4,负,36,47,69,36,6,19,11,9,洛杉矶湖人,0.24,14,2019/3/15,0.419,24,LAL
活塞112-104公牛,主,82,17,23,104,0.652,18,4,负,27,35,67,42,5,15,8,9,芝加哥公牛,0.294,16,2019/3/8,0.512,20,CHI
