比赛,场,出手,出手_2,出手_4,得分,罚球,犯规,盖帽,果,后场,篮板,列1,命中,命中_1,命中_3,前场,抢断,球队,三分,失误,时间,投篮,助攻,TeamAB
篮网112-132步行者,主,92,24,22,132,0.636,18,5,胜,30,40,3,51,16,14,10,12,印第安纳步行者,0.667,10,2018/10/20,0.554,21,IND
篮网113-107骑士,客,87,38,29,107,0.724,22,3,负,36,47,65,35,16,21,11,7,克里夫兰骑士,0.421,17,2019/3/6,0.402,23,CLE
篮网113-119独行侠,主,78,27,41,119,0.78,20,4,胜,37,45,17,38,11,32,8,10,达拉斯独行侠,0.407,13,2018/11/21,0.487,21,DAL
篮网113-120森林狼,主,80,23,31,120,0.839,17,6,胜,43,52,14,42,10,26,9,8,明尼苏达森林狼,0.435,23,2018/11/12,0.525,26,MIN
篮网113-94热火,客,98,41,15,94,0.667,12,4,负,46,54,82,38,8,10,8,9,迈阿密热火,0.195,14,2019/4/10,0.388,22,MIA
篮网114-110魔术,客,89,34,28,110,0.821,19,11,负,31,42,48,38,11,23,11,7,奥兰多魔术,0.324,13,2019/1/23,0.427,22,ORL
篮网114-112老鹰,主,105,41,32,112,0.813,37,2,负,39,57,67,39,8,26,18,7,亚特兰大老鹰,0.195,10,2019/3/9,0.371,22,ATL
篮网114-117马刺,主,100,33,29,117,0.862,21,3,胜,37,50,53,40,12,25,13,6,圣安东尼奥马刺,0.364,9,2019/1/31,0.4,23,SAS
篮网114-120勇士,客,89,33,24,120,0.875,16,7,胜,35,47,7,44,11,21,12,11,金州勇士,0.333,12,2018/10/28,0.494,28,GSW
篮网115-104奇才,主,87,17,34,104,0.794,23,4,负,35,47,15,37,3,27,12,5,华盛顿奇才,0.176,13,2018/11/16,0.425,18,WAS
篮网115-110湖人,客,90,40,23,110,0.565,19,4,负,40,48,31,42,13,13,8,6,洛杉矶湖人,0.325,14,2018/12/18,0.467,21,LAL
篮网115-117鹈鹕,主,98,23,26,117,0.769,20,11,胜,31,46,4,44,9,20,15,11,新奥尔良鹈鹕,0.391,11,2018/10/26,0.449,23,NOH
篮网115-129雄鹿,主,96,51,16,129,0.875,22,5,胜,34,39,35,47,21,14,5,6,密尔沃基雄鹿,0.412,10,2018/12/29,0.49,30,MIL
篮网116-100老鹰,客,99,35,25,100,0.88,24,6,负,34,52,41,36,6,22,18,8,亚特兰大老鹰,0.171,19,2019/1/9,0.364,17,ATL
篮网116-119快船,主,97,31,28,119,0.821,25,6,胜,38,54,71,42,12,23,16,8,洛杉矶快船,0.387,13,2019/3/17,0.433,26,LAC
篮网116-125奇才,客,96,37,31,125,0.839,30,4,胜,40,57,61,44,11,26,17,10,华盛顿奇才,0.297,17,2019/2/27,0.458,34,WAS
篮网117-100公牛,主,88,18,15,100,0.733,15,4,负,33,43,40,41,7,11,10,6,芝加哥公牛,0.389,11,2019/1/6,0.466,20,CHI
篮网117-115黄蜂,主,86,35,30,115,0.833,23,5,负,30,42,59,39,12,25,12,4,夏洛特黄蜂,0.343,12,2019/2/23,0.453,15,CHA
篮网117-115魔术,主,94,26,14,115,0.786,18,6,负,37,49,45,47,10,11,12,5,奥兰多魔术,0.385,13,2019/1/18,0.5,26,ORL
篮网119-127快船,客,95,23,24,127,0.833,25,1,胜,29,38,15,48,11,20,9,4,洛杉矶快船,0.478,8,2018/11/17,0.505,23,LAC
篮网120-119活塞,客,93,34,39,119,0.769,30,6,负,41,55,7,39,11,30,14,8,底特律活塞,0.324,16,2018/10/31,0.419,16,DET
篮网121-131雄鹿,客,94,34,30,131,0.867,26,7,胜,34,40,78,47,11,26,6,15,密尔沃基雄鹿,0.324,14,2019/4/1,0.5,28,MIL
篮网122-117公牛,客,94,28,19,117,0.737,29,8,负,45,50,51,47,9,14,5,6,芝加哥公牛,0.321,17,2019/1/29,0.5,17,CHI
篮网122-97 76人,客,65,20,41,97,0.756,21,1,负,37,46,11,31,4,31,9,6,费城76人,0.2,27,2018/11/4,0.477,16,PHI
篮网123-121国王,主,95,25,20,121,0.7,19,1,负,32,46,70,49,9,14,14,13,萨克拉门托国王,0.36,20,2019/3/19,0.516,25,SAC
篮网123-94国王,客,93,25,11,94,0.545,20,4,负,27,37,47,39,10,6,10,8,萨克拉门托国王,0.4,14,2019/1/21,0.419,26,SAC
篮网125-118奇才,客,90,29,16,118,0.563,24,3,负,22,25,29,49,11,9,3,4,华盛顿奇才,0.379,9,2018/12/14,0.544,30,WAS
篮网125-127 76人,客,91,29,33,127,0.818,22,6,胜,29,42,22,44,12,27,13,9,费城76人,0.414,9,2018/11/25,0.484,28,PHI
篮网125-127猛龙,主,92,31,20,127,0.9,16,3,胜,35,40,58,50,9,18,5,12,多伦多猛龙,0.29,13,2019/2/11,0.543,32,TOR
篮网125-131灰熊,客,101,30,22,131,0.864,23,6,胜,34,45,21,50,12,19,11,8,孟菲斯灰熊,0.4,17,2018/11/30,0.495,27,MEM
篮网126-121鹈鹕,客,87,23,27,121,0.704,20,5,负,31,41,39,46,10,19,10,7,新奥尔良鹈鹕,0.435,12,2019/1/2,0.529,19,NOH
篮网127-124 76人,主,91,28,16,124,0.75,30,3,负,27,37,29,50,12,12,10,11,费城76人,0.429,17,2018/12/12,0.549,31,PHI
篮网127-88独行侠,客,87,45,22,88,0.636,19,3,负,31,36,63,31,12,14,5,4,达拉斯独行侠,0.267,13,2019/3/4,0.356,20,DAL
篮网133-128雄鹿,主,88,34,21,128,0.667,18,4,负,37,43,80,49,16,14,6,7,密尔沃基雄鹿,0.471,14,2019/4/6,0.557,28,MIL
篮网134-132黄蜂,客,106,31,30,132,0.767,20,3,负,40,52,33,47,15,23,12,8,夏洛特黄蜂,0.484,12,2018/12/26,0.443,26,CHA
篮网135-130掘金,客,99,35,21,130,0.81,26,8,负,36,48,54,50,13,17,12,7,丹佛掘金,0.371,13,2019/2/6,0.505,32,DEN
篮网144-127老鹰,客,85,29,25,127,0.76,22,5,负,25,33,29,47,14,19,8,9,亚特兰大老鹰,0.483,14,2018/12/16,0.553,38,ATL
篮网144-148开拓者,主,121,45,36,148,0.778,30,5,胜,39,55,73,53,14,28,16,9,波特兰开拓者,0.311,3,2019/3/25,0.438,35,POR
篮网145-142火箭,主,105,70,34,142,0.853,24,8,负,37,47,44,45,23,29,10,7,休斯顿火箭,0.329,8,2019/1/16,0.429,18,HOU
篮网148-139骑士,主,120,42,18,139,0.722,37,4,负,39,57,58,54,18,13,18,7,克里夫兰骑士,0.429,15,2019/2/13,0.45,35,CLE
篮网87-100黄蜂,主,100,33,10,100,0.7,22,8,胜,37,49,34,41,11,7,12,4,夏洛特黄蜂,0.333,8,2018/12/28,0.41,19,CHA
篮网88-102奇才,主,79,26,18,102,0.667,21,3,胜,36,38,23,41,8,12,2,8,华盛顿奇才,0.308,13,2018/12/1,0.519,19,WAS
篮网88-117热火,主,90,34,22,117,0.682,19,9,胜,46,57,62,44,14,15,11,5,迈阿密热火,0.412,11,2019/3/2,0.489,36,MIA
篮网89-102魔术,主,94,27,12,102,0.833,17,8,胜,42,49,53,41,10,10,7,11,奥兰多魔术,0.37,14,2019/2/2,0.436,25,ORL
篮网91-101爵士,客,82,28,21,101,0.667,25,6,胜,40,48,22,39,9,14,8,10,犹他爵士,0.321,19,2018/11/28,0.476,17,UTA
篮网94-113雄鹿,客,101,39,25,113,0.68,20,7,胜,44,59,52,43,10,17,15,9,密尔沃基雄鹿,0.256,9,2019/2/4,0.426,29,MIL
篮网95-116凯尔特,主,93,32,12,116,0.833,21,2,胜,37,43,39,47,12,10,6,13,波士顿凯尔特人,0.375,13,2019/1/7,0.505,37,BOS
篮网96-108雷霆,主,96,28,19,108,0.789,20,6,胜,35,51,68,41,11,15,16,9,俄克拉荷马雷霆,0.393,11,2019/3/13,0.427,21,OKC
篮网96-115尼克斯,主,92,24,18,115,0.889,21,3,胜,37,53,7,45,9,16,16,5,纽约尼克斯,0.375,13,2018/10/29,0.489,21,NYK
篮网96-93公牛,主,91,19,10,93,0.7,22,5,负,30,39,32,40,6,7,9,7,芝加哥公牛,0.316,8,2018/12/19,0.44,21,CHI
篮网97-99骑士,客,88,15,20,99,0.95,17,4,胜,41,55,23,38,4,19,14,5,克里夫兰骑士,0.267,9,2018/12/3,0.432,15,CLE
篮网98-114爵士,主,91,36,31,114,0.742,21,7,胜,50,65,69,39,13,23,15,3,犹他爵士,0.361,15,2019/3/16,0.429,24,UTA
篮网99-113开拓者,客,105,32,16,113,0.875,21,9,胜,41,60,58,46,7,14,19,7,波特兰开拓者,0.219,13,2019/2/21,0.438,19,POR
老鹰100-116篮网,主,95,30,26,116,0.769,28,9,胜,36,54,43,43,10,20,18,10,布鲁克林篮网,0.333,18,2019/1/9,0.453,21,BKN
老鹰101-104猛龙,主,80,32,27,104,0.741,20,7,胜,33,39,43,37,10,20,6,18,多伦多猛龙,0.313,18,2019/1/8,0.463,26,TOR
老鹰101-119猛龙,客,87,40,33,119,0.788,23,2,胜,38,50,56,40,13,26,12,6,多伦多猛龙,0.325,8,2019/2/7,0.46,29,TOR
老鹰102-113黄蜂,主,92,31,18,113,0.556,16,4,胜,35,43,11,45,13,10,8,9,夏洛特黄蜂,0.419,21,2018/11/6,0.489,27,CHA
老鹰103-110勇士,主,91,27,21,110,0.952,20,6,胜,35,48,15,39,12,20,13,8,金州勇士,0.444,13,2018/11/13,0.429,28,GSW
老鹰103-122魔术,客,91,29,21,122,0.905,22,8,胜,36,45,47,46,11,19,9,8,奥兰多魔术,0.379,11,2019/1/21,0.505,29,ORL
老鹰104-111马刺,客,89,33,18,111,0.722,23,9,胜,43,48,66,44,10,13,5,4,圣安东尼奥马刺,0.303,15,2019/3/6,0.494,27,SAS
老鹰105-113凯尔特,客,88,32,25,113,0.92,18,8,胜,32,43,46,39,12,23,11,10,波士顿凯尔特人,0.375,15,2019/1/19,0.443,19,BOS
老鹰105-121火箭,客,78,47,30,121,0.733,17,2,胜,31,37,71,40,19,22,6,13,休斯顿火箭,0.404,14,2019/3/19,0.513,28,HOU
老鹰106-107湖人,主,92,38,24,107,0.625,23,9,胜,31,48,13,39,14,15,17,12,洛杉矶湖人,0.368,22,2018/11/11,0.424,28,LAL
老鹰106-82热火,客,87,34,27,82,0.556,17,7,负,29,41,38,31,5,15,12,11,迈阿密热火,0.147,13,2019/1/6,0.356,23,MIA
老鹰106-98掘金,客,97,36,21,98,0.81,16,4,负,37,48,26,36,9,17,11,11,丹佛掘金,0.25,15,2018/12/8,0.371,28,DEN
老鹰107-112尼克斯,客,77,30,47,112,0.702,30,7,胜,37,48,12,34,11,33,11,8,纽约尼克斯,0.367,16,2018/11/7,0.442,15,NYK
老鹰107-114独行侠,主,75,34,43,114,0.744,16,6,胜,32,36,26,35,12,32,4,13,达拉斯独行侠,0.353,14,2018/12/12,0.467,22,DAL
老鹰107-115雄鹿,主,91,41,34,115,0.765,23,10,胜,51,62,81,40,9,26,11,7,密尔沃基雄鹿,0.22,14,2019/4/7,0.44,19,MIL
老鹰107-126尼克斯,主,99,33,31,126,0.774,23,6,胜,36,46,1,45,12,24,10,12,纽约尼克斯,0.364,15,2018/10/17,0.455,21,NYK
老鹰108-116步行者,主,84,24,29,116,0.724,18,6,胜,31,39,37,42,11,21,8,13,印第安纳步行者,0.458,11,2018/12/31,0.5,29,IND
老鹰108-124猛龙,客,90,29,23,124,0.739,21,1,胜,41,55,19,48,11,17,14,6,多伦多猛龙,0.379,17,2018/11/21,0.533,33,TOR
老鹰108-124魔术,客,91,37,28,124,0.893,21,9,胜,38,49,57,43,13,25,11,4,奥兰多魔术,0.351,8,2019/2/10,0.473,29,ORL
老鹰108-129凯尔特,主,95,39,20,129,0.9,21,9,胜,34,47,28,46,19,18,13,15,波士顿凯尔特人,0.487,21,2018/12/14,0.484,28,BOS
老鹰109-124活塞,客,97,47,19,124,0.632,31,6,胜,34,44,11,46,20,12,10,10,底特律活塞,0.426,10,2018/11/9,0.474,30,DET
老鹰109-124雷霆,主,88,41,15,124,0.933,24,7,胜,39,46,21,46,18,14,7,12,俄克拉荷马雷霆,0.439,20,2018/11/30,0.523,30,OKC
老鹰111-104独行侠,客,91,40,26,104,0.615,27,9,负,43,52,4,38,12,16,9,7,达拉斯独行侠,0.3,17,2018/10/24,0.418,25,DAL
老鹰111-108骑士,客,85,23,29,108,0.793,23,2,负,34,45,37,40,5,23,11,8,克里夫兰骑士,0.217,12,2018/12/29,0.471,27,CLE
老鹰111-117马刺,主,80,30,22,117,0.864,17,6,胜,41,45,78,42,14,19,4,6,圣安东尼奥马刺,0.467,16,2019/4/2,0.525,23,SAS
老鹰111-119火箭,主,90,51,30,119,0.867,18,4,胜,25,37,60,39,15,26,12,11,休斯顿火箭,0.294,12,2019/2/25,0.433,24,HOU
老鹰111-120开拓者,主,82,30,30,120,0.9,23,7,胜,36,47,51,41,11,27,11,8,波特兰开拓者,0.367,18,2019/1/26,0.5,26,POR
老鹰111-128勇士,客,82,24,22,128,0.864,24,8,胜,33,39,25,48,13,19,6,10,金州勇士,0.542,20,2018/12/3,0.585,33,GSW
老鹰112-114篮网,客,86,44,54,114,0.611,23,3,胜,39,54,68,33,15,33,15,7,布鲁克林篮网,0.341,14,2019/3/9,0.384,21,BKN
老鹰112-128爵士,主,87,35,30,128,0.8,22,6,胜,40,51,53,46,12,24,11,4,犹他爵士,0.343,15,2019/2/1,0.529,31,UTA
老鹰112-144雄鹿,主,100,40,28,144,0.714,26,8,胜,42,53,37,55,14,20,11,11,密尔沃基雄鹿,0.35,13,2019/1/4,0.55,36,MIL
老鹰113-114热火,主,79,23,24,114,0.708,24,7,胜,33,40,63,44,9,17,7,9,迈阿密热火,0.391,18,2019/3/4,0.557,23,MIA
老鹰113-135国王,主,99,35,21,135,0.762,24,2,胜,38,53,51,54,11,16,15,7,萨克拉门托国王,0.314,14,2019/1/30,0.545,36,SAC
老鹰113-149魔术,主,92,37,25,149,0.76,24,4,胜,45,54,80,56,18,19,9,11,奥兰多魔术,0.486,19,2019/4/5,0.609,35,ORL
老鹰114-107尼克斯,主,84,27,24,107,0.708,22,3,负,31,35,34,41,8,17,4,8,纽约尼克斯,0.296,12,2018/12/21,0.488,20,NYK
老鹰114-133雄鹿,客,92,30,33,133,0.727,25,4,胜,31,39,42,49,11,24,8,13,密尔沃基雄鹿,0.367,14,2019/1/13,0.533,28,MIL
老鹰114-136骑士,主,90,25,43,136,0.767,20,1,胜,35,48,7,45,13,33,13,13,克里夫兰骑士,0.52,13,2018/10/30,0.5,23,CLE
老鹰115-113热火,主,87,38,30,113,0.667,25,3,负,32,43,20,40,13,20,11,20,迈阿密热火,0.342,20,2018/11/27,0.46,22,MIA
老鹰115-146国王,客,98,35,32,146,0.813,29,3,胜,36,46,9,53,14,26,10,14,萨克拉门托国王,0.4,14,2018/11/1,0.541,38,SAC
老鹰117-113湖人,客,95,40,25,113,0.68,24,6,负,34,44,57,41,14,17,10,10,洛杉矶湖人,0.35,15,2019/2/12,0.432,25,LAL
老鹰117-114爵士,客,94,32,26,114,0.692,24,3,负,35,49,72,43,10,18,14,12,犹他爵士,0.313,15,2019/3/21,0.457,25,UTA
老鹰117-131灰熊,主,81,26,43,131,0.698,29,4,胜,34,41,2,44,13,30,7,9,孟菲斯灰熊,0.5,16,2018/10/19,0.543,32,MEM
老鹰117-131奇才,客,95,38,32,131,0.844,24,4,胜,37,49,25,46,12,27,12,9,华盛顿奇才,0.316,15,2018/12/5,0.484,35,WAS
老鹰118-110奇才,客,83,40,36,110,0.694,32,1,负,28,37,31,36,13,25,9,14,华盛顿奇才,0.325,15,2018/12/18,0.434,26,WAS
老鹰118-112太阳,主,96,32,18,112,0.556,23,5,负,27,37,54,45,12,10,10,15,菲尼克斯太阳,0.375,10,2019/2/2,0.469,31,PHO
老鹰119-127快船,客,93,33,47,127,0.787,22,8,胜,37,52,16,40,10,37,15,9,洛杉矶快船,0.303,15,2018/11/19,0.43,24,LAC
老鹰120-112太阳,客,93,37,20,112,0.85,29,4,负,35,41,61,41,13,17,6,9,菲尼克斯太阳,0.351,12,2019/2/23,0.441,25,PHO
老鹰120-129黄蜂,客,88,42,18,129,0.778,17,7,胜,27,37,55,48,19,14,10,12,夏洛特黄蜂,0.452,13,2019/2/9,0.545,30,CHA
老鹰120-129凯尔特,主,93,36,37,129,0.757,21,7,胜,35,46,70,44,13,28,11,10,波士顿凯尔特人,0.361,14,2019/3/16,0.473,30,BOS
老鹰121-101公牛,主,79,26,27,101,0.852,21,6,负,30,37,48,35,8,23,7,7,芝加哥公牛,0.308,15,2019/1/23,0.443,20,CHI
老鹰121-129步行者,客,83,27,33,129,0.727,17,3,胜,29,39,35,46,13,24,10,13,印第安纳步行者,0.481,16,2018/12/26,0.554,35,IND
老鹰122-125活塞,客,95,40,28,125,0.643,21,4,胜,34,44,57,46,15,18,10,11,底特律活塞,0.375,8,2019/2/22,0.484,20,DET
老鹰123-118公牛,主,92,27,21,118,0.762,20,5,负,33,42,64,47,8,16,9,6,芝加哥公牛,0.296,14,2019/3/3,0.511,25,CHI
老鹰123-118快船,主,85,27,28,118,0.929,26,4,负,25,38,51,41,10,26,13,10,洛杉矶快船,0.37,16,2019/1/28,0.482,27,LAC
老鹰123-118热火,客,86,40,26,118,0.769,20,6,负,28,41,8,41,16,20,13,6,迈阿密热火,0.4,16,2018/11/3,0.477,27,MIA
老鹰123-120森林狼,主,98,32,38,120,0.553,26,9,负,31,47,35,44,11,21,16,14,明尼苏达森林狼,0.344,14,2018/12/28,0.449,28,MIN
老鹰123-121 76人,主,87,33,27,121,0.741,23,4,负,19,30,43,45,11,20,11,13,费城76人,0.333,15,2019/1/11,0.517,31,PHI
老鹰124-123黄蜂,客,93,45,28,123,0.821,15,4,负,32,43,19,41,18,23,11,8,夏洛特黄蜂,0.4,10,2018/11/25,0.441,30,CHA
老鹰127-144篮网,主,88,40,33,144,0.909,21,3,胜,29,39,31,49,16,30,10,12,布鲁克林篮网,0.4,13,2018/12/16,0.557,34,BKN
老鹰128-116鹈鹕,客,101,41,8,116,1,17,9,负,37,42,69,45,18,8,5,6,新奥尔良鹈鹕,0.439,8,2019/3/10,0.446,29,NOH
老鹰129-127 76人,客,91,23,39,127,0.846,15,4,负,38,52,73,42,10,33,14,7,费城76人,0.435,13,2019/3/23,0.462,21,PHI
老鹰130-120鹈鹕,主,83,34,40,120,0.75,23,6,负,37,45,76,39,12,30,8,10,新奥尔良鹈鹕,0.353,24,2019/3/26,0.47,28,NOH
老鹰130-122 76人,客,98,31,38,122,0.579,24,4,负,31,57,78,45,10,22,26,8,费城76人,0.323,13,2019/4/3,0.459,27,PHI
老鹰131-123森林狼,客,102,38,33,123,0.697,24,7,负,38,47,61,44,12,23,9,8,明尼苏达森林狼,0.316,6,2019/2/27,0.431,29,MIN
老鹰132-111灰熊,客,89,40,26,111,0.808,17,6,负,26,35,69,38,14,21,9,8,孟菲斯灰熊,0.35,14,2019/3/13,0.427,28,MEM
老鹰133-111骑士,主,99,27,14,111,0.643,25,2,负,34,49,3,46,10,9,15,5,克里夫兰骑士,0.37,18,2018/10/21,0.465,23,CLE
老鹰134-135步行者,客,98,30,39,135,0.846,28,7,胜,30,43,82,45,12,33,13,12,印第安纳步行者,0.4,8,2019/4/10,0.459,22,IND
老鹰136-135雄鹿,客,116,55,23,135,0.957,20,3,负,49,71,77,48,17,22,22,6,密尔沃基雄鹿,0.309,16,2019/3/31,0.414,30,MIL
老鹰137-129奇才,主,97,38,29,129,0.724,20,8,负,27,39,53,48,12,21,12,6,华盛顿奇才,0.316,8,2019/2/4,0.495,34,WAS
老鹰142-126雷霆,客,94,32,41,126,0.756,18,3,负,25,40,43,43,9,31,15,16,俄克拉荷马雷霆,0.281,12,2019/1/15,0.457,22,OKC
老鹰161-168公牛,客,119,48,48,168,0.729,30,5,胜,51,62,63,56,21,35,11,10,芝加哥公牛,0.438,16,2019/3/1,0.471,30,CHI
老鹰85-97公牛,客,83,33,16,97,0.813,21,6,胜,44,52,6,36,12,13,8,14,芝加哥公牛,0.364,20,2018/10/27,0.434,25,CHI
老鹰89-97步行者,主,88,30,21,97,0.714,26,6,胜,43,54,16,35,12,15,11,11,印第安纳步行者,0.4,22,2018/11/17,0.398,25,IND
老鹰91-101魔术,主,85,37,33,101,0.788,15,3,胜,45,55,71,33,9,26,10,12,奥兰多魔术,0.243,14,2019/3/17,0.388,21,ORL
老鹰91-106尼克斯,客,84,31,26,106,0.692,22,9,胜,41,52,58,38,12,18,11,9,纽约尼克斯,0.387,14,2019/2/14,0.452,21,NYK
老鹰92-113 76人,主,99,47,18,113,0.944,22,9,胜,48,64,7,41,14,17,16,7,费城76人,0.298,19,2018/10/29,0.414,33,PHI
老鹰93-138掘金,主,94,31,25,138,0.76,24,6,胜,45,56,15,53,13,19,11,12,丹佛掘金,0.419,15,2018/11/15,0.564,34,DEN
老鹰94-108黄蜂,主,83,20,37,108,0.757,21,5,胜,39,44,21,38,4,28,5,15,夏洛特黄蜂,0.2,14,2018/11/28,0.458,20,CHA
老鹰96-114凯尔特,客,91,40,21,114,0.81,29,7,胜,36,43,19,42,13,17,7,11,波士顿凯尔特人,0.325,16,2018/11/23,0.462,31,BOS
老鹰98-114奇才,主,92,29,23,114,0.739,20,2,胜,38,48,38,43,11,17,10,10,华盛顿奇才,0.379,10,2019/1/2,0.467,29,WAS
老鹰98-118开拓者,客,96,32,22,118,0.864,9,4,胜,45,55,75,45,9,19,10,4,波特兰开拓者,0.281,9,2019/3/29,0.469,19,POR
老鹰98-95活塞,主,83,29,27,95,0.63,25,9,负,36,41,31,34,10,17,5,6,底特律活塞,0.345,16,2018/12/23,0.41,21,DET
雷霆100-108勇士,主,95,26,18,108,0.944,29,7,胜,41,58,1,42,7,17,17,7,金州勇士,0.269,21,2018/10/16,0.442,28,GSW
雷霆100-83骑士,客,89,23,9,83,0.444,19,1,负,36,43,20,35,9,4,7,4,克里夫兰骑士,0.391,12,2018/11/28,0.393,20,CLE
雷霆102-116马刺,主,91,19,25,116,0.72,19,6,胜,38,49,64,45,8,18,11,8,圣安东尼奥马刺,0.421,11,2019/3/2,0.495,15,SAS
雷霆103-105独行侠,主,81,39,22,105,0.773,19,3,胜,40,49,35,37,14,17,9,8,达拉斯独行侠,0.359,23,2018/12/30,0.457,21,DAL
雷霆103-106独行侠,客,87,44,23,106,0.696,19,2,胜,42,52,76,37,16,16,10,3,达拉斯独行侠,0.364,13,2019/3/31,0.425,18,DAL
雷霆103-115灰熊,主,89,33,31,115,0.774,18,3,胜,44,57,74,40,11,24,13,8,孟菲斯灰熊,0.333,11,2019/3/25,0.449,31,MEM
雷霆104-108 76人,客,92,31,19,108,0.632,24,5,胜,36,44,62,42,12,12,8,9,费城76人,0.387,13,2019/2/28,0.457,33,PHI
雷霆105-115掘金,客,85,33,6,115,0.833,21,1,胜,32,39,75,48,14,5,7,6,丹佛掘金,0.424,12,2019/3/29,0.565,30,DEN
雷霆106-108步行者,主,82,22,32,108,0.844,17,4,胜,33,39,69,37,7,27,6,11,印第安纳步行者,0.318,16,2019/3/14,0.451,24,IND
雷霆107-100湖人,主,89,27,32,100,0.594,26,9,负,46,54,38,37,7,19,8,8,洛杉矶湖人,0.259,17,2019/1/2,0.416,24,LAL
雷霆107-106爵士,主,93,34,18,106,0.611,19,4,负,34,44,34,42,11,11,10,12,犹他爵士,0.324,13,2018/12/22,0.452,35,UTA
雷霆107-116热火,客,97,29,16,116,0.938,23,4,胜,35,44,70,46,9,15,9,13,迈阿密热火,0.31,8,2019/3/18,0.474,30,MIA
雷霆107-99步行者,客,92,31,11,99,0.545,17,6,负,37,45,75,40,13,6,8,4,印第安纳步行者,0.419,11,2019/3/27,0.435,26,IND
雷霆108-96篮网,客,84,35,19,96,0.684,18,5,负,36,43,70,35,13,13,7,7,布鲁克林篮网,0.371,16,2019/3/13,0.417,19,BKN
雷霆109-104黄蜂,客,94,31,14,104,0.857,21,5,负,35,46,18,43,6,12,11,8,夏洛特黄蜂,0.194,13,2018/11/23,0.457,24,CHA
雷霆109-113火箭,主,97,44,17,113,0.647,25,4,胜,37,54,33,44,14,11,17,9,休斯顿火箭,0.318,19,2018/12/25,0.454,18,HOU
雷霆110-100太阳,主,82,29,21,100,0.667,28,6,负,27,31,15,37,12,14,4,14,菲尼克斯太阳,0.414,14,2018/11/17,0.451,25,PHO
雷霆110-104快船,客,75,25,22,104,0.682,22,4,负,38,44,29,38,13,15,6,7,洛杉矶快船,0.52,26,2018/12/15,0.507,18,LAC
雷霆110-118快船,主,86,25,46,118,0.674,26,4,胜,43,53,67,39,9,31,10,7,洛杉矶快船,0.36,10,2019/3/8,0.453,20,LAC
雷霆110-83活塞,主,94,32,19,83,0.789,18,3,负,32,41,21,31,6,15,9,10,底特律活塞,0.188,15,2018/12/3,0.33,16,DET
雷霆111-107黄蜂,主,93,41,22,107,0.909,26,3,负,40,51,9,38,11,20,11,7,夏洛特黄蜂,0.268,17,2018/11/1,0.409,26,CHA
雷霆111-109开拓者,主,95,31,21,109,0.857,17,5,负,39,50,39,41,9,18,11,6,波特兰开拓者,0.29,12,2019/1/4,0.432,30,POR
雷霆112-111火箭,客,88,53,20,111,0.85,21,7,负,33,42,82,38,18,17,9,7,休斯顿火箭,0.34,11,2019/4/9,0.432,18,HOU
雷霆112-114公牛,主,82,25,23,114,0.696,26,6,胜,34,39,26,43,12,16,5,15,芝加哥公牛,0.48,20,2018/12/7,0.524,25,CHI
雷霆112-114森林狼,客,83,27,27,114,0.667,23,5,胜,34,41,33,41,14,18,7,9,明尼苏达森林狼,0.519,16,2018/12/23,0.494,25,MIN
雷霆112-121掘金,主,88,28,35,121,0.743,28,4,胜,36,47,60,41,13,26,11,9,丹佛掘金,0.464,18,2019/2/26,0.466,28,DEN
雷霆113-117国王,主,102,38,17,117,0.647,18,4,胜,45,59,17,45,16,11,14,7,萨克拉门托国王,0.421,15,2018/11/19,0.441,29,SAC
雷霆114-112篮网,主,86,36,30,112,0.767,24,4,负,35,45,26,37,15,23,10,7,布鲁克林篮网,0.417,14,2018/12/5,0.43,21,BKN
雷霆114-118鹈鹕,主,97,18,30,118,0.8,27,3,胜,39,56,30,45,4,24,17,14,新奥尔良鹈鹕,0.222,17,2018/12/12,0.464,29,NOH
雷霆114-123猛龙,客,87,36,21,123,0.905,27,5,胜,46,52,72,45,14,19,6,11,多伦多猛龙,0.389,17,2019/3/20,0.517,30,TOR
雷霆116-109猛龙,主,78,25,21,109,0.857,24,7,负,35,46,73,39,13,18,11,7,多伦多猛龙,0.52,21,2019/3/22,0.5,20,TOR
雷霆116-119国王,客,96,19,34,119,0.706,21,7,胜,40,46,59,44,7,24,6,7,萨克拉门托国王,0.368,9,2019/2/23,0.458,24,SAC
雷霆117-110太阳,客,86,27,27,110,0.963,32,3,负,34,44,6,38,8,26,10,10,菲尼克斯太阳,0.296,22,2018/10/28,0.442,21,PHO
雷霆117-112火箭,主,86,45,30,112,0.733,26,7,负,32,39,55,37,16,22,7,10,休斯顿火箭,0.356,12,2019/2/9,0.43,18,HOU
雷霆117-115 76人,主,81,32,39,115,0.718,20,7,负,34,46,47,38,11,28,12,6,费城76人,0.344,16,2019/1/19,0.469,28,PHI
雷霆117-119森林狼,客,90,31,40,119,0.8,23,4,胜,27,42,41,38,11,32,15,9,明尼苏达森林狼,0.355,10,2019/1/8,0.422,25,MIN
雷霆117-95灰熊,客,77,24,23,95,0.87,21,4,负,37,45,56,34,7,20,8,9,孟菲斯灰熊,0.292,24,2019/2/7,0.442,19,MEM
雷霆118-101太阳,客,81,26,19,101,0.842,21,5,负,27,37,13,39,7,16,10,5,菲尼克斯太阳,0.269,18,2018/11/12,0.481,25,PHO
