TeamAB,时间,场,比赛,列1,果
ATL,2017/3/11,客,灰熊90-107老鹰,66,胜
ATL,2017/3/13,客,马刺107-99老鹰,67,负
ATL,2017/3/16,主,灰熊103-91老鹰,68,负
ATL,2017/3/18,主,开拓者113-97老鹰,69,负
ATL,2017/3/20,客,黄蜂105-90老鹰,70,负
ATL,2017/3/22,客,奇才104-100老鹰,71,负
ATL,2017/3/24,客,雄鹿100-97老鹰,72,负
ATL,2017/3/26,主,篮网107-92老鹰,73,负
ATL,2017/3/28,主,太阳91-95老鹰,74,胜
ATL,2017/3/29,客,76人92-99老鹰,75,胜
ATL,2017/3/3,主,骑士135-130老鹰,61,负
ATL,2017/3/5,主,步行者97-96老鹰,62,负
ATL,2017/3/6,主,勇士119-111老鹰,63,负
ATL,2017/3/8,主,篮网105-110老鹰,64,胜
ATL,2017/4/1,客,公牛106-104老鹰,76,负
ATL,2017/4/11,主,黄蜂76-103老鹰,81,胜
ATL,2017/4/12,客,步行者104-86老鹰,82,负
ATL,2017/4/2,客,篮网91-82老鹰,77,负
ATL,2017/4/6,主,凯尔特116-123老鹰,78,胜
ATL,2017/4/7,客,骑士100-114老鹰,79,胜
ATL,2017/4/9,主,骑士125-126老鹰,80,胜
BKN,2016/10/26,客,凯尔特122-117篮网,1,负
BKN,2016/10/28,主,步行者94-103篮网,2,胜
BKN,2016/10/29,客,雄鹿110-108篮网,3,负
BKN,2016/10/31,主,公牛118-88篮网,4,负
BKN,2016/11/12,客,太阳104-122篮网,9,胜
BKN,2016/11/14,客,快船127-95篮网,10,负
BKN,2016/11/15,客,湖人125-118篮网,11,负
BKN,2016/11/18,客,雷霆124-105篮网,12,负
BKN,2016/11/2,主,活塞101-109篮网,5,胜
BKN,2016/11/20,主,开拓者129-109篮网,13,负
BKN,2016/11/23,主,凯尔特111-92篮网,14,负
BKN,2016/11/25,客,步行者118-97篮网,15,负
BKN,2016/11/27,主,国王122-105篮网,16,负
BKN,2016/11/29,主,快船122-127篮网,17,胜
BKN,2016/11/4,主,黄蜂99-95篮网,6,负
BKN,2016/11/8,主,森林狼110-119篮网,7,胜
BKN,2016/11/9,客,尼克斯110-96篮网,8,负
BKN,2016/12/1,主,雄鹿111-93篮网,18,负
BKN,2016/12/10,客,马刺130-101篮网,22,负
BKN,2016/12/12,客,火箭122-118篮网,23,负
BKN,2016/12/14,主,湖人97-107篮网,24,胜
BKN,2016/12/16,客,魔术118-111篮网,25,负
BKN,2016/12/18,客,76人108-107篮网,26,负
BKN,2016/12/20,客,猛龙116-104篮网,27,负
BKN,2016/12/22,主,勇士117-101篮网,28,负
BKN,2016/12/23,客,骑士119-99篮网,29,负
BKN,2016/12/26,主,黄蜂118-120篮网,30,胜
BKN,2016/12/28,客,公牛101-99篮网,31,负
BKN,2016/12/3,客,雄鹿112-103篮网,19,负
BKN,2016/12/30,客,奇才118-95篮网,32,负
BKN,2016/12/5,主,奇才118-113篮网,20,负
BKN,2016/12/7,主,掘金111-116篮网,21,胜
BKN,2017/1/10,主,老鹰117-97篮网,37,负
BKN,2017/1/12,主,鹈鹕104-95篮网,38,负
BKN,2017/1/13,客,猛龙132-113篮网,39,负
BKN,2017/1/15,主,火箭137-112篮网,40,负
BKN,2017/1/17,主,猛龙119-109篮网,41,负
BKN,2017/1/2,主,爵士101-89篮网,33,负
BKN,2017/1/20,客,鹈鹕114-143篮网,42,胜
BKN,2017/1/21,客,黄蜂112-105篮网,43,负
BKN,2017/1/23,主,马刺112-86篮网,44,负
BKN,2017/1/25,主,热火109-106篮网,45,负
BKN,2017/1/27,客,骑士124-116篮网,46,负
BKN,2017/1/28,客,森林狼129-109篮网,47,负
BKN,2017/1/30,客,热火104-96篮网,48,负
BKN,2017/1/5,客,步行者121-109篮网,34,负
BKN,2017/1/6,主,骑士116-108篮网,35,负
BKN,2017/1/8,主,76人105-95篮网,36,负
BKN,2017/2/1,主,尼克斯95-90篮网,49,负
BKN,2017/2/10,主,热火108-99篮网,54,负
BKN,2017/2/13,主,灰熊112-103篮网,55,负
BKN,2017/2/15,主,雄鹿129-125篮网,56,负
BKN,2017/2/24,客,掘金129-109篮网,57,负
BKN,2017/2/25,客,勇士112-95篮网,58,负
BKN,2017/2/3,主,步行者106-97篮网,50,负
BKN,2017/2/5,主,猛龙103-95篮网,51,负
BKN,2017/2/7,客,黄蜂111-107篮网,52,负
BKN,2017/2/8,主,奇才114-110篮网,53,负
BKN,2017/3/1,客,国王100-109篮网,59,胜
BKN,2017/3/10,客,小牛105-96篮网,64,负
BKN,2017/3/12,主,尼克斯112-120篮网,65,胜
BKN,2017/3/14,主,雷霆122-104篮网,66,负
BKN,2017/3/16,客,尼克斯110-121篮网,67,胜
BKN,2017/3/17,主,凯尔特98-95篮网,68,负
BKN,2017/3/19,主,小牛111-104篮网,69,负
BKN,2017/3/21,主,活塞96-98篮网,70,胜
BKN,2017/3/23,主,太阳98-126篮网,71,胜
BKN,2017/3/24,客,奇才129-108篮网,72,负
BKN,2017/3/26,客,老鹰92-107篮网,73,胜
BKN,2017/3/28,主,76人106-101篮网,74,负
BKN,2017/3/3,客,爵士112-97篮网,60,负
BKN,2017/3/30,客,活塞90-89篮网,75,负
BKN,2017/3/4,客,开拓者130-116篮网,61,负
BKN,2017/3/6,客,灰熊109-122篮网,62,胜
BKN,2017/3/8,客,老鹰110-105篮网,63,负
BKN,2017/4/1,主,魔术111-121篮网,76,胜
BKN,2017/4/10,客,凯尔特114-105篮网,81,负
BKN,2017/4/12,客,公牛112-73篮网,82,负
BKN,2017/4/2,主,老鹰82-91篮网,77,胜
BKN,2017/4/4,客,76人118-141篮网,78,胜
BKN,2017/4/6,客,魔术115-107篮网,79,负
BKN,2017/4/8,主,公牛106-107篮网,80,胜
BOS,2016/10/26,主,篮网117-122凯尔特,1,胜
BOS,2016/10/27,客,公牛105-99凯尔特,2,负
BOS,2016/10/29,客,黄蜂98-104凯尔特,3,胜
BOS,2016/11/11,主,尼克斯87-115凯尔特,8,胜
BOS,2016/11/12,客,步行者99-105凯尔特,9,胜
BOS,2016/11/14,客,鹈鹕106-105凯尔特,10,负
BOS,2016/11/16,主,小牛83-90凯尔特,11,胜
BOS,2016/11/18,主,勇士104-88凯尔特,12,负
BOS,2016/11/19,客,活塞92-94凯尔特,13,胜
BOS,2016/11/2,主,公牛100-107凯尔特,4,胜
BOS,2016/11/21,客,森林狼93-99凯尔特,14,胜
BOS,2016/11/23,客,篮网92-111凯尔特,15,胜
BOS,2016/11/25,主,马刺109-103凯尔特,16,负
BOS,2016/11/28,客,热火104-112凯尔特,17,胜
BOS,2016/11/3,客,骑士128-122凯尔特,5,负
BOS,2016/11/30,主,活塞121-114凯尔特,18,负
BOS,2016/11/6,主,掘金123-107凯尔特,6,负
BOS,2016/11/9,客,奇才118-93凯尔特,7,负
BOS,2016/12/11,客,雷霆99-96凯尔特,24,负
BOS,2016/12/14,客,马刺108-101凯尔特,25,负
BOS,2016/12/16,主,黄蜂88-96凯尔特,26,胜
BOS,2016/12/18,客,热火95-105凯尔特,27,胜
BOS,2016/12/2,主,国王92-97凯尔特,19,胜
BOS,2016/12/20,客,灰熊109-112凯尔特,28,胜
BOS,2016/12/22,客,步行者102-109凯尔特,29,胜
BOS,2016/12/23,主,雷霆117-112凯尔特,30,负
BOS,2016/12/25,客,尼克斯114-119凯尔特,31,胜
BOS,2016/12/27,主,灰熊103-113凯尔特,32,胜
BOS,2016/12/29,客,骑士124-118凯尔特,33,负
BOS,2016/12/3,客,76人106-107凯尔特,20,胜
BOS,2016/12/30,主,热火114-117凯尔特,34,胜
BOS,2016/12/5,客,火箭107-106凯尔特,21,负
BOS,2016/12/7,客,魔术87-117凯尔特,22,胜
BOS,2016/12/9,主,猛龙101-94凯尔特,23,负
BOS,2017/1/10,客,猛龙114-106凯尔特,38,负
BOS,2017/1/11,主,奇才108-117凯尔特,39,胜
BOS,2017/1/13,客,老鹰101-103凯尔特,40,胜
BOS,2017/1/16,主,黄蜂98-108凯尔特,41,胜
BOS,2017/1/18,主,尼克斯117-106凯尔特,42,负
BOS,2017/1/21,主,开拓者127-123凯尔特,43,负
BOS,2017/1/24,客,奇才123-108凯尔特,44,负
BOS,2017/1/25,主,火箭109-120凯尔特,45,胜
BOS,2017/1/27,主,魔术98-128凯尔特,46,胜
BOS,2017/1/28,客,雄鹿108-112凯尔特,47,胜
BOS,2017/1/3,主,爵士104-115凯尔特,35,胜
BOS,2017/1/30,主,活塞109-113凯尔特,48,胜
BOS,2017/1/6,主,76人106-110凯尔特,36,胜
BOS,2017/1/7,主,鹈鹕108-117凯尔特,37,胜
BOS,2017/2/1,主,猛龙104-109凯尔特,49,胜
BOS,2017/2/11,客,爵士104-112凯尔特,54,胜
BOS,2017/2/13,客,小牛98-111凯尔特,55,胜
BOS,2017/2/15,主,76人108-116凯尔特,56,胜
BOS,2017/2/16,客,公牛104-103凯尔特,57,负
BOS,2017/2/24,客,猛龙107-97凯尔特,58,负
BOS,2017/2/26,客,活塞98-104凯尔特,59,胜
BOS,2017/2/27,主,老鹰114-98凯尔特,60,负
BOS,2017/2/3,主,湖人107-113凯尔特,50,胜
BOS,2017/2/5,主,快船102-107凯尔特,51,胜
BOS,2017/2/8,客,国王108-92凯尔特,52,负
BOS,2017/2/9,客,开拓者111-120凯尔特,53,胜
BOS,2017/3/1,主,骑士99-103凯尔特,61,胜
BOS,2017/3/10,客,掘金119-99凯尔特,66,负
BOS,2017/3/12,主,公牛80-100凯尔特,67,胜
BOS,2017/3/15,主,森林狼104-117凯尔特,68,胜
BOS,2017/3/17,客,篮网95-98凯尔特,69,胜
BOS,2017/3/19,客,76人105-99凯尔特,70,负
BOS,2017/3/20,主,奇才102-110凯尔特,71,胜
BOS,2017/3/22,主,步行者100-109凯尔特,72,胜
BOS,2017/3/24,主,太阳120-130凯尔特,73,胜
BOS,2017/3/26,主,热火108-112凯尔特,74,胜
BOS,2017/3/29,主,雄鹿103-100凯尔特,75,负
BOS,2017/3/3,客,湖人95-115凯尔特,62,胜
BOS,2017/3/31,主,魔术116-117凯尔特,76,胜
BOS,2017/3/5,客,太阳109-106凯尔特,63,负
BOS,2017/3/6,客,快船116-102凯尔特,64,负
BOS,2017/3/8,客,勇士86-99凯尔特,65,胜
BOS,2017/4/10,主,篮网105-114凯尔特,81,胜
BOS,2017/4/12,主,雄鹿94-112凯尔特,82,胜
BOS,2017/4/2,客,尼克斯94-110凯尔特,77,胜
BOS,2017/4/5,主,骑士114-91凯尔特,78,负
BOS,2017/4/6,客,老鹰123-116凯尔特,79,负
BOS,2017/4/8,客,黄蜂114-121凯尔特,80,胜
CHA,2016/10/26,客,雄鹿96-107黄蜂,1,胜
CHA,2016/10/28,客,热火91-97黄蜂,2,胜
CHA,2016/10/29,主,凯尔特104-98黄蜂,3,负
CHA,2016/11/11,主,猛龙113-111黄蜂,8,负
CHA,2016/11/13,客,骑士100-93黄蜂,9,负
CHA,2016/11/15,客,森林狼108-115黄蜂,10,胜
CHA,2016/11/18,主,老鹰96-100黄蜂,11,胜
CHA,2016/11/19,客,鹈鹕121-116黄蜂,12,负
CHA,2016/11/2,主,76人93-109黄蜂,4,胜
CHA,2016/11/21,主,灰熊105-90黄蜂,13,负
CHA,2016/11/23,主,马刺119-114黄蜂,14,负
CHA,2016/11/25,客,尼克斯113-111黄蜂,15,负
CHA,2016/11/26,主,尼克斯102-107黄蜂,16,胜
CHA,2016/11/28,客,灰熊85-104黄蜂,17,胜
CHA,2016/11/29,主,活塞112-89黄蜂,18,负
CHA,2016/11/4,客,篮网95-99黄蜂,5,胜
CHA,2016/11/7,主,步行者100-122黄蜂,6,胜
CHA,2016/11/9,主,爵士98-104黄蜂,7,胜
CHA,2016/12/1,主,小牛87-97黄蜂,19,胜
CHA,2016/12/10,客,骑士116-105黄蜂,24,负
CHA,2016/12/12,客,步行者110-94黄蜂,25,负
CHA,2016/12/14,客,奇才109-106黄蜂,26,负
CHA,2016/12/16,客,凯尔特96-88黄蜂,27,负
CHA,2016/12/17,客,老鹰99-107黄蜂,28,胜
CHA,2016/12/20,主,湖人113-117黄蜂,29,胜
CHA,2016/12/23,主,公牛91-103黄蜂,30,胜
CHA,2016/12/26,客,篮网120-118黄蜂,31,负
CHA,2016/12/28,客,魔术101-120黄蜂,32,胜
CHA,2016/12/29,主,热火82-91黄蜂,33,胜
CHA,2016/12/3,主,森林狼125-120黄蜂,20,负
CHA,2016/12/31,主,骑士121-109黄蜂,34,负
CHA,2016/12/5,客,小牛101-109黄蜂,21,胜
CHA,2016/12/7,主,活塞77-87黄蜂,22,胜
CHA,2016/12/9,主,魔术88-109黄蜂,23,胜
CHA,2017/1/10,客,火箭121-114黄蜂,39,负
CHA,2017/1/13,客,76人102-93黄蜂,40,负
CHA,2017/1/16,客,凯尔特108-98黄蜂,41,负
CHA,2017/1/18,主,开拓者85-107黄蜂,42,胜
CHA,2017/1/2,客,公牛118-111黄蜂,35,负
CHA,2017/1/20,主,猛龙78-113黄蜂,43,胜
CHA,2017/1/21,主,篮网105-112黄蜂,44,胜
CHA,2017/1/23,主,奇才109-99黄蜂,45,负
CHA,2017/1/25,主,勇士113-103黄蜂,46,负
CHA,2017/1/27,客,尼克斯110-107黄蜂,47,负
CHA,2017/1/28,主,国王109-106黄蜂,48,负
CHA,2017/1/31,客,开拓者115-98黄蜂,49,负
CHA,2017/1/4,主,雷霆112-123黄蜂,36,胜
CHA,2017/1/5,客,活塞115-114黄蜂,37,负
CHA,2017/1/7,客,马刺102-85黄蜂,38,负
CHA,2017/2/1,客,勇士126-111黄蜂,50,负
CHA,2017/2/11,主,快船107-102黄蜂,54,负
CHA,2017/2/13,主,76人105-99黄蜂,55,负
CHA,2017/2/15,客,猛龙90-85黄蜂,56,负
CHA,2017/2/23,客,活塞114-108黄蜂,57,负
CHA,2017/2/25,客,国王85-99黄蜂,58,胜
CHA,2017/2/26,客,快船124-121黄蜂,59,负
CHA,2017/2/28,客,湖人104-109黄蜂,60,胜
CHA,2017/2/4,客,爵士105-98黄蜂,51,负
CHA,2017/2/7,主,篮网107-111黄蜂,52,胜
CHA,2017/2/9,主,火箭107-95黄蜂,53,负
CHA,2017/3/10,主,魔术81-121黄蜂,65,胜
CHA,2017/3/11,主,鹈鹕125-122黄蜂,66,负
CHA,2017/3/13,主,公牛115-109黄蜂,67,负
CHA,2017/3/15,客,步行者98-77黄蜂,68,负
CHA,2017/3/18,主,奇才93-98黄蜂,69,胜
CHA,2017/3/2,客,太阳120-103黄蜂,61,负
CHA,2017/3/20,主,老鹰90-105黄蜂,70,胜
CHA,2017/3/22,客,魔术102-109黄蜂,71,胜
CHA,2017/3/24,主,骑士112-105黄蜂,72,负
CHA,2017/3/26,主,太阳106-120黄蜂,73,胜
CHA,2017/3/28,主,雄鹿118-108黄蜂,74,负
CHA,2017/3/29,客,猛龙106-110黄蜂,75,胜
CHA,2017/3/31,主,掘金114-122黄蜂,76,胜
CHA,2017/3/4,客,掘金102-112黄蜂,62,胜
CHA,2017/3/6,主,步行者88-100黄蜂,63,胜
CHA,2017/3/8,客,热火108-101黄蜂,64,负
CHA,2017/4/10,客,雄鹿89-79黄蜂,81,负
CHA,2017/4/11,客,老鹰103-76黄蜂,82,负
CHA,2017/4/2,客,雷霆101-113黄蜂,77,胜
CHA,2017/4/4,客,奇才118-111黄蜂,78,负
CHA,2017/4/5,主,热火112-99黄蜂,79,负
CHA,2017/4/8,主,凯尔特121-114黄蜂,80,负
CHI,2016/10/27,主,凯尔特99-105公牛,1,胜
CHI,2016/10/29,主,步行者101-118公牛,2,胜
CHI,2016/10/31,客,篮网88-118公牛,3,胜
CHI,2016/11/10,客,热火95-98公牛,9,胜
CHI,2016/11/12,主,奇才95-106公牛,10,胜
CHI,2016/11/15,客,开拓者88-113公牛,11,胜
CHI,2016/11/17,客,爵士77-85公牛,12,胜
CHI,2016/11/19,客,快船102-95公牛,13,负
CHI,2016/11/2,客,凯尔特107-100公牛,4,负
CHI,2016/11/20,客,湖人110-118公牛,14,胜
CHI,2016/11/22,客,掘金110-107公牛,15,负
CHI,2016/11/25,客,76人89-105公牛,16,胜
CHI,2016/11/30,主,湖人96-90公牛,17,负
CHI,2016/11/4,主,尼克斯117-104公牛,5,负
CHI,2016/11/5,客,步行者111-94公牛,6,负
CHI,2016/11/7,主,魔术80-112公牛,7,胜
CHI,2016/11/9,客,老鹰115-107公牛,8,负
CHI,2016/12/10,主,热火100-105公牛,23,胜
CHI,2016/12/13,主,森林狼99-94公牛,24,负
CHI,2016/12/15,客,雄鹿108-97公牛,25,负
CHI,2016/12/16,主,雄鹿95-69公牛,26,负
CHI,2016/12/19,主,活塞82-113公牛,27,胜
CHI,2016/12/2,主,骑士105-111公牛,18,胜
CHI,2016/12/21,主,奇才107-97公牛,28,负
CHI,2016/12/23,客,黄蜂103-91公牛,29,负
CHI,2016/12/25,客,马刺119-100公牛,30,负
CHI,2016/12/26,主,步行者85-90公牛,31,胜
CHI,2016/12/28,主,篮网99-101公牛,32,胜
CHI,2016/12/3,客,小牛107-82公牛,19,负
CHI,2016/12/30,客,步行者111-101公牛,33,负
CHI,2016/12/31,主,雄鹿116-96公牛,34,负
CHI,2016/12/5,主,开拓者112-110公牛,20,负
CHI,2016/12/6,客,活塞102-91公牛,21,负
CHI,2016/12/8,主,马刺91-95公牛,22,胜
CHI,2017/1/10,客,奇才101-99公牛,39,负
CHI,2017/1/12,客,尼克斯104-89公牛,40,负
CHI,2017/1/14,主,鹈鹕99-107公牛,41,胜
CHI,2017/1/15,客,灰熊104-108公牛,42,胜
CHI,2017/1/17,主,小牛99-98公牛,43,负
CHI,2017/1/2,主,黄蜂111-118公牛,35,胜
CHI,2017/1/20,客,老鹰102-93公牛,44,负
CHI,2017/1/21,主,国王99-102公牛,45,胜
CHI,2017/1/24,客,魔术92-100公牛,46,胜
CHI,2017/1/25,主,老鹰119-114公牛,47,负
CHI,2017/1/27,主,热火100-88公牛,48,负
CHI,2017/1/29,主,76人108-121公牛,49,胜
CHI,2017/1/4,客,骑士94-106公牛,36,胜
CHI,2017/1/7,主,猛龙118-123公牛,37,胜
CHI,2017/1/9,主,雷霆109-94公牛,38,负
CHI,2017/2/1,客,雷霆100-128公牛,50,胜
CHI,2017/2/10,客,太阳115-97公牛,54,负
CHI,2017/2/12,客,森林狼117-89公牛,55,负
CHI,2017/2/14,主,猛龙94-105公牛,56,胜
CHI,2017/2/16,主,凯尔特103-104公牛,57,胜
CHI,2017/2/24,主,太阳121-128公牛,58,胜
CHI,2017/2/25,客,骑士99-117公牛,59,胜
CHI,2017/2/28,主,掘金125-107公牛,60,负
CHI,2017/2/3,客,火箭121-117公牛,51,负
CHI,2017/2/6,客,国王107-112公牛,52,胜
CHI,2017/2/8,客,勇士123-92公牛,53,负
CHI,2017/3/10,主,火箭115-94公牛,65,负
CHI,2017/3/12,客,凯尔特100-80公牛,66,负
CHI,2017/3/13,客,黄蜂109-115公牛,67,胜
CHI,2017/3/15,主,灰熊98-91公牛,68,负
CHI,2017/3/17,客,奇才112-107公牛,69,负
CHI,2017/3/18,主,爵士86-95公牛,70,胜
CHI,2017/3/2,主,勇士87-94公牛,61,胜
CHI,2017/3/21,客,猛龙122-120公牛,71,负
CHI,2017/3/22,主,活塞95-117公牛,72,胜
CHI,2017/3/24,主,76人117-107公牛,73,负
CHI,2017/3/26,客,雄鹿94-109公牛,74,胜
CHI,2017/3/30,主,骑士93-99公牛,75,胜
CHI,2017/3/4,主,快船101-91公牛,62,负
CHI,2017/3/6,客,活塞109-95公牛,63,负
CHI,2017/3/8,客,魔术98-91公牛,64,负
CHI,2017/4/1,主,老鹰104-106公牛,76,胜
CHI,2017/4/10,主,魔术75-122公牛,81,胜
CHI,2017/4/12,主,篮网73-112公牛,82,胜
CHI,2017/4/2,客,鹈鹕110-117公牛,77,胜
CHI,2017/4/4,客,尼克斯100-91公牛,78,负
CHI,2017/4/6,客,76人90-102公牛,79,胜
CHI,2017/4/8,客,篮网107-106公牛,80,负
CLE,2016/10/25,主,尼克斯88-117骑士,1,胜
CLE,2016/10/28,客,猛龙91-94骑士,2,胜
CLE,2016/10/29,主,魔术99-105骑士,3,胜
CLE,2016/11/1,主,火箭120-128骑士,4,胜
CLE,2016/11/11,客,奇才94-105骑士,8,胜
CLE,2016/11/13,主,黄蜂93-100骑士,9,胜
CLE,2016/11/15,主,猛龙117-121骑士,10,胜
CLE,2016/11/16,客,步行者103-93骑士,11,负
CLE,2016/11/18,主,活塞81-104骑士,12,胜
CLE,2016/11/23,主,开拓者125-137骑士,13,胜
CLE,2016/11/25,主,小牛90-128骑士,14,胜
CLE,2016/11/27,客,76人108-112骑士,15,胜
CLE,2016/11/29,客,雄鹿118-101骑士,16,负
CLE,2016/11/3,主,凯尔特122-128骑士,5,胜
CLE,2016/11/5,客,76人101-102骑士,6,胜
CLE,2016/11/8,主,老鹰110-106骑士,7,负
CLE,2016/12/1,主,快船113-94骑士,17,负
CLE,2016/12/10,主,黄蜂105-116骑士,22,胜
CLE,2016/12/13,主,灰熊86-103骑士,23,胜
CLE,2016/12/14,客,灰熊93-85骑士,24,负
CLE,2016/12/17,主,湖人108-119骑士,25,胜
CLE,2016/12/2,客,公牛111-105骑士,18,负
CLE,2016/12/20,客,雄鹿108-114骑士,26,胜
CLE,2016/12/21,主,雄鹿102-113骑士,27,胜
CLE,2016/12/23,主,篮网99-119骑士,28,胜
CLE,2016/12/25,主,勇士108-109骑士,29,胜
CLE,2016/12/26,客,活塞106-90骑士,30,负
CLE,2016/12/29,主,凯尔特118-124骑士,31,胜
CLE,2016/12/31,客,黄蜂109-121骑士,32,胜
CLE,2016/12/5,客,猛龙112-116骑士,19,胜
CLE,2016/12/7,客,尼克斯94-126骑士,20,胜
CLE,2016/12/9,主,热火84-114骑士,21,胜
CLE,2017/1/10,客,爵士100-92骑士,37,负
CLE,2017/1/11,客,开拓者102-86骑士,38,负
CLE,2017/1/13,客,国王108-120骑士,39,胜
CLE,2017/1/16,客,勇士126-91骑士,40,负
CLE,2017/1/19,主,太阳103-118骑士,41,胜
CLE,2017/1/2,主,鹈鹕82-90骑士,33,胜
CLE,2017/1/21,主,马刺118-115骑士,42,负
CLE,2017/1/23,客,鹈鹕124-122骑士,43,负
CLE,2017/1/25,主,国王116-112骑士,44,负
CLE,2017/1/27,主,篮网116-124骑士,45,胜
CLE,2017/1/29,主,雷霆91-107骑士,46,胜
CLE,2017/1/30,客,小牛104-97骑士,47,负
CLE,2017/1/4,主,公牛106-94骑士,34,负
CLE,2017/1/6,客,篮网108-116骑士,35,胜
CLE,2017/1/8,客,太阳116-120骑士,36,胜
CLE,2017/2/1,主,森林狼97-125骑士,48,胜
CLE,2017/2/11,主,掘金109-125骑士,53,胜
CLE,2017/2/14,客,森林狼108-116骑士,54,胜
CLE,2017/2/15,主,步行者104-113骑士,55,胜
CLE,2017/2/23,主,尼克斯104-119骑士,56,胜
CLE,2017/2/25,主,公牛117-99骑士,57,负
CLE,2017/2/27,主,雄鹿95-102骑士,58,胜
CLE,2017/2/4,客,尼克斯104-111骑士,49,胜
CLE,2017/2/6,客,奇才135-140骑士,50,胜
CLE,2017/2/8,客,步行者117-132骑士,51,胜
CLE,2017/2/9,客,雷霆118-109骑士,52,负
CLE,2017/3/1,客,凯尔特103-99骑士,59,负
CLE,2017/3/11,客,魔术104-116骑士,64,胜
CLE,2017/3/12,客,火箭117-112骑士,65,负
CLE,2017/3/14,主,活塞96-128骑士,66,胜
CLE,2017/3/16,主,爵士83-91骑士,67,胜
CLE,2017/3/18,客,快船108-78骑士,68,负
CLE,2017/3/19,客,湖人120-125骑士,69,胜
CLE,2017/3/22,客,掘金126-113骑士,70,负
CLE,2017/3/24,客,黄蜂105-112骑士,71,胜
CLE,2017/3/25,主,奇才127-115骑士,72,负
CLE,2017/3/27,客,马刺103-74骑士,73,负
CLE,2017/3/3,客,老鹰130-135骑士,60,胜
CLE,2017/3/30,客,公牛99-93骑士,74,负
CLE,2017/3/31,主,76人105-122骑士,75,胜
CLE,2017/3/4,客,热火120-92骑士,61,负
CLE,2017/3/6,主,热火106-98骑士,62,负
