TeamAB,时间,场,比赛,列1,果
BKN,2015/11/11,客,火箭98-106篮网,8,胜
BKN,2015/11/13,客,国王111-109篮网,9,负
BKN,2015/11/14,客,勇士107-99篮网,10,负
BKN,2015/11/17,主,老鹰88-90篮网,11,胜
BKN,2015/11/18,客,黄蜂116-111篮网,12,负
BKN,2015/11/2,主,雄鹿103-96篮网,4,负
BKN,2015/11/20,客,凯尔特120-95篮网,13,负
BKN,2015/11/22,主,凯尔特101-111篮网,14,胜
BKN,2015/11/25,客,雷霆110-99篮网,15,负
BKN,2015/11/28,客,骑士90-88篮网,16,负
BKN,2015/11/29,主,活塞83-87篮网,17,胜
BKN,2015/11/4,客,老鹰101-87篮网,5,负
BKN,2015/11/6,主,湖人104-98篮网,6,负
BKN,2015/11/7,客,雄鹿94-86篮网,7,负
BKN,2015/12/1,主,太阳91-94篮网,18,胜
BKN,2015/12/10,主,76人91-100篮网,22,胜
BKN,2015/12/12,主,快船105-100篮网,23,负
BKN,2015/12/14,主,魔术105-82篮网,24,负
BKN,2015/12/16,主,热火104-98篮网,25,负
BKN,2015/12/18,客,步行者104-97篮网,26,负
BKN,2015/12/20,主,森林狼100-85篮网,27,负
BKN,2015/12/21,客,公牛102-105篮网,28,胜
BKN,2015/12/23,主,小牛119-118篮网,29,负
BKN,2015/12/26,主,奇才111-96篮网,30,负
BKN,2015/12/28,客,热火105-111篮网,31,胜
BKN,2015/12/30,客,魔术100-93篮网,32,负
BKN,2015/12/4,客,尼克斯108-91篮网,19,负
BKN,2015/12/6,主,勇士114-98篮网,20,负
BKN,2015/12/8,主,火箭105-110篮网,21,胜
BKN,2016/1/11,主,马刺106-79篮网,38,负
BKN,2016/1/13,主,尼克斯104-110篮网,39,胜
BKN,2016/1/15,主,开拓者116-104篮网,40,负
BKN,2016/1/16,客,老鹰114-86篮网,41,负
BKN,2016/1/18,客,猛龙112-100篮网,42,负
BKN,2016/1/2,客,凯尔特97-100篮网,33,胜
BKN,2016/1/20,主,骑士91-78篮网,43,负
BKN,2016/1/22,主,爵士108-86篮网,44,负
BKN,2016/1/24,主,雷霆106-116篮网,45,胜
BKN,2016/1/26,主,热火102-98篮网,46,负
BKN,2016/1/29,客,小牛91-79篮网,47,负
BKN,2016/1/30,客,鹈鹕105-103篮网,48,负
BKN,2016/1/4,主,凯尔特103-94篮网,34,负
BKN,2016/1/6,主,猛龙91-74篮网,35,负
BKN,2016/1/8,主,魔术83-77篮网,36,负
BKN,2016/1/9,客,活塞103-89篮网,37,负
BKN,2016/2/1,主,活塞105-100篮网,49,负
BKN,2016/2/10,主,灰熊109-90篮网,54,负
BKN,2016/2/19,主,尼克斯98-109篮网,55,胜
BKN,2016/2/21,主,黄蜂104-96篮网,56,负
BKN,2016/2/23,客,开拓者112-104篮网,57,负
BKN,2016/2/25,客,太阳106-116篮网,58,胜
BKN,2016/2/27,客,爵士96-98篮网,59,胜
BKN,2016/2/29,客,快船105-95篮网,60,负
BKN,2016/2/3,主,步行者114-100篮网,50,负
BKN,2016/2/5,主,国王119-128篮网,51,胜
BKN,2016/2/6,客,76人103-98篮网,52,负
BKN,2016/2/8,主,掘金104-105篮网,53,胜
BKN,2016/3/1,客,湖人107-101篮网,61,负
BKN,2016/3/11,客,76人95-89篮网,65,负
BKN,2016/3/13,主,雄鹿109-100篮网,66,负
BKN,2016/3/15,主,76人114-131篮网,67,胜
BKN,2016/3/17,客,公牛118-102篮网,68,负
BKN,2016/3/19,客,活塞115-103篮网,69,负
BKN,2016/3/22,主,黄蜂105-100篮网,70,负
BKN,2016/3/24,主,骑士95-104篮网,71,胜
BKN,2016/3/26,主,步行者110-120篮网,72,胜
BKN,2016/3/28,客,热火110-99篮网,73,负
BKN,2016/3/29,客,魔术139-105篮网,74,负
BKN,2016/3/31,客,骑士107-87篮网,75,负
BKN,2016/3/4,客,掘金120-121篮网,62,胜
BKN,2016/3/5,客,森林狼132-118篮网,63,负
BKN,2016/3/8,客,猛龙104-99篮网,64,负
BKN,2016/4/1,客,尼克斯105-91篮网,76,负
BKN,2016/4/10,客,步行者129-105篮网,80,负
BKN,2016/4/11,主,奇才120-111篮网,81,负
BKN,2016/4/13,主,猛龙103-96篮网,82,负
BKN,2016/4/3,主,鹈鹕106-87篮网,77,负
BKN,2016/4/6,客,奇才121-103篮网,78,负
BKN,2016/4/8,客,黄蜂113-99篮网,79,负
BOS,2015/10/28,主,76人95-112凯尔特,1,胜
BOS,2015/10/30,主,猛龙113-103凯尔特,2,负
BOS,2015/11/1,主,马刺95-87凯尔特,3,负
BOS,2015/11/10,客,雄鹿83-99凯尔特,6,胜
BOS,2015/11/11,主,步行者102-91凯尔特,7,负
BOS,2015/11/13,主,老鹰93-106凯尔特,8,胜
BOS,2015/11/15,客,雷霆85-100凯尔特,9,胜
BOS,2015/11/16,客,火箭95-111凯尔特,10,胜
BOS,2015/11/18,主,小牛106-102凯尔特,11,负
BOS,2015/11/20,主,篮网95-120凯尔特,12,胜
BOS,2015/11/22,客,篮网111-101凯尔特,13,负
BOS,2015/11/24,客,老鹰121-97凯尔特,14,负
BOS,2015/11/25,主,76人80-84凯尔特,15,胜
BOS,2015/11/27,主,奇才78-111凯尔特,16,胜
BOS,2015/11/29,客,魔术110-91凯尔特,17,负
BOS,2015/11/30,客,热火95-105凯尔特,18,胜
BOS,2015/11/4,客,步行者100-98凯尔特,4,负
BOS,2015/11/6,主,奇才98-118凯尔特,5,胜
BOS,2015/12/11,主,勇士124-119凯尔特,23,负
BOS,2015/12/12,客,黄蜂93-98凯尔特,24,胜
BOS,2015/12/15,主,骑士89-77凯尔特,25,负
BOS,2015/12/16,客,活塞119-116凯尔特,26,负
BOS,2015/12/18,主,老鹰109-101凯尔特,27,负
BOS,2015/12/21,主,森林狼99-113凯尔特,28,胜
BOS,2015/12/23,客,黄蜂89-102凯尔特,29,胜
BOS,2015/12/26,客,活塞93-99凯尔特,30,胜
BOS,2015/12/27,主,尼克斯91-100凯尔特,31,胜
BOS,2015/12/3,客,国王97-114凯尔特,19,胜
BOS,2015/12/30,主,湖人112-104凯尔特,32,负
BOS,2015/12/5,客,马刺108-105凯尔特,20,负
BOS,2015/12/7,客,鹈鹕93-111凯尔特,21,胜
BOS,2015/12/9,主,公牛100-105凯尔特,22,胜
BOS,2016/1/10,客,灰熊101-98凯尔特,37,负
BOS,2016/1/12,客,尼克斯120-114凯尔特,38,负
BOS,2016/1/13,主,步行者94-103凯尔特,39,胜
BOS,2016/1/15,主,太阳103-117凯尔特,40,胜
BOS,2016/1/16,客,奇才117-119凯尔特,41,胜
BOS,2016/1/18,客,小牛118-113凯尔特,42,负
BOS,2016/1/2,主,篮网100-97凯尔特,33,负
BOS,2016/1/20,客,猛龙115-109凯尔特,43,负
BOS,2016/1/22,主,公牛101-110凯尔特,44,胜
BOS,2016/1/24,客,76人92-112凯尔特,45,胜
BOS,2016/1/25,客,奇才91-116凯尔特,46,胜
BOS,2016/1/27,主,掘金103-111凯尔特,47,胜
BOS,2016/1/29,主,魔术94-113凯尔特,48,胜
BOS,2016/1/31,客,魔术119-114凯尔特,49,负
BOS,2016/1/4,客,篮网94-103凯尔特,34,胜
BOS,2016/1/6,主,活塞99-94凯尔特,35,负
BOS,2016/1/7,客,公牛101-92凯尔特,36,负
BOS,2016/2/10,主,快船134-139凯尔特,55,胜
BOS,2016/2/19,客,爵士111-93凯尔特,56,负
BOS,2016/2/2,客,尼克斯89-97凯尔特,50,胜
BOS,2016/2/21,客,掘金101-121凯尔特,57,胜
BOS,2016/2/22,客,森林狼124-122凯尔特,58,负
BOS,2016/2/25,主,雄鹿107-112凯尔特,59,胜
BOS,2016/2/27,主,热火89-101凯尔特,60,胜
BOS,2016/2/29,主,爵士95-100凯尔特,61,胜
BOS,2016/2/3,主,活塞95-102凯尔特,51,胜
BOS,2016/2/5,客,骑士103-104凯尔特,52,胜
BOS,2016/2/7,主,国王119-128凯尔特,53,胜
BOS,2016/2/9,客,雄鹿112-111凯尔特,54,负
BOS,2016/3/11,主,火箭102-98凯尔特,66,负
BOS,2016/3/15,客,步行者103-98凯尔特,67,负
BOS,2016/3/16,主,雷霆130-109凯尔特,68,负
BOS,2016/3/18,客,猛龙105-91凯尔特,69,负
BOS,2016/3/2,主,开拓者93-116凯尔特,62,胜
BOS,2016/3/20,客,76人105-120凯尔特,70,胜
BOS,2016/3/21,主,魔术96-107凯尔特,71,胜
BOS,2016/3/23,主,猛龙79-91凯尔特,72,胜
BOS,2016/3/26,客,太阳99-102凯尔特,73,胜
BOS,2016/3/28,客,快船114-90凯尔特,74,负
BOS,2016/3/31,客,开拓者116-109凯尔特,75,负
BOS,2016/3/4,主,尼克斯104-105凯尔特,63,胜
BOS,2016/3/5,客,骑士120-103凯尔特,64,负
BOS,2016/3/9,主,灰熊96-116凯尔特,65,胜
BOS,2016/4/1,客,勇士106-109凯尔特,76,胜
BOS,2016/4/11,主,黄蜂114-100凯尔特,81,负
BOS,2016/4/13,主,热火88-98凯尔特,82,胜
BOS,2016/4/3,客,湖人100-107凯尔特,77,胜
BOS,2016/4/6,主,鹈鹕97-104凯尔特,78,胜
BOS,2016/4/8,主,雄鹿109-124凯尔特,79,胜
BOS,2016/4/9,客,老鹰118-107凯尔特,80,负
CHA,2015/10/28,客,热火104-94黄蜂,1,负
CHA,2015/10/30,客,老鹰97-94黄蜂,2,负
CHA,2015/11/1,主,老鹰94-92黄蜂,3,负
CHA,2015/11/10,客,森林狼95-104黄蜂,7,胜
CHA,2015/11/11,主,尼克斯93-95黄蜂,8,胜
CHA,2015/11/13,客,公牛102-97黄蜂,9,负
CHA,2015/11/15,主,开拓者94-106黄蜂,10,胜
CHA,2015/11/17,客,尼克斯102-94黄蜂,11,负
CHA,2015/11/18,主,篮网111-116黄蜂,12,胜
CHA,2015/11/20,主,76人88-113黄蜂,13,胜
CHA,2015/11/23,主,国王122-127黄蜂,14,胜
CHA,2015/11/25,主,奇才87-101黄蜂,15,胜
CHA,2015/11/27,主,骑士95-90黄蜂,16,负
CHA,2015/11/29,主,雄鹿82-87黄蜂,17,胜
CHA,2015/11/3,主,公牛105-130黄蜂,4,胜
CHA,2015/11/5,客,小牛94-108黄蜂,5,胜
CHA,2015/11/7,客,马刺114-94黄蜂,6,负
CHA,2015/12/11,客,灰熊99-123黄蜂,22,胜
CHA,2015/12/12,主,凯尔特98-93黄蜂,23,负
CHA,2015/12/16,客,魔术113-98黄蜂,24,负
CHA,2015/12/17,主,猛龙99-109黄蜂,25,胜
CHA,2015/12/19,客,奇才109-101黄蜂,26,负
CHA,2015/12/2,主,勇士116-99黄蜂,18,负
CHA,2015/12/21,客,火箭102-95黄蜂,27,负
CHA,2015/12/23,主,凯尔特102-89黄蜂,28,负
CHA,2015/12/26,主,灰熊92-98黄蜂,29,胜
CHA,2015/12/28,主,湖人98-108黄蜂,30,胜
CHA,2015/12/30,主,快船122-117黄蜂,31,负
CHA,2015/12/5,客,公牛96-102黄蜂,19,胜
CHA,2015/12/7,主,活塞84-104黄蜂,20,胜
CHA,2015/12/9,主,热火81-99黄蜂,21,胜
CHA,2016/1/1,客,猛龙104-94黄蜂,32,负
CHA,2016/1/10,客,掘金95-92黄蜂,37,负
CHA,2016/1/13,主,老鹰84-107黄蜂,38,胜
CHA,2016/1/15,客,鹈鹕109-107黄蜂,39,负
CHA,2016/1/16,主,雄鹿105-92黄蜂,40,负
CHA,2016/1/18,主,爵士119-124黄蜂,41,胜
CHA,2016/1/2,主,雷霆109-90黄蜂,33,负
CHA,2016/1/20,客,雷霆109-95黄蜂,42,负
CHA,2016/1/22,客,魔术116-120黄蜂,43,胜
CHA,2016/1/23,主,尼克斯84-97黄蜂,44,胜
CHA,2016/1/25,客,国王128-129黄蜂,45,胜
CHA,2016/1/27,客,爵士102-73黄蜂,46,负
CHA,2016/1/29,客,开拓者109-91黄蜂,47,负
CHA,2016/1/31,客,湖人82-101黄蜂,48,胜
CHA,2016/1/4,客,勇士111-101黄蜂,34,负
CHA,2016/1/6,客,太阳111-102黄蜂,35,负
CHA,2016/1/9,客,快船97-83黄蜂,36,负
CHA,2016/2/10,客,步行者95-117黄蜂,53,胜
CHA,2016/2/19,客,雄鹿95-98黄蜂,54,胜
CHA,2016/2/21,客,篮网96-104黄蜂,55,胜
CHA,2016/2/24,客,骑士114-103黄蜂,56,负
CHA,2016/2/26,客,步行者95-96黄蜂,57,胜
CHA,2016/2/28,客,老鹰87-76黄蜂,58,负
CHA,2016/2/3,主,骑士97-106黄蜂,49,胜
CHA,2016/2/5,主,热火98-95黄蜂,50,负
CHA,2016/2/6,主,奇才104-108黄蜂,51,胜
CHA,2016/2/8,主,公牛91-108黄蜂,52,胜
CHA,2016/3/1,主,太阳92-126黄蜂,59,胜
CHA,2016/3/11,主,活塞103-118黄蜂,64,胜
CHA,2016/3/12,主,火箭109-125黄蜂,65,胜
CHA,2016/3/14,主,小牛107-96黄蜂,66,负
CHA,2016/3/16,主,魔术99-107黄蜂,67,胜
CHA,2016/3/17,客,热火106-109黄蜂,68,胜
CHA,2016/3/19,主,掘金101-93黄蜂,69,负
CHA,2016/3/2,客,76人99-119黄蜂,60,胜
CHA,2016/3/21,主,马刺88-91黄蜂,70,胜
CHA,2016/3/22,客,篮网100-105黄蜂,71,胜
CHA,2016/3/25,客,活塞112-105黄蜂,72,负
CHA,2016/3/26,客,雄鹿91-115黄蜂,73,胜
CHA,2016/3/29,客,76人85-100黄蜂,74,胜
CHA,2016/3/4,主,步行者101-108黄蜂,61,胜
CHA,2016/3/7,主,森林狼103-108黄蜂,62,胜
CHA,2016/3/9,主,鹈鹕113-122黄蜂,63,胜
CHA,2016/4/1,主,76人91-100黄蜂,75,胜
CHA,2016/4/10,客,奇才113-98黄蜂,80,负
CHA,2016/4/11,客,凯尔特100-114黄蜂,81,胜
CHA,2016/4/13,主,魔术103-117黄蜂,82,胜
CHA,2016/4/3,客,骑士112-103黄蜂,76,负
CHA,2016/4/5,客,猛龙96-90黄蜂,77,负
CHA,2016/4/6,客,尼克斯97-111黄蜂,78,胜
CHA,2016/4/8,主,篮网99-113黄蜂,79,胜
CHI,2015/10/27,主,骑士95-97公牛,1,胜
CHI,2015/10/28,客,篮网100-115公牛,2,胜
CHI,2015/10/30,客,活塞98-94公牛,3,负
CHI,2015/11/1,主,魔术87-92公牛,4,胜
CHI,2015/11/13,主,黄蜂97-102公牛,9,胜
CHI,2015/11/16,主,步行者95-96公牛,10,胜
CHI,2015/11/18,客,太阳97-103公牛,11,胜
CHI,2015/11/20,客,勇士106-94公牛,12,负
CHI,2015/11/24,客,开拓者88-93公牛,13,胜
CHI,2015/11/27,客,步行者104-92公牛,14,负
CHI,2015/11/3,客,黄蜂130-105公牛,5,负
CHI,2015/11/30,主,马刺89-92公牛,15,胜
CHI,2015/11/5,主,雷霆98-104公牛,6,胜
CHI,2015/11/7,主,森林狼102-93公牛,7,负
CHI,2015/11/9,客,76人88-111公牛,8,胜
CHI,2015/12/10,主,快船80-83公牛,20,胜
CHI,2015/12/12,主,鹈鹕94-98公牛,21,胜
CHI,2015/12/14,主,76人96-115公牛,22,胜
CHI,2015/12/16,主,灰熊85-98公牛,23,胜
CHI,2015/12/18,主,活塞147-144公牛,24,负
CHI,2015/12/19,客,尼克斯107-91公牛,25,负
CHI,2015/12/2,主,掘金90-99公牛,16,胜
CHI,2015/12/21,主,篮网105-102公牛,26,负
CHI,2015/12/25,客,雷霆96-105公牛,27,胜
CHI,2015/12/26,客,小牛118-111公牛,28,负
CHI,2015/12/28,主,猛龙97-104公牛,29,胜
CHI,2015/12/30,主,步行者100-102公牛,30,胜
CHI,2015/12/5,主,黄蜂102-96公牛,17,负
CHI,2015/12/7,主,太阳103-101公牛,18,负
CHI,2015/12/9,客,凯尔特105-100公牛,19,负
CHI,2016/1/1,主,尼克斯81-108公牛,31,胜
CHI,2016/1/11,主,奇才114-100公牛,36,负
CHI,2016/1/12,客,雄鹿106-101公牛,37,负
CHI,2016/1/14,客,76人111-115公牛,38,胜
CHI,2016/1/15,主,小牛83-77公牛,39,负
CHI,2016/1/18,客,活塞101-111公牛,40,胜
CHI,2016/1/20,主,勇士125-94公牛,41,负
CHI,2016/1/22,客,凯尔特110-101公牛,42,负
CHI,2016/1/23,客,骑士83-96公牛,43,胜
CHI,2016/1/25,主,热火89-84公牛,44,负
CHI,2016/1/28,客,湖人91-114公牛,45,胜
CHI,2016/1/3,客,猛龙113-115公牛,32,胜
CHI,2016/1/31,客,快船120-93公牛,46,负
CHI,2016/1/5,主,雄鹿106-117公牛,33,胜
CHI,2016/1/7,主,凯尔特92-101公牛,34,胜
CHI,2016/1/9,客,老鹰120-105公牛,35,负
CHI,2016/2/1,客,爵士105-96公牛,47,负
CHI,2016/2/10,主,老鹰113-90公牛,52,负
CHI,2016/2/18,客,骑士106-95公牛,53,负
CHI,2016/2/19,主,猛龙106-116公牛,54,胜
CHI,2016/2/21,主,湖人115-126公牛,55,胜
CHI,2016/2/24,主,奇才104-109公牛,56,胜
CHI,2016/2/26,客,老鹰103-88公牛,57,负
CHI,2016/2/27,主,开拓者103-95公牛,58,负
CHI,2016/2/3,客,国王102-107公牛,48,胜
CHI,2016/2/5,客,掘金115-110公牛,49,负
CHI,2016/2/6,客,森林狼112-105公牛,50,负
CHI,2016/2/8,客,黄蜂108-91公牛,51,负
CHI,2016/3/1,客,热火129-111公牛,59,负
CHI,2016/3/10,客,马刺109-101公牛,63,负
CHI,2016/3/11,主,热火118-96公牛,64,负
CHI,2016/3/14,客,猛龙107-109公牛,65,胜
CHI,2016/3/16,客,奇才117-96公牛,66,负
CHI,2016/3/17,主,篮网102-118公牛,67,胜
CHI,2016/3/19,主,爵士85-92公牛,68,胜
CHI,2016/3/2,客,魔术102-89公牛,60,负
CHI,2016/3/21,主,国王102-109公牛,69,胜
CHI,2016/3/23,主,尼克斯115-107公牛,70,负
CHI,2016/3/24,客,尼克斯106-94公牛,71,负
CHI,2016/3/26,客,魔术111-89公牛,72,负
CHI,2016/3/28,主,老鹰102-100公牛,73,负
CHI,2016/3/29,客,步行者96-98公牛,74,胜
CHI,2016/3/31,客,火箭100-103公牛,75,胜
CHI,2016/3/5,主,火箭100-108公牛,61,胜
CHI,2016/3/7,主,雄鹿90-100公牛,62,胜
CHI,2016/4/11,客,鹈鹕116-121公牛,81,胜
CHI,2016/4/13,主,76人105-115公牛,82,胜
CHI,2016/4/2,主,活塞94-90公牛,76,负
CHI,2016/4/3,客,雄鹿98-102公牛,77,胜
CHI,2016/4/5,客,灰熊108-92公牛,78,负
CHI,2016/4/7,客,热火106-98公牛,79,负
CHI,2016/4/9,主,骑士102-105公牛,80,胜
CLE,2015/10/27,客,公牛97-95骑士,1,负
CLE,2015/10/28,客,灰熊76-106骑士,2,胜
CLE,2015/10/30,主,热火92-102骑士,3,胜
CLE,2015/11/10,主,爵士114-118骑士,8,胜
CLE,2015/11/13,客,尼克斯84-90骑士,9,胜
CLE,2015/11/14,客,雄鹿108-105骑士,10,负
CLE,2015/11/17,客,活塞104-99骑士,11,负
CLE,2015/11/19,主,雄鹿100-115骑士,12,胜
CLE,2015/11/2,客,76人100-107骑士,4,胜
CLE,2015/11/21,主,老鹰97-109骑士,13,胜
CLE,2015/11/23,主,魔术103-117骑士,14,胜
CLE,2015/11/25,客,猛龙103-99骑士,15,负
CLE,2015/11/27,客,黄蜂90-95骑士,16,胜
CLE,2015/11/28,主,篮网88-90骑士,17,胜
CLE,2015/11/4,主,尼克斯86-96骑士,5,胜
CLE,2015/11/6,主,76人102-108骑士,6,胜
CLE,2015/11/8,主,步行者97-101骑士,7,胜
CLE,2015/12/1,主,奇才97-85骑士,18,负
CLE,2015/12/11,客,魔术76-111骑士,22,胜
CLE,2015/12/15,客,凯尔特77-89骑士,23,胜
CLE,2015/12/17,主,雷霆100-104骑士,24,胜
CLE,2015/12/20,主,76人86-108骑士,25,胜
CLE,2015/12/23,主,尼克斯84-91骑士,26,胜
CLE,2015/12/25,客,勇士89-83骑士,27,负
CLE,2015/12/26,客,开拓者105-76骑士,28,负
CLE,2015/12/28,客,太阳97-101骑士,29,胜
CLE,2015/12/29,客,掘金87-93骑士,30,胜
CLE,2015/12/4,客,鹈鹕114-108骑士,19,负
CLE,2015/12/5,客,热火99-84骑士,20,负
CLE,2015/12/8,主,开拓者100-105骑士,21,胜
CLE,2016/1/10,客,76人85-95骑士,35,胜
CLE,2016/1/12,客,小牛107-110骑士,36,胜
CLE,2016/1/14,客,马刺99-95骑士,37,负
CLE,2016/1/15,客,火箭77-91骑士,38,胜
CLE,2016/1/18,主,勇士132-98骑士,39,负
CLE,2016/1/2,主,魔术79-104骑士,31,胜
CLE,2016/1/20,客,篮网78-91骑士,40,胜
CLE,2016/1/21,主,快船102-115骑士,41,胜
CLE,2016/1/23,主,公牛96-83骑士,42,负
CLE,2016/1/25,主,森林狼107-114骑士,43,胜
CLE,2016/1/27,主,太阳93-115骑士,44,胜
CLE,2016/1/29,客,活塞106-114骑士,45,胜
CLE,2016/1/30,主,马刺103-117骑士,46,胜
CLE,2016/1/4,主,猛龙100-122骑士,32,胜
CLE,2016/1/6,客,奇才115-121骑士,33,胜
CLE,2016/1/8,客,森林狼99-125骑士,34,胜
CLE,2016/2/1,客,步行者106-111骑士,47,胜
CLE,2016/2/10,主,湖人111-120骑士,52,胜
CLE,2016/2/18,主,公牛95-106骑士,53,胜
CLE,2016/2/21,客,雷霆92-115骑士,54,胜
CLE,2016/2/22,主,活塞96-88骑士,55,负
CLE,2016/2/24,主,黄蜂103-114骑士,56,胜
CLE,2016/2/26,客,猛龙99-97骑士,57,负
CLE,2016/2/28,客,奇才113-99骑士,58,负
CLE,2016/2/29,主,步行者96-100骑士,59,胜
CLE,2016/2/3,客,黄蜂106-97骑士,48,负
CLE,2016/2/5,主,凯尔特104-103骑士,49,负
CLE,2016/2/6,主,鹈鹕84-99骑士,50,胜
CLE,2016/2/8,主,国王100-120骑士,51,胜
CLE,2016/3/10,客,湖人108-120骑士,64,胜
CLE,2016/3/13,客,快船90-114骑士,65,胜
CLE,2016/3/14,客,爵士94-85骑士,66,负
CLE,2016/3/16,主,小牛98-99骑士,67,胜
CLE,2016/3/18,客,魔术103-109骑士,68,胜
CLE,2016/3/19,客,热火122-101骑士,69,负
CLE,2016/3/21,主,掘金91-124骑士,70,胜
CLE,2016/3/23,主,雄鹿104-113骑士,71,胜
CLE,2016/3/24,客,篮网104-95骑士,72,负
CLE,2016/3/26,客,尼克斯93-107骑士,73,胜
CLE,2016/3/29,主,火箭106-100骑士,74,负
CLE,2016/3/31,主,篮网87-107骑士,75,胜
CLE,2016/3/4,主,奇才83-108骑士,60,胜
CLE,2016/3/5,主,凯尔特103-120骑士,61,胜
CLE,2016/3/7,主,灰熊106-103骑士,62,负
