TeamAB,时间,场,比赛,列1,果
CLE,2016/3/9,客,国王111-120骑士,63,胜
CLE,2016/4/1,客,老鹰108-110骑士,76,胜
CLE,2016/4/11,主,老鹰94-109骑士,81,胜
CLE,2016/4/13,主,活塞112-110骑士,82,负
CLE,2016/4/3,主,黄蜂103-112骑士,77,胜
CLE,2016/4/5,客,雄鹿80-109骑士,78,胜
CLE,2016/4/6,客,步行者123-109骑士,79,负
CLE,2016/4/9,客,公牛105-102骑士,80,负
DAL,2015/10/28,客,太阳95-111小牛,1,胜
DAL,2015/10/29,客,快船104-88小牛,2,负
DAL,2015/11/1,客,湖人93-103小牛,3,胜
DAL,2015/11/10,客,鹈鹕120-105小牛,7,负
DAL,2015/11/11,主,快船108-118小牛,8,胜
DAL,2015/11/13,主,湖人82-90小牛,9,胜
DAL,2015/11/14,客,火箭98-110小牛,10,胜
DAL,2015/11/16,客,76人86-92小牛,11,胜
DAL,2015/11/18,客,凯尔特102-106小牛,12,胜
DAL,2015/11/20,主,爵士93-102小牛,13,胜
DAL,2015/11/22,客,雷霆117-114小牛,14,负
DAL,2015/11/24,客,灰熊110-96小牛,15,负
DAL,2015/11/25,客,马刺88-83小牛,16,负
DAL,2015/11/28,主,掘金81-92小牛,17,胜
DAL,2015/11/3,主,猛龙102-91小牛,4,负
DAL,2015/11/30,客,国王112-98小牛,18,负
DAL,2015/11/5,主,黄蜂108-94小牛,5,负
DAL,2015/11/7,主,鹈鹕98-107小牛,6,胜
DAL,2015/12/1,客,开拓者112-115小牛,19,胜
DAL,2015/12/12,主,奇才114-111小牛,24,负
DAL,2015/12/14,主,太阳94-104小牛,25,胜
DAL,2015/12/16,客,步行者107-81小牛,26,负
DAL,2015/12/18,主,灰熊88-97小牛,27,胜
DAL,2015/12/22,客,猛龙103-99小牛,28,负
DAL,2015/12/23,客,篮网118-119小牛,29,胜
DAL,2015/12/26,主,公牛111-118小牛,30,胜
DAL,2015/12/28,主,雄鹿93-103小牛,31,胜
DAL,2015/12/30,主,勇士91-114小牛,32,胜
DAL,2015/12/4,主,火箭100-96小牛,20,负
DAL,2015/12/6,客,奇才104-116小牛,21,胜
DAL,2015/12/7,客,尼克斯97-104小牛,22,胜
DAL,2015/12/9,主,老鹰98-95小牛,23,负
DAL,2016/1/1,客,热火106-82小牛,33,负
DAL,2016/1/10,客,森林狼87-93小牛,38,胜
DAL,2016/1/12,主,骑士110-107小牛,39,负
DAL,2016/1/13,客,雷霆108-89小牛,40,负
DAL,2016/1/15,客,公牛77-83小牛,41,胜
DAL,2016/1/17,客,马刺112-83小牛,42,负
DAL,2016/1/18,主,凯尔特113-118小牛,43,胜
DAL,2016/1/2,主,鹈鹕105-98小牛,34,负
DAL,2016/1/20,主,森林狼94-106小牛,44,胜
DAL,2016/1/22,主,雷霆109-106小牛,45,负
DAL,2016/1/24,客,火箭115-104小牛,46,负
DAL,2016/1/26,客,湖人90-92小牛,47,胜
DAL,2016/1/27,客,勇士127-107小牛,48,负
DAL,2016/1/29,主,篮网79-91小牛,49,胜
DAL,2016/1/31,主,太阳78-91小牛,50,胜
DAL,2016/1/5,主,国王116-117小牛,35,胜
DAL,2016/1/6,客,鹈鹕91-100小牛,36,胜
DAL,2016/1/8,客,雄鹿96-95小牛,37,负
DAL,2016/2/1,客,老鹰112-97小牛,51,负
DAL,2016/2/19,客,魔术110-104小牛,56,负
DAL,2016/2/21,主,76人103-129小牛,57,胜
DAL,2016/2/24,主,雷霆116-103小牛,58,负
DAL,2016/2/26,主,掘金116-122小牛,59,胜
DAL,2016/2/28,主,森林狼101-128小牛,60,胜
DAL,2016/2/3,主,热火93-90小牛,52,负
DAL,2016/2/5,主,马刺116-90小牛,53,负
DAL,2016/2/6,客,灰熊110-114小牛,54,胜
DAL,2016/2/9,主,爵士121-119小牛,55,负
DAL,2016/3/1,主,魔术108-121小牛,61,胜
DAL,2016/3/12,主,步行者112-105小牛,66,负
DAL,2016/3/14,客,黄蜂96-107小牛,67,胜
DAL,2016/3/16,客,骑士99-98小牛,68,负
DAL,2016/3/18,主,勇士130-112小牛,69,负
DAL,2016/3/20,主,开拓者120-132小牛,70,胜
DAL,2016/3/23,客,开拓者109-103小牛,71,负
DAL,2016/3/25,客,勇士128-120小牛,72,负
DAL,2016/3/27,客,国王133-111小牛,73,负
DAL,2016/3/28,客,掘金88-97小牛,74,胜
DAL,2016/3/3,主,国王104-101小牛,62,负
DAL,2016/3/30,主,尼克斯89-91小牛,75,胜
DAL,2016/3/6,客,掘金116-114小牛,63,负
DAL,2016/3/7,主,快船109-90小牛,64,负
DAL,2016/3/9,主,活塞102-96小牛,65,负
DAL,2016/4/1,客,活塞89-98小牛,76,胜
DAL,2016/4/10,客,快船98-91小牛,80,负
DAL,2016/4/11,客,爵士92-101小牛,81,胜
DAL,2016/4/13,主,马刺96-91小牛,82,负
DAL,2016/4/3,客,森林狼78-88小牛,77,胜
DAL,2016/4/6,主,火箭86-88小牛,78,胜
DAL,2016/4/8,主,灰熊93-103小牛,79,胜
DEN,2015/10/28,客,火箭85-105掘金,1,胜
DEN,2015/10/30,主,森林狼95-78掘金,2,负
DEN,2015/11/1,客,雷霆117-93掘金,3,负
DEN,2015/11/11,主,雄鹿102-103掘金,8,胜
DEN,2015/11/13,主,火箭98-107掘金,9,胜
DEN,2015/11/14,客,太阳105-81掘金,10,负
DEN,2015/11/17,客,鹈鹕98-115掘金,11,胜
DEN,2015/11/18,客,马刺109-98掘金,12,负
DEN,2015/11/20,主,太阳114-107掘金,13,负
DEN,2015/11/22,主,勇士118-105掘金,14,负
DEN,2015/11/24,主,快船111-94掘金,15,负
DEN,2015/11/27,主,马刺91-80掘金,16,负
DEN,2015/11/28,客,小牛92-81掘金,17,负
DEN,2015/11/3,客,湖人109-120掘金,4,胜
DEN,2015/11/30,客,雄鹿92-74掘金,18,负
DEN,2015/11/5,主,爵士96-84掘金,5,负
DEN,2015/11/6,客,勇士119-104掘金,6,负
DEN,2015/11/9,主,开拓者104-108掘金,7,胜
DEN,2015/12/11,主,森林狼108-111掘金,23,胜
DEN,2015/12/14,主,火箭108-114掘金,24,胜
DEN,2015/12/15,客,森林狼100-112掘金,25,胜
DEN,2015/12/18,客,爵士97-88掘金,26,负
DEN,2015/12/2,客,公牛99-90掘金,19,负
DEN,2015/12/20,主,鹈鹕130-125掘金,27,负
DEN,2015/12/22,主,湖人111-107掘金,28,负
DEN,2015/12/23,客,太阳96-104掘金,29,胜
DEN,2015/12/26,客,马刺101-86掘金,30,负
DEN,2015/12/27,客,雷霆122-112掘金,31,负
DEN,2015/12/29,主,骑士93-87掘金,32,负
DEN,2015/12/3,客,猛龙105-106掘金,20,胜
DEN,2015/12/30,客,开拓者110-103掘金,33,负
DEN,2015/12/5,客,76人105-108掘金,21,胜
DEN,2015/12/8,主,魔术85-74掘金,22,负
DEN,2016/1/10,主,黄蜂92-95掘金,38,胜
DEN,2016/1/13,主,勇士110-112掘金,39,胜
DEN,2016/1/15,主,热火98-95掘金,40,负
DEN,2016/1/17,主,步行者126-129掘金,41,胜
DEN,2016/1/19,主,雷霆110-104掘金,42,负
DEN,2016/1/2,客,勇士111-108掘金,34,负
DEN,2016/1/21,主,灰熊102-101掘金,43,负
DEN,2016/1/23,主,活塞101-104掘金,44,胜
DEN,2016/1/25,主,老鹰119-105掘金,45,负
DEN,2016/1/27,客,凯尔特111-103掘金,46,负
DEN,2016/1/28,客,奇才113-117掘金,47,胜
DEN,2016/1/3,主,开拓者112-106掘金,35,负
DEN,2016/1/30,客,步行者109-105掘金,48,负
DEN,2016/1/6,客,森林狼74-78掘金,36,胜
DEN,2016/1/8,客,灰熊91-84掘金,37,负
DEN,2016/2/1,主,猛龙93-112掘金,49,胜
DEN,2016/2/10,客,活塞92-103掘金,54,胜
DEN,2016/2/19,客,国王116-110掘金,55,负
DEN,2016/2/21,主,凯尔特121-101掘金,56,负
DEN,2016/2/23,主,国王114-110掘金,57,负
DEN,2016/2/24,客,快船81-87掘金,58,胜
DEN,2016/2/26,客,小牛122-116掘金,59,负
DEN,2016/2/29,主,灰熊103-96掘金,60,负
DEN,2016/2/3,客,爵士85-81掘金,50,负
DEN,2016/2/5,主,公牛110-115掘金,51,胜
DEN,2016/2/7,客,尼克斯96-101掘金,52,胜
DEN,2016/2/8,客,篮网105-104掘金,53,负
DEN,2016/3/10,主,太阳98-116掘金,65,胜
DEN,2016/3/12,主,奇才100-116掘金,66,胜
DEN,2016/3/14,客,热火124-119掘金,67,负
DEN,2016/3/15,客,魔术116-110掘金,68,负
DEN,2016/3/17,客,老鹰116-98掘金,69,负
DEN,2016/3/19,客,黄蜂93-101掘金,70,胜
DEN,2016/3/2,主,湖人107-117掘金,61,胜
DEN,2016/3/21,客,骑士124-91掘金,71,负
DEN,2016/3/23,主,76人103-104掘金,72,胜
DEN,2016/3/25,客,湖人105-116掘金,73,胜
DEN,2016/3/27,客,快船105-90掘金,74,负
DEN,2016/3/28,主,小牛97-88掘金,75,负
DEN,2016/3/30,客,灰熊105-109掘金,76,胜
DEN,2016/3/31,客,鹈鹕101-95掘金,77,负
DEN,2016/3/4,主,篮网121-120掘金,62,负
DEN,2016/3/6,主,小牛114-116掘金,63,胜
DEN,2016/3/8,主,尼克斯94-110掘金,64,胜
DEN,2016/4/10,主,爵士100-84掘金,81,负
DEN,2016/4/13,客,开拓者107-99掘金,82,负
DEN,2016/4/2,主,国王115-106掘金,78,负
DEN,2016/4/5,主,雷霆124-102掘金,79,负
DEN,2016/4/8,主,马刺98-102掘金,80,胜
DET,2015/10/27,客,老鹰94-106活塞,1,胜
DET,2015/10/28,主,爵士87-92活塞,2,胜
DET,2015/10/30,主,公牛94-98活塞,3,胜
DET,2015/11/11,客,国王101-92活塞,8,负
DET,2015/11/14,客,快船101-96活塞,9,负
DET,2015/11/15,客,湖人97-85活塞,10,负
DET,2015/11/17,主,骑士99-104活塞,11,胜
DET,2015/11/20,客,森林狼86-96活塞,12,胜
DET,2015/11/21,主,奇才97-95活塞,13,负
DET,2015/11/23,客,雄鹿109-88活塞,14,负
DET,2015/11/25,主,热火81-104活塞,15,胜
DET,2015/11/27,客,雷霆103-87活塞,16,负
DET,2015/11/29,客,篮网87-83活塞,17,负
DET,2015/11/3,主,步行者94-82活塞,4,负
DET,2015/11/30,主,火箭105-116活塞,18,胜
DET,2015/11/6,客,太阳92-100活塞,5,胜
DET,2015/11/8,客,开拓者103-120活塞,6,胜
DET,2015/11/9,客,勇士109-95活塞,7,负
DET,2015/12/11,客,76人95-107活塞,24,胜
DET,2015/12/12,主,步行者96-118活塞,25,胜
DET,2015/12/14,主,快船105-103活塞,26,负
DET,2015/12/16,主,凯尔特116-119活塞,27,胜
DET,2015/12/18,客,公牛144-147活塞,28,胜
DET,2015/12/2,主,太阳122-127活塞,19,胜
DET,2015/12/22,客,热火92-93活塞,29,胜
DET,2015/12/23,客,老鹰107-100活塞,30,负
DET,2015/12/26,主,凯尔特99-93活塞,31,负
DET,2015/12/29,客,尼克斯108-96活塞,32,负
DET,2015/12/31,主,森林狼90-115活塞,33,胜
DET,2015/12/4,主,雄鹿95-102活塞,20,胜
DET,2015/12/6,主,湖人91-111活塞,21,胜
DET,2015/12/7,客,黄蜂104-84活塞,22,负
DET,2015/12/9,主,灰熊93-92活塞,23,负
DET,2016/1/12,主,马刺109-99活塞,38,负
DET,2016/1/14,客,灰熊103-101活塞,39,负
DET,2016/1/16,主,勇士95-113活塞,40,胜
DET,2016/1/18,主,公牛111-101活塞,41,负
DET,2016/1/2,客,步行者94-82活塞,34,负
DET,2016/1/20,客,火箭114-123活塞,42,胜
DET,2016/1/21,客,鹈鹕115-99活塞,43,负
DET,2016/1/23,客,掘金104-101活塞,44,负
DET,2016/1/25,客,爵士92-95活塞,45,胜
DET,2016/1/27,主,76人97-110活塞,46,胜
DET,2016/1/29,主,骑士114-106活塞,47,负
DET,2016/1/30,客,猛龙111-107活塞,48,负
DET,2016/1/4,主,魔术89-115活塞,35,胜
DET,2016/1/6,客,凯尔特94-99活塞,36,胜
DET,2016/1/9,主,篮网89-103活塞,37,胜
DET,2016/2/1,客,篮网100-105活塞,49,胜
DET,2016/2/10,主,掘金103-92活塞,54,负
DET,2016/2/19,客,奇才98-86活塞,55,负
DET,2016/2/21,主,鹈鹕111-106活塞,56,负
DET,2016/2/22,客,骑士88-96活塞,57,胜
DET,2016/2/24,主,76人91-111活塞,58,胜
DET,2016/2/27,客,雄鹿91-102活塞,59,胜
DET,2016/2/28,主,猛龙101-114活塞,60,胜
DET,2016/2/3,客,凯尔特102-95活塞,50,负
DET,2016/2/4,主,尼克斯105-111活塞,51,胜
DET,2016/2/6,客,步行者112-104活塞,52,负
DET,2016/2/8,主,猛龙103-89活塞,53,负
DET,2016/3/11,客,黄蜂118-103活塞,65,负
DET,2016/3/12,客,76人111-125活塞,66,胜
DET,2016/3/14,客,奇才124-81活塞,67,负
DET,2016/3/16,主,老鹰118-114活塞,68,负
DET,2016/3/18,主,国王108-115活塞,69,胜
DET,2016/3/19,主,篮网103-115活塞,70,胜
DET,2016/3/2,客,马刺97-81活塞,61,负
DET,2016/3/21,主,雄鹿91-92活塞,71,胜
DET,2016/3/23,主,魔术102-118活塞,72,胜
DET,2016/3/25,主,黄蜂105-112活塞,73,胜
DET,2016/3/26,主,老鹰112-95活塞,74,负
DET,2016/3/29,主,雷霆82-88活塞,75,胜
DET,2016/3/5,客,尼克斯102-89活塞,62,负
DET,2016/3/6,主,开拓者103-123活塞,63,胜
DET,2016/3/9,客,小牛96-102活塞,64,胜
DET,2016/4/1,主,小牛98-89活塞,76,负
DET,2016/4/12,主,热火99-93活塞,81,负
DET,2016/4/13,客,骑士110-112活塞,82,胜
DET,2016/4/2,客,公牛90-94活塞,77,胜
DET,2016/4/5,客,热火107-89活塞,78,负
DET,2016/4/6,客,魔术104-108活塞,79,胜
DET,2016/4/8,主,奇才99-112活塞,80,胜
GSW,2015/10/27,主,鹈鹕95-111勇士,1,胜
GSW,2015/10/30,客,火箭92-112勇士,2,胜
GSW,2015/10/31,客,鹈鹕120-134勇士,3,胜
GSW,2015/11/11,客,灰熊84-100勇士,9,胜
GSW,2015/11/12,客,森林狼116-129勇士,10,胜
GSW,2015/11/14,主,篮网99-107勇士,11,胜
GSW,2015/11/17,主,猛龙110-115勇士,12,胜
GSW,2015/11/19,客,快船117-124勇士,13,胜
GSW,2015/11/2,主,灰熊69-119勇士,4,胜
GSW,2015/11/20,主,公牛94-106勇士,14,胜
GSW,2015/11/22,客,掘金105-118勇士,15,胜
GSW,2015/11/24,主,湖人77-111勇士,16,胜
GSW,2015/11/27,客,太阳116-135勇士,17,胜
GSW,2015/11/28,主,国王101-120勇士,18,胜
GSW,2015/11/30,客,爵士103-106勇士,19,胜
GSW,2015/11/4,主,快船108-112勇士,5,胜
GSW,2015/11/6,主,掘金104-119勇士,6,胜
GSW,2015/11/7,客,国王94-103勇士,7,胜
GSW,2015/11/9,主,活塞95-109勇士,8,胜
GSW,2015/12/11,客,凯尔特119-124勇士,24,胜
GSW,2015/12/12,客,雄鹿108-95勇士,25,负
GSW,2015/12/16,主,太阳103-128勇士,26,胜
GSW,2015/12/18,主,雄鹿112-121勇士,27,胜
GSW,2015/12/2,客,黄蜂99-116勇士,20,胜
GSW,2015/12/23,主,爵士85-103勇士,28,胜
GSW,2015/12/25,主,骑士83-89勇士,29,胜
GSW,2015/12/28,主,国王103-122勇士,30,胜
GSW,2015/12/30,客,小牛114-91勇士,31,负
GSW,2015/12/31,客,火箭110-114勇士,32,胜
GSW,2015/12/5,客,猛龙109-112勇士,21,胜
GSW,2015/12/6,客,篮网98-114勇士,22,胜
GSW,2015/12/8,客,步行者123-131勇士,23,胜
GSW,2016/1/11,主,热火103-111勇士,38,胜
GSW,2016/1/13,客,掘金112-110勇士,39,负
GSW,2016/1/14,主,湖人98-116勇士,40,胜
GSW,2016/1/16,客,活塞113-95勇士,41,负
GSW,2016/1/18,客,骑士98-132勇士,42,胜
GSW,2016/1/2,主,掘金108-111勇士,33,胜
GSW,2016/1/20,客,公牛94-125勇士,43,胜
GSW,2016/1/22,主,步行者110-122勇士,44,胜
GSW,2016/1/25,主,马刺90-120勇士,45,胜
GSW,2016/1/27,主,小牛107-127勇士,46,胜
GSW,2016/1/30,客,76人105-108勇士,47,胜
GSW,2016/1/31,客,尼克斯95-116勇士,48,胜
GSW,2016/1/4,主,黄蜂101-111勇士,34,胜
GSW,2016/1/5,客,湖人88-109勇士,35,胜
GSW,2016/1/8,客,开拓者108-128勇士,36,胜
GSW,2016/1/9,客,国王116-128勇士,37,胜
GSW,2016/2/10,客,太阳104-112勇士,52,胜
GSW,2016/2/19,客,开拓者137-105勇士,53,负
GSW,2016/2/20,客,快船112-115勇士,54,胜
GSW,2016/2/22,客,老鹰92-102勇士,55,胜
GSW,2016/2/24,客,热火112-118勇士,56,胜
GSW,2016/2/25,客,魔术114-130勇士,57,胜
GSW,2016/2/27,客,雷霆118-121勇士,58,胜
GSW,2016/2/3,客,奇才121-134勇士,49,胜
GSW,2016/2/6,主,雷霆108-116勇士,50,胜
GSW,2016/2/9,主,火箭110-123勇士,51,胜
GSW,2016/3/1,主,老鹰105-109勇士,59,胜
GSW,2016/3/11,主,开拓者112-128勇士,64,胜
GSW,2016/3/12,主,太阳116-123勇士,65,胜
GSW,2016/3/14,主,鹈鹕107-125勇士,66,胜
GSW,2016/3/16,主,尼克斯85-121勇士,67,胜
GSW,2016/3/18,客,小牛112-130勇士,68,胜
GSW,2016/3/19,客,马刺87-79勇士,69,负
GSW,2016/3/21,客,森林狼104-109勇士,70,胜
GSW,2016/3/23,主,快船98-114勇士,71,胜
GSW,2016/3/25,主,小牛120-128勇士,72,胜
GSW,2016/3/27,主,76人105-117勇士,73,胜
GSW,2016/3/29,主,奇才94-102勇士,74,胜
GSW,2016/3/3,主,雷霆106-121勇士,60,胜
GSW,2016/3/30,客,爵士96-103勇士,75,胜
GSW,2016/3/6,客,湖人112-95勇士,61,负
GSW,2016/3/7,主,魔术113-119勇士,62,胜
GSW,2016/3/9,主,爵士94-115勇士,63,胜
GSW,2016/4/1,主,凯尔特109-106勇士,76,负
GSW,2016/4/10,客,马刺86-92勇士,81,胜
GSW,2016/4/13,主,灰熊104-125勇士,82,胜
GSW,2016/4/3,主,开拓者111-136勇士,77,胜
GSW,2016/4/5,主,森林狼124-117勇士,78,负
GSW,2016/4/7,主,马刺101-112勇士,79,胜
GSW,2016/4/9,客,灰熊99-100勇士,80,胜
HOU,2015/10/28,主,掘金105-85火箭,1,负
HOU,2015/10/30,主,勇士112-92火箭,2,负
HOU,2015/11/1,客,热火109-89火箭,3,负
HOU,2015/11/11,主,篮网106-98火箭,8,负
HOU,2015/11/13,客,掘金107-98火箭,9,负
HOU,2015/11/14,主,小牛110-98火箭,10,负
HOU,2015/11/16,主,凯尔特111-95火箭,11,负
HOU,2015/11/18,主,开拓者103-108火箭,12,胜
HOU,2015/11/2,主,雷霆105-110火箭,4,胜
HOU,2015/11/20,客,灰熊96-84火箭,13,负
HOU,2015/11/21,主,尼克斯107-102火箭,14,负
HOU,2015/11/25,主,灰熊102-93火箭,15,负
HOU,2015/11/27,主,76人114-116火箭,16,胜
HOU,2015/11/29,客,尼克斯111-116火箭,17,胜
HOU,2015/11/30,客,活塞116-105火箭,18,负
HOU,2015/11/4,主,魔术114-119火箭,5,胜
HOU,2015/11/6,客,国王110-116火箭,6,胜
HOU,2015/11/7,客,快船105-109火箭,7,胜
HOU,2015/12/12,主,湖人97-126火箭,24,胜
HOU,2015/12/14,客,掘金114-108火箭,25,负
HOU,2015/12/15,客,国王107-97火箭,26,负
HOU,2015/12/17,客,湖人87-107火箭,27,胜
HOU,2015/12/19,主,快船97-107火箭,28,胜
HOU,2015/12/2,主,鹈鹕101-108火箭,19,胜
HOU,2015/12/21,主,黄蜂95-102火箭,29,胜
HOU,2015/12/23,客,魔术104-101火箭,30,负
HOU,2015/12/25,主,马刺84-88火箭,31,胜
HOU,2015/12/26,客,鹈鹕110-108火箭,32,负
HOU,2015/12/29,主,老鹰121-115火箭,33,负
HOU,2015/12/31,主,勇士114-110火箭,34,负
HOU,2015/12/4,客,小牛96-100火箭,20,胜
HOU,2015/12/5,主,国王113-120火箭,21,胜
HOU,2015/12/8,客,篮网110-105火箭,22,负
HOU,2015/12/9,客,奇才103-109火箭,23,胜
HOU,2016/1/10,主,步行者103-107火箭,38,胜
HOU,2016/1/12,客,灰熊91-107火箭,39,胜
HOU,2016/1/13,主,森林狼104-107火箭,40,胜
HOU,2016/1/15,主,骑士91-77火箭,41,负
HOU,2016/1/17,客,湖人95-112火箭,42,胜
HOU,2016/1/18,客,快船140-132火箭,43,负
HOU,2016/1/2,客,马刺121-103火箭,35,负
HOU,2016/1/20,主,活塞123-114火箭,44,负
HOU,2016/1/22,主,雄鹿98-102火箭,45,胜
HOU,2016/1/24,主,小牛104-115火箭,46,胜
HOU,2016/1/25,客,鹈鹕111-112火箭,47,胜
HOU,2016/1/27,客,马刺130-99火箭,48,负
HOU,2016/1/29,客,雷霆116-108火箭,49,负
HOU,2016/1/30,主,奇才123-122火箭,50,负
HOU,2016/1/4,客,爵士91-93火箭,36,胜
HOU,2016/1/7,主,爵士94-103火箭,37,胜
HOU,2016/2/10,客,开拓者116-103火箭,55,负
HOU,2016/2/19,客,太阳100-116火箭,56,胜
HOU,2016/2/2,主,热火102-115火箭,51,胜
HOU,2016/2/23,客,爵士117-114火箭,57,负
HOU,2016/2/25,客,开拓者105-119火箭,58,胜
HOU,2016/2/27,主,马刺104-94火箭,59,负
HOU,2016/2/29,客,雄鹿128-121火箭,60,负
HOU,2016/2/4,客,太阳105-111火箭,52,胜
HOU,2016/2/6,主,开拓者96-79火箭,53,负
HOU,2016/2/9,客,勇士123-110火箭,54,负
HOU,2016/3/11,客,凯尔特98-102火箭,65,胜
HOU,2016/3/12,客,黄蜂125-109火箭,66,负
HOU,2016/3/14,主,灰熊81-130火箭,67,胜
HOU,2016/3/16,主,快船122-106火箭,68,负
HOU,2016/3/18,主,森林狼111-116火箭,69,胜
HOU,2016/3/19,客,老鹰109-97火箭,70,负
HOU,2016/3/2,主,鹈鹕95-100火箭,61,胜
HOU,2016/3/22,客,雷霆111-107火箭,71,负
HOU,2016/3/23,主,爵士89-87火箭,72,负
HOU,2016/3/25,主,猛龙109-112火箭,73,胜
HOU,2016/3/27,客,步行者104-101火箭,74,负
HOU,2016/3/29,客,骑士100-106火箭,75,胜
HOU,2016/3/31,主,公牛103-100火箭,76,负
HOU,2016/3/5,客,公牛108-100火箭,62,负
HOU,2016/3/6,客,猛龙107-113火箭,63,胜
HOU,2016/3/9,客,76人104-118火箭,64,胜
HOU,2016/4/10,主,湖人110-130火箭,80,胜
HOU,2016/4/11,客,森林狼105-129火箭,81,胜
HOU,2016/4/13,主,国王81-116火箭,82,胜
HOU,2016/4/3,主,雷霆110-118火箭,77,胜
HOU,2016/4/6,客,小牛88-86火箭,78,负
HOU,2016/4/7,主,太阳124-115火箭,79,负
IND,2015/10/28,客,猛龙106-99步行者,1,负
IND,2015/10/29,主,灰熊112-103步行者,2,负
IND,2015/10/31,主,爵士97-76步行者,3,负
IND,2015/11/11,客,凯尔特91-102步行者,9,胜
IND,2015/11/13,主,森林狼103-107步行者,10,胜
IND,2015/11/16,客,公牛96-95步行者,11,负
IND,2015/11/18,客,76人85-112步行者,12,胜
IND,2015/11/21,主,雄鹿86-123步行者,13,胜
IND,2015/11/24,客,奇才106-123步行者,14,胜
IND,2015/11/27,主,公牛92-104步行者,15,胜
IND,2015/11/29,客,湖人103-107步行者,16,胜
IND,2015/11/3,客,活塞82-94步行者,4,胜
IND,2015/11/4,主,凯尔特98-100步行者,5,胜
IND,2015/11/6,主,热火87-90步行者,6,胜
IND,2015/11/8,客,骑士101-97步行者,7,负
IND,2015/11/9,主,魔术84-97步行者,8,胜
IND,2015/12/11,主,热火83-96步行者,21,胜
IND,2015/12/12,客,活塞118-96步行者,22,负
IND,2015/12/14,主,猛龙90-106步行者,23,胜
IND,2015/12/16,主,小牛81-107步行者,24,胜
IND,2015/12/18,主,篮网97-104步行者,25,胜
IND,2015/12/19,客,灰熊96-84步行者,26,负
IND,2015/12/2,客,快船91-103步行者,17,胜
IND,2015/12/21,客,马刺106-92步行者,27,负
IND,2015/12/23,主,国王108-106步行者,28,负
IND,2015/12/26,客,森林狼88-102步行者,29,胜
IND,2015/12/28,主,老鹰87-93步行者,30,胜
IND,2015/12/3,客,开拓者123-111步行者,18,负
IND,2015/12/30,客,公牛102-100步行者,31,负
IND,2015/12/31,主,雄鹿120-116步行者,32,负
IND,2015/12/5,客,爵士122-119步行者,19,负
IND,2015/12/8,主,勇士131-123步行者,20,负
IND,2016/1/10,客,火箭107-103步行者,37,负
IND,2016/1/12,主,太阳97-116步行者,38,胜
IND,2016/1/13,客,凯尔特103-94步行者,39,负
IND,2016/1/15,主,奇才118-104步行者,40,负
IND,2016/1/17,客,掘金129-126步行者,41,负
IND,2016/1/19,客,太阳94-97步行者,42,胜
IND,2016/1/2,主,活塞82-94步行者,33,胜
IND,2016/1/22,客,勇士122-110步行者,43,负
IND,2016/1/23,客,国王108-97步行者,44,负
IND,2016/1/26,主,快船91-89步行者,45,负
IND,2016/1/28,主,老鹰92-111步行者,46,胜
IND,2016/1/30,主,掘金105-109步行者,47,胜
IND,2016/1/4,客,热火103-100步行者,34,负
IND,2016/1/6,客,魔术86-95步行者,35,胜
IND,2016/1/8,客,鹈鹕86-91步行者,36,胜
IND,2016/2/1,主,骑士111-106步行者,48,负
IND,2016/2/10,主,黄蜂117-95步行者,53,负
IND,2016/2/19,客,雷霆98-101步行者,54,胜
IND,2016/2/21,客,魔术102-105步行者,55,胜
IND,2016/2/22,客,热火101-93步行者,56,负
IND,2016/2/24,主,尼克斯105-108步行者,57,胜
IND,2016/2/26,主,黄蜂96-95步行者,58,负
IND,2016/2/28,主,开拓者111-102步行者,59,负
IND,2016/2/29,客,骑士100-96步行者,60,负
IND,2016/2/3,客,篮网100-114步行者,49,胜
IND,2016/2/5,客,老鹰102-96步行者,50,负
IND,2016/2/6,主,活塞104-112步行者,51,胜
IND,2016/2/8,主,湖人87-89步行者,52,胜
IND,2016/3/12,客,小牛105-112步行者,65,胜
IND,2016/3/13,客,老鹰104-75步行者,66,负
IND,2016/3/15,主,凯尔特98-103步行者,67,胜
IND,2016/3/17,主,猛龙101-94步行者,68,负
IND,2016/3/19,主,雷霆115-111步行者,69,负
IND,2016/3/2,客,雄鹿99-104步行者,61,胜
IND,2016/3/21,主,76人75-91步行者,70,胜
IND,2016/3/24,主,鹈鹕84-92步行者,71,胜
IND,2016/3/26,客,篮网120-110步行者,72,负
IND,2016/3/27,主,火箭101-104步行者,73,胜
IND,2016/3/29,主,公牛98-96步行者,74,负
IND,2016/3/31,主,魔术114-94步行者,75,负
IND,2016/3/4,客,黄蜂108-101步行者,62,负
IND,2016/3/5,客,奇才99-100步行者,63,胜
IND,2016/3/7,主,马刺91-99步行者,64,胜
IND,2016/4/10,主,篮网105-129步行者,80,胜
IND,2016/4/12,主,尼克斯90-102步行者,81,胜
IND,2016/4/13,客,雄鹿92-97步行者,82,胜
IND,2016/4/2,客,76人102-115步行者,76,胜
IND,2016/4/3,客,尼克斯87-92步行者,77,胜
IND,2016/4/6,主,骑士109-123步行者,78,胜
IND,2016/4/8,客,猛龙111-98步行者,79,负
LAC,2015/10/28,客,国王104-111快船,1,胜
LAC,2015/10/29,主,小牛88-104快船,2,胜
LAC,2015/10/31,主,国王109-114快船,3,胜
LAC,2015/11/11,客,小牛118-108快船,8,负
LAC,2015/11/12,客,太阳118-104快船,9,负
