出场,出手,出手_2,出手_4,得分,罚球,盖帽,犯规,后场,篮板,命中,命中_1,命中_3,前场,抢断,球员,三分,时间,首发,投篮,失误,助攻,ATL
20,10.7,4.3,1.3,10.8,84.0%,0.0,1.3,1.3,1.5,4.1,1.6,1.1,0.2,0.8,达里厄斯-加兰,37.2%,28.2,20,38.0%,2.6,3.0,CLE
19,10.8,1.6,2.3,14.5,83.7%,0.9,2.7,7.3,10.1,6.1,0.5,1.9,2.7,0.4,约纳斯-瓦兰丘纳斯,33.3%,24.8,19,56.1%,2.2,1.8,MEM
20,10.8,4.3,4.4,15.1,88.6%,0.0,2.4,4.1,4.3,4.8,1.6,3.9,0.3,1.6,克里斯-保罗,37.6%,30.6,20,44.7%,1.9,6.0,OKC
14,10.8,6.6,1.0,11.6,71.4%,0.4,1.9,3.6,4.4,4.2,2.4,0.7,0.8,1.2,朗佐-鲍尔,36.6%,28.9,11,39.1%,2.7,6.0,NOH
20,10.9,5.0,3.5,14.0,88.6%,0.3,1.2,1.6,2.2,4.6,1.8,3.1,0.6,0.6,乔丹-克拉克森,35.0%,22.5,0,41.7%,1.3,2.5,CLE
19,10.9,6.1,2.1,12.6,85.0%,0.3,1.8,2.6,2.9,4.5,1.8,1.8,0.3,0.9,泰伦斯-罗斯,30.4%,24.0,0,40.9%,1.2,1.0,ORL
19,10.9,6.6,1.7,11.9,87.9%,0.5,2.4,2.5,3.4,4.1,2.2,1.5,0.9,1.4,马库斯-斯玛特,32.8%,32.1,14,37.7%,1.2,4.7,BOS
21,10.9,7.4,2.8,15.6,84.7%,0.3,1.8,3.0,3.2,4.9,3.5,2.4,0.2,0.5,J.J.雷迪克,47.1%,28.9,17,44.7%,1.4,2.0,NOH
23,11.0,4.3,1.4,12.6,75.0%,0.8,2.1,4.0,5.4,5.0,1.6,1.0,1.4,0.5,迈尔斯-布里奇斯,36.0%,30.7,23,45.3%,1.6,1.9,CHA
21,11.0,4.7,2.3,12.2,79.2%,0.2,2.6,3.6,4.1,4.3,1.7,1.8,0.5,0.6,德安德烈-亨特,36.4%,31.6,21,39.6%,1.8,1.7,ATL
22,11.0,6.7,1.7,13.0,83.8%,0.0,2.0,2.2,2.5,4.6,2.5,1.4,0.3,0.5,布林-福布斯,36.5%,27.3,22,41.6%,0.7,2.0,SAS
20,11.1,5.1,2.3,13.6,82.2%,0.2,1.5,3.5,3.8,4.9,2.0,1.9,0.3,0.7,泰勒-希罗,39.2%,28.2,3,43.9%,2.1,2.0,MIA
16,11.2,3.6,3.3,12.6,83.0%,0.1,2.8,4.1,4.8,4.4,1.1,2.8,0.7,1.4,里基-卢比奥,31.0%,31.3,16,39.1%,1.8,8.7,PHO
19,11.4,0.4,3.4,13.9,60.9%,1.2,2.5,6.4,10.6,5.8,0.2,2.1,4.2,0.7,特里斯坦-汤普森,42.9%,31.4,19,51.2%,1.5,2.2,CLE
22,11.4,5.7,4.4,13.6,81.4%,0.5,1.9,6.0,6.9,4.1,1.8,3.6,1.0,0.8,劳里-马尔卡宁,31.0%,29.4,22,36.4%,1.9,1.7,CHI
17,11.4,5.9,4.9,16.7,88.1%,0.4,1.5,9.8,10.7,5.1,2.2,4.4,0.9,0.7,凯文-乐福,37.6%,31.0,17,44.6%,2.8,2.8,CLE
21,11.4,6.3,1.0,14.5,77.3%,0.4,2.5,3.0,3.9,5.5,2.8,0.8,0.9,0.8,乔-哈里斯,43.9%,31.7,21,48.1%,1.4,1.9,BKN
20,11.6,3.9,4.5,16.3,80.0%,0.2,1.3,3.8,4.9,5.6,1.5,3.6,1.1,1.0,哈里森-巴恩斯,37.2%,35.0,20,48.5%,1.4,2.1,SAC
18,11.6,5.3,4.2,15.9,71.1%,0.2,1.8,2.9,3.2,5.4,2.2,3.0,0.3,0.7,戈兰-德拉季奇,40.6%,28.7,1,46.6%,2.6,5.0,MIA
18,11.7,4.0,3.4,13.8,70.5%,0.4,2.2,5.1,6.6,5.1,1.3,2.4,1.5,0.7,阿隆-戈登,33.3%,30.8,18,43.1%,1.3,2.9,ORL
21,11.9,7.0,1.3,13.5,70.4%,0.4,2.7,5.1,6.0,4.9,2.9,0.9,0.9,0.9,陶林-普林斯,40.5%,30.2,21,40.8%,2.1,2.0,BKN
20,12.0,4.0,1.8,14.4,68.6%,1.0,2.3,5.1,7.0,5.8,1.6,1.2,1.9,1.1,艾尔-霍福德,38.8%,31.3,20,48.3%,1.2,4.0,PHI
5,12.2,3.8,3.4,17.0,70.6%,2.0,3.4,6.8,8.8,6.4,1.8,2.4,2.0,1.0,约翰-科林斯,47.4%,32.2,5,52.5%,1.4,1.6,ATL
20,12.2,4.2,4.1,15.0,87.7%,0.3,2.2,3.8,4.4,5.0,1.5,3.6,0.7,1.0,亚历克-伯克斯,34.9%,29.3,10,41.2%,1.4,2.8,GSW
9,12.2,8.2,1.6,10.9,64.3%,0.2,2.3,1.6,1.9,3.8,2.3,1.0,0.3,0.6,埃里克-戈登,28.4%,29.6,2,30.9%,1.3,0.8,HOU
22,12.3,3.6,3.2,15.2,78.6%,0.5,2.5,4.3,5.2,5.8,1.1,2.5,0.9,0.7,埃里克-布莱索,31.3%,27.1,22,47.0%,2.2,5.6,MIL
21,12.3,4.5,2.3,13.2,81.6%,0.4,4.0,2.5,3.6,4.8,1.7,1.9,1.1,1.0,狄龙-布鲁克斯,37.9%,27.6,21,39.0%,1.3,2.0,MEM
17,12.4,4.7,2.4,14.9,72.5%,0.4,2.2,5.3,7.0,5.6,2.0,1.7,1.7,1.0,威尔-巴顿,42.5%,32.5,17,45.0%,1.4,3.4,DEN
22,12.4,6.0,1.8,12.4,77.5%,0.0,1.4,3.3,3.5,4.5,2.0,1.4,0.3,0.8,科比-怀特,33.3%,25.1,0,36.3%,1.4,2.1,CHI
22,12.5,2.5,4.6,17.3,81.4%,0.3,2.0,3.9,5.5,6.4,0.8,3.8,1.5,0.3,埃里克-帕斯卡尔,31.5%,31.9,16,50.7%,1.7,1.8,GSW
21,12.5,5.1,3.5,13.9,79.5%,0.2,2.1,2.7,3.5,4.6,1.9,2.8,0.8,0.8,迈克-康利,37.4%,29.9,21,36.9%,2.1,4.6,UTA
20,12.5,6.6,4.8,18.5,91.7%,0.1,1.6,5.0,5.5,5.6,2.9,4.4,0.6,0.6,达尼罗-加里纳利,43.2%,30.0,20,45.0%,1.3,2.2,OKC
17,12.7,2.3,3.1,15.9,86.5%,0.4,1.2,1.4,1.8,6.2,0.8,2.6,0.4,0.8,德里克-罗斯,33.3%,23.4,1,49.1%,2.5,5.8,DET
10,12.7,2.6,2.7,12.4,66.7%,0.4,3.6,5.5,7.1,5.0,0.6,1.8,1.6,0.7,贾斯蒂斯-温斯洛,23.1%,33.7,5,39.4%,2.3,4.3,MIA
20,12.7,5.3,2.8,15.7,81.8%,1.2,4.1,3.6,4.9,5.7,2.1,2.3,1.4,0.5,杰伦-杰克逊,38.7%,26.7,20,44.9%,1.8,1.4,MEM
21,12.7,6.6,2.9,16.5,88.5%,0.2,2.2,3.3,3.6,5.6,2.7,2.6,0.3,0.5,卢克-肯纳德,40.3%,33.1,18,44.4%,1.3,4.3,DET
18,12.7,7.2,2.3,14.8,71.4%,0.1,1.8,2.5,2.7,5.2,2.8,1.7,0.2,1.4,博格丹-博格达诺维奇,38.5%,27.6,0,40.6%,1.9,4.7,SAC
16,12.8,5.2,3.1,16.1,80.0%,0.6,2.9,2.8,3.4,5.8,2.0,2.5,0.6,1.1,约什-理查德森,38.6%,32.1,16,45.6%,2.3,3.6,PHI
12,13.0,4.0,3.0,16.6,86.1%,0.7,2.3,4.9,5.5,6.4,1.2,2.6,0.6,1.1,杰里米-兰姆,29.2%,32.8,12,49.4%,1.4,2.8,IND
22,13.2,0.4,5.1,19.1,61.9%,1.2,2.2,5.0,8.0,8.0,0.0,3.2,3.0,0.9,蒙特雷斯-哈雷尔,0.0%,29.7,2,60.1%,1.8,2.2,LAC
15,13.2,5.1,3.1,17.4,89.4%,0.1,2.3,4.7,5.5,6.3,1.9,2.8,0.9,0.9,克里斯-米德尔顿,37.7%,27.3,12,48.0%,1.7,3.2,MIL
22,13.3,3.8,2.5,16.0,72.2%,0.5,3.2,4.4,6.3,6.6,1.0,1.8,1.9,1.5,贾巴里-帕克,26.2%,28.1,17,49.8%,1.9,1.9,ATL
17,13.4,3.3,8.6,20.1,85.6%,0.7,1.2,3.9,5.9,5.8,1.1,7.4,2.0,2.4,吉米-巴特勒,32.1%,34.0,17,43.6%,2.5,6.5,MIA
19,13.4,3.8,2.6,14.9,77.6%,0.5,3.3,8.0,10.1,6.1,0.8,2.0,2.1,1.2,尼科拉-约季奇,22.2%,30.8,19,45.1%,2.6,6.2,DEN
22,13.5,0.5,4.2,17.3,61.3%,2.0,3.8,12.1,16.8,7.4,0.0,2.6,4.6,1.7,安德烈-德拉蒙德,0.0%,34.0,22,54.5%,3.9,3.2,DET
21,13.5,4.5,4.6,17.1,78.4%,0.7,3.2,4.6,6.1,6.0,1.5,3.6,1.5,1.5,凯利-奥伯尔,33.7%,31.7,21,44.5%,1.6,1.6,PHO
22,13.7,3.6,5.6,16.8,66.1%,0.1,2.9,6.2,8.5,6.1,0.9,3.7,2.2,0.7,朱利叶斯-兰德尔,24.1%,32.0,22,44.4%,3.4,3.5,NYK
8,13.8,3.8,2.4,18.9,84.2%,0.3,1.9,6.4,7.1,7.6,1.6,2.0,0.8,0.8,戈登-海沃德,43.3%,31.3,8,55.5%,1.9,4.1,BOS
20,13.8,4.7,2.6,15.6,76.9%,0.3,2.2,3.6,4.0,6.1,1.4,2.0,0.4,0.8,丹尼斯-施罗德,30.1%,28.5,0,44.2%,2.8,3.8,OKC
21,13.8,6.0,1.3,15.3,75.0%,0.3,2.7,2.2,2.5,6.1,2.1,1.0,0.2,1.1,肯德里克-纳恩,34.9%,29.4,21,44.1%,2.1,3.4,MIA
10,13.9,8.4,5.6,20.5,91.1%,0.4,2.9,4.0,4.5,6.1,3.2,5.1,0.5,1.1,凯尔-洛瑞,38.1%,37.2,10,43.9%,3.2,7.1,TOR
1,14.0,0.0,0.0,18.0,"",4.0,2.0,8.0,11.0,9.0,0.0,0.0,3.0,1.0,德安德烈-艾顿,"",33.0,1,64.3%,0.0,0.0,PHO
20,14.1,5.6,4.4,18.3,83.9%,0.7,3.2,4.8,6.0,5.9,2.8,3.7,1.2,0.9,马库斯·莫里斯,50.0%,32.8,20,41.8%,1.8,1.3,NYK
21,14.1,6.2,3.7,19.8,84.6%,0.1,2.2,2.8,2.9,7.0,2.8,3.1,0.1,1.0,埃文-富尼耶,44.6%,30.8,21,49.2%,2.1,3.3,ORL
19,14.2,1.2,4.5,18.4,80.0%,0.5,3.8,9.3,13.1,7.3,0.3,3.6,3.8,0.7,多曼塔斯-萨博尼斯,21.7%,34.2,19,51.3%,2.8,3.7,IND
9,14.2,3.3,6.9,18.2,71.0%,0.6,3.0,3.4,4.0,6.1,1.1,4.9,0.6,0.8,德阿龙-福克斯,33.3%,32.1,9,43.0%,4.1,6.9,SAC
21,14.4,3.1,2.6,18.0,81.5%,0.3,2.7,2.6,3.3,7.3,1.3,2.1,0.7,1.1,TJ-沃伦,40.9%,33.2,21,50.8%,1.5,1.1,IND
23,14.4,6.7,2.9,17.7,84.8%,0.2,2.3,3.6,4.3,6.3,2.7,2.4,0.7,1.3,特里-罗齐尔,40.0%,32.4,23,43.4%,2.7,4.2,CHA
8,14.5,3.9,2.8,16.9,86.4%,0.3,3.3,4.9,5.9,6.5,1.5,2.4,1.0,0.6,卡梅罗-安东尼,38.7%,31.1,8,44.8%,1.9,1.8,POR
21,14.6,7.0,4.5,18.7,87.4%,0.1,2.4,3.7,3.9,6.0,2.8,4.0,0.2,2.0,弗雷德-范弗里特,39.7%,37.7,21,41.0%,2.4,7.3,TOR
10,14.7,6.1,5.9,18.8,79.7%,0.3,1.6,4.0,5.2,6.1,1.9,4.7,1.2,0.2,布雷克-格里芬,31.1%,28.8,10,41.5%,2.7,3.3,DET
20,14.8,1.6,3.6,18.9,83.3%,1.8,2.2,4.7,6.7,7.7,0.6,3.0,2.1,0.7,拉玛库斯-阿尔德里奇,35.5%,32.8,20,51.7%,1.7,2.5,SAS
18,14.8,4.3,3.8,18.9,94.1%,0.2,2.1,4.2,4.9,6.9,1.4,3.6,0.7,0.9,马尔科姆-布罗格登,33.8%,31.7,18,47.0%,2.8,7.9,IND
23,14.9,8.6,3.5,18.7,81.5%,0.2,1.7,2.7,3.7,6.1,3.6,2.9,1.0,0.6,德文特-格雷厄姆,41.4%,33.6,13,41.1%,3.1,7.8,CHA
14,15.1,3.6,2.8,17.1,84.6%,1.1,1.9,8.6,11.5,6.8,1.1,2.4,2.9,0.6,尼古拉-武切维奇,32.0%,30.9,14,45.0%,1.4,3.5,ORL
17,15.1,5.2,4.2,19.9,71.8%,0.3,3.1,5.8,6.9,7.5,2.0,3.0,1.2,1.2,杰伦-布朗,38.2%,33.4,17,49.4%,1.6,1.9,BOS
20,15.1,6.2,3.9,16.8,70.1%,2.2,3.0,7.2,8.9,6.0,2.2,2.7,1.8,0.6,克里斯塔普斯-波尔津吉斯,35.0%,30.5,20,39.5%,1.6,1.4,DAL
17,15.2,2.3,5.0,18.6,76.5%,0.3,1.7,2.2,3.2,6.9,0.9,3.8,0.9,1.4,贾-莫兰特,41.0%,28.7,17,45.7%,3.4,6.4,MEM
21,15.3,7.0,3.9,21.0,87.8%,0.2,2.0,3.6,4.3,7.2,3.2,3.4,0.7,0.8,博扬-博格达诺维奇,45.9%,33.2,21,47.0%,2.7,2.1,UTA
22,15.5,4.4,3.4,19.1,78.7%,0.8,2.9,6.5,7.2,7.5,1.3,2.7,0.7,1.0,托比亚斯-哈里斯,30.2%,34.5,22,48.7%,2.1,3.1,PHI
9,15.6,4.0,3.4,16.8,64.5%,0.1,2.2,3.9,5.0,6.6,1.4,2.2,1.1,0.7,卡里斯-勒夫特,36.1%,31.4,9,42.1%,3.4,4.0,BKN
20,15.7,3.7,3.8,18.1,80.3%,0.1,2.3,2.3,3.3,6.9,1.2,3.1,1.0,0.9,科林-塞克斯顿,32.4%,30.6,20,43.9%,1.9,2.5,CLE
18,15.7,3.7,8.6,22.6,81.3%,1.4,3.6,10.1,12.7,7.2,1.2,7.0,2.6,0.8,乔尔-恩比德,31.8%,30.4,18,45.9%,3.2,2.8,PHI
20,15.7,4.3,3.9,18.1,78.2%,0.5,1.8,4.2,5.0,6.8,1.5,3.1,0.8,1.0,谢伊-吉尔杰斯-亚历山大,34.1%,34.5,20,43.5%,2.3,3.1,OKC
19,15.8,5.2,3.1,18.5,89.7%,0.4,1.8,3.7,4.5,7.0,1.7,2.7,0.8,1.6,贾马尔-穆雷,33.7%,32.7,19,44.2%,2.4,4.8,DEN
1,16.0,0.0,4.0,14.0,50.0%,1.0,1.0,6.0,10.0,6.0,0.0,2.0,4.0,1.0,马文-巴格利,"",28.0,1,37.5%,1.0,0.0,SAC
22,16.0,4.9,6.9,21.1,84.8%,0.1,1.5,2.9,3.4,6.8,1.8,5.8,0.5,0.6,路易斯-威廉姆斯,36.1%,31.4,3,42.3%,3.2,6.3,LAC
21,16.0,6.0,6.2,20.8,86.3%,0.5,3.5,2.7,2.9,6.8,1.9,5.4,0.2,0.9,斯宾瑟-丁维迪,31.5%,29.4,10,42.4%,2.7,5.8,BKN
22,16.3,0.4,6.0,21.7,81.7%,0.5,2.9,5.0,5.5,8.4,0.1,4.9,0.5,0.9,德玛尔-德罗赞,22.2%,33.9,22,51.4%,2.5,4.7,SAS
4,16.5,9.3,4.5,20.3,100.0%,0.5,2.5,4.0,5.0,6.8,2.3,4.5,1.0,1.3,斯蒂芬-库里,24.3%,28.0,4,40.9%,3.8,6.5,GSW
11,16.6,9.5,5.0,23.5,92.7%,0.4,2.2,5.5,6.1,7.5,4.0,4.6,0.5,1.3,保罗-乔治,42.3%,29.4,11,44.8%,3.5,3.5,LAC
19,17.3,8.9,4.7,21.9,91.1%,0.5,1.7,3.5,4.6,7.1,3.5,4.3,1.1,0.9,肯巴-沃克,39.6%,32.2,19,40.9%,2.1,5.1,BOS
21,17.4,5.7,5.3,25.0,94.6%,0.3,3.1,3.3,3.9,8.8,2.3,5.0,0.6,0.6,德文-布克,41.2%,35.5,21,50.7%,4.1,6.3,PHO
20,17.5,5.4,2.9,19.5,71.9%,0.8,2.6,3.8,5.1,7.8,1.9,2.1,1.3,2.1,朱-霍勒迪,34.6%,36.4,20,44.7%,3.4,6.9,NOH
18,17.6,8.7,5.7,25.9,80.4%,1.4,3.3,9.7,12.4,8.8,3.7,4.6,2.7,1.1,卡尔-安东尼-唐斯,42.7%,33.4,18,50.3%,3.2,4.3,MIN
22,17.7,7.2,5.0,22.5,81.1%,0.5,2.5,3.3,4.1,7.7,3.0,4.1,0.8,1.2,扎克-拉文,41.5%,32.3,22,43.7%,3.2,3.9,CHI
20,18.1,10.5,2.7,20.9,84.9%,0.4,2.6,3.9,4.8,7.5,3.8,2.3,0.9,0.9,巴迪-希尔德,35.9%,34.1,20,41.2%,2.7,2.7,SAC
18,18.3,5.4,5.8,25.2,83.8%,0.9,3.0,6.4,7.2,9.0,2.3,4.9,0.8,0.8,布兰顿-英格拉姆,42.3%,34.0,18,49.2%,2.9,4.1,NOH
11,18.3,7.9,5.5,23.7,76.7%,0.5,1.7,3.3,3.5,8.4,2.8,4.2,0.2,0.7,德安吉洛-拉塞尔,35.6%,30.8,11,45.8%,3.2,6.3,GSW
21,18.5,3.2,8.0,26.0,86.2%,2.7,2.4,6.6,9.1,9.0,1.1,6.9,2.5,1.4,安东尼-戴维斯,34.3%,34.2,21,49.0%,2.3,3.2,LAL
20,18.5,8.9,7.5,26.6,91.3%,0.5,2.1,4.1,4.6,8.3,3.3,6.9,0.6,1.1,达米安-利拉德,36.7%,36.7,20,44.7%,2.8,7.4,POR
20,18.7,6.8,4.3,21.0,82.4%,0.7,2.4,5.7,7.0,7.6,2.4,3.5,1.4,1.5,杰森-塔特姆,34.8%,34.6,20,40.5%,2.2,2.8,BOS
22,19.7,5.7,5.5,25.4,70.0%,0.5,1.7,6.0,6.9,9.8,1.9,3.8,0.9,1.4,勒布朗-詹姆斯,33.3%,34.7,22,49.8%,3.7,10.8,LAL
1,2.0,0.0,0.0,2.0,"",0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,杰伦-麦克丹尼尔斯,"",3.0,0,50.0%,0.0,0.0,CHA
3,2.0,0.0,0.7,1.7,50.0%,0.0,0.0,0.7,1.0,0.7,0.0,0.3,0.3,0.7,约什-马格特,"",3.7,0,33.3%,1.0,0.7,ORL
6,2.0,0.0,0.7,2.7,50.0%,0.3,0.0,0.7,1.8,1.2,0.0,0.3,1.2,0.0,奇梅齐耶-梅图,"",3.5,0,58.3%,0.0,0.3,SAS
10,2.0,0.3,1.3,3.1,69.2%,0.4,0.7,2.3,3.3,1.1,0.0,0.9,1.0,0.0,乔丹-贝尔,0.0%,8.1,0,55.0%,1.3,0.6,MIN
2,2.0,0.5,0.0,1.0,"",0.0,1.5,1.5,1.5,0.5,0.0,0.0,0.0,0.0,Zylan Cheatham,0.0%,10.0,0,25.0%,0.5,0.5,NOH
2,2.0,0.5,0.0,2.0,"",0.5,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,Shamorie Ponds,0.0%,4.0,0,50.0%,0.0,1.0,TOR
2,2.0,1.0,1.0,2.0,50.0%,0.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,弗兰克-梅森,50.0%,5.0,0,25.0%,0.0,1.0,MIL
2,2.0,1.0,2.0,2.5,75.0%,0.0,0.5,0.5,0.5,0.5,0.0,1.5,0.0,0.0,Devon Hall,0.0%,7.5,0,25.0%,0.5,1.0,OKC
4,2.0,1.3,0.0,3.0,"",0.0,0.3,1.3,1.3,1.0,1.0,0.0,0.0,0.3,莱恩-布鲁克霍夫,80.0%,6.3,0,50.0%,0.3,0.8,DAL
2,2.0,1.5,0.5,1.5,100.0%,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,杰伦-诺埃尔,0.0%,7.5,0,25.0%,0.5,1.5,MIN
7,2.1,0.1,1.6,4.4,81.8%,0.6,2.1,2.4,3.6,1.6,0.0,1.3,1.1,0.3,以赛亚-哈尔滕施泰因,0.0%,13.4,0,73.3%,0.9,0.6,HOU
17,2.1,0.5,0.5,2.6,87.5%,0.1,1.1,1.1,1.2,1.1,0.1,0.4,0.2,0.3,特兰斯-曼,22.2%,8.5,3,50.0%,0.6,1.2,LAC
13,2.1,0.8,0.9,3.4,58.3%,0.7,1.5,1.7,2.1,1.2,0.4,0.5,0.4,0.4,大卫-恩瓦巴,45.5%,11.6,0,59.3%,0.5,0.4,BKN
19,2.2,0.1,1.5,4.0,71.4%,0.7,2.8,2.2,4.1,1.5,0.0,1.1,1.9,0.3,克里斯-席尔瓦,0.0%,10.1,0,68.3%,1.3,0.6,MIA
14,2.2,0.7,0.4,2.8,40.0%,0.0,0.8,0.8,1.0,1.2,0.2,0.1,0.2,0.3,哈维特-格林,30.0%,6.4,0,54.8%,0.2,0.3,BOS
20,2.2,0.7,1.6,3.5,51.6%,0.7,1.4,1.3,1.8,1.2,0.4,0.8,0.5,0.3,索恩-马克,50.0%,11.1,0,53.5%,0.5,0.5,DET
9,2.3,0.6,1.3,3.0,41.7%,0.6,1.1,1.6,2.4,1.2,0.0,0.6,0.9,0.1,尼古拉斯-克拉克斯顿,0.0%,13.2,0,52.4%,0.7,1.2,BKN
10,2.3,0.7,0.6,2.3,33.3%,0.0,1.6,1.7,2.2,0.9,0.3,0.2,0.5,0.5,罗季翁斯-库鲁茨,42.9%,9.8,0,39.1%,1.2,0.1,BKN
7,2.3,1.1,1.3,2.3,55.6%,0.3,0.9,0.6,1.1,0.7,0.1,0.7,0.6,0.3,韦尼恩-加布里埃尔,12.5%,6.9,0,31.3%,0.4,0.4,SAC
11,2.3,1.1,1.3,2.5,71.4%,0.2,1.5,2.0,2.6,0.6,0.3,0.9,0.6,0.2,德马雷-卡罗尔,25.0%,10.9,0,28.0%,0.8,0.9,SAS
13,2.4,0.0,1.6,4.2,47.6%,0.8,1.4,0.8,1.8,1.7,0.0,0.8,0.9,0.0,丹尼尔-加福德,"",10.5,0,71.0%,0.1,0.1,CHI
20,2.4,1.4,0.5,2.9,70.0%,0.1,1.1,1.5,1.8,1.0,0.5,0.4,0.4,0.3,谢米-奥杰莱,37.0%,13.7,1,42.6%,0.3,0.4,BOS
18,2.4,1.5,0.0,2.0,"",0.2,1.1,1.7,2.3,0.8,0.4,0.0,0.6,0.4,萨波-索夫洛萨,29.6%,10.5,0,32.6%,0.3,0.8,HOU
4,2.5,0.0,0.3,2.8,100.0%,0.3,1.0,2.0,3.3,1.3,0.0,0.3,1.3,0.0,德鲁·尤班克斯,"",7.8,0,50.0%,1.0,0.5,SAS
4,2.5,0.0,1.0,3.5,50.0%,0.0,0.8,0.0,0.8,1.5,0.0,0.5,0.8,0.0,萨纳西斯-阿德托昆博,"",6.0,0,60.0%,0.5,1.0,MIL
13,2.5,0.9,0.5,3.3,33.3%,0.5,1.4,2.3,3.3,1.4,0.4,0.2,1.0,0.2,凯尔-奥奎因,41.7%,9.2,0,54.5%,0.9,1.3,PHI
2,2.5,1.0,3.0,2.5,16.7%,1.5,0.5,1.5,2.5,1.0,0.0,0.5,1.0,1.5,约翰-汉森,0.0%,11.0,0,40.0%,1.0,1.0,CLE
2,2.5,1.5,1.0,4.0,50.0%,0.0,1.5,2.0,3.0,1.5,0.5,0.5,1.0,1.5,帕特里克-麦考,33.3%,20.0,0,60.0%,1.5,1.5,TOR
16,2.6,1.1,1.4,2.9,68.2%,0.1,1.2,1.8,2.3,0.9,0.1,0.9,0.5,0.8,科迪-马丁,5.6%,11.8,0,35.7%,0.4,1.2,CHA
18,2.7,0.0,0.8,4.1,57.1%,1.2,1.8,3.4,4.7,1.8,0.0,0.4,1.3,0.9,罗伯特-威廉姆斯,"",14.3,1,68.8%,0.9,1.2,BOS
3,2.7,1.3,0.3,5.0,100.0%,0.7,2.0,0.7,0.7,2.0,0.7,0.3,0.0,0.0,德拉甘·本德尔,50.0%,9.7,0,75.0%,0.3,1.0,MIL
19,2.8,1.2,0.9,2.2,82.4%,0.6,1.9,1.6,2.3,0.7,0.0,0.7,0.7,0.5,格兰特-威廉姆斯,0.0%,15.0,1,25.9%,0.8,0.9,BOS
14,2.8,1.3,0.6,3.1,66.7%,0.2,1.3,1.7,2.1,1.1,0.5,0.4,0.4,0.4,阿方索-麦金尼,38.9%,10.9,0,38.5%,0.4,0.2,CLE
12,2.8,1.4,0.3,2.8,75.0%,0.1,0.9,1.5,1.8,1.1,0.4,0.3,0.3,0.1,德翁特-伯顿,29.4%,8.4,0,39.4%,0.3,0.3,OKC
7,2.9,0.7,1.1,3.4,50.0%,0.4,0.6,1.7,3.0,1.3,0.3,0.6,1.3,0.1,吉列尔莫-埃尔南戈麦斯,40.0%,8.1,0,45.0%,0.7,0.3,CHA
14,2.9,1.4,0.6,2.6,44.4%,0.8,1.9,1.9,2.5,1.0,0.3,0.3,0.6,0.4,托瑞-克雷格,20.0%,13.8,2,34.1%,0.4,1.1,DEN
22,20.0,6.8,2.0,22.4,82.2%,1.0,2.8,3.7,4.5,9.0,2.6,1.7,0.8,0.7,C.J.迈克鲁姆,38.7%,36.5,22,45.2%,2.0,3.8,POR
19,20.1,5.4,6.2,21.7,73.7%,0.3,3.9,6.5,8.1,8.0,1.2,4.6,1.6,1.6,拉塞尔-威斯布鲁克,21.6%,34.1,19,39.9%,4.5,7.3,HOU
21,20.2,6.3,4.8,25.0,82.0%,0.7,2.9,7.0,8.6,9.4,2.4,3.9,1.6,0.9,帕斯卡尔-西亚卡姆,37.6%,36.9,21,46.4%,2.9,3.8,TOR
22,20.3,5.0,11.0,31.0,59.1%,1.4,3.2,10.6,13.2,11.5,1.6,6.5,2.6,1.4,扬尼斯-阿德托昆博,31.8%,31.6,22,56.5%,3.9,5.5,MIL
21,20.3,9.5,9.5,30.3,81.5%,0.1,2.4,8.7,10.1,9.7,3.1,7.8,1.5,1.3,卢卡-东契奇,32.7%,33.8,21,47.9%,4.7,9.2,DAL
16,20.5,5.2,6.4,25.0,84.3%,0.8,2.1,6.8,7.9,9.0,1.6,5.4,1.1,1.9,科怀-伦纳德,31.3%,31.2,16,43.9%,3.3,5.3,LAC
21,20.5,8.7,7.4,28.7,85.3%,0.0,1.2,3.5,4.0,9.5,3.4,6.3,0.5,1.3,特雷-杨,39.3%,34.6,21,46.3%,5.0,8.4,ATL
22,20.6,6.2,5.3,24.7,82.9%,0.3,2.3,3.8,4.7,9.0,2.3,4.4,0.9,1.4,多诺万-米切尔,37.2%,34.6,22,43.6%,2.1,3.6,UTA
17,20.6,6.6,5.6,24.9,71.6%,1.3,2.4,4.1,5.4,9.3,2.3,4.0,1.3,0.6,安德鲁-威金斯,34.5%,34.7,17,45.0%,1.9,3.4,MIN
11,22.9,8.3,5.7,28.5,93.7%,0.5,2.9,4.5,5.4,10.2,2.8,5.4,0.9,1.1,凯里-欧文,34.1%,33.8,11,44.4%,2.4,7.2,BKN
21,24.1,13.8,14.5,38.7,87.8%,0.5,3.2,5.2,6.1,10.6,4.8,12.7,0.9,2.0,詹姆斯-哈登,34.8%,37.5,21,43.9%,5.0,7.5,HOU
3,3.0,1.0,1.0,1.7,33.3%,0.7,0.7,1.3,1.3,0.7,0.0,0.3,0.0,0.3,凯莱布-马丁,0.0%,8.3,0,22.2%,1.0,1.0,CHA
6,3.0,1.5,0.7,3.3,50.0%,0.3,0.8,1.5,1.8,1.3,0.3,0.3,0.3,0.5,詹姆斯-约翰逊,22.2%,11.3,0,44.4%,0.7,0.7,MIA
