出场,出手,出手_2,出手_4,得分,罚球,盖帽,犯规,后场,篮板,命中,命中_1,命中_3,前场,抢断,球员,三分,时间,首发,投篮,失误,助攻,ATL
18,3.0,1.8,0.7,2.4,92.3%,0.1,1.5,1.1,1.3,0.8,0.2,0.7,0.2,0.4,马修-德拉维多瓦,9.4%,13.2,0,25.9%,0.8,2.1,CLE
11,3.0,2.1,0.0,3.7,"",0.2,0.6,0.8,1.1,1.4,1.0,0.0,0.3,0.2,小加里-特伦特,47.8%,8.4,1,45.5%,0.2,0.5,POR
14,3.1,0.7,1.4,4.1,84.2%,0.2,1.4,2.4,3.6,1.4,0.1,1.1,1.2,0.3,诺阿-冯莱,10.0%,12.6,1,46.5%,0.9,1.1,MIN
14,3.1,1.1,1.2,2.9,64.7%,0.1,1.4,1.4,1.6,1.0,0.1,0.8,0.2,0.5,蒂龙-华莱士,6.7%,11.5,0,31.8%,0.7,0.9,ATL
12,3.1,2.2,0.4,4.8,60.0%,0.0,1.0,1.0,1.1,1.7,1.2,0.3,0.1,0.3,马特-托马斯,53.8%,11.3,0,54.1%,0.3,0.3,TOR
7,3.1,2.6,0.0,3.0,"",0.1,1.1,1.6,2.4,1.1,0.7,0.0,0.9,0.1,加里-克拉克,27.8%,10.0,0,36.4%,0.1,0.7,HOU
22,3.2,0.6,1.0,4.3,59.1%,0.4,1.6,1.6,2.8,1.8,0.2,0.6,1.2,0.2,布鲁诺-费尔南多,28.6%,12.3,0,54.9%,1.0,1.1,ATL
11,3.2,0.8,1.6,3.3,83.3%,0.3,0.8,1.6,2.0,0.9,0.1,1.4,0.4,0.5,韦斯利-艾旺杜,11.1%,14.7,3,28.6%,0.4,0.8,ORL
13,3.2,1.1,1.1,2.5,78.6%,0.1,1.4,0.7,1.0,0.7,0.2,0.8,0.3,0.6,蒂姆-弗雷泽,21.4%,10.7,4,21.4%,0.9,2.9,DET
6,3.2,1.2,0.7,2.3,75.0%,0.2,0.3,0.3,0.7,0.8,0.2,0.5,0.3,0.0,伊格纳斯-布拉兹代基斯,14.3%,7.0,0,26.3%,0.3,0.2,NYK
15,3.3,0.1,1.1,6.3,88.2%,0.3,1.1,2.2,2.9,2.6,0.1,1.0,0.7,0.1,谢赫-迪亚洛,100.0%,10.3,0,79.6%,0.5,0.5,PHO
12,3.3,0.1,2.1,4.3,48.0%,0.6,2.8,3.8,5.8,1.7,0.0,1.0,2.0,0.5,肯-伯奇,0.0%,21.6,7,51.3%,0.6,1.0,ORL
12,3.3,2.4,0.4,3.6,100.0%,0.6,1.6,3.3,4.3,1.3,0.7,0.4,1.0,0.8,尼古拉斯-巴通姆,27.6%,21.8,0,38.5%,1.5,3.2,CHA
7,3.4,0.7,1.1,4.7,75.0%,0.1,2.0,1.3,1.9,1.9,0.1,0.9,0.6,0.6,小德里克-琼斯,20.0%,11.3,0,54.2%,0.6,0.6,MIA
5,3.4,1.4,0.0,4.8,"",0.4,1.0,0.4,0.4,2.0,0.8,0.0,0.0,0.0,考特尼-李,57.1%,9.4,3,58.8%,0.0,0.6,DAL
6,3.5,0.0,0.8,4.3,80.0%,0.2,1.3,1.8,2.7,1.8,0.0,0.7,0.8,0.2,安特-日日奇,"",11.8,0,52.4%,0.2,0.0,CLE
11,3.5,1.2,0.7,3.9,62.5%,0.3,1.3,1.6,2.4,1.5,0.4,0.5,0.7,0.0,迈克尔-波特,30.8%,8.6,0,44.7%,0.7,0.5,DEN
19,3.5,1.3,0.2,4.3,75.0%,0.1,0.6,0.9,1.1,1.7,0.6,0.2,0.2,0.4,劳尔-内图,48.0%,11.7,2,49.3%,0.9,1.4,PHI
15,3.5,1.7,1.3,4.2,57.9%,0.0,0.5,0.9,1.0,1.4,0.7,0.7,0.1,0.3,埃利-奥科博,40.0%,9.9,0,40.4%,0.3,2.5,PHO
21,3.5,1.9,0.8,4.2,70.6%,0.7,2.4,0.9,1.0,1.4,0.8,0.6,0.2,1.5,马蒂斯-赛布尔,42.5%,16.4,3,41.1%,1.0,1.2,PHI
2,3.5,2.5,0.0,2.5,"",0.0,0.5,3.5,3.5,1.0,0.5,0.0,0.0,0.5,莱恩-安德森,20.0%,7.0,0,28.6%,0.5,1.0,HOU
7,3.6,0.0,0.3,3.4,100.0%,0.4,1.9,0.6,1.0,1.6,0.0,0.3,0.4,0.3,哈里-吉尔斯三世,"",7.3,0,44.0%,0.7,0.7,SAC
12,3.6,0.8,1.2,3.8,57.1%,0.3,1.2,1.8,2.3,1.4,0.3,0.7,0.4,0.4,沙奎尔-哈里森,33.3%,9.8,4,39.5%,0.4,1.4,CHI
8,3.6,2.1,0.9,3.8,85.7%,0.0,1.6,0.8,0.9,1.3,0.5,0.8,0.1,0.1,谢克-米尔顿,23.5%,8.9,0,34.5%,1.5,0.5,PHI
22,3.6,2.2,0.9,4.5,75.0%,0.1,2.0,1.2,1.7,1.4,1.0,0.7,0.5,0.5,瑞安-阿西迪亚科诺,42.9%,16.7,0,38.8%,0.7,1.8,CHI
16,3.6,2.9,0.7,3.5,81.8%,0.4,1.3,2.6,3.2,1.1,0.8,0.6,0.6,0.2,安东尼-托利弗,28.3%,16.9,7,29.3%,0.6,0.7,POR
15,3.7,0.8,1.3,4.7,73.7%,1.2,2.1,2.3,3.3,1.7,0.3,0.9,1.0,0.1,戈加-比塔泽,33.3%,13.4,2,47.3%,0.6,0.9,IND
15,3.7,2.3,0.3,4.1,100.0%,0.3,1.6,1.6,1.8,1.5,0.9,0.3,0.2,0.9,杰文-卡特,41.2%,15.0,2,40.0%,0.9,1.9,PHO
12,3.7,2.3,0.6,4.2,42.9%,0.3,0.8,1.9,2.5,1.5,0.9,0.3,0.6,0.1,胡安-埃尔南戈麦斯,39.3%,13.8,0,40.9%,0.7,0.9,DEN
22,3.8,0.1,2.8,7.0,49.2%,1.5,3.7,4.9,7.0,2.8,0.0,1.4,2.1,0.4,德怀特-霍华德,50.0%,19.7,0,74.7%,1.0,0.8,LAL
15,3.8,0.9,0.9,4.2,38.5%,0.1,0.7,0.9,1.1,1.7,0.4,0.3,0.3,0.3,朗尼-沃克,42.9%,7.6,0,45.6%,0.3,0.4,SAS
20,3.8,1.9,0.8,4.3,56.3%,0.5,0.9,3.2,3.5,1.6,0.7,0.5,0.4,0.3,达柳斯-巴兹利,36.8%,16.9,0,41.3%,0.8,0.6,OKC
4,3.8,2.0,0.5,2.8,100.0%,0.0,1.0,1.5,1.8,1.0,0.3,0.5,0.3,0.3,乔丹-麦克劳林,12.5%,14.5,0,26.7%,1.0,2.0,MIN
22,3.8,2.1,0.4,4.5,55.6%,0.3,1.2,4.8,6.2,1.7,0.8,0.2,1.4,0.3,特雷-莱尔斯,39.1%,17.4,14,45.2%,0.8,1.3,SAS
15,3.9,0.7,0.5,4.1,62.5%,0.2,0.9,2.4,3.7,1.7,0.3,0.3,1.3,0.5,TJ-利夫,45.5%,10.5,1,44.8%,0.4,0.4,IND
15,3.9,3.1,0.3,4.6,75.0%,0.1,0.9,0.5,0.7,1.6,1.2,0.2,0.1,0.1,克里斯-克莱蒙斯,39.1%,8.8,0,41.4%,0.4,0.4,HOU
1,4.0,0.0,0.0,4.0,"",0.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,塔科-法尔,"",4.0,0,50.0%,1.0,0.0,BOS
11,4.0,1.3,0.5,3.6,16.7%,0.5,1.0,1.6,1.8,1.6,0.3,0.1,0.2,0.4,贾斯廷-詹姆斯,21.4%,12.8,0,40.9%,0.5,0.8,SAC
22,4.0,1.6,0.8,5.1,58.8%,0.6,1.8,1.7,2.8,2.0,0.6,0.5,1.0,0.2,罗宾-洛佩斯,36.1%,14.6,2,50.6%,1.3,0.6,MIL
17,4.0,1.9,0.5,3.8,62.5%,0.4,1.4,1.5,1.6,1.4,0.6,0.3,0.1,0.3,杰罗姆-罗宾逊,34.4%,12.0,0,35.3%,0.7,1.0,LAC
11,4.0,2.2,0.5,3.6,100.0%,0.8,1.1,1.4,1.8,1.4,0.5,0.5,0.5,0.2,卢克-科内特,20.8%,11.5,0,34.1%,0.3,0.5,CHI
15,4.0,2.3,0.5,4.0,37.5%,0.2,1.7,1.7,2.4,1.5,0.7,0.2,0.7,0.3,兰德尼-麦格鲁德,31.4%,17.3,2,38.3%,0.5,0.8,LAC
3,4.0,2.7,1.3,6.0,100.0%,0.0,0.7,1.3,1.7,1.7,1.3,1.3,0.3,0.0,雅各布·埃文斯,50.0%,14.3,0,41.7%,0.3,0.7,GSW
13,4.0,3.0,0.6,3.6,87.5%,0.2,1.5,2.1,2.5,1.2,0.8,0.5,0.5,0.2,马克-穆斯卡拉,25.6%,11.6,0,28.8%,0.4,1.1,OKC
3,4.0,3.3,0.0,3.7,"",0.0,1.0,1.0,1.3,1.3,1.0,0.0,0.3,1.3,钱德勒-帕森斯,30.0%,11.3,0,33.3%,0.3,0.7,ATL
14,4.1,0.3,1.0,4.1,85.7%,0.6,1.1,1.6,2.1,1.6,0.0,0.9,0.5,0.6,埃文-特纳,0.0%,14.0,0,39.7%,1.4,2.3,ATL
13,4.1,1.5,0.2,3.6,66.7%,0.8,1.2,1.5,2.5,1.6,0.2,0.2,1.0,0.5,布鲁诺-卡波科洛,15.8%,11.0,0,39.6%,0.5,0.6,MEM
15,4.1,1.7,1.2,4.4,61.1%,0.3,2.0,2.6,3.7,1.7,0.3,0.7,1.1,0.5,纳西尔-利特尔,19.2%,15.8,3,40.3%,0.6,0.5,POR
16,4.2,1.4,1.3,5.3,85.0%,0.1,0.9,1.3,1.5,1.9,0.5,1.1,0.3,0.4,约吉-费雷尔,34.8%,13.1,0,44.8%,0.8,1.7,SAC
21,4.2,1.9,0.4,6.1,50.0%,0.4,2.2,4.1,4.4,2.5,1.0,0.2,0.3,0.3,梅耶斯-伦纳德,53.8%,18.9,21,59.1%,0.9,0.9,MIA
11,4.2,2.5,2.5,7.5,82.1%,0.3,2.0,1.5,1.5,2.2,1.1,2.1,0.1,0.2,Allonzo Trier,44.4%,12.9,1,52.2%,1.5,1.3,NYK
3,4.3,1.0,0.7,3.7,100.0%,0.0,1.3,2.0,2.0,1.3,0.3,0.7,0.0,2.3,Ty Jerome,33.3%,13.0,0,30.8%,1.7,4.0,PHO
16,4.3,1.5,1.0,5.1,75.0%,1.1,1.4,3.3,4.3,1.9,0.5,0.8,0.9,0.7,戈尔吉-吉昂,33.3%,12.6,2,44.9%,0.6,1.2,MIN
22,4.3,2.6,0.6,5.7,85.7%,0.3,3.0,4.6,4.7,2.0,1.1,0.5,0.1,0.7,罗伊斯-奥尼尔,43.1%,28.5,20,46.8%,1.0,2.6,UTA
18,4.3,2.6,0.7,4.1,84.6%,0.1,1.1,1.5,1.8,1.3,0.8,0.6,0.3,0.4,卡森-爱德华兹,31.9%,11.7,0,30.8%,0.5,0.9,BOS
10,4.3,2.8,0.1,5.5,100.0%,0.1,1.0,2.0,2.4,2.2,1.0,0.1,0.4,0.0,D.J.威尔森,35.7%,11.9,0,51.2%,0.5,0.9,MIL
8,4.3,2.9,0.0,4.6,"",0.1,1.0,1.9,2.1,1.8,1.1,0.0,0.3,0.4,丹泽尔-瓦伦蒂内,39.1%,9.0,0,41.2%,0.3,0.8,CHI
13,4.3,3.2,0.7,4.5,77.8%,0.2,1.6,3.1,3.5,1.5,1.1,0.5,0.4,0.8,特雷沃-阿里扎,33.3%,21.1,0,33.9%,0.8,0.8,SAC
20,4.3,3.3,0.5,5.3,60.0%,0.1,0.8,2.2,2.9,1.8,1.5,0.3,0.7,0.2,帕特里克-帕特森,43.9%,14.2,11,41.2%,0.4,0.8,LAC
22,4.4,0.0,1.3,5.7,55.2%,1.3,1.9,3.9,6.1,2.5,0.0,0.7,2.3,0.6,雅各布-珀尔特尔,"",19.0,7,57.3%,0.9,1.5,SAS
21,4.5,0.2,2.0,8.0,67.4%,0.8,3.4,2.3,4.0,3.2,0.1,1.4,1.6,0.5,达米安-琼斯,40.0%,18.9,13,71.6%,0.7,0.8,ATL
22,4.5,1.4,1.0,5.5,50.0%,0.8,3.0,2.1,3.0,2.2,0.5,0.5,0.9,1.0,莫里斯-哈克利斯,36.7%,22.1,12,50.0%,0.9,1.1,LAC
19,4.5,1.5,1.2,4.8,82.6%,0.1,2.2,3.9,4.5,1.6,0.5,1.0,0.6,0.6,马里奥-赫佐尼亚,34.5%,17.8,4,36.0%,0.9,1.1,POR
18,4.5,1.6,1.6,5.6,69.0%,0.8,1.4,2.3,4.4,2.0,0.4,1.1,2.1,0.4,克里斯-布歇,28.6%,12.2,0,44.4%,0.4,0.6,TOR
20,4.5,2.5,0.8,5.6,75.0%,0.6,1.0,3.6,4.1,2.1,0.8,0.6,0.5,0.3,帕特-康诺顿,32.0%,18.0,0,47.2%,0.6,1.9,MIL
18,4.5,3.8,0.3,4.3,66.7%,0.1,1.1,1.6,1.6,1.4,1.2,0.2,0.1,0.3,韦恩-艾灵顿,30.4%,14.2,1,32.1%,0.7,0.9,NYK
9,4.6,1.1,0.8,5.6,28.6%,0.7,2.6,1.9,2.7,2.6,0.2,0.2,0.8,0.6,雅卡尔-桑普森,20.0%,18.4,7,56.1%,0.7,0.4,IND
20,4.6,2.1,0.6,5.1,66.7%,0.4,1.6,1.9,2.0,2.0,0.7,0.4,0.2,1.1,亚历克斯-卡鲁索,31.0%,20.0,0,43.5%,1.1,1.9,LAL
17,4.6,3.4,0.4,5.7,83.3%,0.1,1.2,1.0,1.2,1.9,1.5,0.3,0.2,0.4,斯维亚托斯拉夫-米凯卢克,44.8%,17.6,1,42.3%,0.9,1.4,DET
19,4.7,0.0,2.1,7.6,77.5%,1.7,2.9,3.5,4.7,3.0,0.0,1.6,1.3,1.0,诺伦斯-诺尔,"",18.7,3,64.0%,1.2,1.4,OKC
18,4.7,0.0,2.1,7.8,63.2%,1.1,2.1,7.0,9.2,3.2,0.0,1.3,2.2,0.4,德安德鲁-乔丹,"",21.3,3,68.2%,1.1,2.0,BKN
22,4.7,0.3,1.0,6.1,68.2%,1.0,2.7,3.1,5.1,2.7,0.1,0.7,2.0,0.3,斯卡尔-拉比西埃,28.6%,16.8,0,57.3%,1.0,1.1,POR
20,4.7,0.5,0.8,5.5,60.0%,0.3,2.3,2.5,4.4,2.5,0.1,0.5,2.0,0.7,泰-吉布森,22.2%,16.5,14,52.1%,0.7,1.1,NYK
11,4.7,1.7,2.1,4.7,82.6%,0.5,1.5,1.9,3.0,1.4,0.3,1.7,1.1,0.7,迈克尔-卡特-威廉姆斯,15.8%,14.6,0,28.8%,1.0,1.6,ORL
7,4.7,3.7,0.6,4.7,50.0%,0.0,1.1,0.9,1.0,1.6,1.3,0.3,0.1,0.6,布兰登-奈特,34.6%,11.1,0,33.3%,0.9,1.9,CLE
19,4.8,0.2,2.6,7.3,53.1%,0.8,2.8,4.1,5.9,2.9,0.0,1.4,1.8,0.7,梅森-普拉姆利,0.0%,16.7,0,60.9%,1.6,2.4,DEN
18,4.8,2.0,1.6,4.3,65.5%,0.4,1.5,3.6,4.9,1.4,0.5,1.1,1.3,1.0,艾尔-法鲁克-阿米奴,25.0%,21.2,2,29.1%,0.9,1.2,ORL
13,4.8,2.5,1.4,6.8,77.8%,0.3,1.1,1.5,1.8,2.4,1.0,1.1,0.3,0.2,阿卜杜勒-纳迪尔,40.6%,14.2,0,49.2%,1.1,0.6,OKC
20,4.8,3.0,1.1,5.6,42.9%,0.8,2.7,4.2,5.9,2.1,1.1,0.5,1.7,0.9,肯里奇-威廉姆斯,35.0%,24.6,11,42.7%,0.8,1.8,NOH
20,4.8,3.3,1.1,6.0,77.3%,0.2,1.9,2.2,2.9,2.0,1.1,0.9,0.7,0.7,尼科勒-梅利,33.3%,16.4,3,41.7%,0.8,1.2,NOH
19,4.8,3.4,0.5,5.7,77.8%,0.3,3.0,1.4,1.9,2.1,1.2,0.4,0.6,0.5,特伦斯-弗格森,35.4%,26.2,19,42.4%,0.7,1.0,OKC
13,4.9,0.1,2.5,7.3,63.6%,0.5,1.1,3.4,6.1,2.8,0.0,1.6,2.7,0.7,埃内斯-坎特,0.0%,15.6,3,57.8%,0.8,1.0,BOS
9,4.9,1.3,3.2,7.1,65.5%,0.2,1.3,3.6,3.7,2.2,0.6,2.1,0.1,0.6,钱德勒-哈奇森,41.7%,17.0,6,45.5%,1.3,0.9,CHI
10,4.9,1.5,1.3,5.4,84.6%,0.2,1.4,2.2,2.9,1.9,0.5,1.1,0.7,1.1,德安东尼-梅尔顿,33.3%,13.4,0,38.8%,1.3,2.8,MEM
22,4.9,2.1,1.8,7.2,77.5%,0.3,2.0,2.2,3.4,2.5,0.9,1.4,1.2,0.5,詹姆斯-恩尼斯,42.6%,17.2,0,50.5%,0.7,0.8,PHI
15,4.9,2.7,0.9,5.8,76.9%,0.1,1.4,4.3,5.0,2.1,1.0,0.7,0.7,0.5,斯特林-布朗,37.5%,17.1,0,41.9%,1.0,1.5,MIL
17,4.9,3.6,0.2,4.9,75.0%,0.1,0.6,1.2,1.5,1.8,1.2,0.2,0.2,0.4,特洛伊-丹尼尔斯,32.8%,14.7,0,36.1%,0.3,0.4,LAL
3,5.0,0.3,1.0,4.0,33.3%,0.7,2.3,2.0,4.7,1.7,0.3,0.3,2.7,0.0,凯文-卢尼,100.0%,12.3,2,33.3%,0.7,0.7,GSW
20,5.0,1.4,2.4,7.6,91.5%,0.2,1.8,1.7,2.1,2.5,0.6,2.2,0.5,0.8,布拉德-沃纳梅克,40.7%,17.5,0,49.0%,1.2,2.9,BOS
2,5.0,1.5,1.0,3.5,100.0%,0.0,1.5,2.5,3.0,1.0,0.5,1.0,0.5,0.0,迈克尔-吉尔克里斯特,33.3%,9.0,0,20.0%,0.5,0.5,CHA
20,5.0,2.4,0.7,5.3,84.6%,0.6,2.6,2.9,4.2,2.1,0.6,0.6,1.3,0.5,德维恩-戴德蒙,23.4%,14.9,4,42.0%,1.5,0.4,SAC
21,5.0,2.8,0.7,6.7,93.3%,0.3,1.9,2.5,3.0,2.4,1.2,0.7,0.6,0.4,特伦斯-戴维斯,42.4%,15.9,0,48.1%,0.7,1.9,TOR
22,5.0,3.1,0.5,5.4,90.9%,0.1,1.6,2.6,3.3,2.0,1.0,0.5,0.7,0.3,迈克-斯科特,31.9%,19.0,0,39.4%,0.5,0.7,PHI
21,5.1,0.0,3.1,7.6,55.4%,0.8,2.0,2.8,4.3,3.0,0.0,1.7,1.6,0.3,俾斯麦-比永博,"",16.8,6,57.4%,0.7,0.9,CHA
18,5.1,0.0,3.2,8.9,61.4%,1.9,3.6,3.7,6.7,3.5,0.0,1.9,2.9,0.7,米切尔-罗宾逊,"",21.0,6,68.5%,0.8,0.6,NYK
18,5.1,1.8,0.3,5.3,80.0%,0.1,0.6,1.1,1.3,2.2,0.7,0.2,0.2,0.3,奎因-库克,36.4%,13.7,0,43.5%,0.8,1.6,LAL
21,5.1,2.5,0.6,5.2,100.0%,0.2,1.0,1.5,2.0,2.0,0.8,0.6,0.5,0.3,马尔科-古杜里克,30.2%,15.0,0,38.0%,1.1,1.5,MEM
16,5.1,2.5,1.8,5.1,75.9%,0.1,0.9,2.2,2.6,1.6,0.4,1.4,0.4,0.4,扎南-穆萨,17.5%,15.9,0,31.7%,1.3,1.3,BKN
20,5.1,2.6,0.6,6.4,81.8%,0.1,1.1,2.1,2.6,2.4,1.2,0.5,0.5,0.2,贾斯汀-杰克逊,44.2%,13.4,0,47.5%,0.2,0.4,DAL
10,5.1,2.9,0.5,4.4,60.0%,0.2,1.7,2.0,2.8,1.7,0.7,0.3,0.8,0.8,伊曼-香珀特,24.1%,18.7,0,33.3%,0.9,0.7,BKN
18,5.1,4.2,0.6,5.9,81.8%,0.2,0.9,1.1,1.4,1.9,1.6,0.5,0.3,0.4,凯尔-科沃尔,38.2%,15.4,0,37.4%,0.8,0.7,MIL
22,5.2,0.0,2.3,8.0,82.0%,1.1,2.5,4.2,6.4,3.1,0.0,1.9,2.2,0.2,伊维察-祖巴茨,0.0%,16.1,20,59.1%,0.9,0.8,LAC
18,5.2,0.7,2.2,8.5,53.8%,0.4,2.7,3.0,4.6,3.5,0.3,1.2,1.6,0.8,德怀特-鲍威尔,46.2%,25.6,15,67.7%,1.0,1.3,DAL
21,5.2,1.7,1.7,6.9,77.8%,0.3,1.8,2.6,3.4,2.5,0.5,1.3,0.8,1.3,米卡尔-布里奇斯,27.8%,20.6,0,48.2%,0.7,1.0,PHO
20,5.2,2.5,1.5,6.8,82.8%,0.3,1.7,3.5,4.7,2.5,0.7,1.2,1.3,0.5,艾森-伊利亚索瓦,28.6%,16.0,0,47.6%,0.3,0.6,MIL
22,5.3,0.0,1.1,7.0,64.0%,1.2,2.1,4.3,6.4,3.1,0.0,0.7,2.0,0.6,贾维尔-麦基,"",16.6,22,59.5%,0.8,0.7,LAL
9,5.3,0.1,1.3,6.7,83.3%,0.1,1.7,2.9,4.3,2.8,0.0,1.1,1.4,0.2,博班-马扬诺维奇,0.0%,12.1,1,52.1%,0.9,0.6,DAL
17,5.3,0.8,1.8,6.5,67.7%,1.6,3.1,5.3,6.9,2.6,0.1,1.2,1.6,0.5,丹尼尔-泰斯,14.3%,22.0,16,48.9%,0.8,1.3,BOS
22,5.3,0.8,2.3,7.1,86.0%,1.0,2.0,3.4,4.7,2.5,0.1,2.0,1.4,0.8,马基斯-克里斯,17.6%,18.0,1,47.0%,1.6,2.0,GSW
19,5.3,1.9,0.4,5.5,50.0%,1.4,2.3,3.9,5.4,2.3,0.7,0.2,1.4,0.3,穆罕默德-班巴,38.9%,15.4,0,43.0%,1.4,0.5,ORL
19,5.3,2.9,0.8,6.4,62.5%,0.1,1.7,2.7,3.3,2.3,1.2,0.5,0.6,0.9,所罗门-希尔,41.1%,19.4,1,43.6%,0.8,1.8,MEM
18,5.3,3.0,0.7,5.9,76.9%,0.2,0.9,1.4,1.6,2.2,0.9,0.6,0.1,0.5,丹伊恩-多特森,31.5%,15.8,0,41.7%,0.6,1.1,NYK
3,5.3,3.7,0.0,4.7,"",0.3,0.3,2.0,2.0,2.0,0.7,0.0,0.0,0.3,纳兹-米特鲁-朗,18.2%,14.3,0,37.5%,0.7,2.3,IND
20,5.4,1.5,2.3,8.9,66.7%,0.9,0.8,3.3,4.5,3.4,0.7,1.5,1.2,0.4,克里斯蒂安-伍德,44.8%,14.9,0,62.0%,0.8,0.6,DET
10,5.4,3.3,0.7,5.3,71.4%,0.2,0.7,2.2,2.7,2.0,0.8,0.5,0.5,0.5,阿伦-克拉布,24.2%,18.9,1,37.0%,0.4,0.9,ATL
17,5.4,3.6,0.5,4.9,75.0%,0.3,1.7,1.8,1.9,1.8,0.9,0.4,0.2,0.4,文斯-卡特,24.6%,14.9,0,34.1%,0.6,0.7,ATL
19,5.5,0.1,2.9,8.7,64.3%,1.2,3.2,2.6,4.6,3.4,0.0,1.9,2.1,0.7,贾克森-海斯,0.0%,20.8,9,62.5%,0.9,0.7,NOH
17,5.5,0.9,1.6,6.7,57.1%,0.7,1.7,3.5,4.4,2.8,0.2,0.9,0.9,0.7,凯尔-安德森,25.0%,20.5,0,50.5%,0.9,2.6,MEM
2,5.5,2.5,0.5,5.0,100.0%,0.0,1.0,2.0,2.5,2.0,0.5,0.5,0.5,0.0,雷吉-杰克逊,20.0%,17.5,2,36.4%,0.5,4.0,DET
8,5.5,3.0,0.0,4.4,"",0.1,2.3,2.9,3.1,1.9,0.6,0.0,0.3,0.1,凯勒-马丁,20.8%,14.5,0,34.1%,0.4,0.3,MIN
23,5.5,3.2,1.2,7.9,89.3%,0.4,1.7,2.5,2.9,2.7,1.3,1.1,0.4,0.7,马文-威廉姆斯,40.5%,20.4,0,50.0%,0.7,1.0,CHA
21,5.7,1.2,2.0,7.3,68.3%,0.8,2.1,3.2,4.5,2.9,0.2,1.3,1.3,0.5,艾利克斯-伦,15.4%,16.8,9,51.3%,1.0,0.9,ATL
9,5.7,3.1,0.9,8.9,62.5%,0.4,1.1,2.3,2.9,3.3,1.7,0.6,0.6,0.4,凯塔-贝茨-迪奥普,53.6%,19.0,0,58.8%,0.6,0.3,MIN
13,5.8,0.2,2.8,9.5,66.7%,1.0,2.8,3.1,4.7,3.8,0.1,1.8,1.6,0.3,贾希尔-奥卡福,50.0%,17.5,6,65.3%,1.5,1.3,NOH
8,5.8,1.6,1.0,5.4,75.0%,0.1,0.6,0.9,1.4,2.0,0.6,0.8,0.5,0.4,特雷-伯克,38.5%,15.8,0,34.8%,0.5,2.9,PHI
8,5.9,4.3,2.5,6.6,85.0%,0.4,0.8,2.1,2.3,1.8,1.0,2.1,0.1,1.3,沙巴兹-内皮尔,23.5%,19.3,0,29.8%,1.6,3.5,MIN
3,6.0,1.0,1.7,7.0,60.0%,0.3,3.0,0.7,1.0,3.0,0.0,1.0,0.3,1.7,埃德蒙-萨姆纳,0.0%,22.3,2,50.0%,0.3,2.0,IND
20,6.0,3.0,1.1,5.2,71.4%,0.0,0.8,1.6,1.7,1.8,0.9,0.8,0.1,0.3,马科-贝里内利,30.5%,16.0,0,29.4%,0.5,1.6,SAS
1,6.0,4.0,0.0,9.0,"",0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,卡迪姆-阿伦,75.0%,16.0,0,50.0%,1.0,2.0,NYK
21,6.1,1.8,1.6,7.9,82.4%,0.3,1.2,2.8,3.6,3.0,0.6,1.3,0.8,1.2,德隆-莱特,35.1%,22.0,2,48.1%,0.7,3.5,DAL
21,6.1,2.0,1.5,7.5,71.0%,0.0,1.2,1.9,2.5,3.0,0.6,1.0,0.6,0.5,贾伦-布伦森,29.3%,16.1,3,48.1%,0.9,2.7,DAL
18,6.1,2.3,3.4,8.4,75.4%,0.4,2.2,3.8,5.4,2.6,0.6,2.6,1.6,1.1,Josh Okogie,26.2%,24.2,3,42.7%,1.5,1.8,MIN
18,6.1,3.0,1.3,6.9,75.0%,0.3,1.6,1.7,1.9,2.4,1.0,1.0,0.3,0.3,泰勒-约翰逊,33.3%,20.1,3,40.0%,1.1,2.3,PHO
20,6.2,0.0,1.2,7.5,69.6%,1.2,2.9,5.1,6.5,3.4,0.0,0.8,1.4,1.2,威利-考利-斯坦恩,"",22.2,19,54.5%,1.0,1.6,GSW
19,6.2,1.4,1.2,7.2,77.3%,0.2,1.5,2.2,2.5,2.9,0.4,0.9,0.3,0.3,伊曼纽尔-穆迪埃,25.9%,15.3,0,47.5%,1.7,2.2,UTA
20,6.2,1.5,0.8,5.6,100.0%,0.6,2.2,2.2,2.8,2.3,0.4,0.8,0.6,0.7,科里-约瑟夫,23.3%,25.1,11,36.6%,1.4,4.2,SAC
21,6.2,3.4,1.1,6.4,79.2%,1.0,3.2,5.7,6.3,2.1,1.2,0.9,0.7,0.6,马克-加索尔,36.6%,28.6,21,34.4%,1.3,3.5,TOR
18,6.2,4.4,0.2,7.9,100.0%,0.1,1.9,1.4,1.7,2.9,1.9,0.2,0.3,0.4,托尼-斯内尔,44.3%,25.6,16,46.4%,0.5,1.6,DET
19,6.3,0.2,0.5,6.7,88.9%,0.2,1.3,2.4,2.8,3.1,0.1,0.4,0.5,0.6,T.J. 麦康诺,25.0%,17.2,0,49.6%,1.5,4.8,IND
15,6.3,2.0,1.5,5.7,56.5%,0.3,2.3,1.1,1.7,2.1,0.6,0.9,0.7,0.4,小丹尼斯-史密斯,30.0%,17.8,1,33.7%,1.6,3.0,NYK
3,6.3,2.3,2.0,9.0,100.0%,0.7,3.7,2.7,4.0,3.0,1.0,2.0,1.3,0.0,扎克-科林斯,42.9%,29.0,3,47.4%,2.0,2.0,POR
20,6.3,3.1,1.7,9.6,82.4%,0.1,1.6,2.0,3.0,3.3,1.6,1.4,1.0,0.7,乔治-希尔,52.5%,21.4,0,52.8%,0.8,3.2,MIL
