TeamAB,时间,场,比赛,列1,果
CLE,2018/3/23,主,太阳95-120骑士,72,胜
CLE,2018/3/25,客,篮网114-121骑士,73,胜
CLE,2018/3/27,客,热火98-79骑士,74,负
CLE,2018/3/28,客,黄蜂105-118骑士,75,胜
CLE,2018/3/3,主,掘金126-117骑士,62,负
CLE,2018/3/30,主,鹈鹕102-107骑士,76,胜
CLE,2018/3/5,主,活塞90-112骑士,63,胜
CLE,2018/3/7,客,掘金108-113骑士,64,胜
CLE,2018/3/9,客,快船116-102骑士,65,负
CLE,2018/4/1,主,独行侠87-98骑士,77,胜
CLE,2018/4/11,主,尼克斯110-98骑士,82,负
CLE,2018/4/3,主,猛龙106-112骑士,78,胜
CLE,2018/4/5,主,奇才115-119骑士,79,胜
CLE,2018/4/6,客,76人132-130骑士,80,负
CLE,2018/4/9,客,尼克斯109-123骑士,81,胜
DAL,2017/10/18,主,老鹰117-111独行侠,1,负
DAL,2017/10/20,主,国王93-88独行侠,2,负
DAL,2017/10/21,客,火箭107-91独行侠,3,负
DAL,2017/10/23,主,勇士133-103独行侠,4,负
DAL,2017/10/25,主,灰熊94-103独行侠,5,胜
DAL,2017/10/26,客,灰熊96-91独行侠,6,负
DAL,2017/10/28,主,76人112-110独行侠,7,负
DAL,2017/10/30,客,爵士104-89独行侠,8,负
DAL,2017/11/1,客,快船119-98独行侠,9,负
DAL,2017/11/11,主,骑士111-104独行侠,13,负
DAL,2017/11/12,客,雷霆112-99独行侠,14,负
DAL,2017/11/14,主,马刺97-91独行侠,15,负
DAL,2017/11/17,主,森林狼111-87独行侠,16,负
DAL,2017/11/18,主,雄鹿79-111独行侠,17,胜
DAL,2017/11/20,主,凯尔特110-102独行侠,18,负
DAL,2017/11/22,客,灰熊94-95独行侠,19,胜
DAL,2017/11/25,主,雷霆81-97独行侠,20,胜
DAL,2017/11/27,客,马刺115-108独行侠,21,负
DAL,2017/11/29,主,篮网109-104独行侠,22,负
DAL,2017/11/3,主,鹈鹕99-94独行侠,10,负
DAL,2017/11/4,客,森林狼112-99独行侠,11,负
DAL,2017/11/7,客,奇才99-113独行侠,12,胜
DAL,2017/12/10,客,森林狼97-92独行侠,27,负
DAL,2017/12/12,主,马刺89-95独行侠,28,胜
DAL,2017/12/14,客,勇士112-97独行侠,29,负
DAL,2017/12/16,客,马刺98-96独行侠,30,负
DAL,2017/12/18,主,太阳97-91独行侠,31,负
DAL,2017/12/2,主,快船82-108独行侠,23,胜
DAL,2017/12/20,主,活塞93-110独行侠,32,胜
DAL,2017/12/22,客,热火113-101独行侠,33,负
DAL,2017/12/23,客,老鹰112-107独行侠,34,负
DAL,2017/12/26,主,猛龙93-98独行侠,35,胜
DAL,2017/12/27,客,步行者94-98独行侠,36,胜
DAL,2017/12/29,客,鹈鹕120-128独行侠,37,胜
DAL,2017/12/31,客,雷霆113-116独行侠,38,胜
DAL,2017/12/4,主,掘金105-122独行侠,24,胜
DAL,2017/12/6,客,凯尔特97-90独行侠,25,负
DAL,2017/12/8,客,雄鹿109-102独行侠,26,负
DAL,2018/1/10,客,黄蜂111-115独行侠,43,胜
DAL,2018/1/13,主,湖人107-101独行侠,44,负
DAL,2018/1/16,客,掘金105-102独行侠,45,负
DAL,2018/1/20,客,开拓者117-108独行侠,46,负
DAL,2018/1/22,主,奇才75-98独行侠,47,胜
DAL,2018/1/24,主,火箭104-97独行侠,48,负
DAL,2018/1/26,主,开拓者107-93独行侠,49,负
DAL,2018/1/27,客,掘金91-89独行侠,50,负
DAL,2018/1/29,主,热火95-88独行侠,51,负
DAL,2018/1/3,主,勇士125-122独行侠,39,负
DAL,2018/1/31,客,太阳102-88独行侠,52,负
DAL,2018/1/5,主,公牛127-124独行侠,40,负
DAL,2018/1/7,主,尼克斯100-96独行侠,41,负
DAL,2018/1/9,主,魔术99-114独行侠,42,胜
DAL,2018/2/10,主,湖人123-130独行侠,56,胜
DAL,2018/2/11,客,火箭104-97独行侠,57,负
DAL,2018/2/13,主,国王114-109独行侠,58,负
DAL,2018/2/23,客,湖人124-102独行侠,59,负
DAL,2018/2/24,客,爵士97-90独行侠,60,负
DAL,2018/2/26,主,步行者103-109独行侠,61,胜
DAL,2018/2/28,主,雷霆111-110独行侠,62,负
DAL,2018/2/3,客,国王99-106独行侠,53,胜
DAL,2018/2/5,客,快船104-101独行侠,54,负
DAL,2018/2/8,客,勇士121-103独行侠,55,负
DAL,2018/3/10,主,灰熊80-114独行侠,66,胜
DAL,2018/3/11,主,火箭105-82独行侠,67,负
DAL,2018/3/13,客,尼克斯97-110独行侠,68,胜
DAL,2018/3/16,客,猛龙122-115独行侠,69,负
DAL,2018/3/17,客,篮网114-106独行侠,70,负
DAL,2018/3/2,客,公牛108-100独行侠,63,负
DAL,2018/3/20,客,鹈鹕115-105独行侠,71,负
DAL,2018/3/22,主,爵士119-112独行侠,72,负
DAL,2018/3/24,主,黄蜂102-98独行侠,73,负
DAL,2018/3/27,客,国王97-103独行侠,74,胜
DAL,2018/3/28,客,湖人103-93独行侠,75,负
DAL,2018/3/30,主,森林狼93-92独行侠,76,负
DAL,2018/3/4,主,鹈鹕126-109独行侠,64,负
DAL,2018/3/6,主,掘金107-118独行侠,65,胜
DAL,2018/4/1,客,骑士98-87独行侠,77,负
DAL,2018/4/10,主,太阳124-97独行侠,82,负
DAL,2018/4/3,主,开拓者109-115独行侠,78,胜
DAL,2018/4/4,客,魔术105-100独行侠,79,负
DAL,2018/4/6,客,活塞113-106独行侠,80,负
DAL,2018/4/8,客,76人109-97独行侠,81,负
DEN,2017/10/18,客,爵士106-96掘金,1,负
DEN,2017/10/21,主,国王79-96掘金,2,胜
DEN,2017/10/23,主,奇才109-104掘金,3,负
DEN,2017/10/25,客,黄蜂110-93掘金,4,负
DEN,2017/10/27,客,老鹰100-105掘金,5,胜
DEN,2017/10/29,客,篮网111-124掘金,6,胜
DEN,2017/10/30,客,尼克斯116-110掘金,7,负
DEN,2017/11/1,主,猛龙111-129掘金,8,胜
DEN,2017/11/11,主,魔术107-125掘金,13,胜
DEN,2017/11/13,客,开拓者99-82掘金,14,负
DEN,2017/11/17,主,鹈鹕114-146掘金,15,胜
DEN,2017/11/19,客,湖人127-109掘金,16,负
DEN,2017/11/20,客,国王98-114掘金,17,胜
DEN,2017/11/22,客,火箭125-95掘金,18,负
DEN,2017/11/24,主,灰熊92-104掘金,19,胜
DEN,2017/11/28,客,爵士106-77掘金,20,负
DEN,2017/11/3,主,热火94-95掘金,9,胜
DEN,2017/11/30,主,公牛110-111掘金,21,胜
DEN,2017/11/4,主,勇士127-108掘金,10,负
DEN,2017/11/7,主,篮网104-112掘金,11,胜
DEN,2017/11/9,主,雷霆94-102掘金,12,胜
DEN,2017/12/10,客,步行者126-116掘金,26,负
DEN,2017/12/12,客,活塞84-103掘金,27,胜
DEN,2017/12/13,客,凯尔特124-118掘金,28,负
DEN,2017/12/15,主,鹈鹕111-117掘金,29,胜
DEN,2017/12/18,客,雷霆95-94掘金,30,负
DEN,2017/12/2,主,湖人100-115掘金,22,胜
DEN,2017/12/20,主,森林狼112-104掘金,31,负
DEN,2017/12/22,客,开拓者85-102掘金,32,胜
DEN,2017/12/23,客,勇士81-96掘金,33,胜
DEN,2017/12/26,主,爵士83-107掘金,34,胜
DEN,2017/12/27,客,森林狼128-125掘金,35,负
DEN,2017/12/30,主,76人107-102掘金,36,负
DEN,2017/12/4,客,独行侠122-105掘金,23,负
DEN,2017/12/6,客,鹈鹕123-114掘金,24,负
DEN,2017/12/8,客,魔术89-103掘金,25,胜
DEN,2018/1/10,主,老鹰110-97掘金,41,负
DEN,2018/1/12,主,灰熊78-87掘金,42,胜
DEN,2018/1/13,客,马刺112-80掘金,43,负
DEN,2018/1/16,主,独行侠102-105掘金,44,胜
DEN,2018/1/17,客,快船109-104掘金,45,负
DEN,2018/1/19,主,太阳108-100掘金,46,负
DEN,2018/1/22,主,开拓者101-104掘金,47,胜
DEN,2018/1/25,主,尼克斯118-130掘金,48,胜
DEN,2018/1/27,主,独行侠89-91掘金,49,胜
DEN,2018/1/29,主,凯尔特111-110掘金,50,负
DEN,2018/1/3,主,太阳111-134掘金,37,胜
DEN,2018/1/30,客,马刺106-104掘金,51,负
DEN,2018/1/5,主,爵士91-99掘金,38,胜
DEN,2018/1/6,客,国王106-98掘金,39,负
DEN,2018/1/8,客,勇士124-114掘金,40,负
DEN,2018/2/1,主,雷霆124-127掘金,52,胜
DEN,2018/2/10,客,太阳113-123掘金,56,胜
DEN,2018/2/13,主,马刺109-117掘金,57,胜
DEN,2018/2/15,客,雄鹿123-134掘金,58,胜
DEN,2018/2/23,主,马刺119-122掘金,59,胜
DEN,2018/2/25,主,火箭119-114掘金,60,负
DEN,2018/2/27,主,快船122-120掘金,61,负
DEN,2018/2/3,主,勇士108-115掘金,53,胜
DEN,2018/2/5,主,黄蜂104-121掘金,54,胜
DEN,2018/2/9,客,火箭130-104掘金,55,负
DEN,2018/3/11,主,国王104-130掘金,67,胜
DEN,2018/3/13,客,湖人112-103掘金,68,负
DEN,2018/3/15,主,活塞113-120掘金,69,胜
DEN,2018/3/17,客,灰熊101-94掘金,70,负
DEN,2018/3/19,客,热火149-141掘金,71,负
DEN,2018/3/2,客,灰熊102-108掘金,62,胜
DEN,2018/3/21,客,公牛102-135掘金,72,胜
DEN,2018/3/23,客,奇才100-108掘金,73,胜
DEN,2018/3/26,客,76人123-104掘金,74,负
DEN,2018/3/27,客,猛龙114-110掘金,75,负
DEN,2018/3/3,客,骑士117-126掘金,63,胜
DEN,2018/3/30,客,雷霆125-126掘金,76,胜
DEN,2018/3/6,客,独行侠118-107掘金,64,负
DEN,2018/3/7,主,骑士113-108掘金,65,负
DEN,2018/3/9,主,湖人116-125掘金,66,胜
DEN,2018/4/1,主,雄鹿125-128掘金,77,胜
DEN,2018/4/11,客,森林狼112-106掘金,82,负
DEN,2018/4/3,主,步行者104-107掘金,78,胜
DEN,2018/4/5,主,森林狼96-100掘金,79,胜
DEN,2018/4/7,客,快船115-134掘金,80,胜
DEN,2018/4/9,主,开拓者82-88掘金,81,胜
DET,2017/10/18,主,黄蜂90-102活塞,1,胜
DET,2017/10/20,客,奇才115-111活塞,2,负
DET,2017/10/21,客,尼克斯107-111活塞,3,胜
DET,2017/10/23,主,76人97-86活塞,4,负
DET,2017/10/25,主,森林狼101-122活塞,5,胜
DET,2017/10/28,客,快船87-95活塞,6,胜
DET,2017/10/29,客,勇士107-115活塞,7,胜
DET,2017/10/31,客,湖人113-93活塞,8,负
DET,2017/11/10,主,老鹰104-111活塞,12,胜
DET,2017/11/12,主,热火103-112活塞,13,胜
DET,2017/11/15,客,雄鹿99-95活塞,14,负
DET,2017/11/17,客,步行者107-100活塞,15,负
DET,2017/11/19,客,森林狼97-100活塞,16,胜
DET,2017/11/20,主,骑士116-88活塞,17,负
DET,2017/11/24,客,雷霆98-99活塞,18,胜
DET,2017/11/27,客,凯尔特108-118活塞,19,胜
DET,2017/11/29,主,太阳107-131活塞,20,胜
DET,2017/11/3,主,雄鹿96-105活塞,9,胜
DET,2017/11/4,主,国王99-108活塞,10,胜
DET,2017/11/8,主,步行者97-114活塞,11,胜
DET,2017/12/1,客,奇才109-91活塞,21,负
DET,2017/12/10,主,凯尔特91-81活塞,26,负
DET,2017/12/12,主,掘金103-84活塞,27,负
DET,2017/12/14,客,老鹰91-105活塞,28,胜
DET,2017/12/15,客,步行者98-104活塞,29,胜
DET,2017/12/17,主,魔术110-114活塞,30,胜
DET,2017/12/2,客,76人108-103活塞,22,负
DET,2017/12/20,客,独行侠110-93活塞,31,负
DET,2017/12/22,主,尼克斯101-104活塞,32,胜
DET,2017/12/26,主,步行者83-107活塞,33,胜
DET,2017/12/28,客,魔术102-89活塞,34,负
DET,2017/12/30,主,马刺79-93活塞,35,胜
DET,2017/12/4,客,马刺96-93活塞,23,负
DET,2017/12/6,客,雄鹿104-100活塞,24,负
DET,2017/12/8,主,勇士102-98活塞,25,负
DET,2018/1/10,客,篮网80-114活塞,40,胜
DET,2018/1/13,客,公牛107-105活塞,41,负
DET,2018/1/15,主,黄蜂118-107活塞,42,负
DET,2018/1/17,客,猛龙96-91活塞,43,负
DET,2018/1/19,主,奇才122-112活塞,44,负
DET,2018/1/21,主,篮网101-100活塞,45,负
DET,2018/1/24,主,爵士98-95活塞,46,负
DET,2018/1/27,主,雷霆121-108活塞,47,负
DET,2018/1/28,客,骑士121-104活塞,48,负
DET,2018/1/3,客,热火111-104活塞,36,负
DET,2018/1/30,主,骑士114-125活塞,49,胜
DET,2018/1/5,客,76人114-78活塞,37,负
DET,2018/1/6,主,火箭101-108活塞,38,胜
DET,2018/1/8,客,鹈鹕112-109活塞,39,负
DET,2018/2/1,主,灰熊102-104活塞,50,胜
DET,2018/2/11,客,老鹰118-115活塞,55,负
DET,2018/2/12,主,鹈鹕118-103活塞,56,负
DET,2018/2/14,主,老鹰98-104活塞,57,胜
DET,2018/2/23,主,凯尔特110-98活塞,58,负
DET,2018/2/25,客,黄蜂114-98活塞,59,负
DET,2018/2/26,客,猛龙123-94活塞,60,负
DET,2018/2/28,主,雄鹿87-110活塞,61,胜
DET,2018/2/3,主,热火107-111活塞,51,胜
DET,2018/2/5,主,开拓者91-111活塞,52,胜
DET,2018/2/7,主,篮网106-115活塞,53,胜
DET,2018/2/9,主,快船108-95活塞,54,负
DET,2018/3/13,客,爵士110-79活塞,67,负
DET,2018/3/15,客,掘金120-113活塞,68,负
DET,2018/3/17,客,开拓者100-87活塞,69,负
DET,2018/3/19,客,国王90-106活塞,70,胜
DET,2018/3/2,客,魔术115-106活塞,62,负
DET,2018/3/20,客,太阳88-115活塞,71,胜
DET,2018/3/22,客,火箭100-96活塞,72,负
DET,2018/3/24,主,公牛95-117活塞,73,胜
DET,2018/3/26,主,湖人106-112活塞,74,胜
DET,2018/3/29,主,奇才92-103活塞,75,胜
DET,2018/3/3,客,热火105-96活塞,63,负
DET,2018/3/31,客,尼克斯109-115活塞,76,胜
DET,2018/3/5,客,骑士112-90活塞,64,负
DET,2018/3/7,主,猛龙121-119活塞,65,负
DET,2018/3/9,主,公牛83-99活塞,66,胜
DET,2018/4/1,客,篮网96-108活塞,77,胜
DET,2018/4/11,客,公牛87-119活塞,82,胜
DET,2018/4/4,主,76人115-108活塞,78,负
DET,2018/4/6,主,独行侠106-113活塞,79,胜
DET,2018/4/8,客,灰熊130-117活塞,80,负
DET,2018/4/9,主,猛龙108-98活塞,81,负
GSW,2017/10/17,主,火箭122-121勇士,1,负
GSW,2017/10/20,客,鹈鹕120-128勇士,2,胜
GSW,2017/10/21,客,灰熊111-101勇士,3,负
GSW,2017/10/23,客,独行侠103-133勇士,4,胜
GSW,2017/10/25,主,猛龙112-117勇士,5,胜
GSW,2017/10/27,主,奇才117-120勇士,6,胜
GSW,2017/10/29,主,活塞115-107勇士,7,负
GSW,2017/10/30,客,快船113-141勇士,8,胜
GSW,2017/11/11,主,76人114-135勇士,13,胜
GSW,2017/11/13,主,魔术100-110勇士,14,胜
GSW,2017/11/16,客,凯尔特92-88勇士,15,负
GSW,2017/11/18,客,76人116-124勇士,16,胜
GSW,2017/11/19,客,篮网111-118勇士,17,胜
GSW,2017/11/2,客,马刺92-112勇士,9,胜
GSW,2017/11/22,客,雷霆108-91勇士,18,负
GSW,2017/11/24,主,公牛94-143勇士,19,胜
GSW,2017/11/25,主,鹈鹕95-110勇士,20,胜
GSW,2017/11/27,主,国王110-106勇士,21,负
GSW,2017/11/29,客,湖人123-127勇士,22,胜
GSW,2017/11/4,客,掘金108-127勇士,10,胜
GSW,2017/11/6,主,热火80-97勇士,11,胜
GSW,2017/11/8,主,森林狼101-125勇士,12,胜
GSW,2017/12/1,客,魔术112-133勇士,23,胜
GSW,2017/12/11,主,开拓者104-111勇士,28,胜
GSW,2017/12/14,主,独行侠97-112勇士,29,胜
GSW,2017/12/18,客,湖人114-116勇士,30,胜
GSW,2017/12/20,主,灰熊84-97勇士,31,胜
GSW,2017/12/22,主,湖人106-113勇士,32,胜
GSW,2017/12/23,主,掘金96-81勇士,33,负
GSW,2017/12/25,主,骑士92-99勇士,34,胜
GSW,2017/12/27,主,爵士101-126勇士,35,胜
GSW,2017/12/29,主,黄蜂111-100勇士,36,负
GSW,2017/12/3,客,热火95-123勇士,24,胜
GSW,2017/12/30,主,灰熊128-141勇士,37,胜
GSW,2017/12/4,客,鹈鹕115-125勇士,25,胜
GSW,2017/12/6,客,黄蜂87-101勇士,26,胜
GSW,2017/12/8,客,活塞98-102勇士,27,胜
GSW,2018/1/10,主,快船125-106勇士,42,负
GSW,2018/1/12,客,雄鹿94-108勇士,43,胜
GSW,2018/1/13,客,猛龙125-127勇士,44,胜
GSW,2018/1/15,客,骑士108-118勇士,45,胜
GSW,2018/1/17,客,公牛112-119勇士,46,胜
GSW,2018/1/20,客,火箭116-108勇士,47,负
GSW,2018/1/23,主,尼克斯112-123勇士,48,胜
GSW,2018/1/25,主,森林狼113-126勇士,49,胜
GSW,2018/1/27,主,凯尔特105-109勇士,50,胜
GSW,2018/1/3,客,独行侠122-125勇士,38,胜
GSW,2018/1/30,客,爵士129-99勇士,51,负
GSW,2018/1/4,客,火箭114-124勇士,39,胜
GSW,2018/1/6,客,快船105-121勇士,40,胜
GSW,2018/1/8,主,掘金114-124勇士,41,胜
GSW,2018/2/10,主,马刺105-122勇士,56,胜
GSW,2018/2/12,主,太阳83-129勇士,57,胜
GSW,2018/2/14,客,开拓者123-117勇士,58,负
GSW,2018/2/2,客,国王104-119勇士,52,胜
GSW,2018/2/22,主,快船127-134勇士,59,胜
GSW,2018/2/24,主,雷霆80-112勇士,60,胜
GSW,2018/2/26,客,尼克斯111-125勇士,61,胜
GSW,2018/2/28,客,奇才101-109勇士,62,胜
GSW,2018/2/3,客,掘金115-108勇士,53,负
GSW,2018/2/6,主,雷霆125-105勇士,54,负
GSW,2018/2/8,主,独行侠103-121勇士,55,胜
GSW,2018/3/11,客,森林狼109-103勇士,67,负
GSW,2018/3/14,主,湖人106-117勇士,68,胜
GSW,2018/3/16,主,国王98-93勇士,69,负
GSW,2018/3/17,客,太阳109-124勇士,70,胜
GSW,2018/3/19,客,马刺89-75勇士,71,负
GSW,2018/3/2,客,老鹰109-114勇士,63,胜
GSW,2018/3/23,主,老鹰94-106勇士,72,胜
GSW,2018/3/25,主,爵士110-91勇士,73,负
GSW,2018/3/27,主,步行者92-81勇士,74,负
GSW,2018/3/29,主,雄鹿116-107勇士,75,负
GSW,2018/3/31,客,国王96-112勇士,76,胜
GSW,2018/3/6,主,篮网101-114勇士,64,胜
GSW,2018/3/8,主,马刺107-110勇士,65,胜
GSW,2018/3/9,客,开拓者125-108勇士,66,负
GSW,2018/4/1,主,太阳107-117勇士,77,胜
GSW,2018/4/10,客,爵士119-79勇士,82,负
GSW,2018/4/3,客,雷霆107-111勇士,78,胜
GSW,2018/4/5,客,步行者126-106勇士,79,负
GSW,2018/4/7,主,鹈鹕126-120勇士,80,负
GSW,2018/4/8,客,太阳100-117勇士,81,胜
HOU,2017/10/17,客,勇士121-122火箭,1,胜
HOU,2017/10/18,客,国王100-105火箭,2,胜
HOU,2017/10/21,主,独行侠91-107火箭,3,胜
HOU,2017/10/23,主,灰熊98-90火箭,4,负
HOU,2017/10/25,客,76人104-105火箭,5,胜
HOU,2017/10/27,客,黄蜂93-109火箭,6,胜
HOU,2017/10/28,客,灰熊103-89火箭,7,负
HOU,2017/10/30,主,76人115-107火箭,8,负
HOU,2017/11/1,客,尼克斯97-119火箭,9,胜
HOU,2017/11/11,主,灰熊96-111火箭,13,胜
HOU,2017/11/12,客,步行者95-118火箭,14,胜
HOU,2017/11/14,主,猛龙129-113火箭,15,负
HOU,2017/11/16,客,太阳116-142火箭,16,胜
HOU,2017/11/18,客,灰熊83-105火箭,17,胜
HOU,2017/11/22,主,掘金95-125火箭,18,胜
HOU,2017/11/25,主,尼克斯102-117火箭,19,胜
HOU,2017/11/27,主,篮网103-117火箭,20,胜
HOU,2017/11/29,主,步行者97-118火箭,21,胜
HOU,2017/11/3,客,老鹰104-119火箭,10,胜
HOU,2017/11/5,主,爵士110-137火箭,11,胜
HOU,2017/11/9,主,骑士113-117火箭,12,胜
HOU,2017/12/11,主,鹈鹕123-130火箭,25,胜
HOU,2017/12/13,主,黄蜂96-108火箭,26,胜
HOU,2017/12/15,主,马刺109-124火箭,27,胜
HOU,2017/12/16,主,雄鹿111-115火箭,28,胜
HOU,2017/12/18,主,爵士99-120火箭,29,胜
HOU,2017/12/20,主,湖人122-116火箭,30,负
HOU,2017/12/22,主,快船128-118火箭,31,负
HOU,2017/12/25,客,雷霆112-107火箭,32,负
HOU,2017/12/28,客,凯尔特99-98火箭,33,负
HOU,2017/12/29,客,奇才121-103火箭,34,负
HOU,2017/12/3,客,湖人95-118火箭,22,胜
HOU,2017/12/31,主,湖人142-148火箭,35,胜
HOU,2017/12/7,客,爵士101-112火箭,23,胜
HOU,2017/12/9,客,开拓者117-124火箭,24,胜
HOU,2018/1/10,主,开拓者112-121火箭,40,胜
HOU,2018/1/12,客,太阳95-112火箭,41,胜
HOU,2018/1/15,客,快船113-102火箭,42,负
HOU,2018/1/18,主,森林狼98-116火箭,43,胜
HOU,2018/1/20,主,勇士108-116火箭,44,胜
HOU,2018/1/22,主,热火90-99火箭,45,胜
HOU,2018/1/24,客,独行侠97-104火箭,46,胜
HOU,2018/1/26,客,鹈鹕115-113火箭,47,负
HOU,2018/1/28,主,太阳102-113火箭,48,胜
HOU,2018/1/3,客,魔术98-116火箭,36,胜
HOU,2018/1/30,主,魔术107-114火箭,49,胜
HOU,2018/1/4,主,勇士124-114火箭,37,负
HOU,2018/1/6,客,活塞108-101火箭,38,负
HOU,2018/1/8,客,公牛107-116火箭,39,胜
HOU,2018/2/1,客,马刺91-102火箭,50,胜
HOU,2018/2/11,主,独行侠97-104火箭,55,胜
HOU,2018/2/13,客,森林狼108-126火箭,56,胜
HOU,2018/2/14,主,国王91-100火箭,57,胜
HOU,2018/2/23,主,森林狼102-120火箭,58,胜
HOU,2018/2/25,客,掘金114-119火箭,59,胜
HOU,2018/2/26,客,爵士85-96火箭,60,胜
HOU,2018/2/28,客,快船92-105火箭,61,胜
HOU,2018/2/3,客,骑士88-120火箭,51,胜
HOU,2018/2/6,客,篮网113-123火箭,52,胜
HOU,2018/2/7,客,热火101-109火箭,53,胜
HOU,2018/2/9,主,掘金104-130火箭,54,胜
HOU,2018/3/11,客,独行侠82-105火箭,66,胜
HOU,2018/3/12,主,马刺93-109火箭,67,胜
HOU,2018/3/15,主,快船96-101火箭,68,胜
HOU,2018/3/17,客,鹈鹕101-107火箭,69,胜
HOU,2018/3/18,客,森林狼120-129火箭,70,胜
HOU,2018/3/20,客,开拓者111-115火箭,71,胜
HOU,2018/3/22,主,活塞96-100火箭,72,胜
HOU,2018/3/24,主,鹈鹕91-114火箭,73,胜
HOU,2018/3/25,主,老鹰99-118火箭,74,胜
HOU,2018/3/27,主,公牛86-118火箭,75,胜
HOU,2018/3/3,主,凯尔特120-123火箭,62,胜
HOU,2018/3/30,主,太阳103-104火箭,76,胜
HOU,2018/3/6,客,雷霆112-122火箭,63,胜
HOU,2018/3/7,客,雄鹿99-110火箭,64,胜
HOU,2018/3/9,客,猛龙108-105火箭,65,负
HOU,2018/4/1,客,马刺100-83火箭,77,负
HOU,2018/4/10,客,湖人99-105火箭,81,胜
HOU,2018/4/11,客,国王96-83火箭,82,负
HOU,2018/4/3,主,奇才104-120火箭,78,胜
HOU,2018/4/5,主,开拓者94-96火箭,79,胜
HOU,2018/4/7,主,雷霆108-102火箭,80,负
IND,2017/10/18,主,篮网131-140步行者,1,胜
IND,2017/10/20,主,开拓者114-96步行者,2,负
IND,2017/10/21,客,热火112-108步行者,3,负
IND,2017/10/24,客,森林狼107-130步行者,4,胜
IND,2017/10/25,客,雷霆114-96步行者,5,负
IND,2017/10/29,主,马刺94-97步行者,6,胜
IND,2017/10/31,主,国王83-101步行者,7,胜
IND,2017/11/1,客,骑士107-124步行者,8,胜
IND,2017/11/10,客,公牛87-105步行者,13,胜
IND,2017/11/12,主,火箭118-95步行者,14,负
IND,2017/11/15,客,灰熊113-116步行者,15,胜
IND,2017/11/17,主,活塞100-107步行者,16,胜
IND,2017/11/19,客,热火95-120步行者,17,胜
IND,2017/11/20,客,魔术97-105步行者,18,胜
IND,2017/11/24,主,猛龙104-107步行者,19,胜
IND,2017/11/25,主,凯尔特108-98步行者,20,负
IND,2017/11/27,主,魔术109-121步行者,21,胜
IND,2017/11/29,客,火箭118-97步行者,22,负
IND,2017/11/3,客,76人121-110步行者,9,负
IND,2017/11/5,客,尼克斯108-101步行者,10,负
IND,2017/11/7,主,鹈鹕117-112步行者,11,负
IND,2017/11/8,客,活塞114-97步行者,12,负
IND,2017/12/1,客,猛龙120-115步行者,23,负
IND,2017/12/10,主,掘金116-126步行者,27,胜
IND,2017/12/13,主,雷霆100-95步行者,28,负
IND,2017/12/15,主,活塞104-98步行者,29,负
IND,2017/12/17,客,篮网97-109步行者,30,胜
IND,2017/12/18,主,凯尔特112-111步行者,31,负
IND,2017/12/20,客,老鹰95-105步行者,32,胜
IND,2017/12/23,主,篮网119-123步行者,33,胜
IND,2017/12/26,客,活塞107-83步行者,34,负
IND,2017/12/27,主,独行侠98-94步行者,35,负
IND,2017/12/29,客,公牛119-107步行者,36,负
IND,2017/12/31,主,森林狼107-90步行者,37,负
IND,2017/12/4,主,尼克斯97-115步行者,24,胜
IND,2017/12/6,主,公牛96-98步行者,25,胜
IND,2017/12/8,主,骑士102-106步行者,26,胜
IND,2018/1/10,主,热火114-106步行者,41,负
IND,2018/1/12,主,骑士95-97步行者,42,胜
IND,2018/1/14,客,太阳97-120步行者,43,胜
IND,2018/1/15,客,爵士94-109步行者,44,胜
IND,2018/1/18,客,开拓者100-86步行者,45,负
IND,2018/1/19,客,湖人99-86步行者,46,负
IND,2018/1/21,客,马刺86-94步行者,47,胜
IND,2018/1/24,主,太阳101-116步行者,48,胜
IND,2018/1/26,客,骑士115-108步行者,49,负
IND,2018/1/27,主,魔术112-114步行者,50,胜
IND,2018/1/29,主,黄蜂96-105步行者,51,胜
IND,2018/1/3,客,雄鹿122-101步行者,38,负
IND,2018/1/31,主,灰熊101-105步行者,52,胜
IND,2018/1/6,主,公牛86-125步行者,39,胜
IND,2018/1/8,主,雄鹿96-109步行者,40,胜
IND,2018/2/11,主,尼克斯113-121步行者,57,胜
IND,2018/2/14,客,篮网103-108步行者,58,胜
IND,2018/2/2,客,黄蜂133-126步行者,53,负
IND,2018/2/23,主,老鹰93-116步行者,59,胜
IND,2018/2/26,客,独行侠109-103步行者,60,负
IND,2018/2/28,客,老鹰107-102步行者,61,负
IND,2018/2/3,主,76人92-100步行者,54,胜
IND,2018/2/5,主,奇才111-102步行者,55,负
IND,2018/2/9,客,凯尔特91-97步行者,56,胜
IND,2018/3/11,客,凯尔特97-99步行者,67,胜
IND,2018/3/13,客,76人98-101步行者,68,胜
IND,2018/3/15,主,猛龙106-99步行者,69,负
IND,2018/3/17,客,奇才109-102步行者,70,负
IND,2018/3/19,主,湖人100-110步行者,71,胜
IND,2018/3/2,客,雄鹿96-103步行者,62,胜
IND,2018/3/21,客,鹈鹕96-92步行者,72,负
IND,2018/3/23,主,快船104-109步行者,73,胜
IND,2018/3/25,主,热火107-113步行者,74,胜
IND,2018/3/27,客,勇士81-92步行者,75,胜
IND,2018/3/29,客,国王103-106步行者,76,胜
IND,2018/3/4,客,奇才95-98步行者,63,胜
IND,2018/3/5,主,雄鹿89-92步行者,64,胜
IND,2018/3/7,主,爵士104-84步行者,65,负
IND,2018/3/9,主,老鹰87-112步行者,66,胜
