比赛,场,出手,出手_2,出手_4,得分,罚球,犯规,盖帽,果,后场,篮板,列1,命中,命中_1,命中_3,前场,抢断,球队,三分,失误,时间,投篮,助攻,TeamAB
灰熊98-91公牛,主,91,28,15,91,0.8,19,6,负,31,45,68,34,11,12,14,6,芝加哥公牛,0.393,5,2017/3/15,0.374,22,CHI
灰熊99-90小牛,客,76,34,25,90,0.8,21,4,负,32,38,75,29,12,20,6,7,达拉斯小牛,0.353,8,2017/3/31,0.382,15,DAL
活塞100-107太阳,主,84,22,30,107,0.767,20,6,胜,39,49,9,38,8,23,10,7,菲尼克斯太阳,0.364,17,2016/11/9,0.452,20,PHO
活塞101-105奇才,客,83,19,16,105,0.875,13,6,胜,39,48,81,42,7,14,9,8,华盛顿奇才,0.368,17,2017/4/10,0.506,27,WAS
活塞101-109篮网,主,76,27,17,109,0.824,23,3,胜,40,45,5,41,13,14,5,10,布鲁克林篮网,0.481,19,2016/11/2,0.539,27,BKN
活塞102-101猛龙,主,75,16,25,101,0.68,18,5,负,32,38,55,38,8,17,6,4,多伦多猛龙,0.5,9,2017/2/12,0.507,18,TOR
活塞102-105猛龙,客,87,30,15,105,0.867,14,1,胜,28,35,79,41,10,13,7,8,多伦多猛龙,0.333,11,2017/4/5,0.471,29,TOR
活塞102-105尼克斯,主,93,25,19,105,0.632,11,9,胜,33,52,11,42,9,12,19,8,纽约尼克斯,0.36,9,2016/11/16,0.452,24,NYK
活塞102-89尼克斯,客,86,22,15,89,0.8,20,9,负,35,43,3,35,7,12,8,6,纽约尼克斯,0.318,11,2016/11/1,0.407,18,NYK
活塞102-91公牛,客,75,15,32,91,0.719,20,7,负,36,45,21,33,2,23,9,6,芝加哥公牛,0.133,14,2016/12/6,0.44,15,CHI
活塞102-97湖人,主,83,26,24,97,0.792,18,4,负,41,50,45,36,6,19,9,2,洛杉矶湖人,0.231,14,2017/1/15,0.434,19,LAL
活塞103-116热火,主,79,28,23,116,0.783,19,6,胜,29,38,48,42,14,18,9,5,迈阿密热火,0.5,13,2017/1/28,0.532,18,MIA
活塞103-86掘金,客,94,25,20,86,0.85,15,1,负,32,48,5,31,7,17,16,8,丹佛掘金,0.28,16,2016/11/5,0.33,15,DEN
活塞103-90灰熊,主,75,21,13,90,0.692,16,3,负,24,30,81,36,9,9,6,12,孟菲斯灰熊,0.429,15,2017/4/9,0.48,23,MEM
活塞104-109国王,客,82,21,26,109,0.769,15,3,胜,34,44,44,40,9,20,10,9,萨克拉门托国王,0.429,14,2017/1/23,0.488,25,SAC
活塞104-88雷霆,客,88,27,22,88,0.773,21,6,负,38,51,11,33,5,17,13,3,俄克拉荷马雷霆,0.185,15,2016/11/14,0.375,16,OKC
活塞105-108雄鹿,主,84,36,34,108,0.706,18,3,胜,39,48,76,35,14,24,9,6,密尔沃基雄鹿,0.389,12,2017/3/31,0.417,25,MIL
活塞106-101骑士,客,84,39,19,101,0.632,17,0,负,33,41,63,39,11,12,8,5,克里夫兰骑士,0.282,9,2017/3/9,0.464,24,CLE
活塞106-90骑士,客,79,28,23,90,0.826,23,3,负,37,47,30,30,11,19,10,8,克里夫兰骑士,0.393,21,2016/12/26,0.38,19,CLE
活塞106-95掘金,主,84,25,19,95,0.737,14,4,负,28,42,9,36,9,14,14,6,丹佛掘金,0.36,15,2016/11/12,0.429,15,DEN
活塞107-127勇士,主,89,29,18,127,0.667,14,4,胜,31,37,40,50,15,12,6,14,金州勇士,0.517,18,2017/1/12,0.562,39,GSW
活塞107-84热火,客,75,26,30,84,0.767,22,4,负,30,37,14,27,7,23,7,5,迈阿密热火,0.269,14,2016/11/23,0.36,19,MIA
活塞107-98热火,主,77,26,18,98,0.778,22,4,负,31,34,35,35,14,14,3,6,迈阿密热火,0.538,10,2017/1/1,0.455,25,MIA
活塞108-122奇才,主,77,25,27,122,0.815,23,1,胜,33,36,25,44,12,22,3,6,华盛顿奇才,0.48,5,2016/12/16,0.571,30,WAS
活塞108-82魔术,客,95,26,12,82,0.667,13,3,负,30,44,2,33,8,8,14,8,奥兰多魔术,0.308,9,2016/10/28,0.347,20,ORL
活塞108-97快船,客,73,21,26,97,0.769,16,6,负,26,32,17,35,7,20,6,4,洛杉矶快船,0.333,14,2016/11/25,0.479,26,LAC
活塞109-113凯尔特,主,82,32,33,113,0.848,18,5,胜,38,44,48,36,13,28,6,6,波士顿凯尔特人,0.406,9,2017/1/30,0.439,23,BOS
活塞109-113魔术,主,87,25,17,113,0.941,22,6,胜,45,51,82,42,13,16,6,7,奥兰多魔术,0.52,11,2017/4/12,0.483,27,ORL
活塞109-95公牛,客,83,28,21,95,0.905,20,5,负,30,37,63,34,8,19,7,3,芝加哥公牛,0.286,10,2017/3/6,0.41,21,CHI
活塞112-89黄蜂,主,78,27,21,89,0.857,16,5,负,35,40,18,31,9,18,5,7,夏洛特黄蜂,0.333,13,2016/11/29,0.397,21,CHA
活塞112-92尼克斯,客,82,30,11,92,0.636,18,7,负,36,44,66,36,13,7,8,4,纽约尼克斯,0.433,18,2017/3/11,0.439,26,NYK
活塞112-95太阳,客,99,22,30,95,0.633,21,4,负,36,47,70,35,6,19,11,10,菲尼克斯太阳,0.273,4,2017/3/19,0.354,16,PHO
活塞113-112奇才,客,91,26,33,112,0.788,22,3,负,34,47,43,39,8,26,13,12,华盛顿奇才,0.308,11,2017/1/21,0.429,23,WAS
活塞113-119勇士,客,77,27,24,119,0.917,21,2,胜,37,41,31,43,11,22,4,9,金州勇士,0.407,22,2016/12/23,0.558,35,GSW
活塞113-9676人,客,85,28,28,96,0.679,17,0,负,30,41,51,36,5,19,11,8,费城76人,0.179,13,2017/2/6,0.424,19,PHI
活塞114-108黄蜂,客,92,30,26,108,0.962,15,7,负,45,50,57,38,7,25,5,5,夏洛特黄蜂,0.233,7,2017/2/23,0.413,19,CHA
活塞114-109火箭,主,87,51,28,109,0.75,15,6,负,40,49,79,36,16,21,9,3,休斯顿火箭,0.314,11,2017/4/7,0.414,25,HOU
活塞115-114黄蜂,客,91,26,34,114,0.882,23,5,负,41,49,37,37,10,30,8,4,夏洛特黄蜂,0.385,5,2017/1/5,0.407,20,CHA
活塞116-108森林狼,客,89,17,19,108,0.789,19,6,负,29,40,50,44,5,15,11,5,明尼苏达森林狼,0.294,13,2017/2/3,0.494,25,MIN
活塞116-121步行者,客,74,16,30,121,0.867,8,7,胜,28,34,36,43,9,26,6,7,印第安纳步行者,0.563,11,2017/1/3,0.581,26,IND
活塞117-90森林狼,主,78,16,20,90,0.65,16,2,负,30,37,23,37,3,13,7,4,明尼苏达森林狼,0.188,12,2016/12/9,0.474,19,MIN
活塞118-95老鹰,客,78,25,37,95,0.784,21,4,负,24,32,42,30,6,29,8,1,亚特兰大老鹰,0.24,12,2017/1/18,0.385,22,ATL
活塞118-98鹈鹕,客,82,21,14,98,0.786,15,5,负,32,35,50,41,5,11,3,6,新奥尔良鹈鹕,0.238,14,2017/2/1,0.5,21,NOH
活塞120-113开拓者,客,84,25,22,113,0.682,25,5,负,42,50,59,44,10,15,8,5,波特兰开拓者,0.4,24,2017/2/28,0.524,25,POR
活塞121-102湖人,客,86,23,26,102,0.846,21,3,负,34,41,55,37,6,22,7,7,洛杉矶湖人,0.261,21,2017/2/8,0.43,21,LAL
活塞121-114凯尔特,主,91,42,20,114,0.95,17,3,负,24,33,18,40,15,19,9,6,波士顿凯尔特人,0.357,5,2016/11/30,0.44,26,BOS
活塞121-85老鹰,主,88,24,20,85,0.75,12,2,负,26,32,20,32,6,15,6,6,亚特兰大老鹰,0.25,7,2016/12/2,0.364,22,ATL
活塞125-124开拓者,主,98,35,12,124,0.583,11,6,负,35,42,39,51,15,7,7,5,波特兰开拓者,0.429,16,2017/1/8,0.52,36,POR
活塞136-10676人,主,88,34,7,106,0.857,18,2,负,30,36,62,43,14,6,6,5,费城76人,0.412,19,2017/3/4,0.489,30,PHI
活塞75-87猛龙,客,78,27,20,87,0.9,21,2,胜,45,53,69,30,9,18,8,5,多伦多猛龙,0.333,12,2017/3/17,0.385,19,TOR
活塞77-110爵士,主,80,31,13,110,0.615,14,6,胜,41,48,41,43,16,8,7,10,犹他爵士,0.516,12,2017/1/13,0.538,22,UTA
活塞77-87黄蜂,主,88,21,29,87,0.724,11,2,胜,46,51,22,30,6,21,5,7,夏洛特黄蜂,0.286,5,2016/12/7,0.341,13,CHA
活塞79-9776人,客,68,17,17,97,0.824,13,4,胜,37,42,24,38,7,14,5,11,费城76人,0.412,20,2016/12/11,0.559,24,PHI
活塞81-104骑士,主,83,25,14,104,0.929,14,8,胜,47,52,12,40,11,13,5,4,克里夫兰骑士,0.44,13,2016/11/18,0.482,26,CLE
活塞82-113公牛,主,82,16,7,113,1,13,5,胜,37,46,27,49,8,7,9,9,芝加哥公牛,0.5,13,2016/12/19,0.598,34,CHI
活塞82-114快船,主,76,25,22,114,0.864,20,7,胜,44,46,7,41,13,19,2,8,洛杉矶快船,0.52,10,2016/11/7,0.539,28,LAC
活塞83-97爵士,客,77,28,16,97,0.75,15,5,胜,37,43,68,36,13,12,6,6,犹他爵士,0.464,15,2017/3/15,0.468,28,UTA
活塞84-105步行者,主,91,24,15,105,0.667,17,4,胜,34,41,50,44,7,10,7,11,印第安纳步行者,0.292,6,2017/2/4,0.484,22,IND
活塞86-109鹈鹕,主,78,25,23,109,0.957,15,4,胜,45,53,61,39,9,22,8,6,新奥尔良鹈鹕,0.36,14,2017/3/1,0.5,18,NOH
活塞86-96马刺,主,81,20,19,96,0.789,13,2,胜,35,45,9,36,9,15,10,8,圣安东尼奥马刺,0.45,8,2016/11/11,0.444,24,SAS
活塞86-98灰熊,客,82,30,19,98,0.842,26,5,胜,31,38,31,35,12,16,7,9,孟菲斯灰熊,0.4,8,2016/12/21,0.427,25,MEM
活塞87-115魔术,主,91,26,13,115,0.692,17,6,胜,41,47,73,47,12,9,6,4,奥兰多魔术,0.462,10,2017/3/24,0.516,36,ORL
活塞88-106雷霆,主,83,23,26,106,0.538,16,3,胜,33,43,18,42,8,14,10,4,俄克拉荷马雷霆,0.348,10,2016/11/26,0.506,23,OKC
活塞89-102雄鹿,主,79,21,16,102,1,17,2,胜,28,33,54,40,6,16,5,9,密尔沃基雄鹿,0.286,11,2017/2/13,0.506,26,MIL
活塞90-105步行者,客,83,19,25,105,0.76,16,3,胜,42,51,28,40,6,19,9,6,印第安纳步行者,0.316,9,2016/12/17,0.482,20,IND
活塞90-89篮网,客,92,31,12,89,0.75,16,4,负,38,46,75,35,10,9,8,4,布鲁克林篮网,0.323,12,2017/3/30,0.38,17,BKN
活塞91-109猛龙,主,86,18,29,109,0.828,22,0,胜,37,51,1,41,3,24,14,8,多伦多猛龙,0.167,11,2016/10/26,0.477,17,TOR
活塞92-103马刺,客,82,19,15,103,0.8,18,5,胜,41,52,53,41,9,12,11,4,圣安东尼奥马刺,0.474,18,2017/2/10,0.5,27,SAS
活塞92-94凯尔特,客,82,31,17,94,0.941,13,7,胜,37,46,13,33,12,16,9,3,波士顿凯尔特人,0.387,8,2016/11/19,0.402,22,BOS
活塞92-98魔术,客,79,23,14,98,0.5,11,7,胜,35,39,21,42,7,7,4,8,奥兰多魔术,0.304,10,2016/12/4,0.532,23,ORL
活塞94-100国王,主,74,24,29,100,0.793,17,3,胜,34,46,38,32,13,23,12,6,萨克拉门托国王,0.542,16,2017/1/10,0.432,21,SAC
活塞94-119雄鹿,客,84,22,16,119,0.75,14,5,胜,35,38,30,48,11,12,3,8,密尔沃基雄鹿,0.5,7,2016/12/28,0.571,36,MIL
活塞95-109尼克斯,主,84,21,13,109,0.923,16,5,胜,33,37,74,45,7,12,4,13,纽约尼克斯,0.333,12,2017/3/27,0.536,26,NYK
活塞95-117公牛,主,80,23,19,117,0.632,20,3,胜,29,36,72,47,11,12,7,12,芝加哥公牛,0.478,11,2017/3/22,0.588,36,CHI
活塞95-85小牛,主,78,25,16,85,0.813,22,3,负,24,30,25,32,8,13,6,13,达拉斯小牛,0.32,11,2016/12/14,0.41,19,DAL
活塞96-128骑士,主,77,30,23,128,0.739,18,3,胜,38,41,66,46,19,17,3,4,克里夫兰骑士,0.633,9,2017/3/14,0.597,29,CLE
活塞96-97热火,客,79,21,28,97,0.714,18,4,胜,33,44,74,36,5,20,11,5,迈阿密热火,0.238,12,2017/3/28,0.456,18,MIA
活塞96-98篮网,主,88,29,19,98,0.632,13,6,胜,35,46,70,38,10,12,11,1,布鲁克林篮网,0.345,10,2017/3/21,0.432,22,BKN
活塞96-99火箭,客,78,31,27,99,0.704,20,6,胜,34,46,14,35,10,19,12,4,休斯顿火箭,0.323,15,2016/11/21,0.449,22,HOU
活塞98-104凯尔特,客,85,35,30,104,0.8,26,1,胜,43,52,59,34,12,24,9,9,波士顿凯尔特人,0.343,14,2017/2/26,0.4,22,BOS
活塞98-105老鹰,主,88,26,25,105,0.76,21,2,胜,32,44,33,39,8,19,12,10,亚特兰大老鹰,0.308,15,2016/12/30,0.443,29,ATL
活塞98-115步行者,主,88,23,19,115,0.842,18,2,胜,37,46,64,44,11,16,9,3,印第安纳步行者,0.478,5,2017/3/8,0.5,27,IND
活塞98-83雄鹿,客,87,17,14,83,0.786,16,4,负,30,40,3,34,4,11,10,10,密尔沃基雄鹿,0.235,12,2016/10/30,0.391,22,MIL
活塞98-91小牛,客,91,36,11,91,1,21,2,负,33,38,56,35,10,11,5,10,达拉斯小牛,0.278,6,2017/2/15,0.385,22,DAL
火箭100-102马刺,客,77,23,25,102,0.72,17,5,胜,33,43,28,36,12,18,10,13,圣安东尼奥马刺,0.522,19,2016/12/20,0.468,21,SAS
火箭100-106马刺,客,76,18,24,106,0.792,19,11,胜,33,35,10,41,5,19,2,6,圣安东尼奥马刺,0.278,10,2016/11/12,0.539,21,SAS
火箭100-93魔术,主,91,23,13,93,0.692,14,2,负,30,49,38,38,8,9,19,8,奥兰多魔术,0.348,15,2017/1/6,0.418,18,ORL
火箭101-120步行者,主,87,21,26,120,0.808,21,7,胜,35,42,47,47,5,21,7,9,印第安纳步行者,0.238,10,2017/1/29,0.54,28,IND
火箭101-120爵士,主,74,28,27,120,0.852,20,5,胜,35,40,19,41,15,23,5,4,犹他爵士,0.536,8,2016/11/29,0.554,23,UTA
火箭101-91奇才,客,87,26,12,91,0.75,21,2,负,38,45,33,38,6,9,7,9,华盛顿奇才,0.231,17,2017/1/2,0.437,23,WAS
火箭101-99马刺,主,84,23,30,99,0.867,15,5,负,29,39,8,33,7,26,10,14,圣安东尼奥马刺,0.304,10,2016/11/9,0.393,22,SAS
火箭102-115猛龙,客,88,23,21,115,0.81,15,7,胜,23,38,15,43,12,17,15,14,多伦多猛龙,0.522,14,2016/11/23,0.489,28,TOR
火箭102-99雷霆,主,81,28,31,99,0.774,19,6,负,37,46,23,34,7,24,9,9,俄克拉荷马雷霆,0.25,17,2016/12/9,0.42,18,OKC
火箭103-105雷霆,主,84,25,14,105,0.929,15,7,胜,39,44,12,40,12,13,5,7,俄克拉荷马雷霆,0.48,16,2016/11/16,0.476,25,OKC
火箭103-109热火,主,90,29,24,109,0.667,24,1,胜,41,52,42,42,9,16,11,11,迈阿密热火,0.31,15,2017/1/17,0.467,21,MIA
火箭105-110灰熊,客,76,27,27,110,0.667,29,3,胜,37,45,42,41,10,18,8,8,孟菲斯灰熊,0.37,22,2017/1/13,0.539,25,MEM
火箭105-119森林狼,主,81,23,25,119,0.92,19,8,胜,40,49,39,44,8,23,9,8,明尼苏达森林狼,0.348,17,2017/1/11,0.543,31,MIN
火箭105-83国王,客,86,29,26,83,0.577,17,7,负,35,45,49,30,8,15,10,9,萨克拉门托国王,0.276,11,2017/1/31,0.349,22,SAC
火箭106-113勇士,客,88,41,16,113,0.75,29,7,胜,36,44,74,45,11,12,8,9,金州勇士,0.268,16,2017/3/28,0.511,33,GSW
火箭106-98小牛,主,80,29,24,98,0.833,21,2,负,28,34,2,35,8,20,6,11,达拉斯小牛,0.276,9,2016/10/28,0.438,13,DAL
火箭107-106凯尔特,客,98,32,12,106,0.917,20,4,负,32,42,21,42,11,11,10,7,波士顿凯尔特人,0.344,11,2016/12/5,0.429,27,BOS
火箭107-117开拓者,主,90,33,22,117,0.818,16,8,胜,30,41,75,43,13,18,11,12,波特兰开拓者,0.394,12,2017/3/30,0.478,24,POR
火箭107-95黄蜂,主,85,26,14,95,0.929,17,4,负,37,47,53,37,8,13,10,8,夏洛特黄蜂,0.308,21,2017/2/9,0.435,26,CHA
火箭108-113老鹰,客,85,30,23,113,0.739,20,5,胜,48,56,50,44,8,17,8,8,亚特兰大老鹰,0.267,20,2017/2/2,0.518,26,ATL
火箭108-115爵士,客,76,31,24,115,0.875,23,4,胜,35,45,65,41,12,21,10,2,犹他爵士,0.387,16,2017/3/8,0.539,21,UTA
火箭108-117步行者,客,91,30,25,117,0.88,26,4,胜,42,55,60,41,13,22,13,7,印第安纳步行者,0.433,15,2017/2/27,0.451,29,IND
火箭108-125勇士,客,89,38,21,125,0.762,18,7,胜,33,41,43,47,15,16,8,8,金州勇士,0.395,14,2017/1/20,0.528,30,GSW
火箭109-105掘金,主,89,31,30,105,0.633,24,6,负,32,45,69,38,10,19,13,9,丹佛掘金,0.323,13,2017/3/18,0.427,28,DEN
火箭109-114活塞,客,108,26,16,114,0.813,17,1,胜,37,55,79,46,9,13,18,5,底特律活塞,0.346,6,2017/4/7,0.426,27,DET
火箭109-115灰熊,主,81,25,25,115,0.8,16,3,胜,29,37,32,41,13,20,8,9,孟菲斯灰熊,0.52,10,2016/12/23,0.506,23,MEM
火箭109-117热火,客,84,35,24,117,0.667,20,7,胜,34,46,57,44,13,16,12,3,迈阿密热火,0.371,11,2017/2/15,0.524,27,MIA
火箭109-120凯尔特,主,91,32,16,120,0.938,27,3,胜,36,48,45,47,11,15,12,10,波士顿凯尔特人,0.344,18,2017/1/25,0.516,33,BOS
火箭109-87小牛,客,79,34,14,87,0.857,18,3,负,26,32,23,32,11,12,6,7,达拉斯小牛,0.324,9,2016/12/10,0.405,18,DAL
火箭110-104掘金,客,104,38,18,104,0.833,24,5,负,39,51,78,41,7,15,12,10,丹佛掘金,0.184,12,2017/4/5,0.394,26,DEN
火箭110-112马刺,主,87,27,23,112,0.913,13,6,胜,36,45,62,40,11,21,9,6,圣安东尼奥马刺,0.407,9,2017/3/6,0.46,24,SAS
火箭111-102爵士,客,76,27,17,102,0.706,17,5,负,38,43,14,39,12,12,5,3,犹他爵士,0.444,12,2016/11/19,0.513,22,UTA
火箭111-109森林狼,主,92,21,27,109,0.741,21,6,负,42,55,26,41,7,20,13,9,明尼苏达森林狼,0.333,21,2016/12/17,0.446,29,MIN
火箭111-92雄鹿,客,93,28,14,92,0.786,14,8,负,35,50,41,37,7,11,15,8,密尔沃基雄鹿,0.25,18,2017/1/18,0.398,26,MIL
火箭112-128鹈鹕,主,92,34,24,128,0.75,20,5,胜,44,53,69,49,12,18,9,9,新奥尔良鹈鹕,0.353,13,2017/3/17,0.533,29,NOH
火箭114-106奇才,主,94,27,20,106,0.9,16,5,负,29,45,6,39,10,18,16,12,华盛顿奇才,0.37,13,2016/11/7,0.415,20,WAS
火箭114-120湖人,主,89,35,22,120,0.818,24,4,胜,28,39,1,45,12,18,11,10,洛杉矶湖人,0.343,15,2016/10/26,0.506,21,LAL
火箭114-127雄鹿,主,80,23,27,127,0.815,20,6,胜,30,37,44,47,11,22,7,17,密尔沃基雄鹿,0.478,19,2017/1/23,0.588,31,MIL
火箭115-8876人,客,90,22,17,88,0.882,17,7,负,28,38,10,34,5,15,10,11,费城76人,0.227,12,2016/11/14,0.378,18,PHI
火箭115-94公牛,主,98,39,12,94,0.75,21,6,负,38,49,65,38,9,9,11,9,芝加哥公牛,0.231,18,2017/3/10,0.388,24,CHI
火箭117-104国王,主,80,32,21,104,0.81,18,6,负,33,37,16,39,9,17,4,7,萨克拉门托国王,0.281,14,2016/11/25,0.488,24,SAC
火箭117-107鹈鹕,客,91,38,14,107,0.786,15,7,负,30,36,72,41,14,11,6,9,新奥尔良鹈鹕,0.368,10,2017/3/24,0.451,28,NOH
火箭117-112骑士,客,80,43,13,112,0.846,23,6,负,34,38,65,42,17,11,4,3,克里夫兰骑士,0.395,15,2017/3/12,0.525,24,CLE
火箭118-116雷霆,客,91,30,27,116,0.815,21,9,负,38,54,37,41,12,22,16,6,俄克拉荷马雷霆,0.4,9,2017/1/5,0.451,15,OKC
火箭118-99尼克斯,主,85,20,25,99,0.68,22,7,负,27,34,4,37,8,17,7,10,纽约尼克斯,0.4,16,2016/11/2,0.435,18,NYK
火箭119-95灰熊,主,89,34,28,95,0.714,17,4,负,27,41,46,33,9,20,14,10,孟菲斯灰熊,0.265,12,2017/1/21,0.371,19,MEM
火箭120-128骑士,主,83,32,31,128,0.839,21,2,胜,34,46,4,43,16,26,12,4,克里夫兰骑士,0.5,11,2016/11/1,0.518,22,CLE
火箭121-114黄蜂,客,92,43,9,114,0.778,21,4,负,38,43,39,44,19,7,5,3,夏洛特黄蜂,0.442,11,2017/1/10,0.478,30,CHA
火箭121-117公牛,客,100,25,18,117,0.722,23,7,负,39,53,51,48,8,13,14,7,芝加哥公牛,0.32,14,2017/2/3,0.48,30,CHI
火箭122-100鹈鹕,客,98,27,20,100,0.55,16,6,负,34,47,28,40,9,11,13,4,新奥尔良鹈鹕,0.333,11,2016/12/16,0.408,17,NOH
火箭122-103快船,主,94,34,13,103,0.538,23,3,负,26,36,60,42,12,7,10,8,洛杉矶快船,0.353,7,2017/3/1,0.447,26,LAC
火箭122-118篮网,客,80,20,36,118,0.75,27,4,负,35,41,23,42,7,27,6,9,布鲁克林篮网,0.35,19,2016/12/12,0.525,21,BKN
火箭123-107小牛,主,87,38,25,107,0.8,18,5,负,26,38,32,36,15,20,12,6,达拉斯小牛,0.395,9,2016/12/27,0.414,22,DAL
火箭123-108灰熊,客,97,28,21,108,0.667,24,6,负,29,46,63,43,8,14,17,8,孟菲斯灰熊,0.286,13,2017/3/4,0.443,26,MEM
火箭123-116太阳,主,100,34,29,116,0.828,24,12,负,39,61,78,42,8,24,22,8,菲尼克斯太阳,0.235,23,2017/4/2,0.42,24,PHO
火箭123-11876人,主,78,25,32,118,0.75,25,6,负,26,29,45,42,10,24,3,14,费城76人,0.4,22,2017/1/27,0.538,29,PHI
火箭123-118森林狼,客,91,23,15,118,0.733,15,3,负,39,49,82,48,11,11,10,7,明尼苏达森林狼,0.478,15,2017/4/12,0.527,37,MIN
火箭125-111太阳,主,93,25,20,111,0.7,23,6,负,30,44,29,44,9,14,14,7,菲尼克斯太阳,0.36,8,2016/12/21,0.473,20,PHO
火箭125-124掘金,客,86,29,26,124,0.923,18,3,负,40,48,70,44,12,24,8,7,丹佛掘金,0.414,19,2017/3/20,0.512,26,DEN
火箭126-109开拓者,客,90,28,21,109,0.81,19,4,负,31,41,13,41,10,17,10,6,波特兰开拓者,0.357,12,2016/11/17,0.456,24,POR
火箭128-104魔术,客,88,25,20,104,0.7,23,4,负,37,47,54,42,6,14,10,7,奥兰多魔术,0.24,16,2017/2/7,0.477,28,ORL
火箭128-110掘金,主,102,30,16,110,0.563,20,3,负,29,52,19,46,9,9,23,5,丹佛掘金,0.3,16,2016/12/2,0.451,22,DEN
火箭129-122猛龙,主,78,25,30,122,0.9,25,3,负,35,39,37,42,11,27,4,7,多伦多猛龙,0.44,17,2017/1/8,0.538,19,TOR
火箭129-122尼克斯,客,105,32,25,122,0.72,20,3,负,35,48,33,47,10,18,13,7,纽约尼克斯,0.313,7,2016/12/31,0.448,21,NYK
火箭129-99鹈鹕,主,86,31,26,99,0.808,21,8,负,33,45,58,36,6,21,12,10,新奥尔良鹈鹕,0.194,20,2017/2/23,0.419,24,NOH
火箭130-114开拓者,主,83,33,29,114,0.759,24,2,负,27,35,19,40,12,22,8,7,波特兰开拓者,0.364,14,2016/11/27,0.482,24,POR
火箭131-115太阳,客,101,30,27,115,0.815,25,6,负,37,53,31,43,7,22,16,14,菲尼克斯太阳,0.233,17,2016/12/26,0.426,17,PHO
火箭132-127勇士,主,104,44,37,127,0.784,27,7,负,41,54,19,43,12,29,13,12,金州勇士,0.273,17,2016/12/1,0.413,31,GSW
火箭132-98国王,客,92,32,11,98,0.818,16,7,负,28,40,25,39,11,9,12,8,萨克拉门托国王,0.344,15,2016/12/14,0.424,27,SAC
火箭133-102太阳,客,94,22,26,102,0.769,28,4,负,30,42,55,37,8,20,12,8,菲尼克斯太阳,0.364,19,2017/2/11,0.394,20,PHO
火箭134-95湖人,客,87,20,27,95,0.815,22,4,负,25,39,24,34,5,22,14,13,洛杉矶湖人,0.25,27,2016/12/7,0.391,14,LAL
火箭135-128国王,主,94,31,30,128,0.833,18,2,负,31,38,80,47,9,25,7,8,萨克拉门托国王,0.29,5,2017/4/9,0.5,26,SAC
火箭137-112篮网,主,93,44,19,112,0.789,25,4,负,29,38,40,41,15,15,9,9,布鲁克林篮网,0.341,16,2017/1/15,0.441,29,BKN
火箭137-125雷霆,客,94,30,28,125,0.714,21,3,负,26,42,72,47,11,20,16,15,俄克拉荷马雷霆,0.367,16,2017/3/26,0.5,27,OKC
火箭139-100湖人,客,91,25,18,100,0.722,25,0,负,29,38,68,42,3,13,9,10,洛杉矶湖人,0.12,22,2017/3/15,0.462,16,LAL
火箭140-116快船,客,96,33,16,116,0.813,25,4,负,27,38,35,45,13,13,11,8,洛杉矶快船,0.394,15,2016/12/30,0.469,22,LAC
火箭142-130森林狼,客,94,26,28,130,0.821,26,2,负,37,58,59,49,9,23,21,10,明尼苏达森林狼,0.346,23,2017/2/25,0.521,28,MIN
火箭93-92小牛,客,84,30,20,92,0.85,17,3,负,30,42,3,32,11,17,12,8,达拉斯小牛,0.367,9,2016/10/30,0.381,17,DAL
火箭96-125快船,主,91,26,28,125,0.821,16,0,胜,37,49,81,46,10,23,12,9,洛杉矶快船,0.385,9,2017/4/10,0.505,29,LAC
火箭97-112老鹰,主,85,20,24,112,0.583,13,6,胜,31,44,6,45,8,14,13,17,亚特兰大老鹰,0.4,19,2016/11/5,0.529,29,ATL
火箭98-107勇士,主,95,32,14,107,0.714,20,14,胜,30,43,76,43,11,10,13,10,金州勇士,0.344,10,2017/3/31,0.453,27,GSW
火箭99-96活塞,主,87,17,24,96,0.708,20,3,负,27,39,15,36,7,17,12,7,底特律活塞,0.412,14,2016/11/21,0.414,19,DET
掘金100-116国王,主,88,14,19,116,0.895,16,4,胜,38,47,58,46,7,17,9,7,萨克拉门托国王,0.5,14,2017/2/23,0.523,26,SAC
掘金101-125勇士,客,85,30,20,125,0.95,18,6,胜,35,44,9,46,14,19,9,15,金州勇士,0.467,15,2016/11/10,0.541,33,GSW
掘金102-105猛龙,主,88,16,25,105,0.76,28,9,胜,32,43,3,41,4,19,11,7,多伦多猛龙,0.25,7,2016/10/31,0.466,16,TOR
掘金102-112黄蜂,客,90,27,17,112,0.824,18,6,胜,30,43,62,41,16,14,13,8,夏洛特黄蜂,0.593,5,2017/3/4,0.456,25,CHA
掘金102-119快船,主,86,36,13,119,0.692,13,2,胜,32,37,29,47,16,9,5,7,洛杉矶快船,0.444,12,2016/12/20,0.547,32,LAC
掘金102-99森林狼,主,88,22,25,99,0.8,22,4,负,29,43,4,35,9,20,14,8,明尼苏达森林狼,0.409,16,2016/11/3,0.398,20,MIN
掘金103-93爵士,客,85,22,21,93,0.762,21,3,负,32,40,47,35,7,16,8,6,犹他爵士,0.318,11,2017/1/24,0.412,19,UTA
掘金104-110火箭,主,87,34,38,110,0.684,20,3,胜,45,56,78,37,10,26,11,7,休斯顿火箭,0.294,16,2017/4/5,0.425,19,HOU
掘金104-118马刺,主,86,22,25,118,0.84,19,5,胜,37,43,42,44,9,21,6,12,圣安东尼奥马刺,0.409,7,2017/1/19,0.512,28,SAS
