比赛,场,出手,出手_2,出手_4,得分,罚球,犯规,盖帽,果,后场,篮板,列1,命中,命中_1,命中_3,前场,抢断,球队,三分,失误,时间,投篮,助攻,TeamAB
76人115-107火箭,主,83,47,38,107,0.737,23,3,负,25,35,8,33,13,28,10,12,休斯顿火箭,0.277,15,2017/10/30,0.398,17,HOU
76人115-108活塞,主,88,36,23,108,0.609,19,5,负,33,42,78,39,16,14,9,4,底特律活塞,0.444,17,2018/4/4,0.443,30,DET
76人115-109湖人,主,109,27,27,109,0.815,23,6,负,35,57,15,42,3,22,22,7,洛杉矶湖人,0.111,9,2017/11/15,0.385,18,LAL
76人115-117公牛,主,92,28,19,117,0.842,16,7,胜,34,39,29,44,13,16,5,9,芝加哥公牛,0.464,15,2017/12/18,0.478,27,CHI
76人115-120奇才,主,97,22,38,120,0.789,20,10,胜,36,52,1,42,6,30,16,8,华盛顿奇才,0.273,9,2017/10/18,0.433,21,WAS
76人116-105魔术,客,84,31,19,105,0.842,20,5,负,27,33,59,38,13,16,6,7,奥兰多魔术,0.419,12,2018/2/24,0.452,27,ORL
76人116-115公牛,主,97,34,15,115,0.6,26,4,负,37,48,58,44,18,9,11,5,芝加哥公牛,0.529,13,2018/2/22,0.454,27,CHI
76人116-124勇士,客,92,23,20,124,0.85,18,6,胜,37,49,16,50,7,17,12,5,金州勇士,0.304,12,2017/11/18,0.543,25,GSW
76人116-94雄鹿,客,82,32,22,94,0.818,20,3,负,27,35,45,33,10,18,8,10,密尔沃基雄鹿,0.313,17,2018/1/20,0.402,20,MIL
76人117-111猛龙,客,95,32,30,111,0.867,31,1,负,32,44,42,38,9,26,12,8,多伦多猛龙,0.281,15,2018/1/15,0.4,20,TOR
76人117-119雷霆,客,113,35,19,119,0.526,21,5,胜,42,60,28,47,15,10,18,10,俄克拉荷马雷霆,0.429,18,2017/12/15,0.416,28,OKC
76人118-101尼克斯,客,94,31,26,101,0.769,22,5,负,36,46,76,36,9,20,10,4,纽约尼克斯,0.29,16,2018/3/28,0.383,20,NYK
76人118-110尼克斯,主,87,20,24,110,0.625,25,4,负,36,44,69,45,5,15,8,8,纽约尼克斯,0.25,12,2018/3/15,0.517,26,NYK
76人118-112森林狼,主,108,29,27,112,0.704,21,7,负,33,50,28,44,5,19,17,14,明尼苏达森林狼,0.172,10,2017/12/12,0.407,19,MIN
76人118-113奇才,客,89,22,37,113,0.865,42,4,负,28,35,21,36,9,32,7,8,华盛顿奇才,0.409,12,2017/11/29,0.404,22,WAS
76人118-98魔术,主,91,33,22,98,0.636,19,3,负,33,40,72,37,10,14,7,10,奥兰多魔术,0.303,11,2018/3/22,0.407,26,ORL
76人119-102黄蜂,主,82,30,34,102,0.794,13,7,负,31,40,78,33,9,27,9,8,夏洛特黄蜂,0.3,16,2018/4/1,0.402,17,CHA
76人119-105灰熊,客,99,27,20,105,0.8,20,2,负,32,47,71,40,9,16,15,6,孟菲斯灰熊,0.333,13,2018/3/21,0.404,25,MEM
76人119-109老鹰,客,94,23,27,109,0.704,28,4,负,37,49,8,41,8,19,12,11,亚特兰大老鹰,0.348,19,2017/11/1,0.436,22,ATL
76人120-108森林狼,客,97,23,38,108,0.737,27,3,负,40,53,74,37,6,28,13,7,明尼苏达森林狼,0.261,14,2018/3/24,0.381,19,MIN
76人120-116篮网,客,89,30,27,116,0.778,22,5,负,36,47,69,40,15,21,11,4,布鲁克林篮网,0.5,12,2018/3/16,0.449,25,BKN
76人120-97篮网,主,85,28,24,97,0.875,19,5,负,29,42,67,33,10,21,13,5,布鲁克林篮网,0.357,18,2018/3/11,0.388,17,BKN
76人121-110步行者,客,97,28,19,110,0.632,18,6,负,32,40,9,45,8,12,8,6,印第安纳步行者,0.286,11,2017/11/3,0.464,25,IND
76人121-113老鹰,主,98,37,26,113,0.692,24,3,负,31,39,82,41,13,18,8,10,亚特兰大老鹰,0.351,10,2018/4/10,0.418,27,ATL
76人121-95篮网,客,81,42,23,95,0.435,15,6,负,33,36,78,34,17,10,3,5,布鲁克林篮网,0.405,18,2018/4/3,0.42,20,BKN
76人123-104掘金,客,85,32,34,104,0.618,21,7,负,28,37,74,36,11,21,9,10,丹佛掘金,0.344,14,2018/3/26,0.424,27,DEN
76人123-110太阳,主,88,27,34,110,0.765,29,4,负,23,35,38,37,10,26,12,9,菲尼克斯太阳,0.37,16,2017/12/31,0.42,18,PHO
76人124-131鹈鹕,主,80,24,32,131,0.75,21,9,胜,28,33,27,46,15,24,5,11,新奥尔良鹈鹕,0.625,14,2017/12/10,0.575,31,NOH
76人128-114黄蜂,主,80,29,31,114,0.742,12,5,负,25,33,65,40,11,23,8,7,夏洛特黄蜂,0.379,10,2018/3/6,0.5,26,CHA
76人130-111魔术,客,86,31,31,111,0.677,17,5,负,34,41,20,39,12,21,7,8,奥兰多魔术,0.387,9,2017/11/25,0.453,22,ORL
76人130-95雄鹿,客,90,25,16,95,0.875,17,5,负,33,43,82,37,7,14,10,6,密尔沃基雄鹿,0.28,20,2018/4/11,0.411,22,MIL
76人132-130骑士,客,87,34,33,130,0.727,20,2,负,32,40,80,45,16,24,8,6,克里夫兰骑士,0.471,14,2018/4/6,0.517,24,CLE
76人86-102猛龙,主,85,27,26,102,0.885,21,6,胜,36,43,31,35,9,23,7,15,多伦多猛龙,0.333,17,2017/12/23,0.412,18,TOR
76人89-80凯尔特,主,74,29,17,80,0.765,20,5,负,28,31,46,30,7,13,3,7,波士顿凯尔特人,0.241,19,2018/1/18,0.405,13,BOS
76人91-113骑士,客,85,37,20,113,0.8,21,3,胜,35,45,20,41,15,16,10,7,克里夫兰骑士,0.405,11,2017/11/27,0.482,25,CLE
76人92-100步行者,主,79,27,25,100,0.84,19,8,胜,37,43,54,35,9,21,6,15,印第安纳步行者,0.333,13,2018/2/3,0.443,25,IND
76人92-102凯尔特,客,84,29,32,102,0.688,24,5,胜,41,55,3,35,10,22,14,4,波士顿凯尔特人,0.345,19,2017/10/20,0.417,16,BOS
76人94-109奇才,主,79,25,12,109,0.917,28,6,胜,38,48,60,43,12,11,10,9,华盛顿奇才,0.48,19,2018/2/25,0.544,35,WAS
76人94-128猛龙,主,89,44,37,128,0.838,29,10,胜,43,51,2,42,13,31,8,5,多伦多猛龙,0.295,13,2017/10/21,0.472,23,TOR
76人95-101国王,客,91,27,23,101,0.522,20,6,胜,30,39,30,41,7,12,9,11,萨克拉门托国王,0.259,12,2017/12/19,0.451,21,SAC
76人95-107雄鹿,主,80,28,22,107,0.909,19,8,胜,34,42,49,38,11,20,8,6,密尔沃基雄鹿,0.393,9,2018/1/29,0.475,26,MIL
76人97-108凯尔特,主,79,29,20,108,0.8,20,7,胜,33,40,23,40,12,16,7,7,波士顿凯尔特人,0.414,16,2017/11/30,0.506,25,BOS
76人97-78马刺,主,75,24,18,78,0.833,14,5,负,31,36,51,30,3,15,5,6,圣安东尼奥马刺,0.125,9,2018/1/26,0.4,20,SAS
76人97-86活塞,主,85,30,19,86,0.737,21,2,负,30,39,4,33,6,14,9,5,底特律活塞,0.2,14,2017/10/23,0.388,14,DET
76人98-101步行者,客,95,24,25,101,0.8,23,2,胜,31,45,68,38,5,20,14,13,印第安纳步行者,0.208,9,2018/3/13,0.4,20,IND
76人98-105骑士,主,75,29,24,105,0.792,16,2,胜,27,33,27,36,14,19,6,12,克里夫兰骑士,0.483,17,2017/12/9,0.48,26,CLE
76人99-108热火,主,89,26,18,108,0.556,20,8,胜,43,49,66,42,14,10,6,10,迈阿密热火,0.538,14,2018/3/8,0.472,26,MIA
步行者100-92 76人,客,87,32,24,92,0.667,21,2,负,34,49,50,33,10,16,15,8,费城76人,0.313,18,2018/2/3,0.379,21,PHI
步行者101-108尼克斯,主,88,23,19,108,0.737,21,7,胜,34,46,9,44,6,14,12,8,纽约尼克斯,0.261,12,2017/11/5,0.5,24,NYK
步行者101-122雄鹿,主,75,17,28,122,0.893,23,5,胜,28,34,36,44,9,25,6,8,密尔沃基雄鹿,0.529,16,2018/1/3,0.587,33,MIL
步行者101-83国王,客,88,14,14,83,0.5,18,5,负,36,46,7,37,2,7,10,8,萨克拉门托国王,0.143,14,2017/10/31,0.42,15,SAC
步行者101-98 76人,主,75,30,22,98,0.818,25,7,负,41,48,66,35,10,18,7,3,费城76人,0.333,21,2018/3/13,0.467,24,PHI
步行者102-107老鹰,主,87,29,27,107,0.815,23,11,胜,34,49,62,38,9,22,15,13,亚特兰大老鹰,0.31,21,2018/2/28,0.437,21,ATL
步行者102-109奇才,主,73,20,23,109,0.826,17,2,胜,32,38,70,40,10,19,6,9,华盛顿奇才,0.5,15,2018/3/17,0.548,29,WAS
步行者102-111奇才,客,82,25,17,111,0.824,23,1,胜,36,43,53,45,7,14,7,7,华盛顿奇才,0.28,13,2018/2/5,0.549,29,WAS
步行者103-109独行侠,主,88,37,18,109,0.833,21,3,胜,37,44,61,40,14,15,7,9,达拉斯独行侠,0.378,10,2018/2/26,0.455,20,DAL
步行者103-96雄鹿,主,81,25,32,96,0.781,24,13,负,29,43,62,31,9,25,14,8,密尔沃基雄鹿,0.36,14,2018/3/2,0.383,15,MIL
步行者104-107掘金,主,89,32,20,107,0.75,19,8,胜,36,49,78,41,10,15,13,10,丹佛掘金,0.313,16,2018/4/3,0.461,31,DEN
步行者105-101灰熊,客,82,26,15,101,0.733,21,1,负,27,41,50,39,12,11,14,10,孟菲斯灰熊,0.462,18,2018/1/31,0.476,20,MEM
步行者105-87公牛,主,93,27,9,87,0.667,13,3,负,32,43,10,37,7,6,11,10,芝加哥公牛,0.259,12,2017/11/10,0.398,24,CHI
步行者105-95老鹰,主,80,29,20,95,0.85,17,6,负,32,42,31,35,8,17,10,5,亚特兰大老鹰,0.276,13,2017/12/20,0.438,27,ATL
步行者105-96黄蜂,客,83,31,20,96,0.65,14,2,负,29,40,49,37,9,13,11,5,夏洛特黄蜂,0.29,16,2018/1/29,0.446,18,CHA
步行者105-97魔术,主,84,38,23,97,0.609,20,7,负,39,50,17,35,13,14,11,6,奥兰多魔术,0.342,22,2017/11/20,0.417,23,ORL
步行者106-102骑士,客,86,36,22,102,0.773,23,4,负,35,44,26,37,11,17,9,4,克里夫兰骑士,0.306,10,2017/12/8,0.43,23,CLE
步行者106-103国王,主,78,31,9,103,0.667,24,2,负,26,32,76,42,13,6,6,3,萨克拉门托国王,0.419,18,2018/3/29,0.538,27,SAC
步行者106-114热火,客,81,30,21,114,0.714,25,6,胜,31,37,41,43,13,15,6,6,迈阿密热火,0.433,15,2018/1/10,0.531,25,MIA
步行者107-100活塞,客,93,33,10,100,0.8,18,8,负,32,43,15,39,14,8,11,4,底特律活塞,0.424,11,2017/11/17,0.419,20,DET
步行者107-104猛龙,客,81,30,20,104,0.75,20,4,负,35,42,18,40,9,15,7,14,多伦多猛龙,0.3,18,2017/11/24,0.494,17,TOR
步行者107-119公牛,主,85,39,15,119,1,20,4,胜,33,40,35,43,18,15,7,6,芝加哥公牛,0.462,15,2017/12/29,0.506,31,CHI
步行者108-103篮网,主,83,35,27,103,0.741,19,2,负,35,44,59,35,13,20,9,5,布鲁克林篮网,0.371,13,2018/2/14,0.422,24,BKN
步行者108-112热火,主,87,34,14,112,0.571,19,11,胜,39,45,2,45,14,8,6,6,迈阿密热火,0.412,14,2017/10/21,0.517,24,MIA
步行者108-115骑士,主,82,37,13,115,0.769,11,4,胜,36,44,47,46,13,10,8,13,克里夫兰骑士,0.351,20,2018/1/26,0.561,27,CLE
步行者109-104快船,客,76,26,14,104,0.714,20,3,负,27,33,72,42,10,10,6,4,洛杉矶快船,0.385,15,2018/3/23,0.553,24,LAC
步行者109-94爵士,主,81,33,17,94,0.765,12,7,负,29,38,43,36,9,13,9,11,犹他爵士,0.273,13,2018/1/15,0.444,11,UTA
步行者109-96雄鹿,客,74,27,27,96,0.778,24,4,负,29,34,39,34,7,21,5,11,密尔沃基雄鹿,0.259,17,2018/1/8,0.459,18,MIL
步行者109-97篮网,主,81,33,21,97,0.81,17,2,负,22,29,29,34,12,17,7,7,布鲁克林篮网,0.364,9,2017/12/17,0.42,26,BKN
步行者110-100湖人,客,86,33,23,100,0.696,18,3,负,33,47,70,38,8,16,14,4,洛杉矶湖人,0.242,13,2018/3/19,0.442,20,LAL
步行者110-121 76人,主,92,36,14,121,0.786,20,9,胜,38,50,9,46,18,11,12,7,费城76人,0.5,18,2017/11/3,0.5,34,PHI
步行者111-104快船,主,82,25,14,104,0.786,19,6,负,24,36,77,42,9,11,12,6,洛杉矶快船,0.36,13,2018/4/1,0.512,24,LAC
步行者111-112凯尔特,客,79,26,14,112,0.571,31,4,胜,32,38,33,44,16,8,6,6,波士顿凯尔特人,0.615,19,2017/12/18,0.557,26,BOS
步行者112-117鹈鹕,客,87,35,22,117,0.682,18,5,胜,32,43,11,44,14,15,11,6,新奥尔良鹈鹕,0.4,12,2017/11/7,0.506,23,NOH
步行者112-87老鹰,客,82,33,10,87,0.9,13,4,负,29,35,66,34,10,9,6,11,亚特兰大老鹰,0.303,18,2018/3/9,0.415,21,ATL
步行者113-107热火,客,86,35,14,107,0.786,20,3,负,32,39,74,41,14,11,7,10,迈阿密热火,0.4,17,2018/3/25,0.477,32,MIA
步行者114-112魔术,客,77,25,32,112,0.625,18,7,负,27,40,48,42,8,20,13,6,奥兰多魔术,0.32,14,2018/1/27,0.545,21,ORL
步行者115-120猛龙,主,97,32,21,120,0.667,18,8,胜,35,47,21,48,10,14,12,6,多伦多猛龙,0.313,12,2017/12/1,0.495,29,TOR
步行者115-97尼克斯,客,91,23,16,97,0.688,15,2,负,28,43,23,40,6,11,15,4,纽约尼克斯,0.261,17,2017/12/4,0.44,26,NYK
步行者116-101太阳,客,84,35,29,101,0.759,26,2,负,32,42,48,35,9,22,10,3,菲尼克斯太阳,0.257,16,2018/1/24,0.417,22,PHO
步行者116-113灰熊,主,86,32,22,113,0.773,19,10,负,32,43,14,44,8,17,11,5,孟菲斯灰熊,0.25,15,2017/11/15,0.512,29,MEM
步行者116-93老鹰,客,82,31,19,93,0.632,20,7,负,34,40,60,37,7,12,6,9,亚特兰大老鹰,0.226,22,2018/2/23,0.451,14,ATL
步行者120-95热火,主,83,37,14,95,0.857,11,2,负,25,35,16,35,13,12,10,8,迈阿密热火,0.351,15,2017/11/19,0.422,21,MIA
步行者120-97太阳,主,85,37,24,97,0.75,16,1,负,31,45,44,35,9,18,14,2,菲尼克斯太阳,0.243,12,2018/1/14,0.412,20,PHO
步行者121-109魔术,客,92,41,16,109,0.813,23,9,负,25,35,21,40,16,13,10,4,奥兰多魔术,0.39,14,2017/11/27,0.435,22,ORL
步行者121-113尼克斯,客,93,35,25,113,0.88,18,3,负,33,45,57,41,9,22,12,8,纽约尼克斯,0.257,11,2018/2/11,0.441,27,NYK
步行者123-117黄蜂,主,80,30,30,117,0.867,17,3,负,31,36,81,40,11,26,5,6,夏洛特黄蜂,0.367,21,2018/4/8,0.5,27,CHA
步行者123-119篮网,客,98,36,25,119,0.76,20,2,负,33,51,32,42,16,19,18,2,布鲁克林篮网,0.444,10,2017/12/23,0.429,24,BKN
步行者124-107骑士,主,86,31,20,107,0.7,18,3,负,33,41,8,43,7,14,8,5,克里夫兰骑士,0.226,15,2017/11/1,0.5,25,CLE
步行者125-86公牛,客,80,32,20,86,0.8,15,6,负,26,35,40,30,10,16,9,4,芝加哥公牛,0.313,16,2018/1/6,0.375,15,CHI
步行者126-106勇士,客,83,29,24,106,0.958,14,5,负,26,39,79,37,9,23,13,6,金州勇士,0.31,16,2018/4/5,0.446,29,GSW
步行者126-116掘金,客,95,42,17,116,0.765,20,5,负,28,47,26,43,17,13,19,7,丹佛掘金,0.405,21,2017/12/10,0.453,24,DEN
步行者126-133黄蜂,主,83,33,34,133,0.882,21,2,胜,32,43,51,44,15,30,11,5,夏洛特黄蜂,0.455,15,2018/2/2,0.53,27,CHA
步行者130-107森林狼,主,86,24,22,107,0.636,14,4,负,18,27,4,42,9,14,9,9,明尼苏达森林狼,0.375,14,2017/10/24,0.488,27,MIN
步行者140-131篮网,客,94,30,32,131,0.906,25,2,负,32,43,1,45,12,29,11,7,布鲁克林篮网,0.4,20,2017/10/18,0.479,22,BKN
步行者73-92猛龙,主,84,30,16,92,0.688,17,8,胜,43,52,79,36,9,11,9,9,多伦多猛龙,0.3,19,2018/4/6,0.429,27,TOR
步行者83-107活塞,主,82,34,16,107,0.813,17,1,胜,36,46,33,41,12,13,10,5,底特律活塞,0.353,10,2017/12/26,0.5,26,DET
步行者84-104爵士,客,80,31,16,104,0.688,18,5,胜,35,42,65,41,11,11,7,9,犹他爵士,0.355,12,2018/3/7,0.512,30,UTA
步行者86-100开拓者,主,94,32,16,100,1,11,7,胜,43,57,45,37,10,16,14,6,波特兰开拓者,0.313,11,2018/1/18,0.394,17,POR
步行者86-99湖人,主,80,28,14,99,0.143,17,6,胜,41,47,45,44,9,2,6,7,洛杉矶湖人,0.321,14,2018/1/19,0.55,26,LAL
步行者90-107森林狼,客,86,19,25,107,0.84,20,8,胜,31,44,37,41,4,21,13,11,明尼苏达森林狼,0.211,7,2017/12/31,0.477,20,MIN
步行者92-81勇士,主,86,17,9,81,0.667,17,9,负,34,51,74,35,5,6,17,3,金州勇士,0.294,15,2018/3/27,0.407,21,GSW
步行者92-89雄鹿,客,76,23,16,89,0.875,16,7,负,31,39,64,34,7,14,8,8,密尔沃基雄鹿,0.304,16,2018/3/5,0.447,15,MIL
步行者92-96鹈鹕,主,79,23,24,96,0.833,19,11,胜,40,50,72,34,8,20,10,4,新奥尔良鹈鹕,0.348,18,2018/3/21,0.43,15,NOH
步行者93-119黄蜂,客,99,42,12,119,0.75,8,7,胜,42,54,82,46,18,9,12,5,夏洛特黄蜂,0.429,5,2018/4/10,0.465,27,CHA
步行者94-86马刺,主,82,34,12,86,0.583,14,9,负,35,45,48,35,9,7,10,9,圣安东尼奥马刺,0.265,20,2018/1/21,0.427,24,SAS
步行者94-98独行侠,客,78,29,15,98,0.667,12,3,胜,31,35,36,40,8,10,4,7,达拉斯小牛,0.276,9,2017/12/27,0.513,26,DAL
步行者95-100雷霆,客,88,29,24,100,0.625,12,6,胜,35,52,27,36,13,15,17,10,俄克拉荷马雷霆,0.448,13,2017/12/13,0.409,26,OKC
步行者95-118火箭,客,90,47,18,118,0.833,20,6,胜,37,47,14,43,17,15,10,10,休斯顿火箭,0.362,13,2017/11/12,0.478,24,HOU
步行者96-114开拓者,客,95,19,17,114,0.765,26,6,胜,40,51,2,46,9,13,11,5,波特兰开拓者,0.474,9,2017/10/20,0.484,19,POR
步行者96-114雷霆,主,89,27,26,114,0.692,27,8,胜,33,49,4,43,10,18,16,8,俄克拉荷马雷霆,0.37,20,2017/10/25,0.483,26,OKC
步行者97-114活塞,主,83,27,25,114,0.64,22,5,胜,42,50,11,43,12,16,8,3,底特律活塞,0.444,15,2017/11/8,0.518,25,DET
步行者97-118火箭,主,86,40,21,118,0.762,10,0,胜,39,49,21,42,18,16,10,9,休斯顿火箭,0.45,17,2017/11/29,0.488,26,HOU
步行者97-91凯尔特,主,89,27,20,91,0.8,21,9,负,26,38,57,34,7,16,12,5,波士顿凯尔特人,0.259,10,2018/2/9,0.382,16,BOS
步行者97-94马刺,客,90,28,18,94,0.722,11,8,负,32,44,6,36,9,13,12,12,圣安东尼奥马刺,0.321,15,2017/10/29,0.4,19,SAS
步行者97-95骑士,客,86,34,19,95,0.737,15,4,负,37,47,42,37,7,14,10,12,克里夫兰骑士,0.206,11,2018/1/12,0.43,19,CLE
步行者98-104活塞,客,93,32,17,104,0.765,21,10,胜,33,44,29,39,13,13,11,7,底特律活塞,0.406,9,2017/12/15,0.419,22,DET
步行者98-108凯尔特,客,80,25,9,108,0.889,13,4,胜,26,30,21,45,10,8,4,8,波士顿凯尔特人,0.4,14,2017/11/25,0.563,22,BOS
步行者98-95奇才,主,83,27,19,95,0.789,21,2,负,32,42,64,35,10,15,10,9,华盛顿奇才,0.37,14,2018/3/4,0.422,21,WAS
步行者98-96公牛,客,83,26,16,96,0.5,15,5,负,35,46,23,39,10,8,11,3,芝加哥公牛,0.385,16,2017/12/6,0.47,18,CHI
步行者99-106猛龙,客,80,32,28,106,0.857,19,8,胜,39,58,68,35,12,24,19,4,多伦多猛龙,0.375,19,2018/3/15,0.438,20,TOR
步行者99-97凯尔特,主,81,37,21,97,0.81,13,5,负,32,42,67,34,12,17,10,10,波士顿凯尔特人,0.324,16,2018/3/11,0.42,26,BOS
独行侠100-105魔术,主,86,29,27,105,0.704,15,10,胜,35,47,78,39,8,19,12,4,奥兰多魔术,0.276,13,2018/4/4,0.453,27,ORL
独行侠100-108公牛,主,89,27,20,108,0.7,18,2,胜,35,46,62,42,10,14,11,9,芝加哥公牛,0.37,13,2018/3/2,0.472,24,CHI
独行侠101-104快船,主,87,27,12,104,0.833,16,3,胜,34,39,52,42,10,10,5,10,洛杉矶快船,0.37,13,2018/2/5,0.483,28,LAC
独行侠101-107湖人,客,95,26,18,107,0.722,31,0,胜,48,59,42,43,8,13,11,4,洛杉矶湖人,0.308,14,2018/1/13,0.453,24,LAL
独行侠101-113热火,主,72,25,6,113,0.833,15,3,胜,33,35,32,46,16,5,2,3,迈阿密热火,0.64,11,2017/12/22,0.639,25,MIA
独行侠102-105掘金,主,86,26,26,105,0.654,23,3,胜,32,47,44,40,8,17,15,10,丹佛掘金,0.308,18,2018/1/16,0.465,23,DEN
独行侠102-109雄鹿,主,79,24,34,109,0.853,24,6,胜,33,40,24,36,8,29,7,10,密尔沃基雄鹿,0.333,10,2017/12/8,0.456,20,MIL
独行侠102-110凯尔特,客,84,36,26,110,0.808,24,4,胜,48,53,18,38,13,21,5,8,波士顿凯尔特人,0.361,17,2017/11/20,0.452,24,BOS
独行侠102-124湖人,主,93,33,20,124,0.75,17,6,胜,49,62,58,48,13,15,13,8,洛杉矶湖人,0.394,16,2018/2/23,0.516,32,LAL
独行侠103-121勇士,主,88,29,20,121,0.85,18,8,胜,33,51,55,45,14,17,18,6,金州勇士,0.483,16,2018/2/8,0.511,37,GSW
