比赛,场,出手,出手_2,出手_4,得分,罚球,犯规,盖帽,果,后场,篮板,列1,命中,命中_1,命中_3,前场,抢断,球队,三分,失误,时间,投篮,助攻,TeamAB
黄蜂103-109开拓者,主,90,31,22,109,0.818,19,7,胜,48,57,55,41,9,18,9,7,波特兰开拓者,0.29,17,2018/2/8,0.456,18,POR
黄蜂103-123猛龙,客,87,37,10,123,0.7,24,8,胜,34,40,55,49,18,7,6,7,多伦多猛龙,0.486,12,2018/2/11,0.563,35,TOR
黄蜂104-102魔术,主,86,37,17,102,0.882,17,0,负,39,48,57,36,15,15,9,7,奥兰多魔术,0.405,20,2018/2/14,0.419,21,ORL
黄蜂104-109雄鹿,主,87,29,23,109,0.826,16,5,胜,37,43,30,41,8,19,6,7,密尔沃基雄鹿,0.276,7,2017/12/22,0.471,27,MIL
黄蜂104-121掘金,主,81,34,13,121,0.846,15,2,胜,36,41,54,46,18,11,5,10,丹佛掘金,0.529,11,2018/2/5,0.568,30,DEN
黄蜂104-94魔术,客,82,32,14,94,0.857,30,5,负,35,40,25,36,10,12,5,5,奥兰多魔术,0.313,20,2017/12/4,0.439,24,ORL
黄蜂104-99灰熊,主,93,35,33,99,0.818,22,8,负,37,48,7,32,8,27,11,7,孟菲斯灰熊,0.229,7,2017/10/30,0.344,17,MEM
黄蜂105-106热火,客,87,28,12,106,0.583,17,6,胜,39,47,46,43,13,7,8,5,迈阿密热火,0.464,14,2018/1/20,0.494,28,MIA
黄蜂105-118骑士,客,93,28,20,118,0.85,19,1,胜,27,38,75,45,11,17,11,9,克里夫兰骑士,0.393,6,2018/3/28,0.484,22,CLE
黄蜂106-134凯尔特,主,87,20,15,134,0.933,20,4,胜,43,47,63,54,12,14,4,3,波士顿凯尔特人,0.6,10,2018/2/28,0.621,31,BOS
黄蜂107-115骑士,客,97,38,20,115,0.9,24,4,胜,35,51,15,42,13,18,16,9,克里夫兰骑士,0.342,13,2017/11/15,0.433,25,CLE
黄蜂108-94湖人,主,94,36,12,94,0.75,20,3,负,34,46,38,38,9,9,12,7,洛杉矶湖人,0.25,16,2018/1/5,0.404,24,LAL
黄蜂109-91老鹰,客,95,30,14,91,0.857,29,4,负,32,38,2,36,7,12,6,11,亚特兰大老鹰,0.233,13,2017/10/20,0.379,19,ATL
黄蜂109-91尼克斯,客,86,18,20,91,0.8,16,5,负,27,37,30,36,3,16,10,10,纽约尼克斯,0.167,17,2017/12/18,0.419,21,NYK
黄蜂110-93掘金,客,99,31,15,93,0.6,23,1,负,33,50,4,38,8,9,17,6,丹佛掘金,0.258,13,2017/10/25,0.384,18,DEN
黄蜂111-100勇士,主,87,22,13,100,0.923,25,5,负,35,43,36,40,8,12,8,6,金州勇士,0.364,17,2017/12/29,0.46,32,GSW
黄蜂111-105篮网,主,93,37,21,105,0.667,36,11,负,36,46,72,39,13,14,10,6,布鲁克林篮网,0.351,12,2018/3/21,0.419,22,BKN
黄蜂111-106雄鹿,客,87,26,17,106,0.824,32,2,负,28,35,31,42,8,14,7,4,密尔沃基雄鹿,0.308,9,2017/12/23,0.483,25,MIL
黄蜂111-115独行侠,客,83,36,28,115,0.786,22,7,胜,36,39,43,39,15,22,3,7,达拉斯小牛,0.417,8,2018/1/10,0.47,23,DAL
黄蜂111-119公牛,客,99,18,22,119,0.773,29,7,胜,50,56,24,48,6,17,6,5,芝加哥公牛,0.333,14,2017/12/8,0.485,23,CHI
黄蜂111-125篮网,客,92,32,22,125,0.909,27,7,胜,34,43,66,47,11,20,9,7,布鲁克林篮网,0.344,10,2018/3/8,0.511,30,BKN
黄蜂111-129猛龙,客,91,33,18,129,0.833,27,7,胜,33,43,29,49,16,15,10,6,多伦多猛龙,0.485,14,2017/12/20,0.538,35,TOR
黄蜂111-96篮网,客,93,43,14,96,0.714,23,8,负,30,41,60,36,14,10,11,6,布鲁克林篮网,0.326,9,2018/2/22,0.387,27,BKN
黄蜂112-107国王,客,97,22,15,107,0.733,22,3,负,32,42,46,43,10,11,10,8,萨克拉门托国王,0.455,7,2018/1/22,0.443,27,SAC
黄蜂113-118尼克斯,主,75,25,21,118,0.762,19,5,胜,29,35,10,45,12,16,6,5,纽约尼克斯,0.48,16,2017/11/7,0.6,29,NYK
黄蜂113-126猛龙,主,98,32,11,126,0.727,23,2,胜,28,39,20,52,14,8,11,6,多伦多猛龙,0.438,9,2017/11/29,0.531,24,TOR
黄蜂114-120公牛,主,99,34,18,120,0.722,20,4,胜,33,44,78,46,15,13,11,9,芝加哥公牛,0.441,7,2018/4/3,0.465,26,CHI
黄蜂114-128 76人,客,87,33,15,128,0.8,20,4,胜,34,44,63,50,16,12,10,6,费城76人,0.485,14,2018/3/6,0.575,35,PHI
黄蜂114-98活塞,客,85,18,14,98,0.714,22,3,负,33,41,59,42,4,10,8,4,底特律活塞,0.222,17,2018/2/25,0.494,23,DET
黄蜂115-110太阳,主,77,29,13,110,1,25,4,负,37,39,54,41,15,13,2,4,菲尼克斯太阳,0.517,19,2018/2/4,0.532,24,PHO
黄蜂115-119鹈鹕,主,104,22,8,119,0.75,16,7,胜,36,50,67,52,9,6,14,10,新奥尔良鹈鹕,0.409,12,2018/3/13,0.5,33,NOH
黄蜂116-103雷霆,主,85,26,25,103,0.96,19,2,负,28,39,26,35,9,24,11,5,俄克拉荷马雷霆,0.346,15,2017/12/11,0.412,16,OKC
黄蜂117-123步行者,客,93,25,18,123,0.778,22,1,胜,32,39,81,50,9,14,7,11,印第安纳步行者,0.36,14,2018/4/8,0.538,27,IND
黄蜂118-102森林狼,客,90,27,26,102,0.846,21,6,负,28,38,17,37,6,22,10,8,明尼苏达森林狼,0.222,10,2017/11/20,0.411,13,MIN
黄蜂118-103公牛,客,81,24,21,103,0.762,23,5,负,33,44,61,39,9,16,11,8,芝加哥公牛,0.375,20,2018/2/27,0.481,26,CHI
黄蜂118-107活塞,主,86,29,11,107,0.727,24,5,负,35,38,42,42,15,8,3,10,底特律活塞,0.517,16,2018/1/15,0.488,27,DET
黄蜂119-93步行者,主,99,31,8,93,0.625,16,4,负,41,54,82,40,8,5,13,2,印第安纳步行者,0.258,7,2018/4/10,0.404,22,IND
黄蜂120-113魔术,客,97,33,26,113,0.769,20,5,负,31,40,6,41,11,20,9,10,奥兰多魔术,0.333,11,2017/10/29,0.423,28,ORL
黄蜂120-123公牛,主,91,34,13,123,0.923,23,3,胜,31,35,13,47,17,12,4,9,芝加哥公牛,0.5,11,2017/11/17,0.516,26,CHI
黄蜂121-110老鹰,客,79,30,25,110,0.84,26,5,负,33,39,48,37,15,21,6,6,亚特兰大老鹰,0.5,20,2018/1/26,0.468,23,ATL
黄蜂122-105奇才,主,81,25,17,105,0.941,21,0,负,30,36,59,40,9,16,6,3,华盛顿奇才,0.36,14,2018/2/23,0.494,25,WAS
黄蜂122-115太阳,客,83,32,19,115,0.684,25,3,负,30,35,68,42,18,13,5,9,菲尼克斯太阳,0.563,14,2018/3/10,0.506,27,PHO
黄蜂123-110老鹰,主,77,32,22,110,0.909,16,4,负,25,29,51,39,12,20,4,5,亚特兰大老鹰,0.375,9,2018/1/31,0.506,26,ATL
黄蜂126-121雄鹿,客,91,36,15,121,0.8,25,3,负,31,40,8,45,19,12,9,3,密尔沃基雄鹿,0.528,14,2017/11/1,0.495,29,MIL
黄蜂129-117老鹰,主,90,36,26,117,0.654,27,2,负,40,46,69,42,16,17,6,5,亚特兰大老鹰,0.444,11,2018/3/15,0.467,30,ATL
黄蜂129-124奇才,客,99,33,22,124,0.773,29,6,负,34,43,18,48,11,17,9,4,华盛顿奇才,0.333,12,2017/11/22,0.485,25,WAS
黄蜂131-111国王,主,87,17,18,111,0.778,19,2,负,31,47,37,45,7,14,16,1,萨克拉门托国王,0.412,15,2018/1/2,0.517,22,SAC
黄蜂133-109奇才,客,82,23,23,109,0.696,23,7,负,33,40,45,40,13,16,7,3,华盛顿奇才,0.565,16,2018/1/17,0.488,31,WAS
黄蜂133-126步行者,客,87,29,28,126,0.929,25,6,负,24,31,53,44,12,26,7,10,印第安纳步行者,0.414,11,2018/2/2,0.506,21,IND
黄蜂137-100魔术,主,94,23,13,100,0.538,19,3,负,24,36,79,42,9,7,12,2,奥兰多魔术,0.391,8,2018/4/6,0.447,27,ORL
黄蜂137-128尼克斯,客,105,30,11,128,1,27,1,负,30,41,75,54,9,11,11,6,纽约尼克斯,0.3,10,2018/3/26,0.514,25,NYK
黄蜂140-79灰熊,客,78,18,21,79,0.714,24,7,负,29,38,72,30,4,15,9,4,孟菲斯灰熊,0.222,19,2018/3/22,0.385,13,MEM
黄蜂86-106马刺,客,80,25,25,106,0.88,19,7,胜,37,44,19,39,6,22,7,8,圣安东尼奥马刺,0.24,11,2017/11/25,0.488,22,SAS
黄蜂87-101勇士,客,84,30,13,101,0.769,20,12,胜,39,47,26,40,11,10,8,8,金州勇士,0.367,15,2017/12/6,0.476,26,GSW
黄蜂87-90凯尔特,主,84,31,25,90,0.84,26,5,胜,40,49,13,30,9,21,9,6,波士顿凯尔特人,0.29,13,2017/11/10,0.357,15,BOS
黄蜂90-102活塞,主,96,26,12,102,0.917,21,3,胜,38,47,1,41,9,11,9,14,底特律活塞,0.346,8,2017/10/18,0.427,24,DET
黄蜂91-101雷霆,客,97,26,20,101,0.75,22,9,胜,38,57,43,39,8,15,19,8,俄克拉荷马雷霆,0.308,9,2018/1/13,0.402,17,OKC
黄蜂91-102凯尔特,客,78,34,13,102,1,20,7,胜,37,43,38,37,15,13,6,4,波士顿凯尔特人,0.441,15,2017/12/27,0.474,20,BOS
黄蜂91-93开拓者,客,80,24,18,93,0.5,21,3,胜,42,47,29,37,10,9,5,2,波特兰开拓者,0.417,19,2017/12/16,0.463,19,POR
黄蜂91-95热火,主,85,26,18,95,0.611,24,5,胜,40,51,49,38,8,11,11,4,迈阿密热火,0.308,12,2018/1/27,0.447,25,MIA
黄蜂93-107奇才,主,88,39,12,107,0.75,23,4,胜,33,44,76,40,18,9,11,11,华盛顿奇才,0.462,12,2018/3/31,0.455,30,WAS
黄蜂93-109火箭,客,85,57,13,109,0.846,26,6,胜,44,51,6,38,22,11,7,5,休斯顿火箭,0.386,15,2017/10/27,0.447,21,HOU
黄蜂94-103雄鹿,主,85,26,16,103,0.875,27,4,胜,37,42,4,40,9,14,5,8,密尔沃基雄鹿,0.346,13,2017/10/23,0.471,24,MIL
黄蜂94-106爵士,主,84,29,17,106,0.824,17,7,胜,42,49,55,41,10,14,7,5,犹他爵士,0.345,12,2018/2/9,0.488,29,UTA
黄蜂94-108 76人,主,93,44,8,108,0.75,22,7,胜,43,60,69,42,18,6,17,5,费城76人,0.409,15,2018/3/19,0.452,30,PHI
黄蜂94-112森林狼,主,83,24,30,112,0.867,19,4,胜,42,54,10,38,10,26,12,4,明尼苏达森林狼,0.417,16,2017/11/5,0.458,20,MIN
黄蜂96-101鹈鹕,客,87,26,18,101,0.778,19,10,胜,34,42,47,39,9,14,8,6,新奥尔良鹈鹕,0.346,15,2018/1/24,0.448,26,NOH
黄蜂96-105步行者,主,83,21,11,105,0.818,19,3,胜,32,38,51,45,6,9,6,7,印第安纳步行者,0.286,12,2018/1/29,0.542,28,IND
黄蜂96-108火箭,主,88,45,19,108,0.684,18,5,胜,39,45,26,39,17,13,6,7,休斯顿火箭,0.378,10,2017/12/13,0.443,24,HOU
黄蜂98-103猛龙,主,83,41,27,103,0.778,28,9,胜,41,50,62,35,12,21,9,5,多伦多猛龙,0.293,15,2018/3/4,0.422,22,TOR
黄蜂98-104热火,客,78,31,17,104,0.882,22,8,胜,36,41,28,39,11,15,5,10,迈阿密热火,0.355,16,2017/12/15,0.5,25,MIA
黄蜂98-106快船,主,76,28,27,106,0.889,21,5,胜,36,42,35,36,10,24,6,9,洛杉矶快船,0.357,16,2017/12/31,0.474,24,LAC
黄蜂99-100骑士,主,83,39,15,100,0.733,24,7,胜,42,45,19,38,13,11,3,4,克里夫兰骑士,0.333,12,2017/11/24,0.458,25,CLE
黄蜂99-110 76人,主,81,24,25,110,0.76,22,5,胜,39,46,61,41,9,19,7,4,费城76人,0.375,11,2018/3/2,0.506,27,PHI
黄蜂99-110湖人,客,85,27,21,110,0.714,21,5,胜,40,46,25,43,9,15,6,7,洛杉矶湖人,0.333,14,2017/12/9,0.506,24,LAL
黄蜂99-88爵士,客,77,35,23,88,0.87,26,8,负,37,45,42,28,12,20,8,5,犹他爵士,0.343,14,2018/1/12,0.364,19,UTA
灰熊100-102奇才,客,84,27,34,102,0.765,23,7,胜,36,48,39,33,10,26,12,7,华盛顿奇才,0.37,13,2018/1/5,0.393,21,WAS
灰熊100-107魔术,主,72,25,33,107,0.818,23,9,胜,39,44,63,36,8,27,5,4,奥兰多魔术,0.32,14,2018/3/3,0.5,19,ORL
灰熊100-109快船,客,80,27,29,109,0.724,20,6,胜,33,36,48,39,10,21,3,15,洛杉矶快船,0.37,10,2018/1/26,0.488,23,LAC
灰熊101-102雷霆,客,92,34,31,102,0.581,21,5,胜,30,46,25,36,12,18,16,8,俄克拉荷马雷霆,0.353,10,2017/12/9,0.391,18,OKC
灰熊101-105步行者,主,70,26,31,105,0.677,15,4,胜,25,33,52,37,10,21,8,16,印第安纳步行者,0.385,14,2018/1/31,0.529,20,IND
灰熊101-93森林狼,主,79,24,24,93,0.792,15,6,负,30,37,75,33,8,19,7,7,明尼苏达森林狼,0.333,14,2018/3/26,0.418,21,MIN
灰熊101-94掘金,客,87,33,29,94,0.724,25,5,负,31,48,70,32,9,21,17,11,丹佛掘金,0.273,7,2018/3/17,0.368,17,DEN
灰熊102-104活塞,主,76,25,37,104,0.73,19,4,胜,37,41,50,35,7,27,4,8,底特律活塞,0.28,7,2018/2/1,0.461,20,DET
灰熊102-107湖人,主,85,27,23,107,0.783,16,4,胜,38,46,10,40,9,18,8,5,洛杉矶湖人,0.333,16,2017/11/5,0.471,25,LAL
灰熊102-108掘金,客,73,22,26,108,0.846,22,3,胜,31,37,62,40,6,22,6,17,丹佛掘金,0.273,22,2018/3/2,0.548,18,DEN
灰熊102-110太阳,客,83,21,38,110,0.737,28,6,胜,39,47,63,38,6,28,8,12,菲尼克斯太阳,0.286,16,2018/2/28,0.458,19,PHO
灰熊103-110雄鹿,主,82,22,25,110,0.72,19,5,胜,26,36,13,40,12,18,10,6,密尔沃基雄鹿,0.545,9,2017/11/13,0.488,23,MIL
灰熊103-121雄鹿,客,81,25,22,121,0.682,22,5,胜,36,47,67,47,12,15,11,6,密尔沃基雄鹿,0.48,18,2018/3/12,0.58,33,MIL
灰熊103-89火箭,客,77,38,21,89,0.81,23,3,负,35,43,7,29,14,17,8,4,休斯顿火箭,0.368,17,2017/10/28,0.377,18,HOU
灰熊103-91鹈鹕,客,79,25,29,91,0.828,31,12,负,35,51,1,30,7,24,16,4,新奥尔良鹈鹕,0.28,18,2017/10/18,0.38,15,NOH
灰熊104-111鹈鹕,主,78,27,32,111,0.813,15,5,胜,35,41,45,39,7,26,6,6,新奥尔良鹈鹕,0.259,10,2018/1/20,0.5,23,NOH
灰熊105-101 76人,客,71,31,31,101,0.742,28,4,负,32,48,43,32,14,23,16,2,费城76人,0.452,23,2018/1/22,0.451,21,PHI
灰熊105-102鹈鹕,客,77,35,34,102,0.676,26,7,负,31,40,40,34,11,23,9,5,新奥尔良鹈鹕,0.314,12,2018/1/10,0.442,20,NOH
灰熊105-113快船,主,71,23,31,113,0.839,24,3,胜,30,34,36,39,9,26,4,5,洛杉矶快船,0.391,19,2018/1/2,0.549,23,LAC
灰熊105-119 76人,主,84,31,20,119,0.8,21,4,胜,34,38,70,46,11,16,4,8,费城76人,0.355,14,2018/3/21,0.548,32,PHI
灰熊105-99尼克斯,客,82,27,23,99,0.957,15,12,负,33,45,45,35,7,22,12,5,纽约尼克斯,0.259,14,2018/1/17,0.427,22,NYK
灰熊106-88国王,客,80,27,18,88,0.722,20,3,负,33,44,45,32,11,13,11,10,萨克拉门托国王,0.407,21,2018/1/19,0.4,18,SAC
灰熊107-116猛龙,客,78,31,33,116,0.879,23,3,胜,26,36,23,37,13,29,10,8,多伦多猛龙,0.419,11,2017/12/8,0.474,21,TOR
灰熊108-103开拓者,客,79,30,30,103,0.633,20,8,负,30,38,75,38,8,19,8,7,波特兰开拓者,0.267,12,2018/3/28,0.481,15,POR
灰熊109-99湖人,主,93,28,33,99,0.636,26,4,负,27,49,33,35,8,21,22,5,洛杉矶湖人,0.286,11,2017/12/27,0.376,14,LAL
灰熊110-111公牛,客,80,41,33,111,0.788,23,2,胜,34,42,68,35,15,26,8,10,芝加哥公牛,0.366,13,2018/3/15,0.438,23,CHI
灰熊110-119公牛,主,79,29,32,119,0.75,22,1,胜,32,41,64,42,11,24,9,10,芝加哥公牛,0.379,20,2018/3/7,0.532,25,CHI
灰熊111-101勇士,客,84,38,27,101,0.852,28,7,负,34,46,3,33,12,23,12,10,金州勇士,0.316,17,2017/10/21,0.393,20,GSW
灰熊111-116骑士,主,75,24,23,116,0.913,14,7,胜,30,31,23,42,11,21,1,8,克里夫兰骑士,0.458,10,2017/12/2,0.56,24,CLE
灰熊113-104快船,主,83,26,31,104,0.774,22,7,负,28,43,8,38,4,24,15,7,洛杉矶快船,0.154,13,2017/11/4,0.458,18,LAC
灰熊113-116步行者,客,85,24,20,116,0.9,17,6,胜,31,36,15,43,12,18,5,6,印第安纳步行者,0.5,12,2017/11/15,0.506,29,IND
灰熊114-121雷霆,客,80,36,35,121,0.686,19,6,胜,30,38,59,40,17,24,8,7,俄克拉荷马雷霆,0.472,9,2018/2/14,0.5,26,OKC
灰熊114-96国王,主,86,24,25,96,0.52,21,2,负,30,42,36,37,9,13,12,6,萨克拉门托国王,0.375,16,2017/12/31,0.43,20,SAC
灰熊115-112快船,客,80,34,28,112,0.75,22,7,负,31,37,32,39,13,21,6,4,洛杉矶快船,0.382,10,2017/12/23,0.488,14,LAC
灰熊115-118篮网,主,72,40,40,118,0.75,22,9,胜,32,41,71,36,16,30,9,5,布鲁克林篮网,0.4,22,2018/3/19,0.5,27,BKN
灰熊120-109太阳,客,82,23,36,109,0.722,20,2,负,22,37,51,38,7,26,15,11,菲尼克斯太阳,0.304,19,2018/1/29,0.463,20,PHO
灰熊123-114湖人,客,96,35,31,114,0.839,23,8,负,32,44,43,38,12,26,12,11,洛杉矶湖人,0.343,13,2018/1/15,0.396,25,LAL
灰熊123-137雷霆,主,85,43,32,137,0.719,23,3,胜,37,45,82,47,20,23,8,8,俄克拉荷马雷霆,0.465,14,2018/4/11,0.553,32,OKC
灰熊128-141勇士,主,85,33,25,141,0.92,17,6,胜,31,38,37,50,18,23,7,3,金州勇士,0.545,10,2017/12/30,0.588,37,GSW
灰熊130-117活塞,客,93,47,23,117,0.783,18,0,负,24,38,80,38,23,18,14,10,底特律活塞,0.489,12,2018/4/8,0.409,30,DET
灰熊78-87掘金,主,70,22,32,87,0.813,18,3,胜,35,47,42,27,7,26,12,8,丹佛掘金,0.318,14,2018/1/12,0.386,15,DEN
灰熊78-95爵士,客,74,32,22,95,0.727,17,8,胜,40,48,66,33,13,16,8,10,犹他爵士,0.406,17,2018/3/9,0.446,26,UTA
灰熊79-140黄蜂,主,92,40,27,140,0.852,17,4,胜,42,53,73,49,19,23,11,10,夏洛特黄蜂,0.475,8,2018/3/22,0.533,25,CHA
灰熊79-95马刺,客,70,27,32,95,0.688,18,5,胜,36,43,22,31,11,22,7,8,圣安东尼奥马刺,0.407,13,2017/12/1,0.443,20,SAS
灰熊80-114独行侠,主,77,29,35,114,0.857,18,3,胜,43,52,66,37,10,30,9,8,达拉斯独行侠,0.345,10,2018/3/10,0.481,21,DAL
灰熊82-107热火,客,66,27,24,107,0.792,22,8,胜,33,35,26,37,14,19,2,8,迈阿密热火,0.519,13,2017/12/11,0.561,24,MIA
灰熊82-108老鹰,主,83,25,21,108,0.762,16,5,胜,28,36,54,42,8,16,8,13,亚特兰大老鹰,0.32,13,2018/2/6,0.506,29,ATL
灰熊83-105火箭,客,78,43,21,105,0.81,24,9,胜,36,45,17,35,18,17,9,8,休斯顿火箭,0.419,16,2017/11/18,0.449,21,HOU
灰熊84-97勇士,主,74,21,25,97,0.88,19,8,胜,30,44,31,34,7,22,14,9,金州勇士,0.333,16,2017/12/20,0.459,26,GSW
灰熊85-108马刺,客,82,24,25,108,0.88,19,6,胜,34,45,50,38,10,22,11,9,圣安东尼奥马刺,0.417,13,2018/1/24,0.463,29,SAS
灰熊86-101猛龙,主,89,35,15,101,0.867,20,7,胜,34,44,52,41,6,13,10,13,多伦多猛龙,0.171,11,2018/2/4,0.461,21,TOR
灰熊87-93奇才,主,77,22,24,93,0.5,22,8,胜,38,44,28,36,9,12,6,7,华盛顿奇才,0.409,15,2017/12/13,0.468,21,WAS
灰熊88-92爵士,客,69,22,33,92,0.848,16,4,胜,34,43,54,29,6,28,9,6,犹他爵士,0.273,19,2018/2/7,0.42,14,UTA
灰熊88-98篮网,客,74,29,23,98,0.826,22,7,胜,31,43,19,33,13,19,12,7,布鲁克林篮网,0.448,17,2017/11/26,0.446,19,BKN
灰熊88-99尼克斯,主,67,14,27,99,0.741,21,3,胜,32,42,24,35,9,20,10,8,纽约尼克斯,0.643,16,2017/12/6,0.522,22,NYK
灰熊89-112骑士,客,87,29,22,112,0.955,23,9,胜,39,46,58,40,11,21,7,13,克里夫兰骑士,0.379,18,2018/2/23,0.46,26,CLE
灰熊89-115热火,主,89,33,27,115,0.778,17,6,胜,36,50,60,41,12,21,14,15,迈阿密热火,0.364,10,2018/2/24,0.461,27,MIA
灰熊92-100开拓者,客,83,15,32,100,0.875,23,9,胜,45,60,17,33,6,28,15,1,波特兰开拓者,0.4,15,2017/11/20,0.398,11,POR
灰熊92-104掘金,主,79,32,26,104,0.577,18,4,胜,35,50,19,40,9,15,15,9,丹佛掘金,0.281,21,2017/11/24,0.506,24,DEN
灰熊92-110雷霆,主,77,37,40,110,0.65,23,3,胜,29,38,57,34,16,26,9,6,俄克拉荷马雷霆,0.432,9,2018/2/11,0.442,21,OKC
灰熊93-100湖人,客,86,38,25,100,0.68,20,2,胜,33,44,72,35,13,17,11,7,洛杉矶湖人,0.342,11,2018/3/24,0.407,19,LAL
灰熊93-102凯尔特,客,80,30,14,102,0.714,19,6,胜,28,42,32,39,14,10,14,6,波士顿凯尔特人,0.467,16,2017/12/16,0.488,21,BOS
灰熊93-94国王,客,85,24,12,94,0.667,21,5,胜,32,42,80,40,6,8,10,8,萨克拉门托国王,0.25,15,2018/4/6,0.471,23,SAC
灰熊94-103独行侠,主,74,26,29,103,0.69,20,4,胜,31,35,5,36,11,20,4,6,达拉斯小牛,0.423,11,2017/10/25,0.486,20,DAL
灰熊94-113森林狼,主,87,22,26,113,0.846,18,7,胜,34,52,81,42,7,22,18,10,明尼苏达森林狼,0.318,17,2018/4/9,0.483,27,MIN
灰熊94-95独行侠,客,91,28,16,95,0.5,14,2,胜,36,40,19,39,9,8,4,9,达拉斯小牛,0.321,8,2017/11/22,0.429,23,DAL
灰熊95-104马刺,主,75,20,24,104,0.833,17,5,胜,27,32,21,38,8,20,5,9,圣安东尼奥马刺,0.4,9,2017/11/29,0.507,22,SAS
灰熊95-123鹈鹕,主,86,36,19,123,0.895,19,7,胜,37,48,78,45,16,17,11,14,新奥尔良鹈鹕,0.444,16,2018/4/4,0.523,32,NOH
灰熊95-92森林狼,客,79,17,19,92,0.947,16,2,负,27,34,25,35,4,18,7,9,明尼苏达森林狼,0.235,9,2017/12/4,0.443,17,MIN
灰熊95-97太阳,主,81,26,27,97,0.778,17,1,胜,32,44,34,33,10,21,12,4,菲尼克斯太阳,0.385,10,2017/12/21,0.407,21,PHO
灰熊96-111火箭,主,83,45,28,111,0.75,19,4,胜,35,46,13,37,16,21,11,14,休斯顿火箭,0.356,16,2017/11/11,0.446,18,HOU
灰熊96-91独行侠,客,94,34,20,91,0.85,22,3,负,35,53,6,32,10,17,18,10,达拉斯小牛,0.294,14,2017/10/26,0.34,20,DAL
灰熊96-94老鹰,客,77,31,16,94,0.875,19,5,负,28,35,29,34,12,14,7,12,亚特兰大老鹰,0.387,17,2017/12/15,0.442,27,ATL
灰熊97-107爵士,主,74,31,26,107,0.577,19,5,胜,31,38,76,40,12,15,7,7,犹他爵士,0.387,15,2018/3/30,0.541,24,UTA
灰熊97-99太阳,主,72,22,35,99,0.771,29,5,胜,35,41,36,32,8,27,6,5,菲尼克斯太阳,0.364,19,2017/12/26,0.444,24,PHO
灰熊98-100马刺,主,76,22,31,100,0.774,10,4,胜,32,36,64,35,6,24,4,14,圣安东尼奥马刺,0.273,11,2018/3/5,0.461,18,SAS
灰熊98-109凯尔特,主,86,37,27,109,0.704,23,5,胜,35,44,62,39,12,19,9,5,波士顿凯尔特人,0.324,8,2018/2/26,0.453,25,BOS
灰熊98-113开拓者,主,84,38,25,113,0.92,15,2,胜,35,43,77,39,12,23,8,9,波特兰开拓者,0.316,13,2018/4/1,0.464,28,POR
灰熊98-90火箭,主,77,38,23,90,0.739,31,2,负,30,39,4,32,9,17,9,5,休斯顿火箭,0.237,17,2017/10/23,0.416,25,HOU
灰熊98-97开拓者,主,81,19,20,97,0.95,18,1,负,32,42,11,36,6,19,10,9,波特兰开拓者,0.316,16,2017/11/7,0.444,11,POR
灰熊99-101魔术,客,75,29,14,101,0.857,22,8,胜,32,38,8,38,13,12,6,6,奥兰多魔术,0.448,24,2017/11/1,0.507,25,ORL
灰熊99-104黄蜂,客,89,17,29,104,0.793,22,7,胜,46,56,7,37,7,23,10,3,夏洛特黄蜂,0.412,11,2017/10/30,0.416,15,CHA
活塞100-101篮网,客,80,31,20,101,0.7,18,3,胜,39,46,47,37,13,14,7,1,布鲁克林篮网,0.419,15,2018/1/21,0.463,23,BKN
活塞100-104雄鹿,主,79,22,26,104,0.692,21,5,胜,28,41,23,39,8,18,13,6,密尔沃基雄鹿,0.364,11,2017/12/6,0.494,22,MIL
活塞100-107步行者,主,89,28,21,107,0.667,13,5,胜,38,51,16,39,15,14,13,4,印第安纳步行者,0.536,10,2017/11/17,0.438,22,IND
活塞100-97森林狼,主,78,22,18,97,0.667,20,4,负,32,38,16,40,5,12,6,11,明尼苏达森林狼,0.227,20,2017/11/19,0.513,23,MIN
活塞102-90黄蜂,客,73,30,29,90,0.793,15,3,负,44,47,1,29,9,23,3,4,夏洛特黄蜂,0.3,17,2017/10/18,0.397,16,CHA
活塞103-108 76人,主,86,28,32,108,0.875,24,4,胜,30,47,22,35,10,28,17,7,费城76人,0.357,17,2017/12/2,0.407,27,PHI
活塞103-118鹈鹕,客,100,34,16,118,1,25,7,胜,43,53,56,44,14,16,10,6,新奥尔良鹈鹕,0.412,11,2018/2/12,0.44,31,NOH
活塞103-92奇才,客,89,32,15,92,0.8,19,6,负,31,43,75,37,6,12,12,9,华盛顿奇才,0.188,15,2018/3/29,0.416,28,WAS
活塞104-101尼克斯,客,97,24,6,101,0.833,20,9,负,35,51,32,44,8,5,16,6,纽约尼克斯,0.333,14,2017/12/22,0.454,25,NYK
活塞104-102灰熊,客,96,31,14,102,1,24,3,负,39,49,51,40,8,14,10,3,孟菲斯灰熊,0.258,9,2018/2/1,0.417,22,MEM
活塞104-111热火,主,84,34,11,111,0.727,16,3,胜,34,41,37,43,17,8,7,6,迈阿密热火,0.5,12,2018/1/3,0.512,29,MIA
活塞104-121骑士,主,83,35,26,121,0.846,14,3,胜,41,45,48,42,15,22,4,2,克里夫兰骑士,0.429,10,2018/1/28,0.506,27,CLE
活塞104-98步行者,主,87,30,25,98,0.76,14,4,负,36,51,29,35,9,19,15,6,印第安纳步行者,0.3,13,2017/12/15,0.402,21,IND
