Date,HomeTeam,AwayTeam,GameID,Home Result,"Home Score ","Away Score ",TEAM1,TEAM2,Round,Start (ET),HOME,Season,Opponent,Result,Tm,Opp,W,L,Streak
2015-10-27 00:00:00.000,"CLE","CHI","2015/10/27_CLE:CHI",0,95,97,"CHI","CLE","1","8:00p","AWAY","2016","Cleveland Cavaliers","W","97","95","1","0","W 1"
2015-10-28 00:00:00.000,"CLE","MEM","2015/10/28_CLE:MEM",1,106,76,"CLE","MEM","2","8:00p","HOME","2016","Memphis Grizzlies","W","106","76","1","1","W 1"
2015-10-28 00:00:00.000,"DEN","HOU","2015/10/28_DEN:HOU",1,105,85,"DEN","HOU","1","8:00p","HOME","2016","Houston Rockets","W","105","85","1","0","W 1"
2015-11-02 00:00:00.000,"POR","MIN","2015/11/2_POR:MIN",2,106,101,"POR","MIN","4","8:00p","HOME","2016","Minnesota Timberwolves","W","106","101","2","2","W 1"
2015-11-03 00:00:00.000,"ORL","NOP","2015/11/3_ORL:NOP",1,103,94,"ORL","NOP","4","8:00p","HOME","2016","New Orleans Pelicans","W","103","94","1","3","W 1"
2015-11-05 00:00:00.000,"OKC","CHI","2015/11/5_OKC:CHI",2,98,104,"CHI","OKC","6","8:00p","AWAY","2016","Oklahoma City Thunder","W","104","98","4","2","W 1"
2015-11-10 00:00:00.000,"DAL","NOP","2015/11/10_DAL:NOP",6,105,120,"NOP","DAL","7","8:00p","AWAY","2016","Dallas Mavericks","W","120","105","1","6","W 1"
2015-11-11 00:00:00.000,"NOP","ATL","2015/11/11_NOP:ATL",2,98,106,"ATL","NOP","10","8:00p","AWAY","2016","New Orleans Pelicans","W","106","98","8","2","W 1"
2015-11-11 00:00:00.000,"LAC","DAL","2015/11/11_LAC:DAL",4,108,118,"DAL","LAC","8","8:00p","AWAY","2016","Los Angeles Clippers","W","118","108","4","4","W 1"
2015-11-11 00:00:00.000,"BRK","HOU","2015/11/11_BRK:HOU",1,106,98,"BRK","HOU","8","8:00p","HOME","2016","Houston Rockets","W","106","98","1","7","W 1"
2015-11-17 00:00:00.000,"DEN","NOP","2015/11/17_DEN:NOP",6,115,98,"DEN","NOP","11","8:00p","HOME","2016","New Orleans Pelicans","W","115","98","6","5","W 1"
2015-11-18 00:00:00.000,"POR","HOU","2015/11/18_POR:HOU",7,103,108,"HOU","POR","12","8:00p","AWAY","2016","Portland Trail Blazers","W","108","103","5","7","W 1"
2015-11-20 00:00:00.000,"SAS","NOP","2015/11/20_SAS:NOP",11,90,104,"NOP","SAS","13","8:00p","AWAY","2016","San Antonio Spurs","W","104","90","2","11","W 1"
2015-11-23 00:00:00.000,"PHI","MIN","2015/11/23_PHI:MIN",8,95,100,"MIN","PHI","14","8:00p","AWAY","2016","Philadelphia 76ers","W","100","95","6","8","W 1"
2015-11-23 00:00:00.000,"DET","MIL","2015/11/23_DET:MIL",8,88,109,"MIL","DET","14","8:00p","AWAY","2016","Detroit Pistons","W","109","88","6","8","W 1"
2015-11-24 00:00:00.000,"BOS","ATL","2015/11/24_BOS:ATL",6,97,121,"ATL","BOS","16","8:00p","AWAY","2016","Boston Celtics","W","121","97","10","6","W 1"
2015-11-27 00:00:00.000,"ATL","MEM","2015/11/27_ATL:MEM",11,116,101,"ATL","MEM","18","8:00p","HOME","2016","Memphis Grizzlies","W","116","101","11","7","W 1"
2015-11-30 00:00:00.000,"SAS","CHI","2015/11/30_SAS:CHI",5,89,92,"CHI","SAS","15","8:00p","AWAY","2016","San Antonio Spurs","W","92","89","10","5","W 1"
2015-12-02 00:00:00.000,"TOR","ATL","2015/12/2_TOR:ATL",12,96,86,"TOR","ATL","19","8:00p","HOME","2016","Atlanta Hawks","W","96","86","12","7","W 1"
2015-12-02 00:00:00.000,"NOP","HOU","2015/12/2_NOP:HOU",11,101,108,"HOU","NOP","19","8:00p","AWAY","2016","New Orleans Pelicans","W","108","101","8","11","W 1"
2015-12-04 00:00:00.000,"LAL","ATL","2015/12/4_LAL:ATL",9,87,100,"ATL","LAL","22","8:00p","AWAY","2016","Los Angeles Lakers","W","100","87","13","9","W 1"
2015-12-05 00:00:00.000,"CHO","CHI","2015/12/5_CHO:CHI",11,102,96,"CHO","CHI","19","8:00p","HOME","2016","Chicago Bulls","W","102","96","11","8","W 1"
2015-12-07 00:00:00.000,"PHO","CHI","2015/12/7_PHO:CHI",9,103,101,"PHO","CHI","22","8:00p","HOME","2016","Chicago Bulls","W","103","101","9","13","W 1"
2015-12-07 00:00:00.000,"BOS","NOP","2015/12/7_BOS:NOP",12,111,93,"BOS","NOP","21","8:00p","HOME","2016","New Orleans Pelicans","W","111","93","12","9","W 1"
2015-12-10 00:00:00.000,"LAC","CHI","2015/12/10_LAC:CHI",8,80,83,"CHI","LAC","20","8:00p","AWAY","2016","Los Angeles Clippers","W","83","80","12","8","W 1"
2015-12-18 00:00:00.000,"TOR","MIA","2015/12/18_TOR:MIA",17,108,94,"TOR","MIA","28","8:00p","HOME","2016","Miami Heat","W","108","94","17","11","W 1"
2015-12-20 00:00:00.000,"NOP","DEN","2015/12/20_NOP:DEN",8,130,125,"NOP","DEN","27","8:00p","HOME","2016","Denver Nuggets","W","130","125","8","19","W 1"
2015-12-21 00:00:00.000,"BRK","CHI","2015/12/21_BRK:CHI",8,105,102,"BRK","CHI","28","8:00p","HOME","2016","Chicago Bulls","W","105","102","8","20","W 1"
2015-12-25 00:00:00.000,"SAS","HOU","2015/12/25_SAS:HOU",15,84,88,"HOU","SAS","31","8:00p","AWAY","2016","San Antonio Spurs","W","88","84","16","15","W 1"
2015-12-26 00:00:00.000,"IND","MIN","2015/12/26_IND:MIN",17,102,88,"IND","MIN","29","8:00p","HOME","2016","Minnesota Timberwolves","W","102","88","17","12","W 1"
2016-01-06 00:00:00.000,"DEN","MIN","2016/1/6_DEN:MIN",13,78,74,"DEN","MIN","36","8:00p","HOME","2016","Minnesota Timberwolves","W","78","74","13","23","W 1"
2016-01-08 00:00:00.000,"DEN","MEM","2016/1/8_DEN:MEM",18,84,91,"MEM","DEN","38","8:00p","AWAY","2016","Denver Nuggets","W","91","84","20","18","W 1"
2016-01-10 00:00:00.000,"CHO","DEN","2016/1/10_CHO:DEN",24,92,95,"DEN","CHO","38","8:00p","AWAY","2016","Charlotte Hornets","W","95","92","14","24","W 1"
2016-01-12 00:00:00.000,"OKC","MIN","2016/1/12_OKC:MIN",27,101,96,"OKC","MIN","39","8:00p","HOME","2016","Minnesota Timberwolves","W","101","96","27","12","W 1"
2016-01-13 00:00:00.000,"IND","BOS","2016/1/13_IND:BOS",19,94,103,"BOS","IND","39","8:00p","AWAY","2016","Indiana Pacers","W","103","94","20","19","W 1"
2016-01-15 00:00:00.000,"DAL","CHI","2016/1/15_DAL:CHI",23,83,77,"DAL","CHI","41","8:00p","HOME","2016","Chicago Bulls","W","83","77","23","18","W 1"
2016-01-18 00:00:00.000,"GSW","CLE","2016/1/18_GSW:CLE",38,132,98,"GSW","CLE","42","8:00p","HOME","2016","Cleveland Cavaliers","W","132","98","38","4","W 1"
2016-01-19 00:00:00.000,"MIN","NOP","2016/1/19_MIN:NOP",27,99,114,"NOP","MIN","41","8:00p","AWAY","2016","Minnesota Timberwolves","W","114","99","14","27","W 1"
2016-01-20 00:00:00.000,"DET","HOU","2016/1/20_DET:HOU",23,123,114,"DET","HOU","42","8:00p","HOME","2016","Houston Rockets","W","123","114","23","19","W 1"
2016-01-22 00:00:00.000,"MIL","HOU","2016/1/22_MIL:HOU",22,98,102,"HOU","MIL","45","8:00p","AWAY","2016","Milwaukee Bucks","W","102","98","23","22","W 1"
2016-01-23 00:00:00.000,"MEM","MIN","2016/1/23_MEM:MIN",31,101,106,"MIN","MEM","45","8:00p","AWAY","2016","Memphis Grizzlies","W","106","101","14","31","W 1"
2016-01-25 00:00:00.000,"MIA","CHI","2016/1/25_MIA:CHI",24,89,84,"MIA","CHI","45","8:00p","HOME","2016","Chicago Bulls","W","89","84","24","21","W 1"
2016-01-26 00:00:00.000,"ORL","MIL","2016/1/26_ORL:MIL",27,100,107,"MIL","ORL","47","8:00p","AWAY","2016","Orlando Magic","W","107","100","20","27","W 1"
2016-01-30 00:00:00.000,"WAS","HOU","2016/1/30_WAS:HOU",21,123,122,"WAS","HOU","45","8:00p","HOME","2016","Houston Rockets","W","123","122","21","24","W 1"
2016-02-01 00:00:00.000,"DAL","ATL","2016/2/1_DAL:ATL",22,97,112,"ATL","DAL","50","8:00p","AWAY","2016","Dallas Mavericks","W","112","97","28","22","W 1"
2016-02-09 00:00:00.000,"BOS","MIL","2016/2/9_BOS:MIL",32,111,112,"MIL","BOS","53","8:00p","AWAY","2016","Boston Celtics","W","112","111","21","32","W 1"
2016-02-10 00:00:00.000,"ATL","CHI","2016/2/10_ATL:CHI",31,113,90,"ATL","CHI","55","8:00p","HOME","2016","Chicago Bulls","W","113","90","31","24","W 1"
2016-02-10 00:00:00.000,"TOR","MIN","2016/2/10_TOR:MIN",37,112,117,"MIN","TOR","54","8:00p","AWAY","2016","Toronto Raptors","W","117","112","17","37","W 1"
2016-02-19 00:00:00.000,"IND","OKC","2016/2/19_IND:OKC",29,101,98,"IND","OKC","54","8:00p","HOME","2016","Oklahoma City Thunder","W","101","98","29","25","W 1"
2016-02-22 00:00:00.000,"BOS","MIN","2016/2/22_BOS:MIN",39,122,124,"MIN","BOS","57","8:00p","AWAY","2016","Boston Celtics","W","124","122","18","39","W 1"
2016-02-24 00:00:00.000,"LAL","MEM","2016/2/24_LAL:MEM",23,119,128,"MEM","LAL","56","8:00p","AWAY","2016","Los Angeles Lakers","W","128","119","33","23","W 1"
2016-02-25 00:00:00.000,"OKC","NOP","2016/2/25_OKC:NOP",34,119,123,"NOP","OKC","57","8:00p","AWAY","2016","Oklahoma City Thunder","W","123","119","23","34","W 1"
2016-02-26 00:00:00.000,"CHI","ATL","2016/2/26_CHI:ATL",27,88,103,"ATL","CHI","59","8:00p","AWAY","2016","Chicago Bulls","W","103","88","32","27","W 1"
2016-02-29 00:00:00.000,"HOU","MIL","2016/2/29_HOU:MIL",35,121,128,"MIL","HOU","60","8:00p","AWAY","2016","Houston Rockets","W","128","121","25","35","W 1"
2016-03-02 00:00:00.000,"IND","MIL","2016/3/2_IND:MIL",32,104,99,"IND","MIL","61","8:00p","HOME","2016","Milwaukee Bucks","W","104","99","32","29","W 1"
2016-03-02 00:00:00.000,"NOP","HOU","2016/3/2_NOP:HOU",31,95,100,"HOU","NOP","61","8:00p","AWAY","2016","New Orleans Pelicans","W","100","95","30","31","W 1"
2016-03-08 00:00:00.000,"SAS","MIN","2016/3/8_SAS:MIN",54,116,91,"SAS","MIN","64","8:00p","HOME","2016","Minnesota Timberwolves","W","116","91","54","10","W 1"
2016-03-11 00:00:00.000,"MIN","OKC","2016/3/11_MIN:OKC",21,99,96,"MIN","OKC","66","8:00p","HOME","2016","Oklahoma City Thunder","W","99","96","21","45","W 1"
2016-03-14 00:00:00.000,"DET","WAS","2016/3/14_DET:WAS",35,81,124,"WAS","DET","66","8:00p","AWAY","2016","Detroit Pistons","W","124","81","31","35","W 1"
2016-03-14 00:00:00.000,"POR","OKC","2016/3/14_POR:OKC",22,94,128,"OKC","POR","67","8:00p","AWAY","2016","Portland Trail Blazers","W","128","94","45","22","W 1"
2016-03-15 00:00:00.000,"TOR","MIL","2016/3/15_TOR:MIL",45,107,89,"TOR","MIL","66","8:00p","HOME","2016","Milwaukee Bucks","W","107","89","45","21","W 1"
2016-03-17 00:00:00.000,"MEM","MIL","2016/3/17_MEM:MIL",39,86,96,"MIL","MEM","69","8:00p","AWAY","2016","Memphis Grizzlies","W","96","86","30","39","W 1"
2016-03-18 00:00:00.000,"MIN","HOU","2016/3/18_MIN:HOU",34,111,116,"HOU","MIN","69","8:00p","AWAY","2016","Minnesota Timberwolves","W","116","111","35","34","W 1"
2016-03-18 00:00:00.000,"POR","NOP","2016/3/18_POR:NOP",36,117,112,"POR","NOP","70","8:00p","HOME","2016","New Orleans Pelicans","W","117","112","36","34","W 1"
2016-03-23 00:00:00.000,"SAC","MIN","2016/3/23_SAC:MIN",48,104,113,"MIN","SAC","71","8:00p","AWAY","2016","Sacramento Kings","W","113","104","23","48","W 1"
2016-03-25 00:00:00.000,"ORL","MIA","2016/3/25_ORL:MIA",30,97,108,"MIA","ORL","72","8:00p","AWAY","2016","Orlando Magic","W","108","97","42","30","W 1"
2016-03-25 00:00:00.000,"TOR","HOU","2016/3/25_TOR:HOU",37,109,112,"HOU","TOR","73","8:00p","AWAY","2016","Toronto Raptors","W","112","109","36","37","W 1"
2016-03-26 00:00:00.000,"UTA","MIN","2016/3/26_UTA:MIN",36,93,84,"UTA","MIN","73","8:00p","HOME","2016","Minnesota Timberwolves","W","93","84","36","37","W 1"
2016-03-28 00:00:00.000,"SAS","MEM","2016/3/28_SAS:MEM",62,101,87,"SAS","MEM","74","8:00p","HOME","2016","Memphis Grizzlies","W","101","87","62","12","W 1"
2016-03-29 00:00:00.000,"HOU","CLE","2016/3/29_HOU:CLE",37,106,100,"HOU","CLE","75","8:00p","HOME","2016","Cleveland Cavaliers","W","106","100","37","38","W 1"
2016-03-30 00:00:00.000,"DEN","MEM","2016/3/30_DEN:MEM",32,109,105,"DEN","MEM","76","8:00p","HOME","2016","Memphis Grizzlies","W","109","105","32","44","W 1"
2016-03-30 00:00:00.000,"PHO","MIL","2016/3/30_PHO:MIL",44,94,105,"MIL","PHO","75","8:00p","AWAY","2016","Phoenix Suns","W","105","94","31","44","W 1"
2016-04-03 00:00:00.000,"POR","GSW","2016/4/3_POR:GSW",8,111,136,"GSW","POR","77","8:00p","AWAY","2016","Portland Trail Blazers","W","136","111","69","8","W 1"
2016-04-05 00:00:00.000,"PHO","ATL","2016/4/5_PHO:ATL",32,90,103,"ATL","PHO","78","8:00p","AWAY","2016","Phoenix Suns","W","103","90","46","32","W 1"
2016-04-05 00:00:00.000,"CHI","MEM","2016/4/5_CHI:MEM",36,92,108,"MEM","CHI","78","8:00p","AWAY","2016","Chicago Bulls","W","108","92","42","36","W 1"
2016-04-07 00:00:00.000,"PHO","HOU","2016/4/7_PHO:HOU",21,124,115,"PHO","HOU","79","8:00p","HOME","2016","Houston Rockets","W","124","115","21","58","W 1"
2016-04-08 00:00:00.000,"LAL","NOP","2016/4/8_LAL:NOP",49,102,110,"NOP","LAL","79","8:00p","AWAY","2016","Los Angeles Lakers","W","110","102","30","49","W 1"
2016-04-11 00:00:00.000,"LAL","OKC","2016/4/11_LAL:OKC",26,79,112,"OKC","LAL","81","8:00p","AWAY","2016","Los Angeles Lakers","W","112","79","55","26","W 1"
2016-04-13 00:00:00.000,"MIA","BOS","2016/4/13_MIA:BOS",34,88,98,"BOS","MIA","82","8:00p","AWAY","2016","Miami Heat","W","98","88","48","34","W 1"
2016-04-13 00:00:00.000,"NOP","MIN","2016/4/13_NOP:MIN",53,109,144,"MIN","NOP","82","8:00p","AWAY","2016","New Orleans Pelicans","W","144","109","29","53","W 1"
2016-10-26 00:00:00.000,"MIN","MEM","2016/10/26_MIN:MEM",0,98,102,"MEM","MIN","1","8:00p","AWAY","2017","Minnesota Timberwolves","W","102","98","1","0","W 1"
2016-10-26 00:00:00.000,"DEN","NOP","2016/10/26_DEN:NOP",1,107,102,"DEN","NOP","1","8:00p","HOME","2017","New Orleans Pelicans","W","107","102","1","0","W 1"
2016-10-26 00:00:00.000,"OKC","PHI","2016/10/26_OKC:PHI",1,103,97,"OKC","PHI","1","8:00p","HOME","2017","Philadelphia 76ers","W","103","97","1","0","W 1"
2016-10-27 00:00:00.000,"BOS","CHI","2016/10/27_BOS:CHI",0,99,105,"CHI","BOS","1","8:00p","AWAY","2017","Boston Celtics","W","105","99","1","0","W 1"
2016-10-30 00:00:00.000,"WAS","MEM","2016/10/30_WAS:MEM",1,103,112,"MEM","WAS","3","8:00p","AWAY","2017","Washington Wizards","W","112","103","2","1","W 1"
2016-11-01 00:00:00.000,"MIL","NOP","2016/11/1_MIL:NOP",2,117,113,"MIL","NOP","4","8:00p","HOME","2017","New Orleans Pelicans","W","117","113","2","2","W 1"
2016-11-04 00:00:00.000,"LAC","MEM","2016/11/4_LAC:MEM",4,99,88,"LAC","MEM","5","8:00p","HOME","2017","Memphis Grizzlies","W","99","88","4","1","W 1"
2016-11-14 00:00:00.000,"PHI","HOU","2016/11/14_PHI:HOU",4,88,115,"HOU","PHI","10","8:00p","AWAY","2017","Philadelphia 76ers","W","115","88","6","4","W 1"
2016-11-26 00:00:00.000,"MEM","MIA","2016/11/26_MEM:MIA",11,110,107,"MEM","MIA","17","8:00p","HOME","2017","Miami Heat","W","110","107","11","6","W 1"
2016-11-29 00:00:00.000,"LAL","NOP","2016/11/29_LAL:NOP",12,88,105,"NOP","LAL","19","8:00p","AWAY","2017","Los Angeles Lakers","W","105","88","7","12","W 1"
2016-11-30 00:00:00.000,"LAL","CHI","2016/11/30_LAL:CHI",10,96,90,"LAL","CHI","20","8:00p","HOME","2017","Chicago Bulls","W","96","90","10","10","W 1"
2016-12-01 00:00:00.000,"LAC","CLE","2016/12/1_LAC:CLE",15,113,94,"LAC","CLE","20","8:00p","HOME","2017","Cleveland Cavaliers","W","113","94","15","5","W 1"
2016-12-02 00:00:00.000,"CLE","CHI","2016/12/2_CLE:CHI",7,105,111,"CHI","CLE","18","8:00p","AWAY","2017","Cleveland Cavaliers","W","111","105","11","7","W 1"
2016-12-07 00:00:00.000,"POR","MIL","2016/12/7_POR:MIL",9,107,115,"MIL","POR","20","8:00p","AWAY","2017","Portland Trail Blazers","W","115","107","11","9","W 1"
2016-12-09 00:00:00.000,"DET","MIN","2016/12/9_DET:MIN",13,117,90,"DET","MIN","25","8:00p","HOME","2017","Minnesota Timberwolves","W","117","90","13","12","W 1"
2016-12-14 00:00:00.000,"CLE","MEM","2016/12/14_CLE:MEM",9,85,93,"MEM","CLE","27","8:00p","AWAY","2017","Cleveland Cavaliers","W","93","85","18","9","W 1"
2016-12-15 00:00:00.000,"CHI","MIL","2016/12/15_CHI:MIL",12,97,108,"MIL","CHI","24","8:00p","AWAY","2017","Chicago Bulls","W","108","97","12","12","W 1"
2016-12-19 00:00:00.000,"ATL","OKC","2016/12/19_ATL:OKC",14,110,108,"ATL","OKC","28","8:00p","HOME","2017","Oklahoma City Thunder","W","110","108","14","14","W 1"
2016-12-19 00:00:00.000,"DET","CHI","2016/12/19_DET:CHI",13,82,113,"CHI","DET","27","8:00p","AWAY","2017","Detroit Pistons","W","113","82","14","13","W 1"
2016-12-21 00:00:00.000,"OKC","NOP","2016/12/21_OKC:NOP",17,121,110,"OKC","NOP","29","8:00p","HOME","2017","New Orleans Pelicans","W","121","110","17","12","W 1"
2016-12-22 00:00:00.000,"LAL","MIA","2016/12/22_LAL:MIA",20,107,115,"MIA","LAL","30","8:00p","AWAY","2017","Los Angeles Lakers","W","115","107","10","20","W 1"
2016-12-23 00:00:00.000,"MIA","NOP","2016/12/23_MIA:NOP",21,87,91,"NOP","MIA","32","8:00p","AWAY","2017","Miami Heat","W","91","87","11","21","W 1"
2016-12-23 00:00:00.000,"WAS","MIL","2016/12/23_WAS:MIL",14,96,123,"MIL","WAS","28","8:00p","AWAY","2017","Washington Wizards","W","123","96","14","14","W 1"
2016-12-26 00:00:00.000,"PHO","HOU","2016/12/26_PHO:HOU",9,115,131,"HOU","PHO","32","8:00p","AWAY","2017","Phoenix Suns","W","131","115","23","9","W 1"
2017-01-12 00:00:00.000,"CHI","NYK","2017/1/12_CHI:NYK",22,89,104,"NYK","CHI","40","8:00p","AWAY","2017","Chicago Bulls","W","104","89","18","22","W 1"
2017-01-13 00:00:00.000,"MEM","HOU","2017/1/13_MEM:HOU",25,110,105,"MEM","HOU","42","8:00p","HOME","2017","Houston Rockets","W","110","105","25","17","W 1"
2017-01-14 00:00:00.000,"PHI","WAS","2017/1/14_PHI:WAS",19,93,109,"WAS","PHI","39","8:00p","AWAY","2017","Philadelphia 76ers","W","109","93","20","19","W 1"
2017-01-18 00:00:00.000,"ORL","NOP","2017/1/18_ORL:NOP",26,98,118,"NOP","ORL","43","8:00p","AWAY","2017","Orlando Magic","W","118","98","17","26","W 1"
2017-01-20 00:00:00.000,"BRK","NOP","2017/1/20_BRK:NOP",9,143,114,"BRK","NOP","42","8:00p","HOME","2017","New Orleans Pelicans","W","143","114","9","33","W 1"
2017-01-21 00:00:00.000,"HOU","MEM","2017/1/21_HOU:MEM",34,119,95,"HOU","MEM","47","8:00p","HOME","2017","Memphis Grizzlies","W","119","95","34","13","W 1"
2017-01-23 00:00:00.000,"NYK","IND","2017/1/23_NYK:IND",20,109,103,"NYK","IND","46","8:00p","HOME","2017","Indiana Pacers","W","109","103","20","26","W 1"
2017-01-23 00:00:00.000,"CLE","NOP","2017/1/23_CLE:NOP",27,122,124,"NOP","CLE","45","8:00p","AWAY","2017","Cleveland Cavaliers","W","124","122","18","27","W 1"
2017-01-25 00:00:00.000,"TOR","MEM","2017/1/25_TOR:MEM",20,99,101,"MEM","TOR","47","8:00p","AWAY","2017","Toronto Raptors","W","101","99","27","20","W 1"
2017-01-25 00:00:00.000,"ATL","CHI","2017/1/25_ATL:CHI",27,119,114,"ATL","CHI","46","8:00p","HOME","2017","Chicago Bulls","W","119","114","27","19","W 1"
2017-01-25 00:00:00.000,"GSW","CHO","2017/1/25_GSW:CHO",39,113,103,"GSW","CHO","46","8:00p","HOME","2017","Charlotte Hornets","W","113","103","39","7","W 1"
2017-01-27 00:00:00.000,"SAS","NOP","2017/1/27_SAS:NOP",28,103,119,"NOP","SAS","47","8:00p","AWAY","2017","San Antonio Spurs","W","119","103","19","28","W 1"
2017-01-27 00:00:00.000,"HOU","PHI","2017/1/27_HOU:PHI",35,123,118,"HOU","PHI","50","8:00p","HOME","2017","Philadelphia 76ers","W","123","118","35","15","W 1"
2017-02-03 00:00:00.000,"MEM","OKC","2017/2/3_MEM:OKC",22,102,114,"OKC","MEM","51","8:00p","AWAY","2017","Memphis Grizzlies","W","114","102","29","22","W 1"
2017-02-03 00:00:00.000,"CHI","HOU","2017/2/3_CHI:HOU",17,117,121,"HOU","CHI","54","8:00p","AWAY","2017","Chicago Bulls","W","121","117","37","17","W 1"
2017-02-08 00:00:00.000,"LAC","NYK","2017/2/8_LAC:NYK",32,119,115,"LAC","NYK","53","8:00p","HOME","2017","New York Knicks","W","119","115","32","21","W 1"
2017-02-10 00:00:00.000,"NOP","MIN","2017/2/10_NOP:MIN",21,122,106,"NOP","MIN","54","8:00p","HOME","2017","Minnesota Timberwolves","W","122","106","21","33","W 1"
2017-02-15 00:00:00.000,"MIA","HOU","2017/2/15_MIA:HOU",25,117,109,"MIA","HOU","57","8:00p","HOME","2017","Houston Rockets","W","117","109","25","32","W 1"
2017-03-01 00:00:00.000,"DET","NOP","2017/3/1_DET:NOP",37,86,109,"NOP","DET","61","8:00p","AWAY","2017","Detroit Pistons","W","109","86","24","37","W 1"
2017-03-01 00:00:00.000,"CLE","BOS","2017/3/1_CLE:BOS",22,99,103,"BOS","CLE","61","8:00p","AWAY","2017","Cleveland Cavaliers","W","103","99","39","22","W 1"
2017-03-08 00:00:00.000,"DET","IND","2017/3/8_DET:IND",31,98,115,"IND","DET","64","8:00p","AWAY","2017","Detroit Pistons","W","115","98","33","31","W 1"
2017-03-08 00:00:00.000,"LAC","MIN","2017/3/8_LAC:MIN",37,91,107,"MIN","LAC","63","8:00p","AWAY","2017","Los Angeles Clippers","W","107","91","26","37","W 1"
2017-03-13 00:00:00.000,"MIL","MEM","2017/3/13_MIL:MEM",30,93,113,"MEM","MIL","67","8:00p","AWAY","2017","Milwaukee Bucks","W","113","93","37","30","W 1"
2017-03-13 00:00:00.000,"WAS","MIN","2017/3/13_WAS:MIN",38,104,119,"MIN","WAS","66","8:00p","AWAY","2017","Washington Wizards","W","119","104","28","38","W 1"
2017-03-15 00:00:00.000,"POR","SAS","2017/3/15_POR:SAS",30,110,106,"POR","SAS","67","8:00p","HOME","2017","San Antonio Spurs","W","110","106","30","37","W 1"
2017-03-17 00:00:00.000,"HOU","NOP","2017/3/17_HOU:NOP",41,112,128,"NOP","HOU","69","8:00p","AWAY","2017","Houston Rockets","W","128","112","28","41","W 1"
2017-03-26 00:00:00.000,"NOP","DEN","2017/3/26_NOP:DEN",31,115,90,"NOP","DEN","73","8:00p","HOME","2017","Denver Nuggets","W","115","90","31","42","W 1"
2017-03-31 00:00:00.000,"SAS","OKC","2017/3/31_SAS:OKC",58,100,95,"SAS","OKC","75","8:00p","HOME","2017","Oklahoma City Thunder","W","100","95","58","17","W 1"
2017-04-12 00:00:00.000,"MIN","HOU","2017/4/12_MIN:HOU",27,118,123,"HOU","MIN","82","8:00p","AWAY","2017","Minnesota Timberwolves","W","123","118","55","27","W 1"
2017-04-12 00:00:00.000,"PHI","NYK","2017/4/12_PHI:NYK",51,113,114,"NYK","PHI","82","8:00p","AWAY","2017","Philadelphia 76ers","W","114","113","31","51","W 1"
2017-10-21 00:00:00.000,"ORL","CLE","2017/10/21_ORL:CLE",2,114,93,"ORL","CLE","3","8:00p","HOME","2018","Cleveland Cavaliers","W","114","93","2","1","W 1"
2017-10-21 00:00:00.000,"DET","NYK","2017/10/21_DET:NYK",2,111,107,"DET","NYK","3","8:00p","HOME","2018","New York Knicks","W","111","107","2","1","W 1"
2017-10-24 00:00:00.000,"IND","MIN","2017/10/24_IND:MIN",2,130,107,"IND","MIN","4","8:00p","HOME","2018","Minnesota Timberwolves","W","130","107","2","2","W 1"
2017-10-26 00:00:00.000,"ATL","CHI","2017/10/26_ATL:CHI",3,86,91,"CHI","ATL","4","8:00p","AWAY","2018","Atlanta Hawks","W","91","86","1","3","W 1"
2017-10-26 00:00:00.000,"DAL","MEM","2017/10/26_DAL:MEM",1,91,96,"MEM","DAL","5","8:00p","AWAY","2018","Dallas Mavericks","W","96","91","4","1","W 1"
2017-10-28 00:00:00.000,"OKC","CHI","2017/10/28_OKC:CHI",3,101,69,"OKC","CHI","6","8:00p","HOME","2018","Chicago Bulls","W","101","69","3","3","W 1"
2017-10-30 00:00:00.000,"ORL","NOP","2017/10/30_ORL:NOP",5,115,99,"ORL","NOP","7","8:00p","HOME","2018","New Orleans Pelicans","W","115","99","5","2","W 1"
2017-11-01 00:00:00.000,"HOU","NYK","2017/11/1_HOU:NYK",6,119,97,"HOU","NYK","9","8:00p","HOME","2018","New York Knicks","W","119","97","6","3","W 1"
2017-11-10 00:00:00.000,"IND","CHI","2017/11/10_IND:CHI",6,105,87,"IND","CHI","13","8:00p","HOME","2018","Chicago Bulls","W","105","87","6","7","W 1"
2017-11-14 00:00:00.000,"TOR","HOU","2017/11/14_TOR:HOU",8,129,113,"TOR","HOU","13","8:00p","HOME","2018","Houston Rockets","W","129","113","8","5","W 1"
2017-11-20 00:00:00.000,"OKC","NOP","2017/11/20_OKC:NOP",8,107,114,"NOP","OKC","17","8:00p","AWAY","2018","Oklahoma City Thunder","W","114","107","9","8","W 1"
2017-11-28 00:00:00.000,"PHO","CHI","2017/11/28_PHO:CHI",8,104,99,"PHO","CHI","22","8:00p","HOME","2018","Chicago Bulls","W","104","99","8","14","W 1"
2017-12-01 00:00:00.000,"SAC","CHI","2017/12/1_SAC:CHI",7,107,106,"SAC","CHI","22","8:00p","HOME","2018","Chicago Bulls","W","107","106","7","15","W 1"
2017-12-01 00:00:00.000,"CHO","MIA","2017/12/1_CHO:MIA",11,100,105,"MIA","CHO","22","8:00p","AWAY","2018","Charlotte Hornets","W","105","100","11","11","W 1"
2017-12-06 00:00:00.000,"DET","MIL","2017/12/6_DET:MIL",10,100,104,"MIL","DET","23","8:00p","AWAY","2018","Detroit Pistons","W","104","100","13","10","W 1"
