Date,HomeTeam,AwayTeam,GameID,Home Result,"Home Score ","Away Score ",TEAM1,TEAM2,Round,Start (ET),HOME,Season,Opponent,Result,Tm,Opp,W,L,Streak
2017-01-05 00:00:00.000,"UTA","TOR","2017/1/5_UTA:TOR",22,93,101,"UTA","TOR","37","7:30p","HOME","2017","Toronto Raptors","L","93","101","22","15","L 2"
2017-01-09 00:00:00.000,"NOP","NYK","2017/1/9_NOP:NYK",21,110,96,"NYK","NOP","38","7:30p","AWAY","2017","New Orleans Pelicans","L","96","110","17","21","L 2"
2017-01-28 00:00:00.000,"DET","MIA","2017/1/28_DET:MIA",21,103,116,"DET","MIA","47","7:30p","HOME","2017","Miami Heat","L","103","116","21","26","L 2"
2017-03-15 00:00:00.000,"UTA","DET","2017/3/15_UTA:DET",35,97,83,"DET","UTA","68","7:30p","AWAY","2017","Utah Jazz","L","83","97","33","35","L 2"
2017-03-20 00:00:00.000,"WAS","BOS","2017/3/20_WAS:BOS",42,102,110,"WAS","BOS","70","7:30p","HOME","2017","Boston Celtics","L","102","110","42","28","L 2"
2017-03-31 00:00:00.000,"PHI","CLE","2017/3/31_PHI:CLE",28,105,122,"PHI","CLE","76","7:30p","HOME","2017","Cleveland Cavaliers","L","105","122","28","48","L 2"
2017-04-05 00:00:00.000,"TOR","DET","2017/4/5_TOR:DET",43,105,102,"DET","TOR","78","7:30p","AWAY","2017","Toronto Raptors","L","102","105","35","43","L 2"
2017-11-05 00:00:00.000,"IND","NYK","2017/11/5_IND:NYK",5,101,108,"IND","NYK","10","7:30p","HOME","2018","New York Knicks","L","101","108","5","5","L 2"
2017-11-07 00:00:00.000,"CHI","TOR","2017/11/7_CHI:TOR",2,114,119,"CHI","TOR","9","7:30p","HOME","2018","Toronto Raptors","L","114","119","2","7","L 2"
2017-11-14 00:00:00.000,"BOS","BRK","2017/11/14_BOS:BRK",9,109,102,"BRK","BOS","14","7:30p","AWAY","2018","Boston Celtics","L","102","109","5","9","L 2"
2017-11-15 00:00:00.000,"WAS","MIA","2017/11/15_WAS:MIA",8,102,93,"MIA","WAS","14","7:30p","AWAY","2018","Washington Wizards","L","93","102","6","8","L 2"
2017-11-29 00:00:00.000,"MIA","NYK","2017/11/29_MIA:NYK",10,86,115,"MIA","NYK","21","7:30p","HOME","2018","New York Knicks","L","86","115","10","11","L 2"
2017-11-30 00:00:00.000,"CLE","ATL","2017/11/30_CLE:ATL",17,121,114,"ATL","CLE","21","7:30p","AWAY","2018","Cleveland Cavaliers","L","114","121","4","17","L 2"
2017-12-01 00:00:00.000,"IND","TOR","2017/12/1_IND:TOR",12,115,120,"IND","TOR","23","7:30p","HOME","2018","Toronto Raptors","L","115","120","12","11","L 2"
2017-12-02 00:00:00.000,"DET","PHI","2017/12/2_DET:PHI",14,103,108,"DET","PHI","22","7:30p","HOME","2018","Philadelphia 76ers","L","103","108","14","8","L 2"
2017-12-23 00:00:00.000,"CHI","BOS","2017/12/23_CHI:BOS",10,92,117,"CHI","BOS","32","7:30p","HOME","2018","Boston Celtics","L","92","117","10","22","L 2"
2018-01-01 00:00:00.000,"ORL","BRK","2018/1/1_ORL:BRK",12,95,98,"ORL","BRK","38","7:30p","HOME","2018","Brooklyn Nets","L","95","98","12","26","L 2"
2018-01-20 00:00:00.000,"MIL","PHI","2018/1/20_MIL:PHI",23,94,116,"MIL","PHI","45","7:30p","HOME","2018","Philadelphia 76ers","L","94","116","23","22","L 2"
2018-02-26 00:00:00.000,"GSW","NYK","2018/2/26_GSW:NYK",38,125,111,"NYK","GSW","62","7:30p","AWAY","2018","Golden State Warriors","L","111","125","24","38","L 2"
2018-02-27 00:00:00.000,"PHI","MIA","2018/2/27_PHI:MIA",32,101,102,"PHI","MIA","59","7:30p","HOME","2018","Miami Heat","L","101","102","32","27","L 2"
2018-02-28 00:00:00.000,"IND","ATL","2018/2/28_IND:ATL",34,102,107,"IND","ATL","61","7:30p","HOME","2018","Atlanta Hawks","L","102","107","34","27","L 2"
2018-03-03 00:00:00.000,"DET","MIA","2018/3/3_DET:MIA",29,96,105,"DET","MIA","63","7:30p","HOME","2018","Miami Heat","L","96","105","29","34","L 2"
2018-03-19 00:00:00.000,"CHI","NYK","2018/3/19_CHI:NYK",24,92,110,"CHI","NYK","70","7:30p","HOME","2018","New York Knicks","L","92","110","24","46","L 2"
2018-03-19 00:00:00.000,"DEN","MIA","2018/3/19_DEN:MIA",38,141,149,"DEN","MIA","71","7:30p","HOME","2018","Miami Heat","L","141","149","38","33","L 2"
2018-03-23 00:00:00.000,"BRK","TOR","2018/3/23_BRK:TOR",23,112,116,"BRK","TOR","73","7:30p","HOME","2018","Toronto Raptors","L","112","116","23","50","L 2"
2018-04-04 00:00:00.000,"MIA","ATL","2018/4/4_MIA:ATL",57,115,86,"ATL","MIA","79","7:30p","AWAY","2018","Miami Heat","L","86","115","22","57","L 2"
2018-04-09 00:00:00.000,"CLE","NYK","2018/4/9_CLE:NYK",53,123,109,"NYK","CLE","81","7:30p","AWAY","2018","Cleveland Cavaliers","L","109","123","28","53","L 2"
2018-04-09 00:00:00.000,"OKC","MIA","2018/4/9_OKC:MIA",38,115,93,"MIA","OKC","81","7:30p","AWAY","2018","Oklahoma City Thunder","L","93","115","43","38","L 2"
2018-10-20 00:00:00.000,"ORL","PHI","2018/10/20_ORL:PHI",1,115,116,"ORL","PHI","3","7:30p","HOME","2019","Philadelphia 76ers","L","115","116","1","2","L 2"
2018-10-26 00:00:00.000,"DAL","TOR","2018/10/26_DAL:TOR",2,107,116,"DAL","TOR","5","7:30p","HOME","2019","Toronto Raptors","L","107","116","2","3","L 2"
2018-11-07 00:00:00.000,"SAS","MIA","2018/11/7_SAS:MIA",6,88,95,"SAS","MIA","10","7:30p","HOME","2019","Miami Heat","L","88","95","6","4","L 2"
2018-11-27 00:00:00.000,"ATL","MIA","2018/11/27_ATL:MIA",13,115,113,"MIA","ATL","20","7:30p","AWAY","2019","Atlanta Hawks","L","113","115","7","13","L 2"
2018-12-07 00:00:00.000,"SAC","CLE","2018/12/7_SAC:CLE",20,129,110,"CLE","SAC","25","7:30p","AWAY","2019","Sacramento Kings","L","110","129","5","20","L 2"
2018-12-08 00:00:00.000,"DEN","ATL","2018/12/8_DEN:ATL",17,98,106,"DEN","ATL","26","7:30p","HOME","2019","Atlanta Hawks","L","98","106","17","9","L 2"
2018-12-17 00:00:00.000,"PHO","NYK","2018/12/17_PHO:NYK",23,128,110,"NYK","PHO","32","7:30p","AWAY","2019","Phoenix Suns","L","110","128","9","23","L 2"
2018-12-18 00:00:00.000,"LAL","BRK","2018/12/18_LAL:BRK",18,110,115,"LAL","BRK","31","7:30p","HOME","2019","Brooklyn Nets","L","110","115","18","13","L 2"
2018-12-19 00:00:00.000,"IND","TOR","2018/12/19_IND:TOR",20,96,99,"IND","TOR","32","7:30p","HOME","2019","Toronto Raptors","L","96","99","20","12","L 2"
2018-12-26 00:00:00.000,"CHO","BRK","2018/12/26_CHO:BRK",16,132,134,"CHO","BRK","33","7:30p","HOME","2019","Brooklyn Nets","L","132","134","16","17","L 2"
2019-01-08 00:00:00.000,"DEN","MIA","2019/1/8_DEN:MIA",20,103,99,"MIA","DEN","39","7:30p","AWAY","2019","Denver Nuggets","L","99","103","19","20","L 2"
2019-01-17 00:00:00.000,"PHO","TOR","2019/1/17_PHO:TOR",11,109,111,"PHO","TOR","46","7:30p","HOME","2019","Toronto Raptors","L","109","111","11","35","L 2"
2019-02-09 00:00:00.000,"CHO","ATL","2019/2/9_CHO:ATL",37,129,120,"ATL","CHO","55","7:30p","AWAY","2019","Charlotte Hornets","L","120","129","18","37","L 2"
2019-02-11 00:00:00.000,"BRK","TOR","2019/2/11_BRK:TOR",29,125,127,"BRK","TOR","58","7:30p","HOME","2019","Toronto Raptors","L","125","127","29","29","L 2"
2019-02-12 00:00:00.000,"LAL","ATL","2019/2/12_LAL:ATL",28,113,117,"LAL","ATL","57","7:30p","HOME","2019","Atlanta Hawks","L","113","117","28","29","L 2"
2019-02-22 00:00:00.000,"DET","ATL","2019/2/22_DET:ATL",40,125,122,"ATL","DET","59","7:30p","AWAY","2019","Detroit Pistons","L","122","125","19","40","L 2"
2019-02-24 00:00:00.000,"SAS","NYK","2019/2/24_SAS:NYK",33,118,130,"SAS","NYK","61","7:30p","HOME","2019","New York Knicks","L","118","130","33","28","L 2"
2019-03-04 00:00:00.000,"DAL","BRK","2019/3/4_DAL:BRK",27,88,127,"DAL","BRK","63","7:30p","HOME","2019","Brooklyn Nets","L","88","127","27","36","L 2"
2019-03-13 00:00:00.000,"DET","MIA","2019/3/13_DET:MIA",34,74,108,"DET","MIA","67","7:30p","HOME","2019","Miami Heat","L","74","108","34","33","L 2"
2019-03-20 00:00:00.000,"UTA","NYK","2019/3/20_UTA:NYK",58,137,116,"NYK","UTA","72","7:30p","AWAY","2019","Utah Jazz","L","116","137","14","58","L 2"
2019-04-03 00:00:00.000,"TOR","BRK","2019/4/3_TOR:BRK",40,115,105,"BRK","TOR","79","7:30p","AWAY","2019","Toronto Raptors","L","105","115","39","40","L 2"
2019-04-03 00:00:00.000,"PHI","ATL","2019/4/3_PHI:ATL",49,122,130,"PHI","ATL","78","7:30p","HOME","2019","Atlanta Hawks","L","122","130","49","29","L 2"
2019-04-03 00:00:00.000,"BOS","MIA","2019/4/3_BOS:MIA",40,112,102,"MIA","BOS","78","7:30p","AWAY","2019","Boston Celtics","L","102","112","38","40","L 2"
2019-10-25 00:00:00.000,"NYK","BRK","2019/10/25_NYK:BRK",0,109,113,"NYK","BRK","2","7:30p","HOME","2020","Brooklyn Nets","L","109","113","0","2","L 2"
2019-10-29 00:00:00.000,"ATL","MIA","2019/10/29_ATL:MIA",2,97,112,"ATL","MIA","4","7:30p","HOME","2020","Miami Heat","L","97","112","2","2","L 2"
2019-10-30 00:00:00.000,"IND","BRK","2019/10/30_IND:BRK",3,118,108,"BRK","IND","4","7:30p","AWAY","2020","Indiana Pacers","L","108","118","1","3","L 2"
2019-11-01 00:00:00.000,"NYK","BOS","2019/11/1_NYK:BOS",1,102,104,"NYK","BOS","6","7:30p","HOME","2020","Boston Celtics","L","102","104","1","5","L 2"
2019-11-04 00:00:00.000,"NOP","BRK","2019/11/4_NOP:BRK",1,125,135,"NOP","BRK","7","7:30p","HOME","2020","Brooklyn Nets","L","125","135","1","6","L 2"
2019-11-05 00:00:00.000,"SAS","ATL","2019/11/5_SAS:ATL",4,100,108,"SAS","ATL","7","7:30p","HOME","2020","Atlanta Hawks","L","100","108","4","3","L 2"
2019-11-11 00:00:00.000,"MEM","SAS","2019/11/11_MEM:SAS",5,113,109,"SAS","MEM","10","7:30p","AWAY","2020","Memphis Grizzlies","L","109","113","5","5","L 2"
2019-11-20 00:00:00.000,"CHO","BRK","2019/11/20_CHO:BRK",6,91,101,"CHO","BRK","15","7:30p","HOME","2020","Brooklyn Nets","L","91","101","6","9","L 2"
2019-12-05 00:00:00.000,"HOU","TOR","2019/12/5_HOU:TOR",6,119,109,"TOR","HOU","21","7:30p","AWAY","2020","Houston Rockets","L","109","119","15","6","L 2"
2019-12-16 00:00:00.000,"CLE","TOR","2019/12/16_CLE:TOR",6,113,133,"CLE","TOR","27","7:30p","HOME","2020","Toronto Raptors","L","113","133","6","21","L 2"
2019-12-21 00:00:00.000,"MIL","NYK","2019/12/21_MIL:NYK",23,123,102,"NYK","MIL","30","7:30p","AWAY","2020","Milwaukee Bucks","L","102","123","7","23","L 2"
2020-01-08 00:00:00.000,"HOU","ATL","2020/1/8_HOU:ATL",30,122,115,"ATL","HOU","38","7:30p","AWAY","2020","Houston Rockets","L","115","122","8","30","L 2"
2020-01-22 00:00:00.000,"MEM","BOS","2020/1/22_MEM:BOS",20,95,119,"MEM","BOS","44","7:30p","HOME","2020","Boston Celtics","L","95","119","20","24","L 2"
2015-11-07 00:00:00.000,"MEM","UTA","2015/11/7_MEM:UTA",3,79,89,"MEM","UTA","7","9:00p","HOME","2016","Utah Jazz","L","79","89","3","4","L 2"
2015-11-11 00:00:00.000,"MIL","DEN","2015/11/11_MIL:DEN",4,102,103,"MIL","DEN","9","9:00p","HOME","2016","Denver Nuggets","L","102","103","4","5","L 2"
2015-11-13 00:00:00.000,"HOU","DEN","2015/11/13_HOU:DEN",4,98,107,"HOU","DEN","9","9:00p","HOME","2016","Denver Nuggets","L","98","107","4","5","L 2"
2015-11-20 00:00:00.000,"PHO","DEN","2015/11/20_PHO:DEN",7,114,107,"DEN","PHO","13","9:00p","AWAY","2016","Phoenix Suns","L","107","114","6","7","L 2"
2015-11-23 00:00:00.000,"OKC","UTA","2015/11/23_OKC:UTA",7,111,89,"UTA","OKC","13","9:00p","AWAY","2016","Oklahoma City Thunder","L","89","111","6","7","L 2"
2015-12-05 00:00:00.000,"IND","UTA","2015/12/5_IND:UTA",12,119,122,"IND","UTA","19","9:00p","HOME","2016","Utah Jazz","L","119","122","12","7","L 2"
2015-12-21 00:00:00.000,"PHO","UTA","2015/12/21_PHO:UTA",12,89,110,"PHO","UTA","30","9:00p","HOME","2016","Utah Jazz","L","89","110","12","18","L 2"
2015-12-26 00:00:00.000,"LAC","UTA","2015/12/26_LAC:UTA",16,109,104,"UTA","LAC","28","9:00p","AWAY","2016","Los Angeles Clippers","L","104","109","12","16","L 2"
2016-01-14 00:00:00.000,"SAC","UTA","2016/1/14_SAC:UTA",22,103,101,"UTA","SAC","39","9:00p","AWAY","2016","Sacramento Kings","L","101","103","17","22","L 2"
2016-01-16 00:00:00.000,"LAL","UTA","2016/1/16_LAL:UTA",9,82,109,"LAL","UTA","42","9:00p","HOME","2016","Utah Jazz","L","82","109","9","33","L 2"
2016-01-21 00:00:00.000,"MEM","DEN","2016/1/21_MEM:DEN",27,102,101,"DEN","MEM","43","9:00p","AWAY","2016","Memphis Grizzlies","L","101","102","16","27","L 2"
2016-02-29 00:00:00.000,"MEM","DEN","2016/2/29_MEM:DEN",37,103,96,"DEN","MEM","60","9:00p","AWAY","2016","Memphis Grizzlies","L","96","103","23","37","L 2"
2016-04-01 00:00:00.000,"MIN","UTA","2016/4/1_MIN:UTA",25,85,98,"MIN","UTA","76","9:00p","HOME","2016","Utah Jazz","L","85","98","25","51","L 2"
2016-04-08 00:00:00.000,"LAC","UTA","2016/4/8_LAC:UTA",40,102,99,"UTA","LAC","79","9:00p","AWAY","2016","Los Angeles Clippers","L","99","102","39","40","L 2"
2016-04-08 00:00:00.000,"SAS","DEN","2016/4/8_SAS:DEN",65,98,102,"SAS","DEN","79","9:00p","HOME","2016","Denver Nuggets","L","98","102","65","14","L 2"
2016-11-25 00:00:00.000,"OKC","DEN","2016/11/25_OKC:DEN",10,132,129,"DEN","OKC","16","9:00p","AWAY","2017","Oklahoma City Thunder","L","129","132","6","10","L 2"
2016-12-10 00:00:00.000,"SAC","UTA","2016/12/10_SAC:UTA",8,84,104,"SAC","UTA","23","9:00p","HOME","2017","Utah Jazz","L","84","104","8","15","L 2"
2016-12-14 00:00:00.000,"OKC","UTA","2016/12/14_OKC:UTA",15,89,109,"OKC","UTA","26","9:00p","HOME","2017","Utah Jazz","L","89","109","15","11","L 2"
2016-12-21 00:00:00.000,"SAC","UTA","2016/12/21_SAC:UTA",12,94,93,"UTA","SAC","30","9:00p","AWAY","2017","Sacramento Kings","L","93","94","18","12","L 2"
2016-12-29 00:00:00.000,"TOR","PHO","2016/12/29_TOR:PHO",22,91,99,"TOR","PHO","32","9:00p","HOME","2017","Phoenix Suns","L","91","99","22","10","L 2"
2017-01-15 00:00:00.000,"OKC","SAC","2017/1/15_OKC:SAC",24,122,118,"SAC","OKC","40","9:00p","AWAY","2017","Oklahoma City Thunder","L","118","122","16","24","L 2"
2017-01-21 00:00:00.000,"LAC","DEN","2017/1/21_LAC:DEN",29,98,123,"LAC","DEN","45","9:00p","HOME","2017","Denver Nuggets","L","98","123","29","16","L 2"
2017-01-24 00:00:00.000,"UTA","DEN","2017/1/24_UTA:DEN",29,93,103,"UTA","DEN","47","9:00p","HOME","2017","Denver Nuggets","L","93","103","29","18","L 2"
2017-01-26 00:00:00.000,"PHO","DEN","2017/1/26_PHO:DEN",15,120,127,"PHO","DEN","46","9:00p","HOME","2017","Denver Nuggets","L","120","127","15","31","L 2"
2017-02-01 00:00:00.000,"MEM","DEN","2017/2/1_MEM:DEN",27,119,99,"DEN","MEM","48","9:00p","AWAY","2017","Memphis Grizzlies","L","99","119","21","27","L 2"
2017-02-13 00:00:00.000,"NOP","PHO","2017/2/13_NOP:PHO",39,110,108,"PHO","NOP","56","9:00p","AWAY","2017","New Orleans Pelicans","L","108","110","17","39","L 2"
2017-03-03 00:00:00.000,"OKC","PHO","2017/3/3_OKC:PHO",35,111,118,"OKC","PHO","62","9:00p","HOME","2017","Phoenix Suns","L","111","118","35","27","L 2"
2017-03-04 00:00:00.000,"MEM","HOU","2017/3/4_MEM:HOU",36,108,123,"MEM","HOU","63","9:00p","HOME","2017","Houston Rockets","L","108","123","36","27","L 2"
2017-03-10 00:00:00.000,"BRK","DAL","2017/3/10_BRK:DAL",11,96,105,"BRK","DAL","64","9:00p","HOME","2017","Dallas Mavericks","L","96","105","11","53","L 2"
2017-03-18 00:00:00.000,"SAS","MEM","2017/3/18_SAS:MEM",52,96,104,"SAS","MEM","68","9:00p","HOME","2017","Memphis Grizzlies","L","96","104","52","16","L 2"
2017-03-31 00:00:00.000,"WAS","UTA","2017/3/31_WAS:UTA",46,88,95,"WAS","UTA","76","9:00p","HOME","2017","Utah Jazz","L","88","95","46","30","L 2"
2017-04-04 00:00:00.000,"POR","UTA","2017/4/4_POR:UTA",38,87,106,"POR","UTA","78","9:00p","HOME","2017","Utah Jazz","L","87","106","38","40","L 2"
2017-10-28 00:00:00.000,"LAL","UTA","2017/10/28_LAL:UTA",2,81,96,"LAL","UTA","6","9:00p","HOME","2018","Utah Jazz","L","81","96","2","4","L 2"
2017-11-05 00:00:00.000,"OKC","POR","2017/11/5_OKC:POR",4,99,103,"OKC","POR","9","9:00p","HOME","2018","Portland Trail Blazers","L","99","103","4","5","L 2"
2017-11-11 00:00:00.000,"MIN","PHO","2017/11/11_MIN:PHO",7,110,118,"MIN","PHO","12","9:00p","HOME","2018","Phoenix Suns","L","110","118","7","5","L 2"
2017-12-20 00:00:00.000,"MIN","DEN","2017/12/20_MIN:DEN",15,112,104,"DEN","MIN","31","9:00p","AWAY","2018","Minnesota Timberwolves","L","104","112","16","15","L 2"
2017-12-26 00:00:00.000,"UTA","DEN","2017/12/26_UTA:DEN",15,83,107,"UTA","DEN","35","9:00p","HOME","2018","Denver Nuggets","L","83","107","15","20","L 2"
2018-03-03 00:00:00.000,"LAL","SAS","2018/3/3_LAL:SAS",27,116,112,"SAS","LAL","63","9:00p","AWAY","2018","Los Angeles Lakers","L","112","116","36","27","L 2"
2018-03-15 00:00:00.000,"DET","DEN","2018/3/15_DET:DEN",30,113,120,"DET","DEN","68","9:00p","HOME","2018","Denver Nuggets","L","113","120","30","38","L 2"
2018-04-01 00:00:00.000,"MEM","POR","2018/4/1_MEM:POR",21,98,113,"MEM","POR","77","9:00p","HOME","2018","Portland Trail Blazers","L","98","113","21","56","L 2"
2018-10-22 00:00:00.000,"MEM","UTA","2018/10/22_MEM:UTA",2,92,84,"UTA","MEM","3","9:00p","AWAY","2019","Memphis Grizzlies","L","84","92","1","2","L 2"
2018-11-04 00:00:00.000,"MIN","POR","2018/11/4_MIN:POR",4,81,111,"MIN","POR","10","9:00p","HOME","2019","Portland Trail Blazers","L","81","111","4","6","L 2"
2018-11-08 00:00:00.000,"BOS","PHO","2018/11/8_BOS:PHO",9,116,109,"PHO","BOS","11","9:00p","AWAY","2019","Boston Celtics","L","109","116","2","9","L 2"
2018-11-14 00:00:00.000,"SAS","PHO","2018/11/14_SAS:PHO",7,96,116,"SAS","PHO","13","9:00p","HOME","2019","Phoenix Suns","L","96","116","7","6","L 2"
2018-11-21 00:00:00.000,"SAC","UTA","2018/11/21_SAC:UTA",10,119,110,"UTA","SAC","18","9:00p","AWAY","2019","Sacramento Kings","L","110","119","8","10","L 2"
2018-11-27 00:00:00.000,"LAL","DEN","2018/11/27_LAL:DEN",11,85,117,"LAL","DEN","20","9:00p","HOME","2019","Denver Nuggets","L","85","117","11","9","L 2"
2018-12-10 00:00:00.000,"MEM","DEN","2018/12/10_MEM:DEN",15,99,105,"MEM","DEN","26","9:00p","HOME","2019","Denver Nuggets","L","99","105","15","11","L 2"
2018-12-12 00:00:00.000,"MIA","UTA","2018/12/12_MIA:UTA",11,84,111,"MIA","UTA","27","9:00p","HOME","2019","Utah Jazz","L","84","111","11","16","L 2"
2018-12-29 00:00:00.000,"DEN","PHO","2018/12/29_DEN:PHO",28,122,118,"PHO","DEN","37","9:00p","AWAY","2019","Denver Nuggets","L","118","122","9","28","L 2"
2019-03-02 00:00:00.000,"LAL","PHO","2019/3/2_LAL:PHO",30,109,118,"LAL","PHO","63","9:00p","HOME","2019","Phoenix Suns","L","109","118","30","33","L 2"
2019-03-04 00:00:00.000,"MIL","PHO","2019/3/4_MIL:PHO",48,105,114,"MIL","PHO","64","9:00p","HOME","2019","Phoenix Suns","L","105","114","48","16","L 2"
2019-03-14 00:00:00.000,"MIN","UTA","2019/3/14_MIN:UTA",32,100,120,"MIN","UTA","69","9:00p","HOME","2019","Utah Jazz","L","100","120","32","37","L 2"
2019-03-16 00:00:00.000,"BRK","UTA","2019/3/16_BRK:UTA",36,98,114,"BRK","UTA","71","9:00p","HOME","2019","Utah Jazz","L","98","114","36","35","L 2"
2019-11-03 00:00:00.000,"UTA","LAC","2019/11/3_UTA:LAC",4,94,105,"UTA","LAC","7","9:00p","HOME","2020","Los Angeles Clippers","L","94","105","4","3","L 2"
2019-11-06 00:00:00.000,"PHI","UTA","2019/11/6_PHI:UTA",5,104,106,"PHI","UTA","7","9:00p","HOME","2020","Utah Jazz","L","104","106","5","2","L 2"
2019-11-18 00:00:00.000,"MIN","UTA","2019/11/18_MIN:UTA",5,112,102,"UTA","MIN","13","9:00p","AWAY","2020","Minnesota Timberwolves","L","102","112","8","5","L 2"
2019-11-22 00:00:00.000,"BOS","DEN","2019/11/22_BOS:DEN",11,92,96,"BOS","DEN","15","9:00p","HOME","2020","Denver Nuggets","L","92","96","11","4","L 2"
2019-11-27 00:00:00.000,"WAS","PHO","2019/11/27_WAS:PHO",9,140,132,"PHO","WAS","17","9:00p","AWAY","2020","Washington Wizards","L","132","140","8","9","L 2"
2019-12-14 00:00:00.000,"OKC","DEN","2019/12/14_OKC:DEN",11,102,110,"OKC","DEN","25","9:00p","HOME","2020","Denver Nuggets","L","102","110","11","14","L 2"
2019-12-18 00:00:00.000,"ORL","DEN","2019/12/18_ORL:DEN",12,104,113,"ORL","DEN","28","9:00p","HOME","2020","Denver Nuggets","L","104","113","12","16","L 2"
2019-12-30 00:00:00.000,"DET","UTA","2019/12/30_DET:UTA",12,81,104,"DET","UTA","34","9:00p","HOME","2020","Utah Jazz","L","81","104","12","22","L 2"
2020-01-07 00:00:00.000,"SAC","PHO","2020/1/7_SAC:PHO",23,114,103,"PHO","SAC","37","9:00p","AWAY","2020","Sacramento Kings","L","103","114","14","23","L 2"
2020-01-18 00:00:00.000,"POR","OKC","2020/1/18_POR:OKC",18,106,119,"POR","OKC","44","9:00p","HOME","2020","Oklahoma City Thunder","L","106","119","18","26","L 2"
2020-01-22 00:00:00.000,"IND","PHO","2020/1/22_IND:PHO",26,112,87,"PHO","IND","44","9:00p","AWAY","2020","Indiana Pacers","L","87","112","18","26","L 2"
2015-11-12 00:00:00.000,"LAC","PHO","2015/11/12_LAC:PHO",5,104,118,"LAC","PHO","9","10:30p","HOME","2016","Phoenix Suns","L","104","118","5","4","L 2"
2015-11-17 00:00:00.000,"TOR","GSW","2015/11/17_TOR:GSW",7,110,115,"TOR","GSW","12","10:30p","HOME","2016","Golden State Warriors","L","110","115","7","5","L 2"
2015-11-20 00:00:00.000,"TOR","LAL","2015/11/20_TOR:LAL",10,102,91,"LAL","TOR","12","10:30p","AWAY","2016","Toronto Raptors","L","91","102","2","10","L 2"
2016-01-02 00:00:00.000,"PHI","LAC","2016/1/2_PHI:LAC",3,99,130,"PHI","LAC","36","10:30p","HOME","2016","Los Angeles Clippers","L","99","130","3","33","L 2"
2016-01-23 00:00:00.000,"IND","SAC","2016/1/23_IND:SAC",23,97,108,"IND","SAC","44","10:30p","HOME","2016","Sacramento Kings","L","97","108","23","21","L 2"
2016-03-01 00:00:00.000,"BRK","LAL","2016/3/1_BRK:LAL",17,101,107,"BRK","LAL","61","10:30p","HOME","2016","Los Angeles Lakers","L","101","107","17","44","L 2"
2016-03-07 00:00:00.000,"ORL","GSW","2016/3/7_ORL:GSW",27,113,119,"ORL","GSW","62","10:30p","HOME","2016","Golden State Warriors","L","113","119","27","35","L 2"
2016-03-09 00:00:00.000,"UTA","GSW","2016/3/9_UTA:GSW",29,94,115,"UTA","GSW","64","10:30p","HOME","2016","Golden State Warriors","L","94","115","29","35","L 2"
2016-03-25 00:00:00.000,"DAL","GSW","2016/3/25_DAL:GSW",35,120,128,"DAL","GSW","72","10:30p","HOME","2016","Golden State Warriors","L","120","128","35","37","L 2"
2016-03-25 00:00:00.000,"DEN","LAL","2016/3/25_DEN:LAL",57,116,105,"LAL","DEN","72","10:30p","AWAY","2016","Denver Nuggets","L","105","116","15","57","L 2"
2016-04-05 00:00:00.000,"LAL","LAC","2016/4/5_LAL:LAC",16,81,103,"LAL","LAC","77","10:30p","HOME","2016","Los Angeles Clippers","L","81","103","16","61","L 2"
2016-04-13 00:00:00.000,"DEN","POR","2016/4/13_DEN:POR",33,99,107,"DEN","POR","82","10:30p","HOME","2016","Portland Trail Blazers","L","99","107","33","49","L 2"
2016-04-13 00:00:00.000,"UTA","LAL","2016/4/13_UTA:LAL",40,96,101,"UTA","LAL","82","10:30p","HOME","2016","Los Angeles Lakers","L","96","101","40","42","L 2"
2016-11-25 00:00:00.000,"GSW","LAL","2016/11/25_GSW:LAL",9,109,85,"LAL","GSW","17","10:30p","AWAY","2017","Golden State Warriors","L","85","109","8","9","L 2"
2016-12-02 00:00:00.000,"HOU","DEN","2016/12/2_HOU:DEN",12,128,110,"DEN","HOU","19","10:30p","AWAY","2017","Houston Rockets","L","110","128","7","12","L 2"
2016-12-15 00:00:00.000,"NYK","GSW","2016/12/15_NYK:GSW",14,90,103,"NYK","GSW","26","10:30p","HOME","2017","Golden State Warriors","L","90","103","14","12","L 2"
2016-12-16 00:00:00.000,"DAL","UTA","2016/12/16_DAL:UTA",6,100,103,"DAL","UTA","26","10:30p","HOME","2017","Utah Jazz","L","100","103","6","20","L 2"
2017-01-06 00:00:00.000,"LAC","SAC","2017/1/6_LAC:SAC",21,106,98,"SAC","LAC","36","10:30p","AWAY","2017","Los Angeles Clippers","L","98","106","15","21","L 2"
2017-01-11 00:00:00.000,"CLE","POR","2017/1/11_CLE:POR",28,86,102,"CLE","POR","38","10:30p","HOME","2017","Portland Trail Blazers","L","86","102","28","10","L 2"
2017-02-13 00:00:00.000,"ATL","POR","2017/2/13_ATL:POR",32,109,104,"POR","ATL","55","10:30p","AWAY","2017","Atlanta Hawks","L","104","109","23","32","L 2"
2017-02-23 00:00:00.000,"DEN","SAC","2017/2/23_DEN:SAC",25,100,116,"DEN","SAC","57","10:30p","HOME","2017","Sacramento Kings","L","100","116","25","32","L 2"
2017-02-24 00:00:00.000,"SAS","LAC","2017/2/24_SAS:LAC",23,105,97,"LAC","SAS","58","10:30p","AWAY","2017","San Antonio Spurs","L","97","105","35","23","L 2"
